"Px
Code",ID,"Medication
Description","Unit
Price"
637000000,123518,Albuterol non-comp con,6.21
637000000,123560,activated charcoal-sorbitol 25 gram/120 mL suspension 120 mL Tube,49.61
637000000,123563,activated charcoal 25 gram/120 mL suspension 120 mL Bottle,71.06
637000000,123563,activated charcoal 25 gram/120 mL suspension 120 mL Tube,49.61
637000000,123683,peg 400-propylene glycol (PF) 0.4-0.3 % dropperette 1 each Vial,2.22
637000000,123800,sodium chloride-aloe vera gel 14.1 g Jar,11.62
637000000,123816,multivitamin-minerals-FA-lycopene-lutein 0.4-300-250 mg-mcg-mcg tablet 60 each Bottle,0.5
637000000,123816,multivitamin-minerals-FA-lycopene-lutein 0.4-300-250 mg-mcg-mcg tablet 90 each Bottle,0.5
637000000,12400,estropipate 0.75 mg tablet 100 each Bottle,6.11
637000000,12411,fluvastatin 20 mg capsule 30 each Bottle,16.78
637000000,124113,calcium carbonate-vitamin D3 625 mg (250 mg calcium)-125 unit tablet 100 each BLIST PACK,0.5
637000000,12412,fluvastatin 40 mg capsule 30 each Bottle,10.89
637000000,124142,multivitamin renal failure 100-1 mg tablet 100 each Bottle,5.45
637000000,124225,trolamine salicylate-aloe vera 10 % cream 35.4 g Tube,57.68
637000000,124235,multivitamin-eye 26 mg-200 Unit-5 mg-0.8 mg capsule 120 each Bottle,2.68
637000000,124412,triamcinolone 55 mcg/actuation aerosol spray 16.9 mL Bottle,98.67
637000000,124422,tobramycin 0.3 % drops 5 mL DROP BTL,95.04
637000000,124441,perampanel 2 mg tablet 30 each Bottle,55.7
637000000,124442,perampanel 4 mg tablet 30 each Bottle,55.36
637000000,124453,cloZAPine 50 mg/mL suspension 100 mL Bottle,17.61
637000000,124465,armodafinil 200 mg tablet 30 each Bottle,6.2
637000000,124466,levomilnacipran 20 mg capsule extended release 24 hr 30 each Bottle,46.25
637000000,124467,levomilnacipran 40 mg capsule extended release 24 hr 30 each Bottle,24.52
637000000,124468,levomilnacipran 80 mg capsule extended release 24 hr 30 each Bottle,14.76
637000000,124469,levomilnacipran 120 mg capsule extended release 24 hr 30 each Bottle,10.36
637000000,124536,vortioxetine 5 mg tablet 30 each Bottle,47.84
637000000,124537,vortioxetine 10 mg tablet 30 each Bottle,25.38
637000000,124538,vortioxetine 20 mg tablet 30 each Bottle,15.19
637000000,124571,vitamin A C E-lutein-minerals 1 000 Unit-200 mg-60 Unit-2 mg tablet 120 each Bottle,2.29
637000000,124589,riociguat 1 mg tablet 90 each Bottle,194.89
637000000,124592,riociguat 2.5 mg tablet 90 each Bottle,83.96
637000000,124653,magnesium gluconate 27 mg (500 mg) tablet 100 each Bottle,2.16
637000000,124657,macitentan 10 mg tablet 15 each BLIST PACK,"1,140.39"
637000000,124680,testosterone 50 mg/5 g (1 %) gel 5 g Tube,65.2
637000000,124699,methyl salicylate-menthol 30-10 % cream 35.4 g Tube,11.04
637000000,124722,neomycin-bacitracin-polymyxin 3.5 mg-400 unit-5 000 unit ointment in packet 144 each Packet,2.55
637000000,124764,phenylephrine-mineral oil-petrolatum 0.25-14-74.9 % ointment 28 g Tube,22.97
637000000,124827,multivitamin/mineral 400 mcg/mL drops 60 mL DROP BTL,0.5
637000000,124827,multivitamin/mineral 400 mcg/mL drops 1 mL Syringe,0.5
637000000,124838,insulin aspart 100 unit/ml PEN,97.5
637000000,124839,Insulin for insulin pump use,121.97
637000000,124840,insulin glargine 100 unit/mL (3 mL) insulin pen 3 mL Syringe,131.53
637000000,124843,insulin glusine per 5 Units,176.54
637000000,124845,insulin lispro 100 unit/mL insulin pen 3 mL Syringe,114.03
637000000,124847,Insulin injection,135.95
637000000,124850,ibrutinib 140 mg capsule 90 each Bottle,466
637000000,124854,insulin NPH 100 unit/mL (3 mL) insulin pen 3 mL Syringe,90.59
637000000,124856,insulin asp prt-insulin aspart 100 unit/mL (70-30) insulin pen 3 mL Syringe,97.5
637000000,124887,eslicarbazepine 200 mg tablet 30 each Bottle,177.05
637000000,124888,eslicarbazepine 400 mg tablet 30 each Bottle,93.52
637000000,12491,estradiol 0.5 mg tablet 100 each Bottle,5.29
637000000,124917,posaconazole 100 mg tablet delayed release (DR/EC) 60 each Bottle,608.3
637000000,125030,sucroferric oxyhydroxide 500 mg (2500 mg sucroferric oxyhydroxide) tablet chewable 90 each Bottle,48.37
637000000,125047,treprostinil diolamine 0.25 mg tablet extended release 100 each Bottle,26.48
637000000,125048,treprostinil diolamine 1 mg tablet extended release 100 each Bottle,26.48
637000000,125074,dapagliflozin 5 mg tablet 30 each Bottle,51.8
637000000,125179,sodium-chloride-potassium-citrate 70-60-20-30 mEq packet 100 each Packet,3.47
637000000,125509,apremilast 30 mg tablet 60 each Bottle,175.99
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 473 mL Bottle,16.9
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 118 mL Bottle,4.48
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 5 mL Cup,2.07
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 10 mL Cup,2.14
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 20 mL Cup,2.28
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 2.5 mL Syringe,2.04
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 1 mL Syringe,2.01
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 4 mL Syringe,2.06
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 3 mL Syringe,2.04
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 2 mL Syringe,2.03
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 1.2 mL Syringe,2.02
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 6 mL Cup,2.08
637000000,12556,diphenhydrAMINE 12.5 mg/5 mL liquid 8 mL Cup,2.11
637000000,12580,Ipratropium bromide non-comp,5.5
637000000,12581,fluocinolone acetonide (bulk) powder 1 g Jar,268
637000000,1259,caffeine 200 mg tablet 16 each BLIST PACK,2.54
637000000,1259,caffeine 200 mg tablet 40 each Bottle,2.51
637000000,1259,caffeine 200 mg tablet 16 each Bottle,2.2
637000000,1259,caffeine 200 mg tablet 1 each BLIST PACK,2.54
637000000,126113,droxidopa 100 mg capsule 90 each Bottle,95.25
637000000,126115,droxidopa 300 mg capsule 90 each Bottle,265.74
637000000,126194,carbidopa-levodopa 25-100 mg tablet extended release 1 each BLIST PACK,5.83
637000000,126194,carbidopa-levodopa 25-100 mg tablet extended release 100 each BLIST PACK,5.86
637000000,126233,PHENobarbital-hyoscyamine-atropine-scopolamine 16.2-0.1037 -0.0194 mg tablet 100 each Bottle,24.26
637000000,126241,glucosamine sulf dipotassium chloride-chondroitin 500-400 mg capsule 150 each Bottle,5.45
637000000,126248,nilotinib 200 mg capsule 28 each BLIST PACK,401.1
637000000,126249,erlotinib 25 mg tablet 30 each Bottle,530.83
637000000,126250,erlotinib 100 mg tablet 30 each Bottle,408.76
637000000,126251,erlotinib 150 mg tablet 30 each Bottle,294.89
637000000,126272,gabapentin enacarbil 300 mg tablet extended release 30 each Bottle,88.68
637000000,126273,gabapentin enacarbil 600 mg tablet extended release 30 each Bottle,48.11
637000000,126393,tedizolid 200 mg tablet 6 each BLIST PACK,838.4
637000000,126397,raltegravir 100 mg powder in packet 1 each Packet,25.42
637000000,126397,raltegravir 100 mg powder in packet 60 each Packet,25.42
637000000,126404,Cyclophosphamide oral 25 MG,20.8
637000000,126405,Cyclophosphamide oral 25 MG,34.1
637000000,126502,ketoprofen  micronized (bulk) 100 % powder 25 g Jar,112
637000000,126630,empagliflozin 10 mg tablet 30 each Bottle,52.32
637000000,12666,doxepin 5 % cream 45 g Tube,"1,467.13"
637000000,1267,calamine (bulk) powder 100 g Jar,63.3
637000000,126765,sulfur (bulk) 100 % powder 500 g Jar,108.75
637000000,126772,abacavir-dolutegravir-lamivud 600-50-300 mg tablet 30 each Bottle,293.66
637000000,126840,ethyl alcohol (bulk) 95 % liquid 500 mL Bottle,120.5
637000000,126849,Bifidobacterium infantis 4 mg capsule 42 each BLIST PACK,4.77
637000000,126857,sildenafil 10 mg/mL suspension for reconstitution 112 mL Bottle,"23,123.71"
637000000,127187,saliva stimulant liquid 44.3 mL Bottle,19.68
637000000,12724,terbinafine 250 mg tablet 30 each Bottle,5.82
637000000,12729,triamterene-hydroCHLOROthiazide 37.5-25 mg capsule 100 each Bottle,5.74
637000000,12729,triamterene-hydroCHLOROthiazide 37.5-25 mg capsule 1 each BLIST PACK,5.97
637000000,12729,triamterene-hydroCHLOROthiazide 37.5-25 mg capsule 100 each BLIST PACK,5.97
637000000,12731,benazepril-hydroCHLOROthiazide 10-12.5 mg tablet 100 each Bottle,7.93
637000000,12732,benazepril-hydroCHLOROthiazide 20-12.5 mg tablet 100 each Bottle,7.92
637000000,12733,benazepril-hydroCHLOROthiazide 20-25 mg tablet 100 each Bottle,7.92
637000000,127337,pirfenidone 267 mg capsule 270 each Bottle,121.75
637000000,127367,suvorexant 10 mg tablet 30 each BLIST PACK,23.05
637000000,127367,suvorexant 10 mg tablet 10 each BLIST PACK,23.05
637000000,127369,suvorexant 20 mg tablet 10 each BLIST PACK,13.37
637000000,127374,fluticasone furoate 100 mcg/actuation blister with device 14 each BLIST PACK,65.41
637000000,127375,fluticasone furoate 200 mcg/actuation blister with device 14 each BLIST PACK,70.64
637000000,127393,ferric citrate 210 mg iron tablet 200 each Bottle,22.48
637000000,127395,naloxegol 12.5 mg tablet 30 each Bottle,43.15
637000000,127396,naloxegol 25 mg tablet 30 each Bottle,22.85
637000000,127399,dulaglutide 1.5 mg/0.5 mL pen injector 0.5 mL Syringe,550.98
637000000,127508,terbinafine 1 % aerosol spray 125 mL CANISTER,78
637000000,127552,darunavir-cobicistat 800-150 mg-mg tablet 30 each Bottle,192.68
637000000,127907,edoxaban 60 mg tablet 30 each Bottle,11.43
637000000,127908,carbidopa-levodopa 23.75-95 mg capsule  extended release 100 each Bottle,14.53
637000000,127909,carbidopa-levodopa 36.25-145 mg capsule  extended release 100 each Bottle,14.53
637000000,127910,carbidopa-levodopa 48.75-195 mg capsule  extended release 100 each Bottle,14.53
637000000,127911,carbidopa-levodopa 61.25-245 mg capsule  extended release 100 each Bottle,16.97
637000000,127934,compound vehicle No. 6 (sugar-free) suspension for reconstitution 6.3 g Bottle,112.01
637000000,127980,multivitamin-iron-FA-Ca-minerals 9 mg iron-400 mcg tablet 130 each Bottle,0.5
637000000,127980,multivitamin-iron-FA-Ca-minerals 9 mg iron-400 mcg tablet 100 each BLIST PACK,0.5
637000000,12803,pilocarpine 5 mg tablet 100 each Bottle,7.72
637000000,12803,pilocarpine 5 mg tablet 30 each BLIST PACK,12.21
637000000,12803,pilocarpine 5 mg tablet 1 each BLIST PACK,12.21
637000000,128041,HYDROcodone bitartrate 10 mg capsule  oral only  ER 12hr 60 each Bottle,28.36
637000000,128045,HYDROcodone bitartrate 40 mg capsule  oral only  ER 12hr 60 each Bottle,18.2
637000000,128056,palbociclib 125 mg capsule 21 each Bottle,969.14
637000000,128147,scopolamine base 1 mg over 3 days patch 3 day 10 each Box,62.19
637000000,128147,scopolamine base 1 mg over 3 days patch 3 day 24 each Box,62.19
637000000,128147,scopolamine base 1 mg over 3 days patch 3 day 1 each Box,62.19
637000000,128147,scopolamine base 1 mg over 3 days patch 3 day 4 each Box,64.11
637000000,128153,compounding vehicle SF no.9 liquid 473 mL Bottle,54.58
637000000,128154,Ora-Sweet liquid 473 mL Bottle,45.36
637000000,128196,thyroid (pork) 15 mg tablet 100 each Bottle,6.92
637000000,128197,thyroid (pork) 30 mg tablet 100 each Bottle,5.84
637000000,128199,thyroid (pork) 60 mg tablet 100 each Bottle,5.62
637000000,128209,isavuconazonium 186 mg capsule 14 each BLIST PACK,451.24
637000000,128210,thyroid (pork) 120 mg tablet 100 each Bottle,5.57
637000000,128215,thyroid (pork) 180 mg tablet 100 each Bottle,5.29
637000000,128267,Treprostinil  non-comp unit,"3,143.60"
637000000,128288,dextran 70-hypromellose (PF) 0.1-0.3 % dropperette 36 each Box,2.94
637000000,128288,dextran 70-hypromellose (PF) 0.1-0.3 % dropperette 36 each BLIST PACK,2.94
637000000,128355,lactobacillus acidoph-L.bulgar 1 million cell tablet 50 each Bottle,5.09
637000000,128398,lipase-protease-amylase 5 000-17 000-27 000 Unit capsule delayed release(DR/EC) 100 each Bottle,9.81
637000000,12841,glycopyrrolate (bulk) 100 % powder 5 g Jar,"1,465.00"
637000000,128434,desvenlafaxine 25 mg tablet extended release 24 hr 30 each Bottle,87.2
637000000,128538,L.acidoph-L.bulg-B.bif-S.therm 1 billion cell- 250 mg tablet 100 each Bottle,2.63
637000000,128538,L.acidoph-L.bulg-B.bif-S.therm 1 billion cell- 250 mg tablet 50 each Bottle,3.09
637000000,128540,ivabradine 5 mg tablet 60 each Bottle,16.23
637000000,12857,magnesium chloride (bulk) crystals 500 g Jar,129.88
637000000,12858,cadexomer iodine 0.9 % gel 40 g Tube,196.5
637000000,128727,multivitamin - adult liquid 9 mg iron/15 mL liquid 236 mL Bottle,0.5
637000000,128727,multivitamin - adult liquid 9 mg iron/15 mL liquid 15 mL Cup,0.5
637000000,128727,multivitamin - adult liquid 9 mg iron/15 mL liquid 10 mL Cup,0.5
637000000,12886,clarithromycin 250 mg/5 mL suspension for reconstitution 100 mL Bottle,416.1
637000000,12886,clarithromycin 250 mg/5 mL suspension for reconstitution 5 mL Cup,25.77
637000000,12886,clarithromycin 250 mg/5 mL suspension for reconstitution 10 mL Cup,48.58
637000000,129069,multivitamin/mineral 100-350-5 mcg-mcg-mg tablet chewable 60 each Bottle,0.5
637000000,129098,L.acidoph-B.lactis-B.longum 460 mg (7.5-6- 1.5 bill. cell) capsule 30 each Bottle,3.41
637000000,12912,pentosan polysulfate 100 mg capsule 100 each Bottle,33.97
637000000,129308,peg 400-propylene glycol 0.4-0.3 % drops gel 10 mL DROP BTL,83.71
637000000,129654,predniSONE micronized (bulk) 100 % powder 25 g Jar,329.75
637000000,129698,methylcellulose (with sugar) 2 gram/19 gram powder 454 g Jar,19.48
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 473 mL Bottle,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 5 mL Cup,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 1 mL Syringe,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 2 mL Syringe,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 4 mL Syringe,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 8 mL Cup,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 2.4 mL Syringe,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 6 mL Cup,0.5
637000000,1299,calcium carbonate 1 250 mg (500 mg calcium)/5 mL suspension 10 mL Cup,0.5
637000000,129902,fish oil 500 mg capsule 130 each Bottle,2.09
637000000,129902,fish oil 500 mg capsule 100 each BLIST PACK,2.46
637000000,129902,fish oil 500 mg capsule 1 each BLIST PACK,2.46
637000000,1300,calcium carbonate 1 250 mg (500 mg calcium) tablet 100 each Bottle,0.5
637000000,1300,calcium carbonate 1 250 mg (500 mg calcium) tablet 100 each BLIST PACK,0.5
637000000,1302,calcium carbonate 1 500 mg (600 mg calcium) tablet 60 each Bottle,0.5
637000000,1302,calcium carbonate 1 500 mg (600 mg calcium) tablet 100 each BLIST PACK,0.5
637000000,130304,white petrolatum ointment in packet 5 g Packet,2.44
637000000,1305,calcium carbonate (bulk) 100 % powder 500 g Jar,99
637000000,130511,sodium hydroxide (bulk) 100 % powder 500 g Jar,105.5
637000000,130559,acetaminophen-codeine 120 mg-12 mg /5 mL (5 mL) solution 5 mL Cup,13.36
637000000,13063,white petrolatum (bulk) gel 2 500 g Jar,235.5
637000000,1307,calcium chloride (bulk) powder 500 g Jar,141.25
637000000,13073,verapamil 240 mg tablet extended release 100 each Bottle,5.16
637000000,130785,salicy ac-res-lac ac-eth(bulk) 14-14-14 % solution 500 mL Bottle,162.38
637000000,1308,calcium citrate 950 mg (200 mg calcium) tablet 100 each Bottle,0.5
637000000,13089,lisinopril 2.5 mg tablet 100 each Bottle,5.03
637000000,13089,lisinopril 2.5 mg tablet 30 each BLIST PACK,6.81
637000000,13089,lisinopril 2.5 mg tablet 1 each BLIST PACK,6.81
637000000,130895,squaric acid dibutylester-butyl alcohol (bulk) 150 mg liquid 1 g Bottle,199.75
637000000,131124,gel base no.137 (bulk) gel 500 g Jar,97.38
637000000,131151,oxybutynin 3.9 mg/24 hour patch 4 day 4 each Box,15.3
637000000,131151,oxybutynin 3.9 mg/24 hour patch 4 day 1 each Box,15.3
637000000,131205,mouth rinse mouthwash 120 mL Bottle,73.1
637000000,131207,vit C E-Zn-coppr-lutein-zeaxan 250-200-40-1 mg-unit-mg-mg capsule 60 each Bottle,2.88
637000000,131262,plasticized ointment (PLASTIBASE) ointment 454 g Jar,169.35
637000000,13132,valACYclovir 1000 mg tablet 90 each Bottle,7.12
637000000,13132,valACYclovir 1000 mg tablet 30 each Bottle,9.24
637000000,13132,valACYclovir 1000 mg tablet 1 each BLIST PACK,11.85
637000000,13132,valACYclovir 1000 mg tablet 30 each BLIST PACK,11.85
637000000,13133,valACYclovir 500 mg tablet 30 each Bottle,7.66
637000000,13133,valACYclovir 500 mg tablet 1 each BLIST PACK,13.53
637000000,13133,valACYclovir 500 mg tablet 30 each BLIST PACK,13.53
637000000,13133,valACYclovir 500 mg tablet 100 each BLIST PACK,10.65
637000000,13135,naproxen sodium 220 mg tablet 100 each Bottle,2.22
637000000,131452,saliva substitution mouthwash 473 mL Bottle,68.21
637000000,13159,perindopril 2 mg tablet 100 each Bottle,6.65
637000000,13160,perindopril 4 mg tablet 100 each Bottle,5.94
637000000,131635,multivitamin w/ iron pediatric liquid 750 unit-400 unit-10 mg/mL drops 0.5 mL Syringe,0.5
637000000,131635,multivitamin w/ iron pediatric liquid 750 unit-400 unit-10 mg/mL drops 1 mL Syringe,0.5
637000000,131635,multivitamin w/ iron pediatric liquid 750 unit-400 unit-10 mg/mL drops 50 mL DROP BTL,0.5
637000000,131643,multivitamin pediatric 750-35-400 Units-mg-Units/mL drops 1 mL Syringe,0.5
637000000,131643,multivitamin pediatric 750-35-400 Units-mg-Units/mL drops 0.5 mL Syringe,0.5
637000000,131643,multivitamin pediatric 750-35-400 Units-mg-Units/mL drops 50 mL DROP BTL,0.5
637000000,131764,oxyCODONE 30 mg tablet oral only ext.rel.12 hr 100 each Bottle,18.51
637000000,131764,oxyCODONE 30 mg tablet oral only ext.rel.12 hr 20 each BLIST PACK,18.73
637000000,131765,oxyCODONE 60 mg tablet oral only ext.rel.12 hr 100 each Bottle,17.42
637000000,131765,oxyCODONE 60 mg tablet oral only ext.rel.12 hr 20 each BLIST PACK,17.61
637000000,13184,verapamil 120 mg tablet extended release 100 each Bottle,5.52
637000000,13184,verapamil 120 mg tablet extended release 1 each BLIST PACK,10.99
637000000,13184,verapamil 120 mg tablet extended release 100 each BLIST PACK,10.99
637000000,13203,clobetasol 0.05 % gel 15 g Tube,146.53
637000000,13203,clobetasol 0.05 % gel 60 g Tube,361.86
637000000,132214,asenapine 2.5 mg tablet  sublingual 10 each BLIST PACK,70.68
637000000,132214,asenapine 2.5 mg tablet  sublingual 60 each BLIST PACK,70.68
637000000,132304,tiotropium-olodaterol 2.5-2.5 mcg/actuation mist 4 g AER W/ADAP,806.8
637000000,13236,polyethylene glycol 300 (bulk) liquid 500 mL Bottle,151
637000000,13256,coenzyme Q10 10 mg capsule 100 each Bottle,2.11
637000000,13292,sodium lauryl sulfate (bulk) 100 % powder 500 g Jar,253.38
637000000,13296,methylparaben (bulk) powder 100 g Jar,108.75
637000000,13309,stavudine 20 mg capsule 60 each Bottle,7.62
637000000,13311,stavudine 40 mg capsule 60 each Bottle,6.01
637000000,13358,famciclovir 500 mg tablet 30 each Bottle,5.36
637000000,13358,famciclovir 500 mg tablet 30 each BLIST PACK,6.87
637000000,13358,famciclovir 500 mg tablet 1 each BLIST PACK,6.87
637000000,13369,SUMAtriptan 100 mg tablet 9 each BLIST PACK,5.52
637000000,13444,nefazodone 100 mg tablet 60 each Bottle,6.89
637000000,13445,nefazodone 150 mg tablet 60 each Bottle,6.32
637000000,13446,nefazodone 200 mg tablet 60 each Bottle,6.12
637000000,1350,capsaicin 0.025 % cream 60 g Tube,13.55
637000000,13510,ibuprofen (bulk) 100 % powder 100 g Jar,105.5
637000000,1355,carBAMazepine 100 mg tablet chewable 100 each BLIST PACK,6.06
637000000,13562,isosorbide dinitrate 40 mg tablet extended release 100 each Bottle,8.59
637000000,1357,carBAMazepine 200 mg tablet 100 each Bottle,12.81
637000000,1357,carBAMazepine 200 mg tablet 100 each BLIST PACK,6.63
637000000,1357,carBAMazepine 200 mg tablet 1 each BLIST PACK,7.12
637000000,13577,fluconazole 150 mg tablet 12 each BLIST PACK,6.07
637000000,1359,carbamide peroxide 6.5 % drops 15 mL DROP BTL,66.75
637000000,13644,potassium chloride 10 mEq capsule  extended release 100 each BLIST PACK,6.96
637000000,13644,potassium chloride 10 mEq capsule  extended release 1 each BLIST PACK,6.77
637000000,13668,theophylline 100 mg tablet extended release 12 hr 100 each Bottle,6.16
637000000,13712,sodium phosphate  monobasic (bulk) powder 500 g Jar,108.75
637000000,13712,sodium phosphate  monobasic (bulk) powder 2 500 g Jar,400
637000000,13884,colestipol 1 gram tablet 120 each Bottle,7.65
637000000,1395,carisoprodol 350 mg tablet 100 each BLIST PACK,5.28
637000000,1395,carisoprodol 350 mg tablet 100 each Bottle,5.11
637000000,13981,lamoTRIgine 25 mg tablet 100 each Bottle,44.85
637000000,13981,lamoTRIgine 25 mg tablet 1 each BLIST PACK,5.39
637000000,13981,lamoTRIgine 25 mg tablet 100 each BLIST PACK,5.39
637000000,13982,lamoTRIgine 100 mg tablet 100 each Bottle,52.54
637000000,13982,lamoTRIgine 100 mg tablet 1 each BLIST PACK,5.34
637000000,13982,lamoTRIgine 100 mg tablet 100 each BLIST PACK,5.34
637000000,13983,lamoTRIgine 200 mg tablet 60 each Bottle,60.76
637000000,13983,lamoTRIgine 200 mg tablet 1 each BLIST PACK,5.64
637000000,13983,lamoTRIgine 200 mg tablet 100 each BLIST PACK,5.64
637000000,14047,cromolyn (bulk) powder 100 g Jar,648
637000000,14087,acetaminophen-codeine 300-30 mg tablet 100 each Bottle,10.47
637000000,14087,acetaminophen-codeine 300-30 mg tablet 100 each BLIST PACK,10.39
637000000,14087,acetaminophen-codeine 300-30 mg tablet 1 each BLIST PACK,10.39
637000000,14100,dilTIAZem SR 60 mg capsule extended release 12 hr 1 each BLIST PACK,13.46
637000000,14100,dilTIAZem SR 60 mg capsule extended release 12 hr 100 each BLIST PACK,13.46
637000000,14101,dilTIAZem SR 90 mg capsule extended release 12 hr 1 each BLIST PACK,13.06
637000000,14101,dilTIAZem SR 90 mg capsule extended release 12 hr 100 each BLIST PACK,13.06
637000000,14132,ketoconazole 2 % shampoo 120 mL Bottle,76.88
637000000,14190,hydrocortisone-aloe vera 1 % cream 28 g Tube,6.51
637000000,14196,conjugated estrogen-medroxyPROGESTERone 0.625-2.5 mg tablet 28 each BLIST PACK,26.47
637000000,14197,conjugated estrogen-medroxyPROGESTERone 0.625-5 mg tablet 28 each BLIST PACK,26.47
637000000,14209,naproxen (bulk) powder 25 g Jar,135.32
637000000,14233,fluconazole 40 mg/mL suspension for reconstitution 35 mL Bottle,82
637000000,14233,fluconazole 40 mg/mL suspension for reconstitution 5 mL Cup,16.08
637000000,14233,fluconazole 40 mg/mL suspension for reconstitution 2.5 mL Syringe,10.54
637000000,14233,fluconazole 40 mg/mL suspension for reconstitution 10 mL Cup,100.77
637000000,14266,lamoTRIgine 150 mg tablet 60 each Bottle,5.18
637000000,14266,lamoTRIgine 150 mg tablet 1 each BLIST PACK,5.61
637000000,14266,lamoTRIgine 150 mg tablet 100 each BLIST PACK,5.61
637000000,14266,lamoTRIgine 150 mg tablet 30 each BLIST PACK,5.83
637000000,14471,dorzolamide 2 % drops 10 mL DROP BTL,289.97
637000000,14550,terazosin 1 mg capsule 100 each Bottle,5.15
637000000,14550,terazosin 1 mg capsule 100 each BLIST PACK,5.37
637000000,14551,terazosin 2 mg capsule 100 each BLIST PACK,5.18
637000000,14551,terazosin 2 mg capsule 1 each BLIST PACK,5.21
637000000,14553,terazosin 5 mg capsule 100 each Bottle,5.1
637000000,14553,terazosin 5 mg capsule 100 each BLIST PACK,5.07
637000000,14596,biotin (bulk) 100 % powder 1 g Jar,131.5
637000000,14603,fluorouracil (bulk) 100 % powder 1 g Jar,71.84
637000000,14626,verapamil 180 mg tablet extended release 100 each Bottle,5.19
637000000,14626,verapamil 180 mg tablet extended release 1 each BLIST PACK,9.3
637000000,14626,verapamil 180 mg tablet extended release 100 each BLIST PACK,9.3
637000000,14628,indomethacin 75 mg capsule  extended release 1 each BLIST PACK,12.62
637000000,14628,indomethacin 75 mg capsule  extended release 30 each BLIST PACK,12.62
637000000,14628,indomethacin 75 mg capsule  extended release 60 each Bottle,5.87
637000000,14632,traMADol 50 mg tablet 100 each BLIST PACK,10.08
637000000,14632,traMADol 50 mg tablet 100 each Bottle,10.04
637000000,14702,acetic acid (bulk) 5 % liquid 500 mL Bottle,65.25
637000000,14702,acetic acid (bulk) 5 % liquid 3 800 mL Bottle,219.95
637000000,14702,acetic acid (bulk) 5 % liquid 30 mL Bottle,8.57
637000000,14719,metFORMIN 850 mg tablet 1 000 each Bottle,5.06
637000000,14719,metFORMIN 850 mg tablet 100 each BLIST PACK,5.14
637000000,14719,metFORMIN 850 mg tablet 1 each BLIST PACK,5.38
637000000,14720,Granisetron hcl 1 mg oral,8.9
637000000,14792,tiZANidine 2 mg tablet 150 each Bottle,5.84
637000000,14792,tiZANidine 2 mg tablet 30 each BLIST PACK,7.52
637000000,14792,tiZANidine 2 mg tablet 1 each BLIST PACK,7.52
637000000,14792,tiZANidine 2 mg tablet 50 each BLIST PACK,6.85
637000000,14793,tiZANidine 4 mg tablet 100 each BLIST PACK,5.72
637000000,14793,tiZANidine 4 mg tablet 50 each BLIST PACK,5.83
637000000,14793,tiZANidine 4 mg tablet 1 each BLIST PACK,5.83
637000000,14793,tiZANidine 4 mg tablet 150 each Bottle,5.12
637000000,14820,amLODIPine-benazepril 2.5-10 mg capsule 100 each Bottle,6.67
637000000,14821,amLODIPine-benazepril 5-10 mg capsule 100 each Bottle,5.34
637000000,14822,amLODIPine-benazepril 5-20 mg capsule 100 each Bottle,5.77
637000000,14823,losartan 25 mg tablet 90 each Bottle,5.07
637000000,14823,losartan 25 mg tablet 100 each BLIST PACK,6.11
637000000,14823,losartan 25 mg tablet 1 each BLIST PACK,6.91
637000000,14824,losartan 50 mg tablet 100 each BLIST PACK,5.82
637000000,14825,fosfomycin 3 gram packet 1 each Packet,250.79
637000000,14847,doxylamine 25 mg tablet 48 each Bottle,2.3
637000000,14953,atovaquone 750 mg/5 mL suspension 5 mL BLIST PACK,100.53
637000000,14953,atovaquone 750 mg/5 mL suspension 210 mL Bottle,"1,587.12"
637000000,14953,atovaquone 750 mg/5 mL suspension 5 mL Cup,98.69
637000000,14958,losartan-hydroCHLOROthiazide 50-12.5 mg tablet 90 each Bottle,5.15
637000000,14958,losartan-hydroCHLOROthiazide 50-12.5 mg tablet 50 each BLIST PACK,6.1
637000000,14958,losartan-hydroCHLOROthiazide 50-12.5 mg tablet 1 each BLIST PACK,6.1
