Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
36000064,HC ARTHROCENTESIS ASP/INJ JOINT/BURSA INTERMEDIATE,0361,20605,,,,ER,0450,,,$674.00,
36000065,HC ARTHROCENTESIS ASP/INJ JOINT/BURSA MAJOR,0361,20610,,,,ER,0450,,,$674.00,
36000066,HC TX DISLOC TEMPOROMANDIBULAR CLOSED,0361,21480,,,,ER,0450,,,$366.00,
36000068,HC TX DISLOC SHOULDER W/MANIP CLOSED,0361,23650,,,,ER,0450,,,$530.00,
36000069,HC TX DISLOC ELBOW W/O ANES CLOSED,0361,24600,,,,ER,0450,,,$339.00,
36000070,HC TX ELBOW CHILD NURSEMAID W/MANIP CLOSED,0361,24640,,,,ER,0450,,,$339.00,
36000071,HC TX FX RADIUS/ULNA W/MANIP CLOSED,0361,25605,,,,ER,0450,,,"$3,543.00",
36000072,HC DRAIN ABSCESS FINGER SIMPLE,0361,26010,,,,ER,0450,,,"$2,763.00",
36000073,HC DRAIN ABSCESS FINGER COMPLEX,0361,26011,,,,ER,0450,,,"$1,411.00",
36000074,HC TX DISLOC (I-P) JOINT W/O ANES W/MANIP CLOSED,0361,26770,,,,ER,0450,,,$520.00,
36000075,HC TX DISLOC HIP TRAUMA W/O ANES CLOSED,0361,27250,,,,ER,0450,,,$309.00,
36000078,HC TX DISLOC HIP POST ARTHROPLASTY W/O ANES CLOSED,0361,27265,,,,ER,0450,,,$359.00,
36000080,HC TX DISLOC PATELLAR W/O ANES CLOSED,0361,27560,,,,ER,0450,,,$335.00,
36000081,HC SHORT ARM CAST APPLIC,0361,29075,,,,ER,0450,,,$255.00,
36000082,HC APPLY SPLINT LONG ARM,0361,29105,,,,ER,0450,,,$188.00,
36000083,HC APPLY SPLINT SHORT ARM,0361,29125,,,,ER,0450,,,$188.00,
36000084,HC APPLY SPLINT FINGER,0361,29130,,,,ER,0450,,,$188.00,
36000087,HC APPLY STRAPPING SHOULDER,0420,29240,,,,ER,0450,,,$188.00,
36000092,HC SHORT LEG CAST APPLIC,0361,29405,,,,ER,0450,,,$255.00,
36000094,HC APPLY SPLINT LONG LEG,0361,29505,,,,ER,0450,,,$273.00,
36000095,HC APPLY SPLINT SHORT LEG,0361,29515,,,,ER,0450,,,$273.00,
36000096,HC APPLY STRAPPING KNEE,0361,29530,,,,ER,0450,,,$159.00,
36000097,HC APPLY STRAPPING ANKLE OR FOOT,0361,29540,,,,ER,0450,,,$159.00,
36000099,HC REMOVE FB INTRANASAL,0361,30300,,,,ER,0450,,,$200.00,
36000100,HC CONTROL NOSEBLEED ANTERIOR SIMPLE,0361,30901,,,,ER,0450,,,$267.00,
36000101,HC CONTROL NOSEBLEED ANTERIOR COMPLEX,0361,30903,,,,ER,0450,,,$242.00,
36000102,HC CONTROL NOSEBLEED POSTERIOR INITIAL,0361,30905,,,,ER,0450,,,$242.00,
36000103,HC CONTROL NOSEBLEED POSTERIOR SUBSEQUENT,0361,30906,,,,ER,0450,,,$242.00,
36000106,HC THORACOSTOMY TUBE W/DRAINAGE SYSTEM OPEN,0361,32551,,,,ER,0450,,,"$1,327.00",
36000107,HC 36556 CENTRAL VEN CATH NON-TUN,0361,36556,,,,,,,,"$1,400.00",
36000109,HC CATHETERIZATION/CANNULATION ARTERIAL PERC,0361,36620,,,,ER,0450,,,$523.00,
36000110,HC DRAIN ABSCESS/CYST/HEMATOMA DENTOALVEOLAR,0361,41800,,,,ER,0450,,,$296.00,
36000111,HC I&D ABSCESS PERITONSILLAR,0361,42700,,,,ER,0450,,,$477.00,
36000113,HC I&D ABSCESS ISCHIORECTAL/PERIRECTAL,0361,46040,,,,ER,0450,,,"$2,866.00",
36000114,HC I&D ABSCESS PERIANAL SUPERFICIAL,0361,46050,,,,ER,0450,,,"$1,950.00",
36000115,HC INCISION HEMORRHOID EXTERNAL,0361,46083,,,,ER,0450,,,$467.00,
36000116,HC CATHETERIZATION BLADDER NON-INDWELLING,0361,51701,,,,ER,0450,,,$187.00,
36000117,HC I&D ABSCESS VULVA/PERINEAL,0361,56405,,,,ER,0450,,,$492.00,
36000118,HC I&D ABSCESS GLAND BARTHOLINS,0361,56420,,,,ER,0450,,,$263.00,
36000119,HC LUMBAR PUNCTURE DIAGNOSTIC,0361,62270,,,,ER,0450,,,"$1,166.00",
36000120,HC NERVE BLOCK TRIGEMINAL DENTAL - PAIN MANAGEMENT ONLY,0361,64400,,,,ER,0450,,,$363.00,
36000121,HC INJECT ANESTH AGET PERIPHERAL - PAIN MANAGEMENT ONLY,0361,64450,,,,ER,0450,,,"$1,477.00",
36000122,HC REMOVE FB EYE EXT CONJUCTIVAL SUPERFICIAL,0361,65205,,,,ER,0450,,,$316.00,
36000124,HC REMOVE FB CORNEAL W/O SLIT LAMP,0361,65220,,,,ER,0450,,,$316.00,
36000125,HC REMOVE FB CORNEAL W/SLIT LAMP,0361,65222,,,,ER,0450,,,$316.00,
36000126,HC REMOVE FB CANAL AUDITORY EXTERNAL W/O GEN ANES,0361,69200,,,,ER,0450,,,$173.00,
36000127,HC REMOVE CERUMEN IMPACTED REQUIRING INSTR UNILAT,0361,69210,,,,ER,0450,,,$130.00,
36000133,HC FNA WO IMAGE GUIDANCE,0361,10021,,,,WCC,0761,,,$483.00,
36000134,HC FNA W IMAGE GUIDANCE,0361,10022,,,,,,,,"$1,570.00",
36000135,HC CYST ASPIRATION OF BREAST,0361,19000,,,,ER,0450,BCC,0510,$638.00,
36000136,HC CYST ASPIRATION OF BREAST EA ADDL,0361,19001,,,,ER,0450,BCC,0510,$333.00,
36000137,HC DUCTOGRAM INJECTION,0361,19030,,,,,,,,$559.00,
36000141,HC BIOPSY MUSCLE,0361,20206,,,,,,,,"$3,600.00",
36000142,HC BIOPSY BONE SUPERFICIAL PERC,0361,20220,,,,WCC,0761,,,"$1,913.00",
36000143,HC BIOPSY BONE DEEP PERC,0361,20225,,,,,,,,"$2,688.00",
36000145,HC INJECTION OF SINUS/FISTULA DIAGNOSTIC,0361,20501,,,,,,,,$510.00,
36000146,HC BIOPSY SOFT TISSUE NECK,0361,21550,,,,,,,,"$1,550.00",
36000153,HC ARTHROGRAM INJECTION SHOULDER,0361,23350,,,,,,,,$471.00,
36000154,HC ARTHROGRAM INJECTION WRIST,0361,25246,,,,,,,,$452.00,
36000155,HC ARTHROGRAM INJECTION HIP,0361,27093,,,,,,,,$954.00,
36000156,HC ARTHROGRAM INJECTION SI JOINT,0361,27096,,,,,,,,"$1,083.00",
36000158,HC ARTHROGRAM INJECTION ANKLE,0361,27648,,,,,,,,$404.00,
36000160,HC BIOPSY PLEURA PERCUTANEOUS,0361,32400,,,,,,,,"$2,307.00",
36000161,HC BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS,0361,32405,,,,,,,,"$2,307.00",
36000163,HC INSERT TUNN PLEURAL CAT W CUFF,0361,32550,,,,,,,,"$3,334.00",
36000175,HC INJ PROC FOR PSUEDOANEURYSM,0361,36002,,,,,,,,"$1,016.00",
36000176,HC INJ PROC FOR PERCUTANEOUS TX OF EXT,0361,36005,,,,,,,,$330.00,
36000176,HC INJ PROC FOR PERCUTANEOUS TX OF EXT,0361,36005,50,,,,,,,$717.00,
36000177,HC INTRO CATH VENA CAVA SUP INFERIOR,0361,36010,,,,,,,,$701.00,
36000178,HC VENOUS CATH PLACEMENT 1ST ORDER,0361,36011,,,,,,,,"$1,207.00",
36000179,HC VENOUS CATH PLACEMENT 2ND OR MORE ORDER,0361,36012,,,,,,,,"$2,659.00",
36000179,HC VENOUS CATH PLACEMENT 2ND OR MORE ORDER,0361,36012,50,,,,,,,"$5,312.00",
36000180,HC INTRO OF CATH PULMONARY TRUNK ONLY,0361,36013,,,,,,,,$634.00,
36000181,HC INTRO OF CATH SELECTIVE PULMONARY 1ST ORDER,0361,36014,,,,,,,,$838.00,
36000184,HC INTRO OF NEEDLE OR IC EXT ART,0361,36140,,,,,,,,$908.00,
36000186,HC INTRO OF NEEDLE OR IC AORTIC TRANSLUMBAR,0361,36160,,,,,,,,"$1,033.00",
36000187,HC INTRO OF CATH AORTA,0361,36200,,,,,,,,"$1,179.00",
36000188,HC SELECT CATH PLACE ABV DIAPHRAGM 1ST ORDER,0361,36215,,,,,,,,"$1,536.00",
36000189,HC SELECT CATH PLACE ABV DIAPHRAGM 2ND ORDER,0361,36216,,,,,,,,"$1,425.00",
36000190,HC SELECT CATH PLACE ABV DIAPHRAGM 3RD ORDER,0361,36217,,,,,,,,"$2,185.00",
36000191,HC SELECT CATH PLACE ABV DIAPHRAGM EA ADDL,0361,36218,,,,,,,,$669.00,
36000191,HC SELECT CATH PLACE ABV DIAPHRAGM EA ADDL,0361,36218,50,,,,,,,"$1,336.00",
36000192,HC SELECT CATH PLACE BELO DIAPHRAGM 1ST ORDER,0361,36245,,,,,,,,"$2,348.00",
36000192,HC SELECT CATH PLACE BELO DIAPHRAGM 1ST ORDER,0361,36245,50,,,,,,,"$4,697.00",
36000193,HC SELECT CATH PLACE BELO DIAPHRAGM 2ND ORDER,0361,36246,,,,,,,,"$2,512.00",
36000193,HC SELECT CATH PLACE BELO DIAPHRAGM 2ND ORDER,0361,36246,50,,,,,,,"$5,024.00",
36000194,HC SELECT CATH PLACE BELO DIAPHRAGM 3RD ORDER,0361,36247,,,,,,,,"$3,376.00",
36000194,HC SELECT CATH PLACE BELO DIAPHRAGM 3RD ORDER,0361,36247,50,,,,,,,"$6,752.00",
36000195,HC SELECT CATH PLACE BELO DIAPHRAGM EA ADDL,0361,36248,,,,,,,,"$1,499.00",
36000195,HC SELECT CATH PLACE BELO DIAPHRAGM EA ADDL,0361,36248,50,,,,,,,"$2,999.00",
36000196,HC INJ OF SCLEROSING SOLUTION SPIDER VEINS,0360,36468,,,,,,,,"$1,620.00",
36000197,HC INJ OF SCLEROSING SOLUTION SINGLE VEIN,0360,36470,,,,,,,,$604.00,
36000198,HC INJ OF SCLEROSING SOLUTION MULTI VEIN SAME LEG,0360,36471,,,,,,,,$315.00,
36000199,HC ABLATION RF SAPH FEM 1ST VEIN,0361,36475,,,,,,,,"$8,302.00",
36000201,HC INSERT CVC TUNNELED 5 YRS OR OLDER,0361,36558,,,,,,,,"$4,829.00",
36000202,HC INSERT CVC TUNNELED PORT 5 YRS OR OLDER,0361,36561,,,,,,,,"$4,832.00",
36000204,HC INSERT CVC PERIPH PICC 5 YRS OR OLDER,0361,36569,,,,ER,0450,,,"$1,165.00",
36000205,HC REPAIR TUNN/NON-TUNN CVC,0361,36575,,,,,,,,"$1,418.00",
36000206,HC REPAIR CVC W PORT OR PUMP,0361,36576,,,,,,,,"$5,044.00",
36000207,HC REPLACE CATH W PORT,0361,36578,,,,,,,,"$3,801.00",
36000208,HC REPLACE NON-TUNN CVC WO PORT COMPLETE,0361,36580,,,,,,,,"$2,248.00",
36000209,HC REPLACE TUNNELED CVC WO PORT COMPLETE,0361,36581,,,,,,,,"$3,938.00",
36000210,HC REPLACE TUNNELED CVC W PORT COMPLETE,0361,36582,,,,,,,,"$6,963.00",
36000211,HC REPLACE PICC COMPLETE,0361,36584,,,,,,,,"$2,551.00",
36000212,HC REMOVAL CVC WO PORT OR PUMP,0361,36589,,,,,,,,"$1,722.00",
36000213,HC REMOVAL CVC W PORT OR PUMP,0361,36590,,,,,,,,"$3,079.00",
36000214,HC THROMBOLYTIC DECLOTTING,0361,36593,,,,,,,,$585.00,
36000215,HC REMOVAL OBSTRUCT MATERIAL FROM CVC,0361,36595,,,,,,,,"$3,978.00",
36000216,HC REPOSITION ALL CVC,0361,36597,,,,,,,,"$1,153.00",
36000220,HC REVISION TIPS INC IMAGE GUIDANCE,0361,37183,,,,,,,,"$11,348.00",
36000229,HC BIOPSY LYMPH NODE SUPERFICIAL,0361,38505,,,,,,,,"$3,600.00",
36000230,HC LYMPHOSCINTIGRAPHY INJ FOR ID OF SENTINEL NODE,0361,38792,,,,,,,,"$1,696.00",
36000231,HC BIOPSY SALIVARY GLAND NEEDLE,0361,42400,,,,,,,,$920.00,
36000232,HC SIALOGRAM,0361,42550,,,,,,,,$377.00,
36000234,HC TUBE PLACEMENT BY PHYSICIAN,0361,43752,,,,ER,0450,,,$384.00,
36000237,HC BIOPSY LIVER NEEDLE PERCUTANEOUS,0361,47000,,,,,,,,"$2,307.00",
36000238,HC BIOPSY LIVER DURING OTHER MAJOR PROCEDURE,0361,47001,,,,,,,,"$4,949.00",
36000240,HC ABLATION LIVER PERCUTANEOUS ONE OR MORE TUMORS,0361,47382,,,,,,,,"$7,391.00",
36000248,HC BILIARY BRUSH BIOPSY,0361,47552,,,,,,,,"$8,333.00",
36000250,HC BILIARY ENDOSCOPY W DILITATION W STENT,0361,47556,,,,,,,,"$7,916.00",
36000251,HC BIOPSY PANCREAS PERCUTANEOUS,0361,48102,,,,,,,,"$2,307.00",
36000258,HC BIOPSY ABD/RETROPERITONEAL MASS PERCUTANEOUS,0361,49180,,,,,,,,"$3,600.00",
36000259,HC INSERT PERMANENT PERITONEAL CATH,0361,49421,,,,,,,,"$5,103.00",
36000260,HC EXCHANGE ABSCESS OR CYST DRAIN CATH W RAD GUIDANCE,0361,49423,,,,,,,,"$1,659.00",
36000261,HC ABSCESSOGRAM,0361,49424,,,,,,,,$287.00,
36000262,HC PERC PLACEMENT D OR J TUBE W FLUORO,0361,49441,,,,,,,,"$3,512.00",
36000263,HC PERC CONVERSION TO G-J TUBE W FLUORO,0361,49446,,,,,,,,"$3,735.00",
36000264,HC PERC REPLACE GASTRO/CECOSTOMY TUBE W FLUORO,0361,49450,,,,,,,,"$2,037.00",
36000265,HC PERC REPLACE D OR J TUBE W FLUORO,0361,49451,,,,,,,,"$1,442.00",
36000266,HC PERC REPLACE G-J TUBE W FLUORO,0361,49452,,,,,,,,"$2,037.00",
36000267,HC CONTRAST INJ FOR EVAL OF GASTRO/D/J/G-J/CECOSTOMY TUBE,0361,49465,,,,,,,,$745.00,
36000269,HC BIOPSY RENAL NEEDLE PERCUTANEOUS,0361,50200,,,,,,,,"$3,068.00",
36000270,HC ASP/INJ OF RENAL CYST OR PELV NEEDLE PERC,0361,50390,,,,,,,,"$1,269.00",
36000276,HC ASP OF BLADDER NEEDLE W INS OF SUPRAPUBIC CATH,0361,51102,,,,,,,,"$4,179.00",
36000277,HC INJECTION FOR CYSTO/VCUG,0361,51600,,,,MDIN,0761,,,$396.00,
36000278,HC INJ FOR RETROGRADE URETHROCYSTOGRAPHY,0361,51610,,,,,,,,$53.00,
36000279,HC CHANGE OF CYSTOSTOMY TUBE SIMPLE,0361,51705,,,,ER,0450,,,"$1,617.00",
36000281,HC BIOPSY PROSTATE NEEDLE SINGLE OR MULTI,0361,55700,,,,,,,,"$3,068.00",
36000282,HC HYSTEROSALPINGOGRAM,0361,58340,,,,,,,,$607.00,
36000284,HC GUIDED NEEDLE CORE BX THYROID,0361,60100,,,,,,,,"$1,509.00",
36000286,HC EMBOLIZATION EXTRACRANIAL,0361,61626,,,,,,,,"$11,263.00",
36000287,HC BIOPSY SPINAL CORD NEEDLE PERCUTANEOUS,0361,62269,,,,,,,,"$2,080.00",
36000288,HC DRAINAGE SPINAL PUNCTURE CEREBROSPINAL FLUID,0361,62272,,,,,,,,$891.00,
36000289,HC INJ MYELOGRAM LUMBAR PUNCTURE AND/OR CT,0361,62284,,,,,,,,$882.00,
36000290,HC LUMBAR DISCOGRAPHY EA LEVEL,0361,62290,,,,,,,,"$1,878.00",
36000291,HC CERVICAL OR THORACIC DISCOGRAPHY EA LEVEL,0361,62291,,,,,,,,$473.00,
36000292,HC INJ FACET JOINT LUMBAR OR SACRAL SINGLE LEVEL,0361,64493,,,,,,,,"$1,656.00",
36000319,HC CAROTID OR VERTEBRAL DIRECT PUNCT,0361,36100,,,,,,,,"$2,200.00",
36000327,HC CERVICAL PUNCT W DRAINAGE WO,0361,61050,,,,,,,,"$2,025.00",
36000328,HC CERVICAL PUNCTW INJECT MYELOGRAM,0361,61055,,,,,,,,"$1,233.00",
36000329,HC DISC ASPIRATION,0361,62287,,,,,,,,"$12,085.00",
36000341,HC IABP INSERTION,0361,33967,,,,,,,,"$3,505.00",
36000351,HC ICD LEAD REVISION SINGLE OR DUAL,0361,33215,,,,ER,0450,,,"$4,009.00",
36000364,HC INSERT CENTRAL VEN CATH,0361,36558,,,,ER,0450,,,"$4,829.00",
36000394,HC PPM LEAD INSERT DUAL,0361,33217,,,,ER,0450,,,"$18,702.00",
36000422,HC THROMBECTOMY EA ADDL DIFF VESSEL,0361,37186,,,,,,,,"$4,987.00",
36000423,HC THROMBECTOMY EA ADDL SAME VESSEL,0361,37185,,,,,,,,"$5,084.00",
36000424,HC THROMBECTOMY INITIAL VESSEL,0361,37184,,,,,,,,"$6,049.00",
36000425,HC THROMBECTOMY VENOUS,0361,37187,,,,,,,,"$7,083.00",
36000443,HC BLOOD PATCH,0361,62273,,,,ER,0450,,,"$1,410.00",
36000444,HC CATHETERIZATION BLADDER SIMPLE,0361,51702,,,,ER,0450,,,$146.00,
36000448,HC ARTHRO/ASP/INJ MAJOR JOINT/BURSA,0361,20610,,,,,,,,$674.00,
36000451,HC INSERT CVC NONTUNNELED 5 YRS OR OLDER,0361,36556,,,,,,,,"$1,400.00",
36000478,HC EPIDURAL NECK CHEST WO IMAGING,0361,62320,,,,,,,,$944.00,
36000479,HC EPIDURAL NECK CHEST W/IMAGING,0361,62321,,,,,,,,"$1,135.00",
36000487,HC FLEX LARYNGOSCOPY,0361,31575,,,,ER,0450,,,$692.00,
36000489,HC LESION DESTRUCTION UP TO 14,0361,17110,,,,WCC,0761,,,$356.00,
36000490,HC APPLICATION UNNA BOOT,0361,29580,,,,WCC,0761,MDIN/WCC,0510,$159.00,
36000496,HC PARING/CUTTING LESION BENIGN 1,0361,11055,,,,WCC,0761,ER,0450,$234.00,
36000499,HC DEBRIDE NAIL(S) UP TO 5,0361,11720,,,,WCC,0761,ER,0450,$164.00,
36000500,HC DEBRIDE NAIL(S) 6 OR MORE,0361,11721,,,,WCC,0761,ER,0450,$186.00,
36000505,HC CHEMICAL CAUTERY SINGLE LESION,0361,17250,,,,WCC,0761,ER,0450,$350.00,
36000512,HC TRIGGER PT 1-2 MUSCLE,0361,20552,,,,ER,0450,,,$488.00,
36000513,HC TRIGGER PT 3 MUSCLES,0361,20553,,,,ER,0450,,,$678.00,
36000514,HC BLADDER IRRIGATION,0361,51700,,,,ER,0450,,,$304.00,
36000515,HC INJECTIOIN DYE STUDY,0361,61070,,,,,,,,"$2,926.00",
36000516,HC INJECTION EPIDURAL W/PHENOL,0361,62281,,,,,,,,"$2,025.00",
36000566,HC INJECT FORAMEN EPIDURAL C/T SINGLE RT,0361,64479,,,,,,,,"$1,591.00",
36000569,HC INJECT FORAMEN EPIDURAL L/S SINGLE LT,0361,64483,,,,,,,,"$1,591.00",
36000607,HC RENINS BILATERAL,0361,36500,,,,,,,,"$1,692.00",
36000642,HC NERVE BLOCK OCCIPITAL,0361,64405,,,,ER,0450,,,$579.00,
36000648,HC WC APPLICATION PROFORE,0361,29581,,,,WCC,0761,,,$310.00,
36000649,HC INJ PV FACET JNT C/T 1 LEV,0361,64490,,,,,,,,"$1,446.00",
36000650,HC INJ PV FACET JNT C/T 2 LEV,0361,64491,,,,,,,,"$1,059.00",
36000651,HC INJ PV FACET JNT C/T 3 LEV,0361,64492,,,,,,,,"$1,274.00",
36000652,HC INJ PV FACET JNT L/S 1 LEV,0361,64493,,,,,,,,"$1,656.00",
36000653,HC INJ PV FACET JNT L/S 2 LEV,0361,64494,,,,,,,,"$1,656.00",
36000654,HC INJ PV FACET JNT L/S 3 LEV,0361,64495,,,,,,,,$981.00,
36000660,HC DRAIN ABSCESS SCROTAL WALL,0361,55100,,,,ER,0450,,,"$1,335.00",
36000661,HC REMOVE IUD,0361,58301,,,,ER,0450,,,$297.00,
36000669,HC BRONCHOSCOPY W BIOPSY SGL MULT,0360,36000,,,,,,,,$699.00,
36000674,HC INTRODUCTION TUBE LONG GASTROINT,0361,44500,,,,ER,0450,,,"$1,034.00",
36000675,HC I&D HEMATOMA/SEROMA/FLUID,0361,10140,,,,WCC,0761,ER,0450,"$2,378.00",
36000676,HC TX DISLOC INTERPHALANGEAL JOINT W/O ANES CLOSED,0361,28660,,,,ER,0450,,,$439.00,
36000682,HC BLEPHAROTOMY EYELID DRAINAGE ABSCESS,0361,67700,,,,ER,0450,,,$391.00,
36000683,HC LUMBAR SPINAL PUNCTURE RAD,0361,62270,,,,,,,,"$1,166.00",
36000684,HC ABLATION RENAL TUM UNI PER,0352,50593,,,,ER,0450,,,"$10,142.00",
36000686,HC TX DISLOC SHOULDER W/MANIP W/ANES CLOSED,0361,23655,,,,MDIN,0761,ER,0450,"$1,866.00",
36000687,HC LARYNGOSCOPY DIRECT DIAGNOSTIC EXCEPT NEWBORN,0361,31525,,,,ER,0450,,,"$3,828.00",
36000692,HC INSERT CATH NON TUN < 5 YRS,0361,36555,,,,ER,0450,,,"$2,611.00",
36000693,HC INSERT CATH NON TUN 5+ YRS,0361,36556,,,,ER,0450,,,"$1,400.00",
36000696,HC INJECTION NEUROLYTIC SUBSTANCE L/S,0361,62282,,,,,,,,"$2,268.00",
36000702,HC INJECT FORAMEN EPIDURAL C/T EA ADDL LVL,0361,64480,,,,,,,,$781.00,
36000713,HC NERVE BLOCK INTERCOSTAL,0361,64420,,,,ER,0450,,,$652.00,
36000722,HC CHEM/DEST FACIAL NERVE MUSCLE,0761,64612,,,,,,,,$647.00,
36000731,HC PUNCTURE ASP ABS HEM BUL CYS,0361,10160,,,,WCC,0761,,,"$1,019.00",
36000737,HC MAMMOGRAM SCREENING BILATERAL W/DIGITAL IMAGES W CAD,0403,77067,,,,,,,,$546.00,
36000738,HC MAMMOGRAM DIAGNOSTIC BILATERAL W/DIGITAL IMAGES W CAD,0401,77066,,,,,,,,$598.00,
36000739,HC MAMMOGRAM DIAGNOSTIC UNILATERAL W/DIGITAL IMAGES W CAD,0401,77065,,,,,,,,$451.00,
36000744,HC DEBRIDE SELECTIVE 1ST 20 SQ CM,0761,97597,,,,,,,,$377.00,
36000745,HC DEBRIDE SELECTIVE EA ADDL 20 SQ CM,0761,97598,,,,,,,,$39.00,
36000746,HC DEBRIDE SKIN/SUBQ TISSUE 1ST 20 SQ CM,0361,11042,,,,WCC,0761,ER,0450,$711.00,
36000747,HC DEBRIDE SKIN/SUBQ TISSUE EA ADD 20 SQ CM,0361,11045,,,,WCC,0761,ER,0450,$687.00,
36000748,HC DEBRIDE SKIN/SUBQ TISSUE/MUSCLE 1ST 20 SQ CM,0361,11043,,,,WCC,0761,ER,0450,$687.00,
36000749,HC DEBRIDE MUSCLE AND/OR FASCIA EA ADD 20 SQ CM,0361,11046,,,,WCC,0761,ER,0450,$687.00,
36000750,HC DEBRIDE SKIN/SUBQ TISSUE/MUSCLE/BONE 1ST 20 SQ CM,0361,11044,,,,WCC,0761,ER,0450,"$1,913.00",
36000751,HC DEBRIDE BONE EA ADD 20 SQ CM,0361,11047,,,,WCC,0761,ER,0450,"$1,102.00",
36000753,HC ATHERECTOMY ILIAC EA VESSEL W S/I,0361,0238T,,,,,,,,"$19,455.00",
36000754,HC PTA ILIAC UNILAT INITIAL W S/I,0361,37220,,,,,,,,"$9,004.00",
36000755,HC STENT ILIAC UNILAT INITIAL W S/I,0361,37221,,,,,,,,"$19,485.00",
36000758,HC PTA FEM/POP UNILAT W S/I,0361,37224,,,,,,,,"$8,072.00",
36000759,HC ATHERECTOMY FEM/POP UNILAT W S/I,0361,37225,,,,,,,,"$19,456.00",
36000760,HC STENT FEM/POP UNILAT W S/I,0361,37226,,,,,,,,"$16,881.00",
36000761,HC STENT/ATHERECTOMY FEM/POP UNILAT W S/I,0361,37227,,,,,,,,"$19,510.00",
36000762,HC PTA TIB/PERON UNILAT INITIAL W S/I,0361,37228,,,,,,,,"$12,616.00",
36000763,HC ATHERECTOMY TIB/PERON UNILAT INITIAL W S/I,0361,37229,,,,,,,,"$19,455.00",
36000764,HC STENT TIB/PERON UNILAT INITIAL W S/I,0361,37230,,,,,,,,"$19,455.00",
36000767,HC ATHERECTOMY TIB/PERON UNILAT EA ADDL W S/I,0361,37233,,,,,,,,"$11,572.00",
36000771,HC CHANGE TUBE CYSTOSTOMY COMPLICATED,0361,51710,,,,MDIN,0761,,,"$2,037.00",
36000773,HC REPAIR LACERATION MOUTH FLR/TONGUE ANT 2/3 <2.5CM,0361,41250,,,,ER,0450,,,$296.00,
36000774,HC EXCISION WEDGE SKIN NAIL FOLD,0361,11765,,,,WCC,0761,ER,0450,$568.00,
36000775,HC TRACHEOSTOMY EMERGENCY CRICOTHYROID,0361,31605,,,,ER,0450,,,"$2,408.00",
36000782,HC REPAIR TENDON FINGER EXTENSOR W/O GRAFT,0361,26418,,,,ER,0450,,,"$7,097.00",
36000783,HC TX FX PHALANX DISTAL W/MANIP CLOSED,0361,26755,,,,ER,0450,,,$491.00,
36000788,HC FETAL NON-STRESS TEST,0361,59025,,,,MCR,0920,,,$373.00,
36000808,HC CHANGE URETERAL STENT VIA ILLEAL CONDUIT,0361,50688,,,,,,,,"$1,712.00",
36000810,HC DRAIN ABSCESS/HEMATOMA EXT EAR SIMPLE,0361,69000,,,,ER,0450,,,$574.00,
36000811,HC INSERT TUNNELED INTRAPERITONEAL CATHETER,0361,49418,,,,,,,,"$4,555.00",
36000812,HC DRAIN ABSCESS/CYST/HEMATOMA VESTIB MOUTH SIMPLE,0361,40800,,,,,,,,"$1,045.00",
36000816,HC IRRIGATION CORPORA CAVERNOSA PRIAPISM,0361,54220,,,,,,,,$931.00,
36000824,HC WC APPLICATION PROFORE BILATERAL,0361,29581,50,,,ER,0450,,,$619.00,
36000827,HC TX FX MEDIAL MALLEOLUS W/MANIP CLOSED,0361,27762,,,,ER,0450,,,"$2,271.00",
36000829,HC RENAL UNILATERAL 1ST ORDER W S/I,0361,36251,,,,,,,,"$4,040.00",
36000830,HC RENAL BILATERAL 1ST ORDER W S/I,0361,36252,,,,,,,,"$6,860.00",
36000831,HC RENAL UNILATERAL 2ND ORDER W S/I,0361,36253,,,,,,,,"$6,860.00",
36000832,HC RENAL BILATERAL 2ND ORDER W S/I,0361,36254,,,,,,,,"$6,860.00",
36000833,HC IVC FILTER INSERTION W S/I,0361,37191,,,,,,,,"$7,615.00",
36000837,HC PPM GENERATOR CHANGE SINGLE LEAD W/FLUORO,0361,33227,,,,,,,,"$18,702.00",
36000838,HC PPM GENERATOR CHANGE DUAL LEAD W/FLUORO,0361,33228,,,,,,,,"$25,328.00",
36000846,HC PPM INSERT SINGLE W/FLUORO,0361,33207,,,,,,,,"$10,974.00",
36000847,HC PPM INSERT DUAL W/FLUORO,0361,33208,,,,,,,,"$15,195.00",
36000853,HC ICD GENERATOR REMOVAL SINGLE OR DUAL W/FLUOR,0361,33241,,,,,,,,"$3,098.00",
36000855,HC PPM INSERT GENERATOR ONLY SINGLE LEAD W/FLUOR,0361,33212,,,,,,,,"$10,974.00",
36000862,HC INTRO OF CATH AORTA CV W/MOD SED,0361,36200,,,,,,,,"$1,179.00",
36000882,HC DESTRUCTION BY NEUROLYTIC AGENT LUMBAR SACRAL SINGLE,0361,64635,,,,,,,,"$2,364.00",
36000883,HC DESTRUCTION BY NEUROLYTIC AGENT LUMBAR SACRAL EACH ADDL,0361,64636,,,,,,,,"$2,364.00",
36000884,HC APPL SKIN GRAFT TRUNK 100 SQ CM 1ST 25 SQ CM,0361,15271,,,,WCC,0761,,,"$2,013.00",
