Off ID,Supply Name,Contact Date,Charge Code ID,Charge Code Name,Billed Charge
20096424,SCREW HEADLESS COMP 2.4X 26,11/25/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1092.52
20086917,BALLOON DISSECTING,02/07/2017,27010432,HC OR 278 C1727 CATH BAL TIS DIS NON VAS,1099.41
20092233,SCREW HEADLESS COMP 4.5X60,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1106.82
20094215,GRAFT FLIXENE 6MM X 10CM,02/02/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1106.9825
20092339,TUBE EMG TRIVANTAGE 7MM,12/28/2017,27010964,HC OR 272 STERILE SURG SUPPLIES,1107.47
20092340,TUBE EMG TRIVANTAGE 8MM,06/26/2017,27010964,HC OR 272 STERILE SURG SUPPLIES,1107.47
20096996,SCREW TENODESIS 7X10,04/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1121.25
20094460,BUTTON DOG BONE,02/06/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1137.5
20094461,BUTTON FIXATION CLAVICLE,02/06/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1137.5
20090905,SCREW VARIABLE 4.0X14,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1137.5
20090906,SCREW VARIABLE 4.0X16,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1137.5
20096542,TIGHTROPE ACL RT,12/21/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1137.5
20096683,BUSHING TIBIAL POLY OSS,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1139.645
20098376,SCREW LO PRO CANN 6.7X45MM,05/15/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1163.5
20097699,SCREW LO PRO CANN 6.7X55MM,10/24/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1163.5
20097700,SCREW LO PRO CANN 6.7X70MM,10/24/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1163.5
20098377,SCREW LO PRO CANN 6.7X75MM TI ,05/15/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1163.5
66S1478,GRAFT 6X40 GORE,04/07/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1176.5
20080792,FEM HEAD 12/14 0,06/30/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1200.5175
20080660,PLATE 3.5 LCP 9 HOLE 124MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1201.2
20093141,SCREW ASNIS 3 6.5X45MM,06/21/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1212
20093142,SCREW ASNIS 3 6.5X50MM,06/21/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1212
20098321,CALCAR VERSYS CEM/REV12/15X10 ,05/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1212.39
20094088,CABLE WITH CRIMP 1.7,07/03/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1212.96
20085803,"PLATE T 8"" SYNTHES",05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1216.44
20085960,SCREW LOCK PTHD 5X100MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085961,SCREW LOCK PTHD 5X105MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085962,SCREW LOCK PTHD 5X110MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085947,SCREW LOCK PTHD 5X25MM,09/20/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1231.75
20085948,SCREW LOCK PTHD 5X30MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085949,SCREW LOCK PTHD 5X40MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085950,SCREW LOCK PTHD 5X45MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085951,SCREW LOCK PTHD 5X50MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085952,SCREW LOCK PTHD 5X55MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085953,SCREW LOCK PTHD 5X60MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085954,SCREW LOCK PTHD 5X70MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085955,SCREW LOCK PTHD 5X75MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085956,SCREW LOCK PTHD 5X80MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085957,SCREW LOCK PTHD 5X85MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085958,SCREW LOCK PTHD 5X90MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20085959,SCREW LOCK PTHD 5X95MM,09/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1231.75
20088596,SCREW LOCK 3.5MMX12MM INTEGRA ,11/27/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1235
20081604,GRAFT GORE 4X7X40,04/07/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1236
20084446,BONE POROUS CALCIUM GRAN 5CC,05/22/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1244.1
20088198,DREAMTOME SPHINCTERTOME,08/21/2017,27010439,HC OR 278 C1769 GUIDEWIRE,1244.43
20080424,C-TAPER HEAD 26MM+0,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1245
20080425,C-TAPER HEAD 26MM+5,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1245
20087461,FEMORAL HEAD V40 26MM +0,11/26/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1245
20086479,HEAD FEMORAL 26MM SHORT,12/11/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1245
20093674,GRAFT VXT STANDARD WALL 4-7X40,02/02/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1247.97
20084038,SCREW ASNIS 3 6.5 X 105MM,03/27/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20084437,SCREW ASNIS 3 6.5 X 60MM,06/13/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20084438,SCREW ASNIS 3 6.5 X 65MM,06/13/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20084439,SCREW ASNIS 3 6.5 X 70MM,06/13/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20083695,SCREW ASNIS 3 6.5 X 95,12/04/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20081751,SCREW ASNIS 3 6.5X100MM,01/19/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1248
20092659,PLATE 3.5 LCP 12 HOLE 163MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1256.64
20088403,SCREW 45MM ACUTRAK PLUS,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1263
20095664,PLATE LCP 2.7MM 6 HOLE,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1264.56
20091456,PLATE LCP 2.7MM 7 HOLE,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1264.56
20095304,SCREW ASNIS,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1272
20098261,PLATE LCP RECON,03/28/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1295.28
20083985,SYSTEM FIXATION 1.6MM X 8.9CM ,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1296
20093009,PLATE TUBULAR LCP 3.5 16H 78MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1296.24
20096490,PLATE 5 HL 44 MM 2.4MM SYNTH,12/13/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1298.44
20091503,PLATE L PROFYLE HD LK 2.3 6 H ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1300
20090235,SUTURE SWIVELOCK C AR2323BCC,05/17/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1300
20090300,SUTURE SWIVELOCK C AR2324BCC,05/17/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1300
20098497,SPHINCHTEROTOME 3.9FR ANGLE,07/18/2018,27010439,HC OR 278 C1769 GUIDEWIRE,1311
20096753,PATELLA COMP PERSONA ALLPOLY35,11/18/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1317.69
20086456,STEM MOD W/SCREW,01/11/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1317.69
20096604,ADAPTER STAND HIP NECK LENG,01/10/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1320
20093372,PUTTY STIMBULAST DBM 2.5CC,11/09/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1320
20085595,STENT SILICONE J 7.0X90CM,10/25/2016,27010419,HC OR 272 C1729 CATH DRAINAGE PERCUT,1331.49
20092273,SCREW SIFTAP FIXED TI 3.5 X 14,05/17/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1335
20092274,SCREW SIFTAP FIXED TI 3.5 X 16,05/17/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1335
20091355,PLATE BONE LCK 3.5MM,06/14/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1346.4
20094820,SCREW ASNIS 3 6.5X10MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20085706,SCREW ASNIS 3 6.5X120MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20095870,SCREW ASNIS 3 6.5X40MM,06/21/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20081969,SCREW ASNIS 3 6.5X85MM,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20081786,SCREW ASNIS 3 6.5X90MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20095204,SCREW CANNULATED ASNIS3 6.5X75,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20080448,SCREW LAG 80MM (OMEGA),05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20080449,SCREW LAG 85MM (OMEGA),05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20080450,SCREW LAG 90MM (OMEGA),05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1347
20097900,INTRODUCER CHOLANGIOCATH 4.5FR,04/27/2018,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1350
20093140,PLATE FIBULA 3 H VARIAX,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1369.86
20080446,SCREW LAG 70MM (OMEGA),05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1398
20087296,PATELLA 8MMX527MM,05/14/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20086484,PATELLA 9MM,01/23/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20097482,PATELLA 9MMX33MM,02/12/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20086472,PATELLA ASYM TRIATHOLON A35,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20087169,PATELLA ASYMMETRIC A32 10MM,10/18/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20097507,PATELLA TRIATHLON SYM SZ S 36M,10/23/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20097684,PATELLA TRIATHLON X3 S 3 1X9MM,10/18/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20097696,PATELLA TRIATHLON X3 S29X8MM,10/23/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20097760,PATELLA TRIATHLON X3 S39M11MM ,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1401
20087675,CATHETER DIALYSIS PALINDROME19,04/07/2016,27010434,HC OR 278 C1750 CATH HEMODIALYSIS LONG TERM,1401.03
20087676,CATHETER DIALYSIS PALINDROME23,04/07/2016,27010434,HC OR 278 C1750 CATH HEMODIALYSIS LONG TERM,1401.03
20087830,CATHETER DIALYSIS PALINDROME28,04/07/2016,27010434,HC OR 278 C1750 CATH HEMODIALYSIS LONG TERM,1401.03
20089036,CATHETER DIALYSIS PALINDROME33,04/07/2016,27010434,HC OR 278 C1750 CATH HEMODIALYSIS LONG TERM,1401.03
20089683,CATHETER DIALYSIS PALINDROME55,04/07/2016,27010434,HC OR 278 C1750 CATH HEMODIALYSIS LONG TERM,1401.03
20086025,SYSTEM FIXATION 1.1X7.0 CM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1431
20084435,SCREW ASNIS 3 6.5 X 40MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20084436,SCREW ASNIS 3 6.5 X 50MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20084440,SCREW ASNIS 3 6.5 X 75MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20081968,SCREW ASNIS 3 6.5X115MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20085705,SCREW ASNIS 3 6.5X55MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20080469,SCREW ASNIS 3 6.5X75MM,11/05/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20082012,SCREW ASNIS 3 6.5X80MM,10/25/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20085704,SCREW ASNIS III CAN 6.5X45MM,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1440
20083707,SCREW GAMMA LAG 10.5 X 90,01/16/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1444.8
20096685,PIN BUMPER LOCK POLY OSS,09/10/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1473.18
20090078,CABLE WITH CRIMP 1.00MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1482.3
20096901,AMNIOFIX 2.0CM X 6.0 CM 12UNIT,12/04/2017,63070013,HC OR 636 Q4100 SKIN SUBSTITUTE NOT OTHERWISE SPECIFIED,1485
20091113,SYSTEM MINI TIGHTROPE 1.1MM AR,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1485
20092456,SCREW TULIP PPS 6.25MM,05/17/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1500
20080994,TIBIAL BEARING INSERT ASCENT 1,05/18/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1500
20092172,PLATE FIBULA 3.5 LCP RIGHT 3H ,01/02/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1512
20093807,PLATE2.7-3.5 LATDIS FIB3H LT73,09/06/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1512
20095891,GRAFT HEMASHLD STRAIGHT 10X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095892,GRAFT HEMASHLD STRAIGHT 12X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095893,GRAFT HEMASHLD STRAIGHT 14X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095963,GRAFT HEMASHLD STRAIGHT 16X30 ,07/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095894,GRAFT HEMASHLD STRAIGHT 18X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095895,GRAFT HEMASHLD STRAIGHT 20X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095896,GRAFT HEMASHLD STRAIGHT 22X30 ,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095888,GRAFT HEMASHLD STRAIGHT 6X40,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095889,GRAFT HEMASHLD STRAIGHT 7X40,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20095890,GRAFT HEMASHLD STRAIGHT 8X40,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1516.14
20086802,SUTURE BIO-SWIVELOCK AR2324,02/07/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1524
20087300,BONE MATRIX DBX MIX 2.5,08/21/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1530
20090615,PLATE 3.5 LCP FIB4HOLE LT 86MM,07/12/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1537.2
20087902,PLATE 3.5 LCP LAT DIS FIB4HOLE,10/09/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1537.2
20087903,PLATE 3.5 LCP LAT DIS FIB5HOLE,09/08/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1559.04
20097420,BLADE SPIRAL 44MM HUMNERALNAIL,05/22/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1562.4
20098279,PLATE BROAD,04/11/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1567.5
20098129,AMNIOFILL 250.0MG,02/19/2018,63070013,HC OR 636 Q4100 SKIN SUBSTITUTE NOT OTHERWISE SPECIFIED,1575
20089583,PLATE 3.5 LCP LAT DIS FIB6HOLE,10/08/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1582.56
20096682,AXLE KNEE OSS,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1597.59
20092928,FEMORAL HEAD ENDO II 44 MM,06/29/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1602
20092676,FEMORAL HEAD ENDO II 50 MM,06/29/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1602
20097899,CATH TAUT CHOLANG 4.5FR X 18,01/09/2018,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1650
20091443,GRAFT TRICORTICAL BONE WEDGE,06/29/2016,27010429,HC OR 278 C1762 CONN TISS HUMAN INC FASCIA,1650
20096197,PLATE CENTRAL THIRD LEFT,09/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1650
20081598,BIPOLAR HEAD 26X43 HOW,08/22/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20083857,HEAD UNIVERSAL 26X46MM,03/01/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080511,UNIVERSAL HEAD 26X41MM,05/14/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080513,UNIVERSAL HEAD 26X44MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080514,UNIVERSAL HEAD 26X45MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080515,UNIVERSAL HEAD 26X47MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080516,UNIVERSAL HEAD 26X48MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080517,UNIVERSAL HEAD 26X50MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080518,UNIVERSAL HEAD 26X51MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080519,UNIVERSAL HEAD 26X52MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20080520,UNIVERSAL HEAD 26X54MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1662
20081116,SCREW OMEGA LAG 105MM HOWMEDIC,11/08/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1665
20096553,PLATE 4.5 NRW LCP 10HOLE,12/27/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1665.84
20093664,FEMORAL HEAD ENDO II 46 MM,03/07/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1680.54
20088593,PLATE 3.5,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1699.11
20094702,PLATE BONE LCK 3.5MM 112MM,06/14/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1708.08
20083970,PLATE FRAGMENT LOCKING HF Y,05/26/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1725
20092606,CATH FOGARTY THROMBECTOMY 5FR ,01/12/2018,27010436,HC OR 278 C1757 CATH THROMBECTOMY EMBOLECTOMY,1732.5
20081767,STEM EXTENSION 15MMX100MM,05/18/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1762.65
20095948,DART PIP 10DEGREE BEND,02/06/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1785
20093265,SCREW SLFTAP FIXED TI 3.5 X 40,05/17/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1800
20093451,SCREW SLFTAP FIXED TI 5.5 X 50,05/17/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1800
20097509,TIGHTROPE BTB,02/13/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1824
20095898,GRAFT HEMASHLD DBL VELOUR 8X60,06/22/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1832.55
20091350,GRAFT VXT THIN WALL 6X50,02/02/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1842.12
20091258,GRAFT VXT THIN WALL 8X50,02/02/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,1842.12
20080962,FEM HEAD COCR TAPER + 3,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20080961,FEM HEAD COCR TAPER 0,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20080960,FEM HEAD COCR TAPER-3,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20080959,FEM HEAD COCR TAPER-6,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20087824,FEMORAL HEAD 36MM,03/07/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20095021,FEMORAL HEAD V40 36MM X+9,08/29/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20084323,HEAD FEMORAL 32MM +3,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20084333,HEAD FEMORAL 32MM-3MM,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20087042,HEAD MODULAR 36MM,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20081950,MOD HEAD COMP 32MM HEAD,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20081957,MOD HEAD COMP 32MM STD COCRMO ,03/06/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20087460,MODULAR HEAD TAPER 36MM,03/07/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1848.57
20081603,GRAFT GORE 6X70,05/19/2016,27010440,HC OR 278 C1768 GRAFT VASCULAR,1869
20094424,PLATE 3.5 LCP 14 HOLE 189MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1887.6
20081336,PATELLA NEXGEN 29 ZIM,05/18/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1892.73
20081339,PATELLA NEXGEN 38 ZIM,05/18/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1892.73
20094228,PLATE BONE LCK 3.5MM 12/168MM ,06/14/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1921.92
20090614,PLATE 3.5 FIB5HOLE RT 99MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1924.56
20090526,SCREW CANNU 4.0X.25 EXTREM MED,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1950
20089596,PLATE 3.5 LCP DIS FIB6HOLE RT ,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,1953.6
20086950,FEMORAL HEAD V40 36MM X+5,05/19/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1990.41
20081674,HEAD FEM 32MM LFT V 40 HOW,06/14/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1990.41
20086934,HEAD FEMORAL V40 36MM -5,01/09/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,1990.41
20091571,PLATE FIBULA 5 H VARIAX,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,2007.39
20092625,TIBIAL CRUCIATE WING SMALL,04/25/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,2025.36
20081571,GRAFT GORE RINGED 8X40,02/21/2018,27010970,HC OR 278 IMPLANT SURG SUPPLIES,2031
20094018,ALLOGRAFT EPIFIX 18MM DISK,08/18/2016,27070320,HC OR 278 Q4131 SKIN SUBS PER SQ CM,2055
20094175,BONE MATRIX OSTEOCEL SMALL,07/20/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,2070
20092264,ACETABULAR INSERT 36MM,01/11/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,2079
20086932,INSERT ACETAB TRIDENT 36MM,12/04/2017,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,2079
20092733,ANATOEMIC PHALANGEAL PR 17MM,04/07/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,2085
20091554,ANATOEMIC PHALANGEAL PR 21.5MM,11/09/2018,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,2085
