CDM DESCRIPTION,PRIMARY PRICE
NDL EPTH ULT VERS INSFL,$267.00 
NDL ESCP 8 CM 19GA 1.83MM,"$1,041.00 "
NDL ESCP GI 4MM 240CM 23GA 7FR,$193.00 
NDL ESURG 40MM STRG MCDSCT CO,$139.00 
NDL FLSH 1 7/8IN,$228.00 
NDL GUIDE LOWA,$500.00 
NDL INJ 25GAX4MM,$101.00 
NDL INSFL 100MM 14GA 1STP,$189.00 
NDL INSFL 120MM 14GA VRRS,$69.00 
NDL INSFL 150MM 14GA EPTH VRRS,$72.00 
NDL INSFL 150MM 14GA VRRS,$69.00 
NDL IO 25M 15GA W/WRISTBAND,$568.00 
NDL IO 3CM 18GA STD TIP PED,$285.00 
NDL IO 4IN 11GA JMSHD BN MRW,$91.00 
NDL IO 4IN 8GA JMSHD BN MRW,$91.00 
NDL OPTH 2.5IN 20GA VSTC,$236.00 
NDL RETROBULBAR 25G 1 1/2,$9.00 
NDL SCLEROTHERAPY 25GA 4MML,$171.00 
NDL SCORPION,$737.00 
NDL SMOOTHSHOT ASP 13MM 1150MM,$329.00 
NDL SPINAL,$21.00 
NDL SUT .5 CRC TPR PNT DAVIS,$13.00 
NDL SUT 12 REG 3/8 CRC REVCT,$5.00 
NDL SUT 16 REG 3/8 CRC REVCT,$5.00 
NDL SUT 2 .5 CRC TPR PNT FERG,$42.00 
NDL SUT 2 .5 CRC TPR PNT MAYO,$13.00 
NDL SUT 2.875 STRG 3ANG PNT,$11.00 
NDL SUT 3 .5 CRC TPR PNT FR,$9.00 
NDL SUT 3 .5 CRC TPR PNT MAYO,$5.00 
NDL SUT 4 .5 CRC TPR PNT MAYO,$18.00 
NDL SUT 4 .5 CRC TROC PNT MAYO,$10.00 
NDL SUT 5 .5 CRC CTEDG SRG,$13.00 
NDL SUT 5 .5 CRC TPR PNT MAYO,$13.00 
NDL SUT 5 .5 CRC TROC PNT MAYO,$169.00 
NDL SUT 6 REG 3/8 CRC REVCT,$28.00 
NDL SUT 7 .5 CRC CTEDG MRTN UT,$32.00 
NDL SUT 8 .5 CRC CTEDG MRTN UT,$22.00 
NDL TRUGUIDE BIOPSY 19GX13.8CM,$83.00 
NDL TRUGUIDE BIOPSY 19GX7.8CM,$83.00 
NEBULIZER US DEMO/EVAL,$135.00 
NECK (FB. SOFT TISSUE),$325.00 
NECK ANG HIP STEM 127,"$11,893.00 "
NEEDLE ASP ADEQUACY EVAL,$300.00 
NEEDLE BX-LYMPH NODE/SUPER(EX),"$2,351.00 "
NEEDLE/CATH AORTA TRANSLUMBAR,$434.00 
NELFINAVIR TAB 250 MG,$30.00 
NEOMY/BACI/POLY OPH OL 3.5GM,$68.00 
NEOMY/POLYM/DEXAMETH OPH OINT,$47.00 
NEOMY/POLYM/HC OPH SUSP 7.5ML,$904.00 
NEOMY/POLYMX/HC OTIC SOLN 10ML,$181.00 
NEOMY/POLYMX/HC OTIC SUSP 10ML,$181.00 
NEOMYCIN TABLET 500 MG,$10.00 
NEOMYCIN/POLYMYX B IRRIG 1 ML,$69.00 
NEOMYCIN/POLYMYX/GRAM OPH SOLN,$436.00 
NEOPTERIN,$198.00 
NEOSTIGMINE INJ 0.5 MG,$31.00 
NEOSTIGMINE SYRINGE 5 MG/5 ML,$205.00 
Nephelometry ea analyte,$111.00 
NEPHRO TUBE REMOV C FLURO,"$5,012.00 "
NEPHRO/URETER/URETHRA DILATION,"$2,017.00 "
NEPHROSTO LOOPOGRAM (EX),"$1,223.00 "
NEPHROSTOGRAM EXISTING ACCESS,$899.00 
NEPHROSTOGRAM NEW ACCESS,$983.00 
NEPHROSTOGRAM UROGRAPHY ANTE,"$1,223.00 "
NEPHROSTOMY CATHETER EXCHANGE,"$2,126.00 "
NEPHROSTOMY CATHETER PLACEMENT,"$4,747.00 "
NEPHROURETERAL CATH PLACE NEW,"$4,747.00 "
NERVE BLOCK BRACHIAL PLEXUS S,$317.00 
NERVE BLOCK CERVICAL PLEXUS,$317.00 
NERVE BLOCK FEMORAL S,$750.00 
NERVE BLOCK GREATER OCCIPITAL,$974.00 
NERVE BLOCK ILIOINGUINAL,$982.00 
NERVE BLOCK INTERCOSTAL M,"$1,725.00 "
NERVE BLOCK INTERCOSTAL S,$956.00 
NERVE BLOCK PHRENIC,$789.00 
NERVE ELECTRON MICROSCOPY,"$1,373.00 "
NEURAGEN NERVE GUIDE 2CM,"$7,286.00 "
NEURAGEN NERVE GUIDE 3CM,"$9,100.00 "
NEURAWRAP NERVE PROTECTOR 2CM,"$7,286.00 "
NEURAWRAP NERVE PROTECTOR 4CM,"$9,811.00 "
NEURON SPECIFIC ENOLASE QUANT,$270.00 
NEUROSTIMULATOR INTERSTIM II,"$30,847.00 "
NEUT FUNCT OXIDATIVE BURST,$352.00 
NEUTRAL HUMERAL NECK,"$2,103.00 "
NEUTRALIZATION,$123.00 
NEUTRALIZATION TEST VIRAL,$146.00 
NEUTROSPEC(TC-99)DOSE TO 25MCI,"$3,038.00 "
NEVIRAPINE SUSP 8 MG/0.8 ML,$10.00 
NEW PT OV 99204,$297.00 
NEWBORN RESUSCITATION,$676.00 
NEXPLANON IMPLANT 68 MG,"$8,479.00 "
NIACIN ER 500 MG TABLET,$13.00 
NICARDIPINE DRIP 20MG/200ML,$875.00 
NICARDIPINE INJ 25 MG/10 ML,$214.00 
NICARDIPINE IV DRIP 25MG/250ML,$204.00 
NICKEL,$156.00 
NICORETTE GUM 2 MG - BOX,$10.00 
NICOTINE LEVEL,$125.00 
NICOTINE TDS 14MG/24HR - BOX,$21.00 
NICOTINE TDS 21MG/24HR - PATCH,$21.00 
NICOTINE TDS 7MG/24 HR -BOX,$21.00 
"NICOTINE, URINE",$146.00 
NIFEDIPINE 10 MG CAP UNIT DOSE,$10.00 
NIFEDIPINE 10 MG ORAL SUSP,$10.00 
NIFEDIPINE SR TAB 30 MG U/D,$10.00 
NIMODIPINE 30 MG CAPSULE,$25.00 
NIMODIPINE ORAL LIQ 60 MG/2 ML,$50.00 
NITRIC OXIDE PER HOUR,$224.00 
NITROFURANTOIN CAP 50MG U/D,$11.00 
NITROGLYCER. PREMIX 50MG-250ML,$214.00 
NITROGLYCERIN 0.4MG SL SPRAY,"$1,287.00 "
NITROGLYCERIN 2% OINT 1GM U/D,$21.00 
NITROGLYCERIN ER 6.5 MG CAP,$10.00 
NITROGLYCERIN TAB 0.4 MG,$10.00 
NITROGLYCERIN TDS 10 MG/24 HR,$21.00 
NITROGLYCERIN TDS 15 MG/24 HR,$21.00 
NITROGLYCERIN TDS 2.5 MG/24 HR,$21.00 
NITROGLYCERIN TDS 5 MG/24 HR,$21.00 
NITROPRUSSIDE INJ 50MG/2ML,"$6,399.00 "
NITROPRUSSIDE IV 50MG/250ML,"$6,399.00 "
NIVOLUMAB 10ML INJ 1 MG,$130.00 
NIVOLUMAB 24 ML INJ 1 MG,$130.00 
NIVOLUMAB 4ML INJ 1 MG,$130.00 
NK CELL COUNT,$169.00 
NL 10MM 26CM ANKL DYNANAIL IM,"$35,190.00 "
NL 11.5MM 16CM LT HINDFOOT,"$15,239.00 "
NL 11MM 36CM RT FEM ITST IM,"$7,025.00 "
NL 11MM 38CM LT FEM ITST IM,"$7,025.00 "
NL 12MM 18CM L/R FEM ITST IM,"$4,359.00 "
NL 12MM 38CM RT FEM ITST IM,"$7,025.00 "
NL 14MM 16CM FEM MDN IM RTRGD,"$5,288.00 "
NL 14MM 42CM RT FEM ITST IM,"$7,025.00 "
NL 2.5MM 44CM IM ELC TI NS PNK,"$1,591.00 "
NL 2MM 44CM IM ELC TI NS GRN,"$1,433.00 "
NL 3.5MM 44CM IM ELC TI NS BLU,"$1,723.00 "
NL 38CM RT INTERTROCHANTER,"$11,498.00 "
NL 3MM 44CM IM ELC TI NS AU,"$1,630.00 "
NL 4MM 44CM IM ELC TI NS PUR,"$1,850.00 "
NL 7.5MM 28.5CM HUM IM FLXB TI,"$11,331.00 "
NL 9MM 150MM PROX HUM XPRT IM,"$10,599.00 "
NL ACE TROCH 125 DEG 11X200MM,"$6,732.00 "
NL ACE TROCH 125 DEG 9X180MM,"$6,837.00 "
NL ACE TROCH 126 DEG 13X200MM,"$6,732.00 "
NL ACE TROCH 130 DEG 13X200MM,"$6,732.00 "
NL ACE TROCH 130 DEG 9X180MM,"$6,837.00 "
NL ACE TROCH 135 DEG 11X200MM,"$6,732.00 "
NL ACE TROCH 135 DEG 13X200MM,"$6,732.00 "
NL ACE TROCH 135 DEG 9X180MM,"$6,837.00 "
NL FX 19.1CM 3.2MM RUSH H IM,$429.00 
NL FX RT DIST TROCH 360MM 11MM,"$10,128.00 "
NL IM TROCH 235MM 10MM 130D,"$7,694.00 "
NL INTERTAN 10-11.5,"$9,569.00 "
NL INTERTAN IM LT,"$11,164.00 "
NL INTERTAN IM LT 34CM 10MM,"$16,208.00 "
NL NTR NL IM CEPHALOMEDULLARY,"$11,996.00 "
NL PROX HUM 7-150MM,"$10,704.00 "
NL T2 IM FEM GT RT 400MM 10MM,"$11,705.00 "
NL T2 IM SP CNDL 38CM 12MM LNG,"$11,247.00 "
NM ADENOSINE STRESS,"$6,146.00 "
NM BONE SCAN (LIMITED),"$1,292.00 "
NM BONE SCAN/MULT,"$1,339.00 "
NM BONE SCAN/WHOLE BODY,"$1,765.00 "
NM BONE/SPECT,"$1,833.00 "
NM BRAIN FLOW,"$1,290.00 "
NM CISTERNOGRAM,"$2,607.00 "
NM CSF LEAK,"$2,378.00 "
NM DOBUTAMINE STRESS,"$6,146.00 "
NM GI BLEEDING,"$1,408.00 "
NM GI EMPTYING,"$1,616.00 "
NM HIDA HEPATOBILARY NON PHARM,"$2,550.00 "
NM HIDA HEPATOBILARY PHARM,"$2,725.00 "
NM INFLAMMA (INFECTION)LOC/WB,"$3,160.00 "
NM INJ PROC/SENTIN NODE NRR,"$1,258.00 "
NM INJECTION PROCEDURE/SHUNT,$490.00 
NM KIDNEY SPECT,"$1,269.00 "
NM LEXISCAN STRESS,"$6,146.00 "
NM LIVER & SPLEEN W/FLOW,"$2,049.00 "
NM LIVER SPECT,"$1,997.00 "
NM LIVER SPECT W/VASCULAR FLOW,"$2,529.00 "
NM LIVER SPLEEN/STATIC,"$2,122.00 "
NM LUNG PERFUSION,"$1,058.00 "
NM LUNG PUL QUAN DIFF FUNCTION,"$1,401.00 "
NM LUNG VENT PERFUSION,"$1,748.00 "
NM LUNG VENTILATION,$913.00 
NM LYMPHOSCINTIGRAPHY SCAN,"$2,303.00 "
NM MECKLES SCAN,"$1,243.00 "
NM MUGA RESTING,"$1,584.00 "
NM MUGA STRESS AND REST,"$1,038.00 "
NM MYO/CARDIOLITE STRESS TEST,"$6,146.00 "
NM PARATHYROID PLANAR IMAGING,"$2,006.00 "
NM PARATHYROID SCAN W/ SPECT,$905.00 
NM PERSANTINE STRESS,"$6,146.00 "
NM PY BREATH TEST NRR,$414.00 
NM RENAL AND FLOW,"$1,224.00 "
NM RENAL SCAN/DMSA,$666.00 
NM SALIVARY GLAND FUNCTION,"$1,363.00 "
NM SHUNT-NUCLEAR/CSFFLOW,"$1,906.00 "
NM SPLEEN SCAN ONLY,"$1,457.00 "
NM THAL/CARD SINGLE SPECT,"$3,548.00 "
NM THALLIUM VIABILITY,"$6,146.00 "
NM THALLIUM/CARD MULTI PLANAR,"$3,845.00 "
NM THALLIUM/CARD/SINGLE-PLANAR,"$2,101.00 "
NM THREE PHASE BONE,"$1,813.00 "
NM THY THERAPY HYPER-FU TRTMTS,"$2,486.00 "
NM THYROID THERAPY/CA FU/METS,"$2,486.00 "
NM TRIPLE RENAL W/WO PI,"$1,798.00 "
NM TRIPLE RENAL/SINGLE/W PI,"$1,698.00 "
NM TRIPLE RENAL/SINGLE/WO PI,"$1,626.00 "
NM TUMOR LOC/LIMITED,"$2,443.00 "
NM TUMOR LOC/MULTI,"$2,961.00 "
NM TUMOR LOC/WB/SINGLE DAY,"$4,027.00 "
NM TUMOR LOCALIZATION/SPECT,"$3,981.00 "
NM TUMORLOC/WB /MULTI DAYS,"$5,105.00 "
NM VENOGRAM-BILATERAL,"$1,644.00 "
NM VENOGRAM-UNILATERAL RT,"$1,040.00 "
NM VENOGRAM-UNILATERAL-LT,"$1,040.00 "
NM VOIDING CYSTOGRAM/REFLUX,"$1,394.00 "
NM:BONE MARROW IMAGING(LIMITE),"$1,540.00 "
NM:I-131 BODY SCAN/THY CA/LIM,"$1,051.00 "
NM:INFLAMMATORY(INFECT)LOC/LIM,"$2,467.00 "
NM:THY THERAPY INITIAL ABLATIO,"$2,486.00 "
NM:THYROID THERAPY/HYPER/INITI,"$2,486.00 "
NMDA RECEPTOR,$232.00 
NMO QUANTITATIVE IMMUNOASSAY,$198.00 
NMR LIPOPROFILE,$258.00 
NM-TREAD MILL STRESS TEST,"$1,584.00 "
"N-MYTHYLHISTAMINE, URINE",$250.00 
NOCARDIA HYPERSENSITIVITY PNEU,$62.00 
NON EMERGENT MED SCREENED,$523.00 
NON INVASIVE VENT,$824.00 
NONCHEMO IV PUSH EA ADDL DRUG,$297.00 
NONCHEMO IV PUSH INITIAL DRUG,$334.00 
NONCHEMO IVP ADDL SAME DRG >30,$262.00 
NONINV ART LEG W/POST EX COM B,"$1,040.00 "
NONINVAS ART ARM MULT COMP BI,$905.00 
NON-INVAS ART LEG MULT COMP BI,$905.00 
NON-INVASIVE ART. DIGITAL MULT,$905.00 
NONVASCULAR SHUNT XRAY,$702.00 
NOREPINEPHRINE 4MG/D5W 250M,$214.00 
NOREPINEPHRINE INJ 4MG/4ML,$33.00 
NORFLURANE TOP SPRAY UD 30 ML,$114.00 
NORMAL SALINE 100 ML ADV BAG,$54.00 
NORMAL SALINE 250 ML ADV BAG,$54.00 
NORMAL SALINE 250ML AVIVA,$54.00 
NORMAL SALINE 500 ML BAG,$54.00 
NORMAL SALINE INJ 500ML AVIVA,$54.00 
NORMAL SALINE IRRIG 1000 ML,$161.00 
NORMAL SALINE IRRIGATION 500ML,$161.00 
NORMAL SALINE MB PLUS 100ML,$54.00 
NOROVIRUS AG DETECTION EIA,$163.00 
NORTRIPTYLINE (AVENTYL),$121.00 
NOSE MRSA CULTURE,$153.00 
NOVOSEVEN INJ 1 MCG,$9.00 
NP OV LEVEL I,$167.00 
NP OV LEVEL II,$154.00 
NP OV LEVEL III,$133.00 
NP OV LEVEL IV,$398.00 
NP OV LEVEL V,$381.00 
NPWT GAUZE DRESSING SENSATRAC,$179.00 
NRSTM IMPL 52.2X51.6X6.9MM 1,"$39,505.00 "
NRSTM IMPL PLS GNTR RSTR SPNL,"$34,092.00 "
NRSTM PRCS SPCTR RMT CNTRL,"$4,214.00 "
NRSTM RESTORESENSOR SURESCAN,"$35,894.00 "
NS PREMIX WITH KCL 20 MEQ,$161.00 
NS PREMIX WITH KCL 40 MEQ,$161.00 
NT SUCTION RC,$263.00 
"NT WIRE GDE .035"" 150CM STRGHT",$202.00 
"NT WIRE GDE .038"" 150CM ANGLED",$205.00 
NUGAUZE PLAIN 1/4 INCH,$21.00 
NURSE INITIATING 02-ER,$93.00 
NUT SYNAPSE LCK SPNE 7.5MM TI,$281.00 
NXGN ALL-POLY PATELLA 26MM,"$2,063.00 "
NYSTATIN CREAM 15 GM,$86.00 
NYSTATIN LIQ 500000 U/5 ML U/D,$10.00 
NYSTATIN OINTMENT 15 GM,$86.00 
NYSTATIN POWDER 15 GM,$62.00 
NYSTATIN-TRIAMCIN. OINT 15 GM,$918.00 
O2 INITIAL HOUR,$84.00 
OBINUTUZUMAB INJ 10 MG,$280.00 
OCCULT BLD QL OTHER SOURCES,$48.00 
OCCULT BLOOD (STOOL),$46.00 
OCLR AMPLZR CV PFO 18/18MM 8FR,"$9,995.00 "
OCLR VASC 12MM 1.5MM FLO-RST,$366.00 
OCLR VASC 12MM 1MM FLO-RST COR,$366.00 
OCLR VASC 12MM 2MM FLO-RST COR,$366.00 
OCRELIZUMAB INJ 300 MG,"$81,250.00 "
OCTREOSCAN PER DOSE,"$7,291.00 "
OCTREOTIDE INJ 100MCG/1ML,$32.00 
OCTREOTIDE INJ 500MCG/1ML,$214.00 
OCTREOTIDE IV 500 MCG/100 ML,$214.00 
OFATUMUMAB 100 INJ 10 MG,$344.00 
OFLOXACIN EYE DROP 0.3% 5 ML,$112.00 
OLANZAPINE,$188.00 
OLANZAPINE 10MG/ML INTRA MUS V,$271.00 
OLARATUMAB 190 MG INJ - 10 MG,$236.00 
OLARATUMAB 500 MG INJ - 10 MG,$236.00 
OLIGOCLONAL BANDS CSF,$295.00 
OMALIZUMAB INJ 5 MG,$289.00 
OMNIPAQUE 180 INJ 20 ML,$282.00 
OMNIPAQUE 240 INJ 10 ML,$275.00 
OMNIPAQUE 240 INJ 50 ML,$72.00 
OMNIPAQUE 300 INJ 10 ML,$254.00 
OMNIPAQUE 300 INJ 100 ML,$167.00 
OMNIPAQUE 300 INJ 150 ML,$192.00 
OMNIPAQUE 300 INJ 200 ML,$260.00 
OMNIPAQUE 300 INJ 30 ML,$64.00 
OMNIPAQUE 300 INJ 50 ML,$85.00 
OMNIPAQUE 300 INJ 75 ML,$128.00 
OMNIPAQUE 350 INJ 100 ML,$185.00 
OMNIPAQUE 350 INJ 150 ML,$255.00 
OMNIPAQUE 350 INJ 50 ML,$93.00 
OMNIPAQUE 350 INJ 500ML PER ML,$5.00 
OMNISCAN 287 MG/ML INJ 15 ML,$485.00 
ONABOTULINUMTOXIN-A INJ 1 UNIT,$55.00 
ONABOTULINUMTOXINA2 INJ 1 UNIT,$58.00 
ONCO OVARIAN 5 PROT,"$1,047.00 "
ONDANSETRON 16MG/50ML IV BAG,$35.00 
ONDANSETRON 8 MG/50 ML IV BAG,$28.00 
ONDANSETRON HCL INJ 4MG/2ML,$28.00 
ONDANSETRON HCL TABLET 4MG,$12.00 
ONDANSETRON HCL TABLET 8MG,$10.00 
ONDANSETRON ODT 4 MG,$10.00 
OPERATING ROOM MISC,"$5,826.00 "
OPIATES,$352.00 
OPIATES DRUG SCREEN,$189.00 
OPIATES DRUG SCREEN,$352.00 
OPIUM/BELLADONNA SUPP  60 MG,$202.00 
OPTEASE IVC FILTER,"$6,797.00 "
OPTIC FORAMINA,$333.00 
Opticross IVUS Catheter,"$3,420.00 "
OPTIRAY 320 50 ML SYRINGE,$81.00 
OPTIRAY 320 INJ 100 ML,$260.00 
OPTIRAY 320 INJ 50 ML,$331.00 
OPTIRAY 320 MG/ML 200 ML,$462.00 
OR LEVEL 1 TIME CHARGE,"$4,873.00 "
OR LEVEL 2 TIME CHARGE,"$5,404.00 "
OR LEVEL 3 TIME CHARGE,"$6,202.00 "
OR LEVEL 4 TIME CHARGE,"$7,088.00 "
OR LEVEL 5 TIME CHARGE,"$7,886.00 "
OR LEVEL 6 TIME CHARGE,"$8,683.00 "
OR LEVEL 7 TIME CHARGE,"$9,657.00 "
ORBITS/4 VIEW MINIMUM,$487.00 
OR-FLUORO LT 1 HOUR,$614.00 
ORGANIC ACIDS QUANT TOTAL,$529.00 
OSELTAMIVIR CAP 30 MG,$97.00 
OSELTAMIVIR CAP 75 MG U/D,$105.00 
OSELTAMIVIR SUSP 30 MG/5 ML,$96.00 
OSMOLALITY,$85.00 
OSMOLALITY STOOL,$194.00 
OSMOLALITY URINE,$85.00 
OSMOTIC FRAGILITY RBC,$218.00 
OSTEO INTRODUCER KYPHX SZ3,"$5,445.00 "
OSTEOCELL 10CC,"$18,516.00 "
OSTEOCELL 1CC,"$2,420.00 "
OSTEOCELL 5CC,"$11,152.00 "
OSTEOTOMY TIBIA,"$6,492.00 "
OT APP MLTLAY COMPRS ARM/HAND,$377.00 
OT D H/F ORTHO,$394.00 
OT D W/H ORTHO,"$1,021.00 "
OT D W/H/F ORTHO,$833.00 
OT DERB NON SELECTIVE W/O ANES,$132.00 
OT INFRARED THERAPY,$91.00 
OT MUSCLE TEST BODY W/ HANDS,$250.00 
OT MUSCLE TEST BODY W/O HANDS,$240.00 
OT MUSCLE TEST EXTREMITY/TRUNK,$136.00 
OT MUSCLE TEST HAND,$166.00 
OT S E/W/H ORTHO,"$1,186.00 "
OT S ELBOW ORTHO,$489.00 
OT S H/F ORTH,$397.00 
OT S W/H ORTHO,$695.00 
OT S W/H/F ORTHO,$361.00 
OT SENSORY TECHNIQUE 15 MIN,$109.00 
OT STD COGNIT TEST BY HC PRO,$426.00 
OT WHEELCHAIR MANAGE 15 MIN,$86.00 
OT-APP MLTLAY COMPRS THIGH/LEG,$404.00 
OT-APP MULTLAY COMPRS BL KNEE,$445.00 
OT-APP SHORT ARM SPL STA,$445.00 
OT-AQUATIC THERAPY EA 15MIN,$115.00 
OT-ASST TECH ASSESS EA 15MIN,$124.00 
OT-COMM WRK REINTERG EA 15MIN,$111.00 
OT-CONTRAST BATH EA 15 MIN,$124.00 
OT-E STIM ATTENDED EA 15MIN,$164.00 
OT-ELECTRICAL STIM(UNATTENDED),$149.00 
OT-EVAL HIGH COMPLEXITY 60MIN,$450.00 
OT-EVAL LOW COMPLEXITY 30MIN,$227.00 
OT-EVAL MOD COMPLEXITY 45MIN,$337.00 
OT-EXERCISE EA 15 MIN,$167.00 
OT-FINGER SPLINT STATIC,$364.00 
OT-FINGER SPLINT STATIC,$281.00 
OT-FUNCT ACTIVITIES EA 15MIN,$117.00 
OT-FUNCT CAPACITY EA 15MIN,$129.00 
OT-GONIOMETRY HAND,$101.00 
OT-GONIOMETRY UE,$109.00 
OT-GROUP THERAPY,$129.00 
OTHER BLOOD BANK,"$1,207.00 "
OT-HOME INSTRUCT EA 15MIN,$117.00 
OT-IONTOPHORESIS EA 15 MIN,$119.00 
OT-MANUAL THERAPY EA 15MIN,$190.00 
OT-MASSAGE EA 15MIN,$114.00 
OT-NEUROMUSC REED EA 15 MIN,$112.00 
OT-ORTHO FIT/TRG EA 15MIN,$125.00 
OT-PARAFIN BATH,$84.00 
OT-RE-EVALUATION,$195.00 
OT-SELECT DEBRIDMENT GT 20 SQC,$404.00 
OT-SELECT DEBRIDMENT LT 20 SQC,$323.00 
OT-TAPING-SHOULDER,$260.00 
OT-THER IVNTJ W/FOCUS COG FUNC,$185.00 
OT-ULTRASOUND EA 15 MIN,$161.00 
OT-WHIRLPOOL,$176.00 
OT-WORK HARDEN EA ADD'L HOUR,$192.00 
OT-WORK HARDEN-INITIAL 2HRS,$384.00 
OUT FILM READING,$84.00 
OVA & PARASITES,$128.00 
OXALATE URINE,$103.00 
"OXALATE, 24 HR URINE",$103.00 
OXALIPLATIN 100 INJ 0.5 MG,$5.00 
OXALIPLATIN 50 INJ 0.5 MG,$5.00 
OXAZEPAM CAP 15 MG UNIT DOSE,$10.00 
OXAZEPAM CAP 30 MG UNIT DOSE,$10.00 
OXCARBAZEPINE,$157.00 
OXCARBAZEPINE (TRILEPTAL),$157.00 
OXIMETER CONTINUOUS,$356.00 
OXIMETER MULTIPLE/EXERCISE,$206.00 
OXIMETER OVERNIGHT-INPT,$356.00 
OXIMETER-SINGLE,$96.00 
OXIMETRY PANEL,$188.00 
OXYBUTYNIN TAB 5 MG UNIT DOSE,$10.00 
OXYCODONE,$157.00 
OXYCODONE (U),$157.00 
OXYCODONE HCL 15 MG TABLET,$10.00 
OXYCODONE LA TAB 10 MG U/D,$19.00 
OXYCODONE LA TAB 20 MG U/D,$38.00 
OXYCODONE LA TAB 40 MG U/D,$65.00 
OXYCODONE TAB 5 MG U/D,$10.00 
OXYCODONE/APAP (10/325) TAB,$10.00 
OXYCODONE/APAP(5/325)TAB UD,$10.00 
OXYGEN CONCENTRATOR PER DAY,$198.00 
OXYGEN PER HR,$27.00 
OXYHOOD INITIAL,$175.00 
OXYMETAZOLINE NAS SPRAY 0.05%,$21.00 
OXYTOCIN 30UNITS/NS 500ML PM,$161.00 
OXYTOCIN INJ 10 UNITS/1 ML,$28.00 
P1 ANTIGEN TYPING,$97.00 
PACEMAKER ETRINSA HF-T,"$25,490.00 "
PACEMAKER SINGLE CHAMBERATRIAL,"$9,370.00 "
PACER INST/REPLAC (33208),"$17,506.00 "
PACER SINGLE VENT (33207),"$16,216.00 "
PACER ZEPHYR XL SR,"$21,040.00 "
PACER/SJ ZEPHYR DR,"$21,567.00 "
PACLITAXEL INJ 1 MG,$1.00 
PACLITAXEL INJ 30 MG/5 ML,$63.00 
PACLITAXEL PROTEIN-BOUND 1 MG,$77.00 
PAD REHAB PER SESSION,$353.00 
PAIN MANAGEMENT MISC,"$3,200.00 "
PAIN PUMP ONQ 400ML,"$1,079.00 "
PALINDROME 28CM,"$3,061.00 "
PALINDROME EMERALD 19/36 SP VT,"$2,884.00 "
PALINDROME EMERALD 23/40SP VT,"$2,884.00 "
PALIVIZUMAB INJ 50 MG (CLIN2),"$6,545.00 "
PALIVIZUMAB INJ 50 MG (INPT2),"$6,545.00 "
PALONOSETRON 0.25MG/5ML INJ,$896.00 
PALONOSETRON INJ 25 MCG,$63.00 
PAMIDRONATE INJ 30 MG/10 ML,$261.00 
PAMIDRONATE INJ 90 MG/10 ML,$495.00 
PANCA ELISA IGG,$183.00 
P-ANCA TITER (P),$256.00 
PANCREATIC ELASTASE-1,$327.00 
PANCRELIPASE EC 5000 UNIT CAP,$10.00 
PANITUMUMAB 100 INJ 10 MG,$621.00 
PANITUMUMAB 400 INJ 10 MG,$621.00 
PANOREX,$337.00 
PANTOPRAZOLE 40 MG VIAL,$33.00 
PANTOPRAZOLE 40MG + 100ML NS,$214.00 
PANTOPRAZOLE TAB 40 MG,$10.00 
PAP SMEAR,$38.00 
PAP SMEAR-THIN PREP,$205.00 
PAPAVERINE INJ 60 MG/2 ML,$28.00 
PARAGARD T380A IUD 1 EACH,"$7,390.00 "
PARIETAL CELL ANTIBODY,$144.00 
PARING SINGLE LESION BENIGN,$206.00 
PARING/CUT LESION BENIGN 2-4,$357.00 
PAROXETINE TAB 20 MG UNIT DOSE,$10.00 
PARTICLE AGGL SCREEN EA AB,$132.00 
PARTICLES EMOBLIZATION PVA,$439.00 
PARVO B19 DNA AMN FLD,$367.00 
PARVOVIRUS IGG,$82.00 
PARVOVIRUS IGM,$82.00 
PASSY MUIR TRACH VALVE,$676.00 
PATCH BOVINE PERICARDIAL,"$2,631.00 "
PATCH CAROTID ULTRATHIN 8X75MM,$654.00 
PATCH HEMOSTATIC TACHOSIL,"$2,734.00 "
PATCH HERNIA ST LG CIRC W/STRA,"$3,172.00 "
PATCH HERNIA ST MEDIUM 5950008,"$2,550.00 "
PATCH PERICARDIAL BOV 0.8X8CM,$683.00 
PATCH SURG EVARREST 4IN X2W,"$4,386.00 "
PATELLA RT/3 VIEW,$448.00 
PATELLA-LEFT/3 VIEW,$448.00 
PATELLA-LT/2 VIEW MINIMUN,$396.00 
PATELLAR ADVANCE 11MM41MM,"$2,351.00 "
PATELLA-RT/2 VIEW MINIMUM,$396.00 
PAXIL LEVEL,$188.00 
PCH 12IN 2.25IN OST STD 2 PC,$43.00 
PCH 34.5CM 15MM E-CTCH 2 FNGR,"$1,317.00 "
PCH 6X4IN 10MM EPCH LAPSCP,$387.00 
PCH DFBR SNCHR DCRN IMPL,$449.00 
PCMKR 1CH ADAPTA SR,"$20,514.00 "
PCMKR 1CH ALTRUA 20 SR,"$17,885.00 "
PCMKR 1CH ALTRUA 40/60 SR,"$18,936.00 "
PCMKR 1CH BIOTRONIK,"$17,885.00 "
PCMKR 1CH SENSIA SR SESR01,"$17,885.00 "
PCMKR 2CH ADAPTA DR,"$22,619.00 "
PCMKR 2CH ALTRUA DR 20,"$19,989.00 "
PCMKR 2CH ALTRUA DR 40/60,"$21,304.00 "
PCMKR 2CH ALTRUA DR 60 EL S606,"$23,671.00 "
PCMKR 2CH BIOTRONIK,"$19,989.00 "
