CDM DESCRIPTION,PRIMARY PRICE
OT-NEUROMUSCULAR RE ED W/MOD,$143.00 
OT-ORAL MOTOR TRAINING,$306.00 
OT-ORTH FT/TRG W/MD EA 15MIN,$143.00 
OT-ORTH/PROS MGMT;SBSQ;EA 15MI,$101.00 
OT-ORTH/PROS MGMT;SBSQ;EA 15MI,$122.00 
OT-ORTHO FIT/TRG EA 15MIN,$123.00 
OT-ORTHOTIC CHECK EA 15MIN,$122.00 
OT-PARAFFIN,$82.00 
OT-PARAFFIN W/MOD,$95.00 
OT-PROS FT/TRG W/MD EA 15MIN,$133.00 
OT-PROSTHETIC TRG EA 15MIN,$106.00 
OT-RE-EVALUATION,$191.00 
OT-SELECT DEBRIDMENT GT 20 SQC,$347.00 
OT-SELECT DEBRIDMENT LT 20 SQC,$276.00 
OT-SENSORY INT EA 15MIN,$107.00 
OT-SENSORY INT W/MOD EA 15MIN,$133.00 
OT-SHOULDER/HAND SPLINT,$525.00 
OT-TAPING ANKLE/FOOT,$204.00 
OT-TAPING ELBOW OR WRIST,$204.00 
OT-TAPING HAND/FINGER,$255.00 
OT-TAPING HIP,$163.00 
OT-TAPING KNEE,$214.00 
OT-TAPING LOW BACK,$143.00 
OT-TAPING SHOULDER,$265.00 
OT-TAPING THORAX,$224.00 
OT-THER IVNTJ W/FOCUS COG FUNC,$133.00 
OT-THER IVNTJ W/FOCUS COG FUNC,$133.00 
OT-THER IVNTJ W/FOCUS COG FUNC,$133.00 
OT-THER IVNTJ W/FOCUS COG FUNC,$181.00 
OT-TRACTION,$122.00 
OT-TRACTION W/MOD,$122.00 
OT-ULTRASOUND EA 15 MIN,$158.00 
OT-WHEELCHAIR MGMT EA 15MIN,$188.00 
OT-WHIRLPOOL,$210.00 
OT-WHIRLPOOL W/MOD,$204.00 
OT-WOUND VAC THERAPY LE 50SQCM,$245.00 
OT-WOUND VAC THRPY GT 50SQ CM,$337.00 
OXIMETER CONTINUOUS,$367.00 
OXIMETER MULTIPLE/EXERCISE,$184.00 
OXIMETER OVERNIGHT-INPT,$349.00 
OXIMETER-SINGLE,$94.00 
OXYCODONE,$154.00 
OXYGEN PER HR,$24.00 
OXYHOOD INITIAL,$167.00 
P57,$586.00 
PAIN MANAGEMENT TIME CHARGE,$194.00 
PANCA ELISA IGG,$179.00 
PAP SMEAR MANUAL SCREEN,$44.00 
PAP W/MATURATION INDEX-WMC,$40.00 
PARTICLE AGGL SCREEN EA AB,$129.00 
PARTICLE AGGL TITER AB,$116.00 
PASSY MUIR TRACH VALVE,$667.00 
PATELLA-LT/2 VIEW MINIMUN,$367.00 
PATELLA-RT/2 VIEW MINIMUM,$367.00 
PATICLE AGGL TITER EACH AB,$116.00 
PEAK FLOW METER,$138.00 
PEANUT IGG,$64.00 
PED AMBY BAG,$184.00 
PED OT  LMB SPLINT,$346.00 
PED OT AQUATIC THERAPY EA 15MN,$133.00 
PED OT CAID COGNITIVE PEFORM T,$207.00 
PED OT CAID FINGER SPL,$255.00 
PED OT CAID GROUP THERAPY,$126.00 
PED OT CAID PERC MOT EA 15 MIN,$115.00 
PED OT CAID THUMB SPL,$255.00 
PED OT D E/W/H ORTHO,$864.00 
PED OT D E/W/H/F ORTHO,$864.00 
PED OT D FING ORTHO,$236.00 
PED OT D H/F ORTHO,$386.00 
PED OT D W/H ORTHO,$582.00 
PED OT D W/H/F ORTHO,$750.00 
PED OT DIP/PIP FLEX STRAP,$277.00 
PED OT FUNCT ACT W/MD EA 15MIN,$133.00 
PED OT HINGED W/H/F ORTHO,$750.00 
PED OT JOINT JACK,$485.00 
PED OT OVAL 8 - PRE-FAB,$172.00 
PED OT PF FLEXION GLOVE,$282.00 
PED OT PF H/F ORTHO,$379.00 
PED OT PF W/H ORTHO,$658.00 
PED OT PF W/H/F ORTHO,"$1,074.00 "
PED OT PF WRIST ORTHO,$415.00 
PED OT S E/W/H ORTHO,$564.00 
PED OT S E/W/H/F ORTHO,$695.00 
PED OT S ELBOW ORTHO,$397.00 
PED OT S FING ORTHO,$193.00 
PED OT S H/F ORTH,$236.00 
PED OT S HAND ORTHO,$236.00 
PED OT S W/H ORTHO,$354.00 
PED OT S W/H/F ORTHO,$354.00 
PED OT ULTRASOUND EA 15 MIN,$133.00 
PED OT-ADL EA 15MIN,$133.00 
PED OT-ADL W/MOD EA 15MIN,$133.00 
PED OT-APP SHORT ARM SPL STA,$316.00 
PED OT-APPL DYNAMIC SHORT ARM,$241.00 
PED OT-AQTIC THPY W/MD EA 15MN,$133.00 
PED OT-CAID  LMB SPLINT,$346.00 
PED OT-CAID  OVAL 8 - PRE-FAB,$172.00 
PED OT-CAID ADL EA 15MIN,$115.00 
PED OT-CAID COG TRG EA 15MIN,$115.00 
PED OT-CAID D E/W/H ORTHO,$864.00 
PED OT-CAID D E/W/H/F ORTHO,$864.00 
PED OT-CAID D FING ORTHO,$236.00 
PED OT-CAID D H/F ORTHO,$386.00 
PED OT-CAID D W/H ORTHO,$582.00 
PED OT-CAID D W/H/F ORTHO,$750.00 
PED OT-CAID DIP/PIP FLEX STRAP,$277.00 
PED OT-CAID EXERCISE EA 15MIN,$115.00 
PED OT-CAID FINE MOTOR EA15MIN,$115.00 
PED OT-CAID HINGED W/H/F ORTHO,$750.00 
PED OT-CAID HOME PRO EA 15MIN,$115.00 
PED OT-CAID JOINT JACK,$485.00 
PED OT-CAID PF FLEXION GLOVE,$282.00 
PED OT-CAID PF H/F ORTHO,$379.00 
PED OT-CAID PF W/H ORTHO,$658.00 
PED OT-CAID PF W/H/F ORTHO,"$1,074.00 "
PED OT-CAID PF WRIST ORTHO,$415.00 
PED OT-CAID S E/W/H ORTHO,$564.00 
PED OT-CAID S E/W/H/F ORTHO,$695.00 
PED OT-CAID S ELBOW ORTHO,$397.00 
PED OT-CAID S FING ORTHO,$193.00 
PED OT-CAID S H/F ORTH,$236.00 
PED OT-CAID S HAND ORTHO,$236.00 
PED OT-CAID S W/H ORTHO,$354.00 
PED OT-CAID S W/H/F ORTHO,$354.00 
PED OT-CAID W/H/F ORTHOSIS,$214.00 
PED OT-CONGNITIVE PROFORMACE T,$242.00 
PED OT-E STIM(ATTEN)EA 15MIN,$133.00 
PED OT-EXERCISE EA 15MIN,$143.00 
PED OT-EXERCISE W/MODIFER,$143.00 
PED OT-FINGER SPLINT DYNAMIC,$253.00 
PED OT-FINGER SPLINT STATIC,$296.00 
PED OT-FOREARM TO HAND SPLINT,$241.00 
PED OT-FUNCTIONAL ACT EA 15MIN,$133.00 
PED OT-GROUP THERAPY,$153.00 
PED OT-HME INST W/MD EA 15MIN,$133.00 
PED OT-HOME INSTRUCT EA 15MIN,$133.00 
PED OT-MANUAL THERAPY EA 15MIN,$153.00 
PED OT-MANUAL THPY W/MD EA15MN,$153.00 
PED OT-MASSAGE EA 15MIN,$122.00 
PED OT-MASSAGE W/MD EA 15MM,$122.00 
PED OT-MCAID FUNC ACT EA 15MIN,$188.00 
PED OT-NEUROBEHAV STS CA PERHR,$316.00 
PED OT-NEUROMUSC REED EA 15MN,$143.00 
PED OT-ORAL MOTOR TNG,$306.00 
PED OT-PROS FIT/TRT W/MDEA15MN,$133.00 
PED OT-PROSTH FIT/TRG EA15MIN,$133.00 
PED OT-SENS INTEG THPY EA 15MN,$133.00 
PED OT-SHORT LEG SPL CALF/FOOT,$327.00 
PED OT-SHOULDER/HAND SPLINT,$337.00 
PED OT-STAND DEV TEST EXTEND,$310.00 
PED OT-STAND DEV TEST LIMITED,$241.00 
PED OT-WHEELCHAIR MGT EA 15MIN,$188.00 
PED OT-WHIRLPOOL,$204.00 
PED OT-WHIRLPOOL W/MOD,$204.00 
PED PT ARJO WHIRLPOOL,$204.00 
PED PT ARJO WHIRLPOOL W/MOD,$204.00 
PED PT AST TCH ASSESS EA 15MIN,$91.00 
PED PT CAID COGNITIVE PEFORM T,$207.00 
PED PT CAID GROUP THERAPY,$118.00 
PED PT CAID-APP LONG ARM CAST,$194.00 
PED PT CAID-APP SHORT ARM CAST,$194.00 
PED PT CAID-SRTLEGCAST KNE-TOE,$194.00 
PED PT CAID-TAPING TOES,$136.00 
PED PT GAIT TRG EA 15MIN,$133.00 
PED PT SEL DEBRID GT 20 SQ CM,$347.00 
PED PT SEL DEBRID LT 20 SQ CM,$276.00 
PED PT ULTRASOUND EA 15MIN,$133.00 
PED PT WHIRLPOOL,$204.00 
PED PT WHIRLPOOL W/MODIFER,$204.00 
PED PT-APP LONG ARM CAST,$150.00 
PED PT-APP SHORT ARM CAST,$150.00 
PED PT-CAID EXERCISE EA 15MIN,$164.00 
PED PT-CAID GAIT EA 15MIN,$164.00 
PED PT-CAID HOME PRO EA 15MIN,$164.00 
PED PT-CAID MASSAGE EA 15MIN,$110.00 
PED PT-CAID ULTRASOUND EA 15MN,$164.00 
PED PT-CONGNITIVE PROFORMACE T,$230.00 
PED PT-EXERCISE EA 15MIN,$143.00 
PED PT-EXERCISE W/MOD EA 15MN,$143.00 
PED PT-FUNCT ACT EA 15MIN,$133.00 
PED PT-FUNCT ACT W/MD EA 15MIN,$133.00 
PED PT-GROUP THERAPY,$153.00 
PED PT-HME INST W/MD EA 15MIN,$133.00 
PED PT-HOME INSTRUST EA 15MIN,$133.00 
PED PT-MANUAL THERAPY EA 15MIN,$153.00 
PED PT-MASSAGE EA 15MIN,$122.00 
PED PT-MASSAGE W/MOD EA 15MIN,$122.00 
PED PT-NEUROMUSC REED EA 15MIN,$143.00 
PED PT-PHY PER TEST EA 15MIN,$133.00 
PED PT-PROSTHETIC TRG EA 15MIN,$133.00 
PED PT-SENSOR INT THPY EA 15MN,$133.00 
PED PT-SRT LEG CAST KNEE-TOES,$150.00 
PED PT-STAND DEV TEST EXTEND,$295.00 
PED PT-STAND DEV TEST LIMITED,$241.00 
PED PT-TAPING TOES,$136.00 
PED PT-TAPING-ANKLE/FOOT,$204.00 
PED PT-TAPING-ELBOW/WRIST,$204.00 
PED PT-TAPING-HAND/FINGER,$255.00 
PED PT-TAPING-HIP,$163.00 
PED PT-TAPING-KNEE,$214.00 
PED PT-TAPING-LOWBACK,$143.00 
PED PT-TAPING-SHOULDER,$265.00 
PED PT-TAPING-THORAX,$224.00 
PED PT-UNA BOOT,$208.00 
PED PT-WHEELCHAIR MGT EA 15MIN,$122.00 
PED PT-WOUND VAC THY GT 50SQC,$337.00 
PED PT-WOUND VAC THY LT 50SQC,$245.00 
PED ST CAID EVAL CAPD ADD 15M,$85.00 
PED ST CAID EVAL CAPD INIT 60M,$242.00 
PED ST CAID GROUP,$133.00 
PED ST CAID TREATMENT,$246.00 
PED ST COGNITIVE PERFORM TEST,$230.00 
PED ST-CAID RE EVAL,$170.00 
PED ST-DEV TEST EXTENDED,$310.00 
PED ST-DEV TEST W/MOD EXTENDED,$295.00 
PED ST-DEV TEST W/MOD LIMITED,$241.00 
PED ST-DEV TESTING LIMITED,$310.00 
PED VENT INITIAL DAY,"$1,714.00 "
PED-OT SEL DEBRID GT 20 SQ CM,$347.00 
PED-OT SEL DEBRID LT 20 SQ CM,$276.00 
PEDOT SENS INT THPY W/MD EA15M,$133.00 
PED-OT WOUND VAC THY GE 50 SQC,$337.00 
PED-OT WOUND VAC THY LE 50 SQC,$245.00 
PEDOT-ASST TECH ASSESS EA 15MN,$91.00 
PEDOT-ASTTEC ASM'T W/MD EA15MN,$91.00 
PEDOT-CAID ORTH FIT/TRG EA15MN,$123.00 
PEDOT-CAID ORTHFT/TG W/M EA15M,$123.00 
PED-OT-COMM WRK REINT W/MD E15,$122.00 
PED-OT-COMM WRK REINTERG EA 15,$122.00 
PEDOT-NEURMUS REED W/MD EA15MN,$143.00 
PEDOT-ORTH FT/TRG W/MD EA 15MN,$143.00 
PEDOT-ORTH/PROS MGMT;SBSQ;15MI,$122.00 
PEDOT-ORTH/PROS MGMT;SBSQ;15MI,$122.00 
PEDOT-ORTHOTIC FIT/TRG EA 15MN,$143.00 
PED-OT-PERF TST/MEA W/MDEA 15M,$133.00 
PED-OT-PHY PER TEST EA 15MIN,$133.00 
PED-OT-TAPING ANKLE/FOOT,$204.00 
PED-OT-TAPING ELBOW/WRIST,$204.00 
PED-OT-TAPING HAND/FINGER,$255.00 
PED-OT-TAPING HIP,$163.00 
PED-OT-TAPING KNEE,$214.00 
PED-OT-TAPING LOW BACK,$143.00 
PED-OT-TAPING SHOULDER,$265.00 
PED-OT-TAPING THORAX,$224.00 
PED-PT ASSIST TECH ASST W/MOD,$91.00 
PED-PT WHEELCHAIR MGT W/MOD,$122.00 
PEDPT-AQUATIC THPYW/MD EA15MIN,$133.00 
PED-PT-COMM WRK REINT W/MD E15,$122.00 
PED-PT-COMM WRK REINTERG EA 15,$122.00 
PEDPT-E STIM(ATTEN) EA 15MN,$133.00 
PEDPT-GAIT TRG W/MOD EA 15MIN,$133.00 
PEDPT-MANUAL THPY W/MD EA 15MN,$153.00 
PEDPT-NEURMUS REED W/MD EA15MN,$143.00 
PEDPT-NEUROBEHAV STS CA PER HR,$316.00 
PED-PT-ORTH FT/TRG W/MD EA 15M,$143.00 
PEDPT-ORTH/PROS MGMT;SBSQ;15MI,$122.00 
PED-PT-ORTHOTIC CHECK EA 15 M,$122.00 
PED-PT-ORTHOTIC FIT/TRG EA 15M,$143.00 
PEDPT-PERF TST/MEA W/MDEA 15MN,$133.00 
PEDPT-PROS FT/TRG W/MD EA 15MN,$133.00 
PEDPT-SENSOR INT W/MD EA 15MI,$133.00 
PED-ST ADL,$133.00 
PED-ST APHASIA ASSESSMENT,$418.00 
PED-ST ASST TECH ASSESS W/MOD,$91.00 
PED-ST ASST TECH ASSESSMENT,$91.00 
PED-ST DETECTION HEAR IMPAIR,$91.00 
PED-ST DYSPHAGIA TREATMENT,$306.00 
PED-ST E STIM ATTENDED,$133.00 
PED-ST E STIM UNATTENDED,$122.00 
PED-ST EVAL NON SP AUG DEV,$230.00 
PED-ST EVAL NON SP DEV PRO/MOD,$124.00 
PED-ST EVAL OF CAPD EA ADD 15M,$77.00 
PED-ST EVAL OF CAPD INIT 60MIN,$230.00 
PED-ST EVAL ORAL/PHAR SWALLOW,$429.00 
PED-ST EVAL SP AUG DEVICE 30MI,$189.00 
PED-ST EVAL SP AUG DEVICE1STH,$241.00 
PED-ST EVAL VOICE PROSTHETIC,$551.00 
PED-ST GROUP,$112.00 
PED-ST GROUP W/MOD,$106.00 
PED-ST HOME INSTRUCTION,$133.00 
PED-ST HOME INSTRUCTION W/MOD,$133.00 
PED-ST MOD/PROG SP GEN DEVICE,$310.00 
PED-ST NEUROBEHAVIOR ASSESSM,$316.00 
PED-ST NEUROMUSCL RE-ED W/MOD,$143.00 
PED-ST NEUROMUSCLAR RE-ED,$143.00 
PED-ST PURE TONE HEAR SCREEN,$91.00 
PED-ST SENSORY INT,$133.00 
PED-ST SWALLOW FUNCT W/VIDEO,$531.00 
PED-ST THERAPEUTIC ACT W/MOD,$133.00 
PED-ST THERAPEUTIC ACTIVITIES,$133.00 
PED-ST THERAPEUTIC EXERCISE,$143.00 
PED-ST TREATMENT,$306.00 
PED-ST TYMPANOMETRY,$122.00 
PEDST-ORTH/PROS MGMT;SBSQ;15MI,$122.00 
PEG REMOVAL,$163.00 
PEG REPLACEMENT,$837.00 
PELVIS & HIPS INF/CHILD 2+VIEW,$468.00 
PELVIS (1 OR 2 VIEWS),$297.00 
PELVIS-COMPLETE/3 VIEW MINIMUM,$515.00 
PERCU PLACE/GASTROSTOY TUBE,"$2,348.00 "
PERCUTANIOUS DECLOT,"$9,006.00 "
PERIPHERAL SMEAR FOR EVAL  WMC,$73.00 
PH BODY FLUID,$55.00 
PH FECES,$55.00 
PH MONITOR STUDY-24 HR,"$1,724.00 "
PHENCYCLIDINE DRUG SCREEN,$345.00 
PHENOBARBITAL              WMC,$146.00 
PHLEBOTOMY-THERAPEUTIC     WMC,$264.00 
PHOSPHOLIID NEUT LAC,$93.00 
PHOSPHOLIPID AB,$335.00 
PHOSPHOLIPID NEUT HEXAGONAL,$70.00 
PHOSPHOROUS 24HR URINE WMC,$74.00 
PHOSPHORUS BLOOD           WMC,$55.00 
PICC LINE INSERTION-WMC,"$2,226.00 "
PIT FUNCTION BASE,$186.00 
PIT FUNCTION P2Y12,$186.00 
PIT PHERESIS L/R,"$2,900.00 "
"PIT,PHER,L/R,CMV-NEG,IRR",$840.00 
PLACEMENT PICC GT 5YR,"$2,755.00 "
PLACEMENT PICC LT 5YR,"$2,653.00 "
PLACEMENT TEMP CATH/TLC,"$3,327.00 "
PLACEMENT TUNNELED CATH,"$5,000.00 "
PLASMA FFP PROCESS,$286.00 
PLASMA SOLVENT DET PROCESS,$209.00 
"PLASMA, THAW",$73.00 
PLATELET COUNT AUTOMATED,$61.00 
PLATELET FUNCTION SCREEN,$186.00 
PLATELET PHERESIS,"$1,840.00 "
PLT CONC PROCESS,$189.00 
PLT CONE LEUKO PROCESS,$218.00 
PNEUMOCCAL AB,$345.00 
PNEUMOGRAM PEDIATRIC,$418.00 
PNS ELECTRODE-WMC,$27.00 
POOLING OF PRODUCT,$138.00 
PORPHOBILINOGEN URINE QUANT,$121.00 
PORPHYRINS PLASMA TOTAL,$241.00 
PORPHYRINS RBC TOTAL,$335.00 
PORTA CATH FLUSH,$157.00 
POTASSIUM 24 HR URINE,$74.00 
POTASSIUM BLOOD            WMC,$46.00 
POTASSIUM POC,$46.00 
POTASSIUM STOOL,$82.00 
PREALBUMIN SERUM,$110.00 
PREGNACY TEST URINE,$136.00 
PREGNANCY TEST BLOOD       WMC,$184.00 
PRENATAL,$265.00 
PREWARM ANTIBODY SCREEN    WMC,$97.00 
PRIMIDONE,$129.00 
PROCAINAMIDE               WMC,$96.00 
PROCTOSIGMOIDOSCOPY DX,"$1,633.00 "
PROGESTERONE WMC,$172.00 
PROLACTIN                  WMC,$258.00 
PROPOXPHENE DRUG SCREEN,$345.00 
PROSTATE BX NEEDLE SAT 1-20,"$1,411.00 "
PROSTATE BX NEEDLE SAT 21-40,"$2,830.00 "
PROSTATE BX NEEDLE SAT 41-60,"$4,715.00 "
PROSTATE BX NEEDLE SAT GT 60,"$5,226.00 "
PROSTATE CANCER SCREEN; PSA,$171.00 
PROSTATE SPECIFIC ANTIGEN,$145.00 
PROSTATIC ACID PHOS,$74.00 
PROSTATIC ACID PHOSPHATASE WMC,$74.00 
PROSTATIC SPEC ANTIGEN FREE,$139.00 
PROTEIN C ACTIVITY,$271.00 
PROTEIN C AG,$245.00 
PROTEIN ELECTROPHORE SERUM WMC,$136.00 
PROTEIN ELECTROPHORESIS URINE,$140.00 
PROTEIN S FREE,$177.00 
PROTEIN TOTAL              WMC,$63.00 
"PROTEIN, TOTAL URINE",$59.00 
"PROTEIN,TOT OTHER SOURCE FLUID",$87.00 
PROTHROMBIN (PT)-WMC,$61.00 
PT SUBSTITUION EACH,$61.00 
PT WOUND VAC THERAPY LT 50SQCM,$245.00 
PTA FEMORAL/POPLITEAL ART UNI,"$21,898.00 "
PTA ILIAC ARTERY UNI INITIAL,"$18,469.00 "
PTA ILIAC EADD IPSI ARTERY,"$8,163.00 "
PTA TIB/PER ART UNI EADD,"$19,678.00 "
PTA TIB/PER ART UNI INI,"$16,977.00 "
PT-APP LONG ARM CAST,$194.00 
PT-APP SHORT ARM CAST,$194.00 
PT-AQUATIC THRPY W/MD WA 15MIN,$133.00 
PT-ARJO WHIRLPOOL,$204.00 
PT-ARJO WHIRLPOOL W/MODIFER,$204.00 
PT-ASST TECH ASMT EA 15MIN,$100.00 
PT-AST TECH ASMT W/MD EA 15MIN,$91.00 
PT-COGNITIVE PERFORMACE TEST,$230.00 
PT-COM WK REINTER EA 15MIN,$110.00 
PT-COMMUNITY WORK RE-INT W/MOD,$122.00 
PT-CONTRAST BATH EA 15MIN,$122.00 
PT-E STIM ATTENDED EA 15MIN,$169.00 
PT-ELECTRICAL STIM UNATTENDED,$146.00 
PT-EVAL HIGH COMPLEXITY 45MIN,$330.00 
PT-EVAL LOW COMPLEXITY 20MIN,$111.00 
PT-EVAL MOD COMPLEXITY 30MIN,$223.00 
PT-EXERCISE EA 15MIN,$164.00 
PT-EXERCISE W/MOD EA 15MIN,$143.00 
PT-FUNCT ACT W/MOD EA 15MIN,$133.00 
PT-FUNCTIONAL ACT EA 15MIN,$115.00 
PT-GAIT TRAINING EA 15MIN,$107.00 
PT-GAIT TRG W/MOD EA 15MIN,$133.00 
PT-GROUP THERAPY,$118.00 
PTH C TERMINAL MID REGION,$254.00 
PTH INTACH (IRMA),$254.00 
PTH RELATED PROTEIN,$239.00 
PT-HOME INST W/MOD EA 15MIN,$133.00 
PT-HOME INSTRUCT EA 15MIN,$109.00 
PT-IONTOPHORESIS EA 15MIN,$127.00 
PT-JOBST COMP,$97.00 
PT-JOBST COMP W/MOD,$122.00 
PT-MANUAL THERAPY EA 15MIN,$188.00 
PT-MANUAL THRPY W/MOD EA 15MIN,$153.00 
PT-MASSAGE EA 15MIN,$110.00 
PT-MASSAGE W/MOD EA 15MIN,$122.00 
PT-NEUROBEHAVE STATUS CA PE HR,$316.00 
PT-NEUROMUSC REED EA 15MIN,$115.00 
PT-NEUROMUSC REED W/MD EA 15MN,$143.00 
PT-ORTHO FIT/TRG EA 15MIN,$122.00 
PT-PARAFFIN,$83.00 
PT-PARAFFIN W/MODIFER,$91.00 
PT-PERF TEST/MEAS W/MOD EA 15M,$133.00 
PT-PERFORM TEST/MEAS EA 15MIN,$119.00 
PT-PROS FT/TRG W/MOD EA 15MIN,$133.00 
PT-PROSTHETIC FIT/TRG EA 15MIN,$103.00 
PT-RE-EVALUATION,$200.00 
PT-SELECT DEBRIDEMENT GT 20SQC,$347.00 
PT-SELECT DEBRIDEMENT LT 20SQC,$276.00 
PT-SENSOR INT W/MOD EA 15MIN,$133.00 
PT-SENSORY INT EA 15MIN,$100.00 
PT-SHORT LEG CAST KNEE TO TOES,$194.00 
PTT                        WMC,$91.00 
PT-TAPING TOES,$136.00 
PT-TAPING-ANKLE/FOOT,$210.00 
PT-TAPING-ELBOW/WRIST,$204.00 
PT-TAPING-HAND/FINGER,$255.00 
PT-TAPING-HIP,$163.00 
PT-TAPING-KNEE,$220.00 
PT-TAPING-LOW BACK,$143.00 
PT-TAPING-SHOULDER,$265.00 
PT-TAPING-THORAX,$224.00 
PT-TRACTION,$161.00 
PT-TRACTION W/MOD,$122.00 
PT-ULTRASOUND EA 15MIN,$160.00 
PT-UNA BOOT,$208.00 
PT-WHEELCHAIR MGMT EA 15MIN,$93.00 
PT-WHEELCHR MGT W/MOD EA 15MIN,$122.00 
PT-WHIRLPOOL,$204.00 
PT-WHIRLPOOL W/MODIFER,$204.00 
PT-WOUND VAC THERAPY GE 20SQCM,$337.00 
PULM STRESS TSTNG(6 MIN WLK),$361.00 
Q FEVER PHASE I IGG,$64.00 
Q FEVER PHASE I IGM,$64.00 
Q FEVER PHASE II IGG,$64.00 
Q FEVER PHASE II IGM,$64.00 
QUAD PK PROCESS FEE        WMC,$724.00 
QUANTIFERON GOLD TB,$246.00 
QUANTITATIVE PREGNANCY TESTWMC,$226.00 
QUINIDINE                  WMC,$143.00 
RAGWEED IGG,$64.00 
RAM O2 SETUP,$151.00 
RARE LFDW RBC PROCESS,$860.00 
RAST BAHIA,$46.00 
RAST BERMUDA,$46.00 
RAST CAT EPI,$46.00 
RAST CLADOSPORIU,$46.00 
RAST COCKROACH,$46.00 
RAST DOG DANDER,$46.00 
RAST HICKORY/PEA,$46.00 
RAST IGE LIMA BEAN,$46.00 
RAST IGEWAX STRING BEAN,$46.00 
RAST MILK,$46.00 
RAST OAK TREE,$46.00 
RAST TEST IGE,$46.00 
RAST TIMOTHY,$46.00 
RAYNAUD DIG COMP BIL-WMC,$888.00 
RAYNAUD DIGITAL LIMITED,$592.00 
RBC LEUKOREDUCED PROCESS,$820.00 
RBC PROCESS,$965.00 
"RBC,FRZ/DEL/WSH,L/R,IRR","$2,020.00 "
"RBC,L/R,CMV-NEG,IRR",$514.00 
RECEPTOR ASSAY PROGESTERONE,$537.00 
RECOVERY ROOM TIME CHARGE-WMC,$704.00 
RECTAL ABLATION,"$3,092.00 "
RECTAL BX,"$2,807.00 "
RECTAL DILATION,"$2,326.00 "
RED CELLS AUTO             WMC,$622.00 
RED CELLS DIRECTED WMC,$622.00 
REFILL/MAINT IMPL PMP SPIN/BRN,$571.00 
REGIONAL LEVEL 2 ANES,"$1,221.00 "
REMOVAL TUNNELED CATH,"$1,949.00 "
RENAL FUNCTION PANEL,$161.00 
RENIN WMC,$184.00 
REPLACE DISLODGED G-J TUBE,"$1,592.00 "
RESPIRATORY SYNCYTIAL VIRUS,$155.00 
RESUSCITATION OF NEWBORN,$980.00 
RETIC W/HGB CONTENT AND IRF,$99.00 
RETICULOCYTE AUTOMATED,$82.00 
RETICULOCYTE MANUAL,$62.00 
RETROGRADE-LT,$969.00 
RETROGRADE-RT,$969.00 
RETROGRADES-BILATERAL,$969.00 
RH TYPE                    WMC,$63.00 
RHEUMATOID FACTOR WMC,$80.00 
RIBOSOMAL P AB,$179.00 
RIBS BILATERAL W/CXR/4 VIEW,$736.00 
RIBS BILATERAL W/O CXR/3 VIEW,$573.00 
RIBS UNILA LT W/CXR/3 VIEW,$522.00 
RIBS UNILAT LT W/O CXR/2 VIEW,$410.00 
RIBS UNILAT-RT W/CXR/3 VIEW,$522.00 
RIBS UNILAT-RT W/O CXR/2 VIEWS,$430.00 
RICKETTSIA AB,$217.00 
RICKETTSIAL AB 1GRM,$217.00 
RIGHT THUMB,$340.00 
ROMA,"$1,076.00 "
RPR                        WMC,$90.00 
RPR TITER WMC,$119.00 
RST EGG YOLK,$46.00 
RUBELLA                    WMC,$144.00 
RUBELLA IGM,$144.00 
RVP MULPLEX RT AMP PROBE 12-25,"$1,429.00 "
S/INJ/MECH/RK OVR 2D,"$2,126.00 "
SACCHAROMYCES CEREVISIAE AB,$98.00 
SACROILIAC JTS/3 VIEW MINIMUN,$521.00 
SACRUM/COCCYX/2 VIEW MINIMUN,$319.00 
SBF CULTURE-WMC,$146.00 
SCAPULA-LT,$477.00 
SCAPULA-RT,$477.00 
SCRN COLON CA  NOT HIGH RISK,"$2,388.00 "
SCRN COLON CA HIGH RISK,"$2,469.00 "
SEMEN ANALYSIS             WMC,$307.00 
SENSITIVITY BETA LACTAMASE,$31.00 
SENSITIVITY GRADIENT STRIP,$47.00 
SENSITIVITY KB-WMC,$70.00 
SENSITIVITY-MIC            WMC,$120.00 
SEROTONIN RELEASE ASSAY,$306.00 
SGOT (AST)                 WMC,$90.00 
SGPT (ALT)                 WMC,$92.00 
SHIGA LIKE TOXIN,$70.00 
SHOULDER-LT/2 VIEW MINIMUN,$542.00 
SHOULDER-RT/1 VIEW MINIMUM,$374.00 
SHOULDER-RT/2 VIEW MINIMUM,$542.00 
SHOULD-LT/1 VIEW MINIMUM,$374.00 
SICKLE CELL PREP           WMC,$76.00 
SIMPLE UROFLOMETRY,$594.00 
SIN NOMBRE VIRUS 1GG COMF IBL,$124.00 
SIN NOMBRE VIRUS 1GM COMF FMI,$124.00 
SINUSES/3 VIEW MINIMUN,$620.00 
SIROLIMUS,$120.00 
SJOGRENS ANTIBODIES,$240.00 
SKULL SERIES/4 VIEW MINIMUN,$759.00 
SKULL/1 VIEW ONLY,$491.00 
SKULL/AP & LAT ONLY/2VIEW,$491.00 
SLD REF PREP-WMC,$50.00 
SLOT HEAD POS-WMC,$46.00 
SMALL BOWEL-WMC,$591.00 
SMEAR INFECTIOUS AGENT,$135.00 
SMEAR PRIM SOURCE W/INTER O&P,$109.00 
SMOKE CESS COUNS INTER >10MIN,$83.00 
SMOKE CESS COUNS INTER 3-10MIN,$59.00 
SNRB TRANS C/T EA ADDL,"$1,099.00 "
