Supply Name,Calculated Charge
GUIDEWIRE VASC .035INX260CM J TP SS PTFE COATD FLX XTRA STFF G03460,$77.63
GUIDEWIRE VASCULAR L260CM OD.035IN PTFE STAINLESS STEEL HEPARIN STRAIGHT EXTRA STIFF SUPPORT FLEXIBLE TIP AMPLATZ,$340.30
INTRODUCER SHEATH 75CMX8FRX0.038IN PERQ NITNL PLTN CHECK FLO PERFORMER G03770,$664.00
INTRODUCER SHEATH L75CM OD9FR .038IN ARTERY RADIOPAQUE BAND HAUSDORF LOCK GUIDING CHECK-FLO PERFORMER,$664.00
GUIDEWIRE VASC 8X260CM FLX TP SS PTFE COATD XTRA STFF G04047,$79.70
GUIDEWIRE VASC .025INX260CMX3MM CURVE TIP SS HEP CTD X G04167,$390.52
GUIDEWIRE VASC .035INX260CMX2MM STR TP SS PTFE COATD SAFE T J G04421,$288.51
INTRODUCER SHEATH RADIOPQ 22FR HYDRPHLC CTD RAABE MODIFICATION WITHOUT GUIDEWIRE SHORT DILATOR TIP HEMOSTASIS VALVE G04443,$71.96
CATH DIAG PERIPH RADIOPQ CRV JR4 5FRX.038INX100CM .038IN GW NYLON STAINLESS STEEL BRD TORCON NB ADVANTAGE BEACON G05922,$54.00
CATH DIAG PERIPH RADIOPQ CRV JL4 5FRX.038INX100CM .038IN GW NYLON STAINLESS STEEL BRD TORCON NB ADVANTAGE BEACON G05923,$54.00
CATH DIAG PERIPH RADIOPQ CRV JL3.5 100CMX5FRX.038IN .038IN GW NYLON STAINLESS STEEL CERB FLX ATRMTC TP TORCON NB ADVANTAGE BEACON G05924,$186.21
CATH DIAG PERIPH RADIOPQ CRV JR3.5 5FRX.038INX100CM .038IN GW NYLON STAINLESS STEEL CERB FLX ATRMTC TP TORCON NB ADVANTAGE BEACON G05928,$54.00
FORCEP SURGICAL VASCULAR VASCULAR 4.5 IN REUSABLE NONSTERILE ADULT,$81.00
GUIDEWIRE VASC 5X145CM ANGL TP HEP CTD PTFE COATD STFF SHFT G07672,$228.25
INTRODUCER SHEATH 8FRX63CM PERQ J TIP STRAIGHT GUIDEWIRE CHECK FLO PERFORMER G08133,$290.50
GUIDEWIRE VASC .025INX145X5CM J TP SS HEP CTD CRV DEFLCT G08159,$228.25
INTRODUCER VASCULAR 7 FR 75 CM LENGTH HEMOSTATIC VALVE RADIOPAQUE BAND ADULT MULLINS,$290.50
INTRODUCER SHEATH RADIOPQ 8FRX75CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO PERFORMER G08759,$290.50
INTRODUCER SHEATH RADIOPQ 7FRX48CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO PERFORMER G09379,$290.50
CATH DIAG PERIPH RADIOPQ CRV PGTL 4FRX70CM .035IN GW NYLON STAINLESS STEEL HI FLO HI PRESS RESIST SOFT ROYAL FLUSH G09406,$73.13
INTRODUCER SHEATH RADIOPQ 80CMX9FRX0.038IN PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO FLEXOR G09442,$617.73
GUIDEWIRE VASC .018INX40CM STR TP SS PTFE COATD MEAS G09593,$109.04
INTRODUCER SHEATH RADIOPQ 7FRX80CM PERQ FEP DILATOR LARGE VALVE ASSEMBLY SIDEARM FITTING CHECK FLO FLEXOR G09901,$269.75
GUIDEWIRE VASC .035X260CM STR TP SS PTFE COATD MEAS G10126,$77.90
TRAY PERICARDIOCENTESIS L20 CM L50 CM OD5 FR ID3 FR .025 IN OD3 MM CATHETER J TIP GUIDEWIRE 7 SIDEPORT PARK G10215,$776.88
INTRODUCER SHEATH RADIOPQ 6FRX48CMX0.032IN HYDRPHLC CTD BALKIN UP AND OVER CONTRALATERAL DESIGN PERFORMER G10346,$290.50
CATHETER VASCULAR 4 FR DIAGNOSTIC JUDKINS LEFT 2.5 PERIPHERAL 80 CM LENGTH WITHOUT HYDROPHILIC COATING ADULT RADIOGRAPHIC,$249.00
CATH DIAG PERIPH RADIOPQ CURVE JUDKINS RIGHT 3 4.1FRX80CMX.035IN .038IN GW NYLON STAINLESS STEEL BRD TORCON NB ADVANTAGE BEACON G10821,$54.00
CATH DIAG PERIPH RADIOPQ CURVE JUDKINS 2.5 4.1FRX80CMX.035IN .038IN GW NYLON STAINLESS STEEL BRD TORCON NB ADVANTAGE BEACON G10822,$54.00
CATHETER VASCULAR 5 FR DIAGNOSTIC JUDKINS LEFT 2 PERIPHERAL 100 CM LENGTH ADULT RADIOGRAPHIC,$54.00
INTRODUCER SHEATH RADIOPQ 5FRX63CMX0.035IN HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO PERFORMER G11258,$290.50
INTRODUCER SHEATH RADIOPQ 16FRX75CM HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE PERFORMER G11316,$402.55
INTRODUCER SHEATH RADIOPQ 48CMX5FRX0.032IN HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO PERFORMER G11534,$290.50
INTRODUCER SHEATH RADIOPQ 5FRX0.025INX45CM HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO PERFORMER G11571,$319.55
INTRODUCER SHEATH RADIOPQ 4FRX0.025INX75CM HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO PERFORMER G11626,$290.50
INTRODUCER SHEATH RADIOPQ 75CMX5FRX0.025IN HYDRPHLC CTD SHORT DILATOR TIP HEMOSTASIS VALVE CHECK FLO PERFORMER G11627,$319.55
CATH DIAG PERIPH RADIOPQ CURVE JUDKINS LEFT 1 4.1FRX80CM .035IN GW NYLON STAINLESS STEEL LO PRO TORCON NB ADVANTAGE BEACON G11694,$54.00
CATHETER VASCULAR 4 FR DIAGNOSTIC JUDKINS LEFT 1 PERIPHERAL 80 CM LENGTH ADULT RADIOGRAPHIC,$186.21
DILATOR VASCULAR L40CM OD22FR COONS,$225.00
INTRODUCER VASCULAR RADIOPQ 22FRX65CM HYDRPHLC CTD CHECK FLO PERFORMER G12832,"$1,489.85"
INTRODUCER SHEATH RADIOPQ 24FRX40CMX0.038IN HYDRPHLC CTD RAABE MODIFICATION SHORT DILATOR TIP G12868,$225.00
INTRODUCER SHEATH RADIOPQ 25CMX24FRX0.035IN HYDRPHLC CTD RAABE MODIFICATION SHORT DILATOR TIP CK FLO G12896,"$1,489.85"
SYSTEM COIL DELIVERY L110CM OD.035IN ID.041IN DETACHABLE STANDARD STRETCHABLE STERILE LATEX FREE DISPOSABLE FLIPPER MREYE,$460.24
CATH DIAG PERIPH RADIOPQ CRV H1 5.5FRX125CM .035IN GW NYLON STAINLESS STEEL BRD HYDRPHYL SLIP CATH BEACON TIP G31129,$311.25
CATH DIAG PERIPH RADIOPQ CV JB3 6.5FRX125CM .035IN GW NYLON STAINLESS STEEL BRD SLIP CATH BEACON G36364,$311.25
INTRODUCER SHEATH RADIOPQ 9FRX55CM HYDRPHLC CTD ANSEL2 FLEXOR G36393,$180.00
INTRODUCER SHEATH RADIOPQ 6FRX15CM PUR STRAIGHT TIP DILATOR GUIDEWIRE APRIMA G52964,$296.73
INTRODUCER SHEATH RADIOPQ 4/6FRX21/15CM PUR STRAIGHT TIP DILATOR GUIDEWIRE APRIMA G52965,$296.73
CATHETER BLN PERIPH SEMI COMPLIANT 10FX40X120X40ML CODA G53025,"$1,660.00"
CATH DIAG PERIPH RADIOPQ 2.5FRX110CM .035IN GW BRD CANTATA G54530,"$1,162.00"
CATH DIAG PERIPH RADIOPQ 2.5FRX135CM .035IN GW BRD CANTATA G54531,"$1,162.00"
CATH DIAG PERIPH RADIOPQ 110CMX2.8FR .035IN GW BRD CANTATA G54534,"$1,203.50"
CATH DIAG PERIPH RADIOPQ 2.8FRX130CM .035IN GW BRD CANTATA G54535,"$1,203.50"
CATH DIAG PERIPH RADIOPQ 2.8FRX150CM .035IN GW BRD CANTATA G54536,"$1,203.50"
NEEDLE BIOPSY L15 CM OD15 GA M2 DIAMOND TIP STYLET CANNULA VERTEBROPLASTY OSTEO-SITE STERILE DISPOSABLE F/VERTEBRAL BODY ACCESS INFUSION,$236.55
GRAFT ENDOVASCULAR L55 MM OD14 MM ODSEC5.4 MM IDSEC4.7 MM ILIAC LEG EXTENSION Z-TRAK INTRODUCTION SYSTEM ZENITH FLEX F/ABDOMINAL AORTIC ANEURYSM,"$8,037.90"
GRAFT ENDOVASCULAR L55 MM OD16 MM 16 MM ILIAC LEG EXTENSION Z-TRAK INTRODUCTION SYSTEM ZENITH FLEX AAA F/ABDOMINAL AORTIC ANEURYSM,"$8,037.90"
GRAFT ENDOVASCULAR ILIAC 16FRX18X18X55MM MAIN BODY EXTENSION ZENITH FLEX G55200,"$8,037.90"
GRAFT ENDOVASCULAR ILIAC 16FRX22X22X55MM MAIN BODY EXTENSION ZENITH FLEX G55202,"$8,037.90"
GRAFT ENDOVASCULAR THORACIC 22FRX38X202MM BIFURCATED POLYESTER STAINLESS STEEL ZENITH TX2 G53435,"$40,547.50"
GRAFT ENDOVASCULAR ILIAC 20FRX28X58MM MAIN BODY EXTENSION ZENITH FLEX G55214,"$8,037.90"
NEEDLE TRANSSEPTAL L71 CM OD21 GA ADULT F/LEFT HEART ACCESS,$800.74
NEEDLE PROCEDURE L56CM OD19-22GA TRANSSEPTAL PERCUTANEOUS STYLET PEDIATRIC BROKENBROUGH,$800.74
KIT CATHETER L62.5 CM SWAN NECK CURL BETA CAP ADAPTER PULL APART INTRODUCER SHEATH NEEDLE LEFT ARGYLE STERILE,$705.50
PACK HEMODIALYSIS L36 CM L19 CM OD14.5 FR ODSEC16 FR .038 IN SYMMETRIC TIP DUAL LUMEN CATHETER SAFETY SHEATH TISSUE DILATOR INTRODUCER NEEDLE GUIDEWIRE W/ VENATRAC INSERTION STYLET PALINDROME,$850.75
PACK HEMODIALYSIS L40 CM L23 CM OD14.5 FR ODSEC16 FR .038 IN SYMMETRIC TIP DUAL LUMEN CATHETER SAFETY SHEATH TISSUE DILATOR INTRODUCER NEEDLE GUIDEWIRE W/ VENATRAC INSERTION STYLET PALINDROME,$850.75
PACK HEMODIALYSIS L45 CM L28 CM OD14.5 FR ODSEC16 FR .038 IN SYMMETRIC TIP DUAL LUMEN CATHETER SAFETY SHEATH TISSUE DILATOR INTRODUCER NEEDLE GUIDEWIRE W/ VENATRAC INSERTION STYLET PALINDROME,$850.75
PACK HEMODIALYSIS L72 CM L55 CM OD14.5 FR ODSEC16 FR .038 IN SYMMETRIC TIP DUAL LUMEN CATHETER SAFETY SHEATH TISSUE DILATOR INTRODUCER NEEDLE GUIDEWIRE PALINDROME,$830.00
PACK HEMODIALYSIS L61 CM L44 CM OD14.5 FR ODSEC16 FR .038 IN SYMMETRIC TIP DUAL LUMEN CATHETER SAFETY SHEATH TISSUE DILATOR INTRODUCER NEEDLE GUIDEWIRE PALINDROME,"$1,575.34"
STENT PERIPHERAL CAROTID 8-6X30MMX135CM RAPID EXCHANGE NITINOL PROTEGE SECX8630135,"$7,020.00"
STENT PERIPHERAL CAROTID 8-6X40MMX135CM RAPID EXCHANGE NITINOL PROTEGE SECX8640135,"$7,020.00"
GUIDEWIRE VASC .035INX145CM STR TP PLTN PTFE COATD WHOLEY WWFS35145,$257.30
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX14X120X2 ATLS AT120142,"$1,089.38"
CATHETER ANGIOPLASTY L120CM L2CM OD8FR ODSEC18MM .035IN PERIPHERAL OVER THE WIRE NON COMPLIANT NON SCORED GUIDEWIRE LATEX FREE ATLAS,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 9FX20X120X2 ATLS AT120202,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 6.5FX12X75X2 ATLS AT75122,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 8FX18X75X2 ATLS AT75182,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 10FX22X75X2 ATLS AT75222,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 10FX24X75X2 ATLS AT75242,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 12FX26X75X2 ATLS AT75262,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX14X2X120 ATLS ATG120142,"$1,348.75"
CATHETER ANGIOPLASTY L120CM L2CM OD8FR ODSEC16MM .035IN PERIPHERAL NONCOMPLIANT GUIDEWIRE LATEX FREE ATLAS GOLD,"$1,348.75"
CATHETER ANGIOPLASTY L120CM L2CM OD8FR ODSEC18MM .035IN PERIPHERAL NONCOMPLIANT GUIDEWIRE LATEX FREE ATLAS GOLD,"$1,348.75"
CATHETER BLN PERIPH NON COMPLIANT OTW 9FX20X2X120 ATLS ATG120202,"$2,632.50"
CATHETER BLN PERIPH NON COMPLIANT OTW 10FX22X2X120 ATLS ATG120222,"$2,632.50"
CATHETER BLN PERIPH NON COMPLIANT OTW 10FX24X2X120 ATLS ATG120242,"$2,632.50"
CATHETER BLN PERIPH NON COMPLIANT OTW 12FX26X120X2 ATLS ATG120262,"$2,632.50"
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX8X120X2 CNQST CQ12082,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX10X75X2 CNQST CQ75102,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 8FX12X75X2 CNQST CQ75122,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX8X75X2 CNQST CQ7582,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX9X75X2 CNQST CQ7592,$705.50
CATHETER CENTRAL VENOUS OD6.6 FR SINGLE LUMEN SURECUFF TISSUE INGROWTH CUFF NEEDLE INJECTION CAP CONNECTOR VITACUFF ANTIMICROBIAL CUFF CONNECTOR BROVIAC PEDIATRIC,$589.30
CATHETER CENTRAL VENOUS L90 CM OD9.6 FR SINGLE LUMEN SURECUFF TISSUE INGROWTH VITACUFF ANTIMICROBIAL CUFF INTRODUCER NONCOATED NONPOWER INJECTABLE HICKMAN SILICONE,$576.85
CATHETER CENTRAL VENOUS OD5 FR DUAL LUMEN SURECUFF TISSUE INGROWTH CUFF VITACUFF ANTIMICROBIAL CUFF GUIDEWIRE SCALPEL MICROINTRODUCER FENESTRATED DRAPE POWERLINE POLYURETHANE,"$4,504.50"
CATHETER CENTRAL VENOUS OD5FR 2 LUMEN SURECUFF TISSUE INGROWTH CUFF TRAY MICROINTRODUCER POWERLINE POLYURETHANE,$996.00
PORT INFUSION ODSEC9.5 FR DUAL LUMEN CATHETER POWERPORT DUO MRI SILICONE STERILE DISPOSABLE,"$1,660.00"
REPAIR CATHETER REPLACEMENT CONNECTOR,$502.15
CATHETER HEMODIALYSIS L15 CM OD13 FR SYMMETRIC TRIPLE LUMEN STRAIGHT W/O CUFF NON COATED ACUTE HIGH FLOW POWER POWER-TRIALYSIS POLYURETHANE ADULT STERILE DISPOSABLE,$638.27
CATHETER HEMODIALYSIS L30 CM OD13 FR STRAIGHT SYMMETRIC TRIPLE LUMEN STRAIGHT W/O CUFF NON COATED ACUTE HIGH FLOW POWER POWER-TRIALYSIS POLYURETHANE ADULT STERILE DISPOSABLE,$638.27
CATHETER HEMODIALYSIS L19 CM OD14.5 FR STRAIGHT STRAIGHT SPLIT DOUBLE LUMEN CUFFED NON COATED CHRONIC HIGH FLOW SIDE HOLE HEMO-SPLIT POLYURETHANE ADULT STERILE DISPOSABLE,"$1,235.04"
CATHETER HEMODIALYSIS L27 CM OD16 FR STRAIGHT STRAIGHT SPLIT DOUBLE LUMEN CUFFED NON COATED CHRONIC HIGH FLOW SIDE HOLE EQUISTREAM XK POLYURETHANE ADULT STERILE DISPOSABLE,$830.00
CATHETER HEMODIALYSIS L35 CM OD16 FR STRAIGHT STRAIGHT SPLIT DOUBLE LUMEN CUFFED NON COATED CHRONIC HIGH FLOW SIDE HOLE EQUISTREAM XK POLYURETHANE ADULT STERILE DISPOSABLE,$830.00
CATHETER HEMODIALYSIS L47 CM OD16 FR STRAIGHT SPLIT DOUBLE LUMEN CUFFED NON COATED CHRONIC HIGH FLOW SIDE HOLE EQUISTREAM POLYURETHANE ADULT,$830.00
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX12X4X120 ATLS AT120124,"$1,089.38"
CATHETER ANGIOPLASTY L120 CM L4 CM OD7 FR ODSEC14 MM .035 IN OVER THE WIRE NONCOMPLIANT NONSCORED PERIPHERAL ATLAS,"$1,089.38"
CATHETER ANGIOPLASTY L120 CM L4 CM OD8 FR ODSEC16 MM .035 IN OVER THE WIRE NONCOMPLIANT NONSCORED PERIPHERAL ATLAS,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 8FX16X4X75 ATLS AT75164,"$1,089.38"
CATHETER BLN PERIPH NON COMPLIANT OTW 8FX18X4X75 ATLS AT75184,"$1,089.38"
NEEDLE BIOPSY L7.8 CM OD15 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$51.75
NEEDLE BIOPSY L17.8 CM OD15 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$51.75
NEEDLE BIOPSY L7.8 CM OD17 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$44.82
NEEDLE BIOPSY L13.8 CM OD17 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$44.82
NEEDLE BIOPSY L7.8 CM OD19 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$44.82
NEEDLE BIOPSY L13.8 CM OD19 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$44.82
NEEDLE BIOPSY L17.8 CM OD19 GA COAXIAL TRUGUIDE MAX-CORE MONOPTY DISPOSABLE,$44.82
CATH GD PERIPH 6FRX1.1X1.6MMX146CM .014IN GW RECANALIZATION STEERABILITY FLEXIBILITY THIN CROSSER CRUO14SA,"$9,145.50"
CATH GD PERIPH 5FRX154CM GDWIRE .014 RCNLZTN CROSSER CRUS6A,"$9,750.00"
CATHETER BLN PERIPH NON COMPLIANT OTW 7FX10X8X80 DORADO DR80108,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 5FX4X80X2 DORADO DR8042,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 5FX4X80X4 DORADO DR8044,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 5FX5X80X2 DORADO DR8052,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 5FX5X80X4 DORADO DR8054,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX6X80X2 DORADO DR8062,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX6X80X8 DORADO DR8068,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX7X80X2 DORADO DR8072,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX7X80X8 DORADO DR8078,$705.50
CATHETER BLN PERIPH NON COMPLIANT OTW 6FX8X80X8 DORADO DR8088,$705.50
FILTER VASCULAR FEMORAL DELIVERY SYSTEM VENA CAVA ECLIPSE,"$4,095.00"
FILTER VASCULAR L28 MM ID8 FR MRI SAFE PERMANENT VENA CAVA JUGULAR ECLIPSE NITINOL,"$4,095.00"
STENT PERIPHERAL BILIARY 6X20MMX130CM OVER THE WIRE NITINOL LIFESTENT EX060203CS,"$3,120.00"
STENT PERIPHERAL BILIARY 6X30MMX130CM OVER THE WIRE NITINOL LIFESTENT EX060303CS,"$3,120.00"
STENT PERIPHERAL BILIARY 6X40MMX130CM OVER THE WIRE NITINOL LIFESTENT EX060403CS,"$3,120.00"
STENT PERIPHERAL BILIARY 6X60MMX130CM OVER THE WIRE NITINOL LIFESTENT EX060603CS,"$3,120.00"
STENT PERIPHERAL BILIARY 6X80MMX130CM OVER THE WIRE NITINOL LIFESTENT EX060803CS,"$3,120.00"
STENT PERIPHERAL BILIARY 6X100MMX130CM OVER THE WIRE NITINOL LIFESTENT XXXXX EX061003CS,"$3,900.00"
STENT PERIPHERAL BILIARY 6X120MMX130CM OVER THE WIRE NITINOL LIFESTENT EX061203CS,"$3,900.00"
STENT PERIPHERAL BILIARY 6X150MMX130CM OVER THE WIRE NITINOL LIFESTENT EX061503CS,"$4,290.00"
STENT PERIPHERAL BILIARY 6X170MMX130CM OVER THE WIRE NITINOL LIFESTENT EX061703CS,"$6,045.00"
STENT PERIPHERAL BILIARY 6X200MMX135CM OVER THE WIRE NITINOL LIFESTENT EX062003CL,"$7,410.00"
STENT PERIPHERAL BILIARY 7X20MMX130CM OVER THE WIRE NITINOL LIFESTENT EX070203CS,"$3,120.00"
STENT PERIPHERAL BILIARY 7X30MMX130CM OVER THE WIRE NITINOL LIFESTENT EX070303CS,"$3,120.00"
STENT PERIPHERAL BILIARY 7X40MMX130CM OVER THE WIRE NITINOL LIFESTENT EX070403CS,"$3,120.00"
STENT PERIPHERAL BILIARY 7X60MMX130CM OVER THE WIRE NITINOL LIFESTENT EX070603CS,"$3,120.00"
STENT PERIPHERAL BILIARY 7X80MMX130CM OVER THE WIRE NITINOL LIFESTENT EX070803CS,"$3,120.00"
STENT PERIPHERAL BILIARY 7X100MMX130CM OVER THE WIRE NITINOL LIFESTENT EX071003CS,"$3,900.00"
STENT PERIPHERAL BILIARY 7X120MMX130CM OVER THE WIRE NITINOL LIFESTENT EX071203CS,"$3,900.00"
STENT PERIPHERAL BILIARY 7X150MMX130CM OVER THE WIRE NITINOL LIFESTENT EX071503CS,"$4,290.00"
STENT PERIPHERAL BILIARY 7X170MMX130CM OVER THE WIRE NITINOL LIFESTENT EX071703CS,"$6,045.00"
CATH DIAG COR RADIOPQ CRV AL2 6FRX100CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534646T,$40.50
CATH DIAG COR RADIOPQ CRV AL3 6FRX100CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534647T,$40.50
CATH DIAG COR RADIOPQ CRV AMPLTZ RT 6FRX100CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534648T,$40.50
CATH DIAG COR RADIOPQ CRV IMA 6FRX100CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534660T,$40.50
CATH DIAG COR RADIOPQ CRV RCB 6FRX100CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534670T,$40.50
CATH DIAG COR RADIOPQ CRV LBP 6FRX110CM .038IN GW NYLON PROX SEG THRULUMN INFINITI 534672T,$40.50
STENT PERIPHERAL BILIARY 10X40MM OVER THE WIRE STAINLESS STEEL PALMAZ P4010,"$3,510.00"
STENT PERIPHERAL BILIARY 8X15MMX80CM RAPID EXCHANGE STAINLESS STEEL PALMAZ GENESIS PG1580BPS,"$4,290.00"
STENT PERIPHERAL BILIARY 10-12X19MMX80CM OVER THE WIRE STAINLESS STEEL PALMAZ GENESIS PG1910B,"$3,120.00"
STENT PERIPHERAL BILIARY 9X20X17MMX80CM RAPID EXCHANGE STAINLESS STEEL PALMAZ GENESIS PG1990BPS,"$3,120.00"
STENT PERIPHERAL BILIARY 9X20X17MMX135CM RAPID EXCHANGE STAINLESS STEEL PALMAZ GENESIS PG1990BPX,"$4,290.00"
STENT PERIPHERAL BILIARY 10-12X25MM OVER THE WIRE STAINLESS STEEL PALMAZ GENESIS PG2510B,"$5,319.60"
STENT PERIPHERAL BILIARY 10-12X29MM OVER THE WIRE STAINLESS STEEL PALMAZ GENESIS PG2910B,"$5,319.60"
STENT PERIPHERAL BILIARY 10-12X39MMX135CM OVER THE WIRE STAINLESS STEEL PALMAZ GENESIS PG3910B,$257.92
CATH DIAG COR CURVE MULTIPURPOSE A 2 6FRX125CM .038IN GW POLYURETHANE NON BRD SUPERTORQUE 532644,$41.76
CATHETER ULTRASOUND L90CM OD8FR 4 WAY STEERING ACUNAV STERILE F/SEQUOIA/X300/CYPRESS/CV70/P50,"$9,656.40"
CATH DIAG COR RADIOPQ CURVE CASTILLO 2 6FRX100CM .035IN GW POLYURETHANE PRESSURE 1200 PSI SHORT ATRAUMATIC TIP SUPERTORQUE 532685,$44.51
INTRODUCER SHEATH RADIOPQ 10FRX23CM PERQ TUNG POLYPROP TAPERED SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE BRITE TIP 401023M,$94.50
INTRODUCER SHEATH RADIOPQ 6FRX35MM PERQ TUNG POLYPROP TAPERED SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE BRITE TIP 401605M,$54.00
INTRODUCER SHEATH RADIOPQ 6FRX23CM PERQ TUNG POLYPROP TAPERED SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE BRITE TIP 401623M,$94.50
INTRODUCER SHEATH RADIOPQ 7FRX23CM PERQ TUNG POLYPROP TAPERED SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE BRITE TIP 401723M,$94.50
INTRODUCER SHEATH RADIOPQ 8FRX23CM PERQ TUNG POLYPROP TAPERED SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE BRITE TIP 401823M,$94.50
INTRODUCER SHEATH RADIOPQ 9FRX11CMX0.035IN PERQ POLYPRP TAPERED TUNGSTEN SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE AVANTI 402609X,$36.00
INTRODUCER SHEATH RADIOPQ 10FRX11CMX0.035IN PERQ POLYPRP TAPERED TUNGSTEN SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE AVANTI 402610X,$36.00
INTRODUCER SHEATH RADIOPQ 11FRX11CMX0.035IN PERQ POLYPRP TAPERED TUNGSTEN SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE AVANTI 402611X,$36.00
INTRODUCER SHEATH RADIOPQ 6.5FRX11CMX0.035IN PERQ POLYPRP TAPERED TUNGSTEN SLIX VALVE SMOOTH TRANSITION W/OGUIDEWIRE AVANTI 402656X,$36.00
KIT GASTROSTOMY OD20 FR INTRODUCER MIC SILICONE,$882.62
KIT GASTROSTOMY OD16 FR INTRODUCER MIC SILICONE,$813.15
TUBE GASTROSTOMY OD24 FR 7-10 ML BALLOON FEEDING PORT CONNECTOR TAPERED DISTAL TIP RADIOPAQUE STRIPE MIC SILICONE DISPOSABLE,$6.81
TUBE GASTROSTOMY L1.5 CM OD16 FR C5 ML LOW PROFILE TAPERED DISTAL TIP RADIOPAQUE STRIPE PROXIMAL ANTIREFLUX VALVE MIC-KEY SILICONE,$425.13
KIT GASTROSTOMY L2.3 CM OD16 FR 5 ML BALLOON LOW PROFILE SYRINGE GAUZE BOLUS EXTENSION SET MIC-KEY SILICONE,$425.13
TUBE FEEDING OD18FR 7-10ML SUBCUTANEOUS EXTRADUCER FEEDING PORT ADAPTER LUER-LOK CAP JEJUNAL MIC SILICONE,$560.00
TUBE GASTROSTOMY L57.9 CM OD18 FR 7-10 ML PORT ROUND SKIN DISK RADIOPAQUE STRIPE JEJUNAL TRANSGASTRIC MIC SILICONE F/DECOMPRESSION JEJUNOSTOMY FEED,$734.80
KIT JEJUNOSTOMY L45 CM OD16 FR 7-10 ML 2 PORT FEEDING TUBE GUIDEWIRE SYRINGE PREFILLED WATER CATHETER TIP SYRINGE LUBRICANT BALLOON JEJUNAL TRANSGASTRIC MIC SILICONE,$937.36
KIT JEJUNOSTOMY L45 CM OD18 FR 7-10 ML 2 PORT FEEDING TUBE GUIDEWIRE SYRINGE PREFILLED WATER CATHETER TIP SYRINGE LUBRICANT BALLOON JEJUNAL TRANSGASTRIC MIC SILICONE,$937.36
