CDM,BILLING DESCRIPTION  ,CPT   , LOURDES WCH PRICE 
422431,INTRASTENT DBL STRUT LDB,00000," $12,270.00 "
422432,INTRASTENT DBL STRUT XSB,00000," $12,270.00 "
422439,PARAMOUNT STENT,00000," $7,142.00 "
422440,PARAMOUNT XS STENT,00000," $7,142.00 "
422441,INTRACOIL STENT,00000," $7,142.00 "
422900,ILIAC STENT #2,00000," $12,270.00 "
422904,CLOSURE DEVICE,00000," $2,408.00 "
422908,MEDTRONIC BILIARY STENT,00000," $12,065.00 "
422951,LUMINEXX STENT,00000," $9,903.00 "
423359,KNEE PROSTHESIS TEMP,00000," $20,105.00 "
424260,LIVIAN BI-V AICD DUAL,00000," $65,578.00 "
425787,LUPINE ORTHOCORD ANCHOR,00000," $2,112.00 "
425968,INTRODUCER,00000, $399.00 
432466,AICD SECURA DUAL,00000," $78,313.00 "
437189,CEMENT KYPHX HV-R,00000," $1,039.00 "
437192,BONE CEMENT W/MIXER,00000," $1,345.00 "
437345,PIN HALF ORTHO,00000," $1,116.00 "
437424,CAPSURE PERM FIX 15,00000," $1,506.00 "
438267,LEAD VENT EASYTRACK 2,00000," $22,729.00 "
438831,CONNECTOR L SHUNT,00000," $1,493.00 "
439391,CONN SHNT CSF  T,00000," $8,082.00 "
441740,SEPRAFILM MEMBRANE 5X6,00000," $2,134.00 "
442003,STRYKER NAIL 1825,00000," $6,913.00 "
442549,3DMAX LG LFT MESH 115311,00000," $1,990.00 "
442550,3DMAX LG RT MESH 115321,00000," $1,990.00 "
444913,WALLFLEX BILI STNT CVD,00000," $18,336.00 "
445981,MESH PERMACOL SM,00000," $6,751.00 "
445989,MESH PERMACOL MED,00000," $10,288.00 "
446835,SCREW LOCKING TI#458.932,00000," $1,163.00 "
446981,JNT HEAD,00000," $3,230.00 "
447199,PIN APEX STYKER,00000, $898.00 
448123,JNT HUMERAL INSERT,00000," $8,684.00 "
448487,SHELL ACTB 62MM HIP 5 SC,00000," $2,856.00 "
448627,ORTHOBLAST PUTTY 5CC,00000," $2,967.00 "
448775,VENA CAVA FILTER,00000," $7,064.00 "
448878,CPLR ANSTM FLW 2MM 2.0MH,00000," $3,799.00 "
449137,STENT EVERLFLEX,00000," $16,496.00 "
452191,JNT CEMENT SPACER,00000," $1,084.00 "
453712,EXPANDER TISS BRST 550ML,00000," $4,034.00 "
455986,ICD ILESTO W/LL 383547,00000," $49,381.00 "
456916,CEMENT PLUG,00000," $1,380.00 "
456953,JNT BIPOLAR HEAD,00000," $7,596.00 "
457548,LEAD NRSTM 1 PIN VNS,00000," $41,173.00 "
461517,CPLR ANST 2.5MM MCVCS DP,00000," $3,799.00 "
462176,ROD SPINAL,00000," $5,212.00 "
470971,STENT EPIC,00000," $6,357.00 "
471993,JNT FEORAL STEM,00000," $17,163.00 "
472205,CLAMP STRAIGHT ORTHO,00000," $5,321.00 "
473083,GOLD KNEE NAIL,00000," $9,370.00 "
473821,STRYKER PATELLA,00000," $4,846.00 "
480676,MITEK QUICKANCHOR,00000," $2,253.00 "
480678,ANCHOR SUPER QUICK PLUS,00000," $1,895.00 "
482260,TIBIAL NAIL,00000," $6,581.00 "
482316,THREADED SCREW 1896,00000, $794.00 
484505,FILLER BN VOID 35X15MM,00000," $2,831.00 "
484589,SCRW L23MM OD9MM,00000," $2,856.00 "
484742,SCREW MINIMAG 4.0X18MM,00000," $1,724.00 "
484743,SCREW MINIMAG 4.0X20MM,00000," $1,724.00 "
484761,SCREW 4.0X65 #604665,00000, $930.00 
485166,TISSUE REINFORCEMENT,00000," $3,704.00 "
488017,PIN FX 2MM 3 LCTSRB KIT,00000, $809.00 
489371,COUPLER MIC VASC 3.5 MM,00000," $1,632.00 "
491130,IMPLANT FX TGGLLC ZPLOOP,00000," $2,213.00 "
495150,STENT EXCPC 7X10,00000, $708.00 
495154,BILIARY STENT RX,00000, $708.00 
495155,STENT ESCPC 10X10,00000, $708.00 
495161,STENT ESCPC 8.5X12,00000, $708.00 
499892,PINNACL PELVIC W/SLING P,00000," $15,104.00 "
501672,DUAL LUMEN UBIL CATH3.5F,00000, $318.00 
501673,DUAL LUMEN UBIL CATH 5FR,00000, $318.00 
505218,NEURO STIMULATOR #7427,00000," $110,929.00 "
505281,AAA THORACIC STENT,00000," $71,950.00 "
505422,JNT CEMENT RESTRICTOR,00000," $1,211.00 "
505562,FILLER BN VOID 35X12MM O,00000," $2,528.00 "
506538,MESH PARIETEX LG RECTGLE,00000," $9,784.00 "
508412,BICOLLOGEN SPONGES4X3,00000, $749.00 
508630,RESV SHUNT HLT RKM CSF,00000," $2,348.00 "
514400,ILEST0 7 VR-T SING CHAMB,00000," $46,908.00 "
514431,BIO INTRAFIX SCREW,00000," $1,497.00 "
516454,GELFOAM 6X2 CM,00000, $36.00 
517931,S-ICD SQ-RX,00000," $95,226.00 "
518539,SCREW STERNAL,00000, $791.00 
520590,VITOSS MACRO MORS 15CC,00000," $6,399.00 "
520830,BONE PROTEIN OP-1,00000," $25,107.00 "
523437,CRYOLIFE VEIN,00000," $36,158.00 "
524314,PATCH CV 8X.8CM,00000," $10,464.00 "
524736,LEAD NEUROSTIMULATOR,00000," $12,201.00 "
525857,STENT URET 4.7FR 14CM,00000, $745.00 
528500,SCREW BN 2.7MM 28MM LCP,00000, $583.00 
528943,NAIL IM TI LONG,00000," $10,316.00 "
530822,BONE GRAFT CORTICAL 6MM,00000," $4,535.00 "
530854,BONE GRAFT CORTICAL 8MM,00000," $4,535.00 "
530863,BONE GRAFT CORTICAL 9MM,00000," $4,535.00 "
531710,CATH VENTRIC 15CM BIO,00000," $1,945.00 "
531794,BONE CORTICAL,00000," $4,768.00 "
532223,BONE GRAFT CORTICAL 7MM,00000," $4,535.00 "
532376,BONE CORTICAL,00000," $23,845.00 "
532407,BONE GRAFT CORTICAL,00000," $32,267.00 "
532899,BLOCK AUG 360D83X5MM TIB,00000," $3,771.00 "
533386,POST FIXATION,00000, $405.00 
533741,NEUROSTIM LEAD EXT,00000," $2,916.00 "
534282,SCREW CANNULATED 6.5 160,00000," $1,188.00 "
535955,JNT HIP STEM,00000," $8,140.00 "
536816,PLATE NARROW LCP 4.5MM 1,00000," $2,731.00 "
537995,PLATE SPINE SELECT,00000," $8,714.00 "
538732,CEMENT BONE FILLER 5CC,00000," $2,541.00 "
538907,CEMENT BONE FILLER 10CC,00000," $4,399.00 "
540675,LUMBAR SHUNT 50CM,00000," $3,534.00 "
544550,PLATE NAR 188MM SS 4.5MM,00000," $2,358.00 "
546017,TUBE VNT 1.44MM AMSTR,00000, $139.00 
547852,MESH SUR PROLIFT ANT,00000," $14,894.00 "
548236,QUAD LEAD NEUROSTIM,00000," $7,183.00 "
548248,AUGMENT FEM VNGRD 360 KN,00000," $2,670.00 "
549014,PLATE SPINAL,00000," $3,395.00 "
549569,MESH PERMACOL LRG,00000," $15,789.00 "
549671,LEAD LOCKING DEVICE,00000," $2,874.00 "
549806,HUMERAL HEAD,00000," $8,609.00 "
550600,FEMORAL NAIL STRYKER,00000," $21,437.00 "
550601,TIBIAL NAIL STRYKER,00000," $14,718.00 "
550602,COMPRESSION SCREW,00000," $10,361.00 "
550635,EXPANDER TISS 400ML BRST,00000," $10,226.00 "
550650,IMPLANT TRANFIX ACL,00000," $9,931.00 "
550651,REP DEV URINARY W/SLING,00000," $5,611.00 "
550653,AICD COGNIS-1 BI-V DUAL,00000," $60,163.00 "
550654,STENT AAA BIF. SEGMENT,00000," $18,422.00 "
550655,DELTA SCREW ROUND,00000," $2,134.00 "
550656,VALVE AORTIC 21 #T50521H,00000," $48,263.00 "
550657,VALVE AORTIC 25 #T50525H,00000," $48,263.00 "
550658,"SCREW,SELF DRILL SCHANZ",00000," $1,034.00 "
550659,CANN SCREW 4.5 214.00,00000," $1,221.00 "
550660,SCREW CORTEX 3.5 20-40MM,00000, $174.00 
550661,SCREW 3.5 COR 16#204.816,00000, $174.00 
550662,SCREW 3.5 COR 16#204.818,00000, $174.00 
550663,GRAFT PROPATEN 6 X 90,00000," $12,430.00 "
550664,MESH PATCH CMPSX SML,00000," $3,736.00 "
550665,SCREW CANNULATED,00000," $1,114.00 "
550666,ACL SCREW,00000," $1,114.00 "
550667,SLING IMPLANT HAMMOCK,00000," $8,994.00 "
550668,CLAMP 4 POSIT MEDIUM,00000," $4,172.00 "
550670,SCREW BONE 46MM,00000," $1,240.00 "
550678,JOINT TOE HEMICAP,00000," $2,802.00 "
550679,BONE SUB CEMENT,00000," $18,319.00 "
550680,ALOGRAFT POST TIB TENDON,00000," $5,988.00 "
552031,SEPRAFILM MEMBRANE 5X3,00000," $2,980.00 "
554956,SCREW ACUMED CANELLOUS,00000," $1,017.00 "
556500,VEIN DONOR SHORT,00000, $286.00 
557075,MESH INFORCE 5X5,00000," $17,986.00 "
557403,CATH AVA 9FR W/HEP,00000," $1,472.00 "
561489,VALVE MOSAIC #310C29,00000," $32,143.00 "
563108,BONE GRAFT,00000," $9,404.00 "
563958,GRAFT PROP 6MM 80X80 TW,00000," $12,207.00 "
563964,GRAFT VASCULAR 80 X 70,00000," $12,337.00 "
564907,FORTIFY ASSURA ICD,00000," $61,800.00 "
565083,MESH SIS #C-SLH-4S 7X10,00000," $4,546.00 "
567086,SCREW CANN W/SHEATH,00000," $1,509.00 "
567089,SCREW CANNULATED,00000," $1,114.00 "
567336,WIRE UNBEADED 2-0,00000," $1,160.00 "
567716,RELIANCE LEAD AICD DUAL,00000," $29,130.00 "
567733,LEAD AICD NON ENDO SNGL,00000," $4,399.00 "
567969,KIT IT PMP CONN REV CATH,00000, $600.00 
568174,JNT STEM HUMERAL,00000," $16,582.00 "
568540,MATRISTEMPELVIC  5CMX5CM,00000," $3,316.00 "
568605,SCREW LOCKING,00000, $785.00 
568632,CANAL LOCKING SCREW 5.0,00000," $1,164.00 "
568646,CONICAL SCREW 5.0MM,00000," $1,028.00 "
568669,LOCKING SCREW 4.0MM,00000, $838.00 
569498,MESH SYMBOTEX ROUND 9CM,00000," $1,419.00 "
569919,GRAFT PROPATEN 8 X 80 TW,00000," $10,345.00 "
570246,JNT FEMORAL HEAD,00000," $5,836.00 "
572736,PLATE TRINICA,00000," $8,714.00 "
573406,PLATE BROAD LCP 4.5MM 8,00000," $2,348.00 "
575088,GRAFT SURGISIS 10X8CM,00000," $6,992.00 "
576460,IMP PT SPC CRANIAL,00000," $58,839.00 "
576461,IMP PT SPC CRANIAL,00000," $54,192.00 "
578570,VALVE DELTA CSF,00000," $10,160.00 "
579371,AORTIC VALVED GRAFT,00000," $42,946.00 "
581769,JNT FEMORAL STEM,00000," $11,022.00 "
581959,CERAMENT BN FILLER 10ML,00000," $24,471.00 "
582431,MESH HRN STEX RND 15CM,00000," $2,673.00 "
582438,MESH STX 15X10CM 6X4,00000," $1,754.00 "
582771,COUPLER 2.0 GREEN,00000," $1,359.00 "
582772,COUPLER 2.5MM RED,00000," $1,359.00 "
585283,JNT BEARING,00000," $6,450.00 "
585542,JNT TALAR COMPONENT,00000," $25,614.00 "
585565,JNT TIBIAL COMPONENT,00000," $22,380.00 "
585677,PLATE BNE 39-45MM,00000," $13,686.00 "
587717,MESH 3D MAX LIGHT,00000," $2,552.00 "
590928,TIBIAL PLATE 12 HOLE,00000," $6,759.00 "
591227,PLATE BONE 20MM,00000," $3,557.00 "
592475,SCRW BN 2.5MM 13MM,00000, $617.00 
593205,MESH PERMACOL XLRG,00000," $28,084.00 "
594083,SCREW BN 5MM 40MM,00000," $1,553.00 "
595338,STENT URET 6FR 20CM,00000," $1,081.00 "
595340,STENT URET 6FR 24CM,00000," $1,081.00 "
595341,STENT URET 6FR 26CM,00000," $1,081.00 "
595342,STENT URET 6FR 28FM,00000," $1,081.00 "
595767,STAPLE ROSTRAL THOR TI,00000," $5,637.00 "
595768,STAPLE CAUDAL THOR TI,00000," $5,637.00 "
595800,SCREW BN TI 45MM 5.5M,00000," $2,623.00 "
596495,FEMORAL SHAFT 6MM,00000," $4,985.00 "
599716,FIXATION STUD,00000," $3,420.00 "
599733,ENDCAP SPNL DISK 5 LFT,00000," $2,565.00 "
601001,SCREW BONE 4.2,00000," $2,707.00 "
601148,SCREW TWINFIX,00000," $2,259.00 "
601153,TWIN SIX 22MM SCREW,00000," $1,982.00 "
601155,TWIN SIX 24MM SCREW,00000," $1,982.00 "
601862,DURA GUARD DURAL PATCH,00000," $1,167.00 "
603488,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603489,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603490,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603491,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603492,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603499,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603518,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603519,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603520,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603521,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603522,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603523,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603524,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603526,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603527,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603528,SCREW PROX LCK 5X55,00000, $631.00 
603529,SCREW BN 5MM 60MM,00000," $1,553.00 "
603530,SCREW LOCK 5MM ST WSTARD,00000, $631.00 
603531,SCREW PROX LCK 5X75,00000, $631.00 
603539,PLATE NARROW LCP 4.5MM 5,00000," $1,599.00 "
603540,PLATE LCP SS 6HL,00000," $1,693.00 "
603541,PLATE LCP SS 7HL,00000," $1,959.00 "
603543,PLATE NRW LCP 11HL 4.5MM,00000," $2,539.00 "
603546,PLATE BROAD LCP 4.5MM 6H,00000," $1,808.00 "
603547,PLATE BROAD LCP 4.5MM 9,00000," $2,539.00 "
603548,PLATE BROAD LCP 4.5MM 11,00000," $2,909.00 "
603549,PLATE BROAD LCP 4.5MM 12,00000," $3,087.00 "
603550,PLATE BROAD LCP 4.5MM 14,00000," $3,436.00 "
603551,PLATE BROAD LCP 4.5MM 16,00000," $4,174.00 "
604023,IMP BREAST 500-540ML,00000," $3,672.00 "
604025,IMP BREAST 550-590ML,00000," $3,672.00 "
604027,IMP BREAST 600-640ML,00000," $3,672.00 "
605692,SCREW CANN 6.5X16MM,00000," $1,121.00 "
607281,EDWARDS MITRAL VALVE,00000," $31,768.00 "
607285,VALVE AO  BIOPROS 7000,00000," $48,899.00 "
608370,MATRISTEMPELVIC7CMX10CM,00000," $9,287.00 "
608471,FOOT LONGITUD ARCHSUPRT,00000," $2,523.00 "
609976,AAA  STENT LIMB,00000," $24,812.00 "
612515,GRAFT BYPASS DISTAFLO,00000," $12,816.00 "
612557,LEAD NERO STIM KIT,00000," $2,172.00 "
612602,PLATE VLP 3.5MM,00000," $3,838.00 "
612717,SHORT CENTRAL BODY,00000," $11,300.00 "
613739,PLATE BROAD LCP 4.5MM 7,00000," $1,921.00 "
613961,SCREW SPINAL CLICK,00000," $4,492.00 "
616527,GRAFT DURAGEN PLUS,00000," $3,615.00 "
616544,SHOULDER CMPNT HUMERAL,00000," $21,130.00 "
617626,CONSULTA CRT-D ICD,00000," $110,389.00 "
618153,JNT GLENOID POST,00000," $3,743.00 "
619671,GENERATOR MAXIMO DR ICD,00000," $78,679.00 "
619803,ANCHOR ACL TIGHTROPE,00000," $2,941.00 "
621411,BONE PASTE,00000," $15,254.00 "
621460,MATRISTEM PELVIC4CMX12CM,00000," $6,368.00 "
623627,GENERATOR VNS DUAL PN,00000," $89,277.00 "
623634,STYKER END CAP,00000," $1,272.00 "
623636,NORIAN SRS 5CC BN FILLER,00000," $6,541.00 "
623665,STRYKER LAG SCREW 3060,00000," $2,156.00 "
623667,SCREW LAG STRYKER,00000," $6,354.00 "
626647,STAFUSE FUSION SCREW,00000," $2,569.00 "
626747,AICD ENTRUST,00000," $81,491.00 "
627400,BONE VOID FILL CHRONOS,00000," $3,220.00 "
627487,SCREW CANN 6.5X80X32MM,00000," $1,188.00 "
627490,DEFIB LUMAX 540 VR-T,00000," $63,923.00 "
630654,SHUNT PERIT CATH STD,00000," $1,192.00 "
632352,MESH PROCEED,00000," $3,993.00 "
632838,ICD UNIFY ASSURA,00000," $66,560.00 "
635238,JNT TIBIAL TRAY,00000," $7,002.00 "
635686,"SHUNT TUBING 8FRX4""",00000, $122.00 
636620,CMPNT FEM  VNGRD RT KN,00000," $9,983.00 "
636621,CMPNT TIBTRY 67MM ASCNT,00000," $5,540.00 "
637116,JNT FEMORAL STEM,00000," $25,747.00 "
637117,JNT BIPOLAR CAP,00000," $6,866.00 "
638500,PLATE BN 16X16MM,00000," $1,877.00 "
639075,SCRW RSB 2.2X4MM,00000," $5,498.00 "
640342,LEAD IN CAP,00000, $192.00 
640428,MESH PHSIOMESH 10X15,00000," $3,951.00 "
640515,MESH PHYSIO 20X15,00000," $7,167.00 "
640518,MESH PHYSIO 20X25,00000," $11,586.00 "
641997,BIO SCREW,00000," $2,134.00 "
642564,GRAFT VASCULAR ACUSEAL,00000," $7,076.00 "
642674,COBALT G-HV CEMENT,00000," $1,761.00 "
642721,PLATE STERNAL,00000," $2,912.00 "
643148,DEFIB INSYNC MAXIMO BIV,00000," $118,649.00 "
643785,JNT TIBIAL INSERT,00000," $7,758.00 "
644559,PIN HLF 150MM 4.5,00000," $1,732.00 "
644944,ORIF LT/RT SHLDR DEVICE,00000," $30,771.00 "
647327,MESH PROCEED 10X13,00000," $18,076.00 "
647517,PLATE STERNAL,00000," $10,501.00 "
647594,EXTENSION STM 40MM 18MM,00000," $5,749.00 "
650123,POLYFLEX ESOPH STENT,00000," $9,797.00 "
650132,STRYKER NAIL 3125,00000," $5,467.00 "
650175,SCREW 10.5X95MM,00000," $1,923.00 "
651617,AICD LUMAX 540 HF-T,00000," $101,275.00 "
653335,MESH PROCEED 2X4,00000," $2,025.00 "
653337,MESH PROCEED 8X10,00000," $11,694.00 "
653641,PLATE THORLMBR 30MM TI,00000," $13,624.00 "
653642,LOCK NUT SPINAL,00000, $787.00 
653643,BOLT SPINAL,00000," $11,300.00 "
653805,LEAD SPRINT FIDELIS,00000," $31,923.00 "
654455,SCREW BN 2.7MM 10MM LCP,00000, $652.00 
654461,SCREW LCK 2.7X 20,00000, $652.00 
654463,SCREW BN 2.7MM 22MM LCP,00000, $652.00 
654464,SCREW LOCKING 202.224,00000, $652.00 
654465,SCREW RECESS LOCKING 2.7,00000, $652.00 
654466,SCREW BNE 2.7X30MM,00000, $652.00 
654467,SCREW BNE SS 50X2.7 LOK,00000, $652.00 
654792,ADPTR STM 360D 7.5 OFST,00000," $2,897.00 "
655034,ICD FORTIFY ASSURA,00000," $61,800.00 "
655115,STENT EXPRESS SD RENAL,00000," $5,721.00 "
655669,PLATE MSH RSRBX 126X126,00000," $12,145.00 "
656704,JNT FEMORAL COMPONENT,00000," $9,096.00 "
656947,GRAFT ARTEGRAFT AG740,00000," $6,857.00 "
657191,PLATE CURVED 4.5LCP,00000," $4,474.00 "
658868,EX FIX  MINI SET,00000," $13,872.00 "
659542,LEAD VENTRICULAR AICD,00000," $17,424.00 "
659694,PATCH DURA 3X3 RSRB,00000," $6,306.00 "
660758,PIN HLF 150MM 6MM,00000," $1,749.00 "
660759,PIN HLF 150MM 6MM,00000," $1,496.00 "
661733,PROGRAM INF PUMP/CATH,00000," $48,437.00 "
661734,PUMP INF PROGRAM REPLACE,00000," $45,605.00 "
662200,SCREW BNE L14MM,00000, $556.00 
662201,SCREW BNE L18MM,00000, $556.00 
662202,SCREW BNE L22MM,00000, $556.00 
662213,SCREW BONE 2.7X16MM CORT,00000, $224.00 
662216,SCREW BNE 316L SS L22MM,00000, $224.00 
662217,SCREW CORTICAL LCP 2.7 X,00000, $224.00 
662218,SCREW CORTICAL LCP 2.7 X,00000, $224.00 
662219,SCREW SS LCP 28X2.7MM,00000, $224.00 
662220,SCREW LCP CORTICAL 2.7 X,00000, $224.00 
662438,VIAGRAF CANC CRUNCH 15CC,00000," $7,822.00 "
662909,AICD LEAD ENTRUST,00000," $29,559.00 "
663066,STENT ION,00000," $8,900.00 "
663525,SCREW SS 22X2.7 LOK 2,00000, $652.00 
663572,SCREW STRDR 2.7X 32,00000, $652.00 
665288,SCREW BONE 44X2.7 LOCK,00000, $652.00 
665326,SCREW LOCKING 202.240,00000, $652.00 
668237,AAA STENT CONTRALATERAL,00000," $27,325.00 "
668522,DIALYSIS CATH SHORT TERM,00000," $1,673.00 "
668939,SCREW BNE 60X2.7 STRDRV,00000, $652.00 
671051,PIN HLF 150MM 6MM,00000," $1,749.00 "
671053,PIN HLF 150MM 6MM,00000," $1,496.00 "
671100,SCREW LOCKING 202.228,00000, $652.00 
671105,SCREW STAR 2.7X42,00000, $652.00 
671334,DUREPAIR 3X3,00000," $4,004.00 "
671363,GRAFT XENMATRIX SML,00000," $30,836.00 "
671370,GRAFT XENMATRIX MED,00000," $61,665.00 "
671418,XENMATRIX SURG GRFT,00000," $83,947.00 "
671423,GRAFT XENMATRIX XLGE,00000," $110,765.00 "
671914,MESH ULTRAPRO UML1,00000," $2,149.00 "
676616,TUBE VNT AMSTR EAR BVL,00000, $130.00 
677401,GRAFT VAC HEMA,00000," $7,037.00 "
677403,GRAFT VASCULAR AORTIC,00000," $5,540.00 "
679541,DEFIB LUMX 740 VR-T,00000," $59,189.00 "
680254,ALLODERM TISSUE MATRIX,00000," $6,138.00 "
680461,MESH TI DELTA 1.7MM,00000," $30,881.00 "
680717,GENERATOR INTRINSIC,00000," $88,184.00 "
680832,AICD LUMAX CRT 740 HF-T,00000," $70,096.00 "
680897,EXTENSION KIT,00000," $6,097.00 "
681254,CLIP ANRSM SGTA 7X8.5MM,00000," $1,565.00 "
684425,BRG TIBAL VANG RET LIP,00000," $4,545.00 "
684634,STRYKER FEMORAL COMP,00000," $16,659.00 "
684653,VITALITY DR HE AICD T180,00000," $98,108.00 "
686370,PATCH DURA 2X2IN RSRB,00000," $2,950.00 "
686454,PATCH DURA 3X1IN RSRB,00000," $2,498.00 "
686455,PATCH DURA 5X4IN RSRB,00000," $10,409.00 "
687520,JNT HUMERAL STEM,00000," $34,740.00 "
687685,AAA STENT ILIAC EXT,00000," $34,797.00 "
687752,LEAD ATTAIN,00000," $11,694.00 "
688307,LEAD SPRINT FIDELIS ICD,00000," $32,563.00 "
688316,SCREW SPINAL,00000," $9,743.00 "
688435,DEFIB LEXOS VR IC,00000," $100,941.00 "
689061,SCRW BN L10MM OD2.5MM,00000, $482.00 
689542,FORTIFY ASSURA ICD SG CH,00000," $47,332.00 "
689551,SEPRAMESH,00000," $6,144.00 "
690681,NERO STIM LEAD,00000, $819.00 
691276,CELL PACKER,00000, $233.00 
691379,IMP BREAST 300ML GEL,00000," $6,920.00 "
691783,MATRIX TISS 19.3X9.6CM A,00000," $13,066.00 "
692840,SHUNT CONNECT CSF 3WAY,00000," $1,672.00 "
692929,DRSG VITOGEL,00000," $5,219.00 "
693338,ALLOGRFT CRYO VEIN X-LG,00000," $61,102.00 "
693576,SEPRA MESH 8X6,00000," $6,803.00 "
695257,VENA CAVA IVC FILTER,00000," $6,161.00 "
695397,VIAGRAF CANC CRUNCH 5CC,00000," $6,502.00 "
695700,STENT URET 5FR 28CM,00000," $1,493.00 "
695701,STENT URET 5FR 30CM,00000," $1,493.00 "
695706,STENT URET 6FR 28CM,00000," $1,493.00 "
695707,STENT URET 6FR 30CM,00000," $1,493.00 "
698192,SEPRAFILM MEMBR 5X3(1),00000," $2,135.00 "
699205,ILIAC LIMB STENT,00000," $14,336.00 "
701007,NAIL TI 300MM 1.5MM,00000," $2,141.00 "
702497,TUBE VENT 1.27MM EAR,00000, $514.00 
702575,TUBE EAR,00000, $156.00 
703073,PERI STRIP DRY,00000, $888.00 
703333,GRFT ST TIS 12X8CM PLVC,00000," $7,083.00 "
703897,VALVE SHUNT STRT2 SCF,00000," $29,819.00 "
704553,MESH PROCEED 11X11,00000," $17,261.00 "
705010,LEAD KIT,00000," $14,134.00 "
705055,SCREW BONE TIP,00000," $1,598.00 "
705346,BIO-CORKSCREW 5.5MM,00000," $2,764.00 "
710666,S&N CANN HIP PIN,00000," $2,379.00 "
710737,VIVA QUAD CRT-D DTBA1QQ,00000," $65,791.00 "
713127,CATH MULTI LUMEN 7FR,00000, $510.00 
716405,S&N BIPOLAR SHELL,00000," $7,833.00 "
717000,EXPANDER TISS 450MLBRST,00000," $13,328.00 "
717001,NEURO STIM INTERSTIM,00000," $84,153.00 "
717002,SCREW SELF-TAP 2X12M,00000, $393.00 
717003,SCREW SELF TAPPING 2.0,00000," $1,144.00 "
717004,SCREW SELF-TAP 2X14,00000," $1,099.00 "
717005,NEUROSTIM LEAD EXTENT,00000," $4,870.00 "
717006,CATH CTRL VEN PED,00000, $856.00 
717007,PERCUTANEOUS NE CATH,00000, $543.00 
717008,STAPLE LIGAMENT,00000," $1,717.00 "
717009,STAPLE LIG L20MMXW8MM,00000," $1,558.00 "
717010,SCREW BABSRB L28MM,00000," $2,695.00 "
717011,1 VISIPORT,00000," $2,638.00 "
717012,SURGICEL HEMO 1/2X2,00000, $283.00 
717013,SURGICEL 2X3 INCH,00000, $506.00 
717014,SURGICEL 4X8 INCH,00000, $917.00 
717015,TRI STABILIZER 01-3800,00000," $4,654.00 "
717016,BEVELED BUTTON TUBE,00000, $577.00 
717017,NEUROSTIM LEAD L28CM,00000," $25,963.00 "
717018,TISSUE PELVICOL 2X7,00000," $5,394.00 "
717019,CATH VENT PUDENZ,00000," $2,303.00 "
717020,MESH COLPOPEXY VAG,00000," $13,292.00 "
717021,FALOPE RING,00000, $605.00 
717022,INTERCEED,00000," $1,422.00 "
717023,CATH HICKMAN  6.6,00000," $2,436.00 "
717024,RESERVOIR VENT 30MM,00000," $3,106.00 "
717025,CATH MULTI LUMEN,00000," $1,005.00 "
717026,CATH DBL LUMEN 4FR,00000," $1,140.00 "
717027,IMP NEURSTIM GENERATOR,00000," $86,565.00 "
717028,PLATE SS 35MM,00000," $6,804.00 "
717029,PLATE SS 40MM,00000," $6,804.00 "
717030,PEG TUBE PEDIATRIC,00000," $1,850.00 "
717031,CATH PERITONEAL BIOGLIDE,00000," $2,617.00 "
717032,EXPANDER TISS BRST,00000," $13,328.00 "
717033,RESERVOIR VENT 12MM,00000," $3,106.00 "
717034,CSF LUMBOPERITONEAL CATH,00000," $5,499.00 "
717035,BEVELED BUTTON TUBE,00000, $700.00 
717036,BACTISEAL CATH.,00000," $6,265.00 "
717037,5FR 12CM DBL LUMEN,00000," $1,018.00 "
717038,IMP URO 18CMXW4CM TISS,00000," $10,317.00 "
717039,POLARUS STENT 5X24,00000," $2,215.00 "
717040,POLARUS STENT 5X26,00000," $2,215.00 "
717041,STENT URET L22CM OD6FR,00000," $1,389.00 "
717042,POLARUS STENT 6X24,00000," $2,215.00 "
717043,POLARUS STENT 6X26,00000," $2,215.00 "
717044,CONNECTOR ST METAL HAKIM,00000, $887.00 
717045,CONNECTOR ST PLAS. ACCU.,00000, $439.00 
717046,BARD BUTTON 1.7FRX2.4,00000," $2,259.00 "
717047,GASTRO FEED TUBE 18F 1.7,00000," $2,303.00 "
717048,GASTRO FEED TUBE 18F 3.4,00000," $2,303.00 "
717049,GASTRO FEED TUBE 18F 1.2,00000," $2,303.00 "
717050,BUTTON BARD 1.2X24FR,00000," $2,259.00 "
717051,BARD BUTTON 2.4X24F,00000," $2,259.00 "
717052,BARD BUTTON 1.5X28FR,00000," $2,259.00 "
717053,VALVE MICRO HAKIM,00000," $32,796.00 "
