CPT Code,CPT/Charge Description,List Price
C1713,SCREW 6.5X35MM POLYAXIAL CORTICAL,"$14,000.00 "
C1713,SCREW 6.5X35MM POLYAXIAL CORTICAL REDUCT,"$10,150.00 "
C1713,SCREW 6.5X40MM,"$3,800.00 "
C1713,SCREW 6.5X40MM,"$4,000.00 "
C1713,SCREW 6.5X40MM LO-PROFILE,$0.05 
C1713,SCREW 6.5X40MM PEDICLE,"$7,475.00 "
C1713,SCREW 6.5X40MM PEDICLE,"$7,475.00 "
C1713,SCREW 6.5X40MM POLYAXIAL,"$7,606.95 "
C1713,SCREW 6.5X40MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 6.5X40MM POLYAXIAL,"$11,500.00 "
C1713,SCREW 6.5X45MM PEDICLE,"$7,475.00 "
C1713,SCREW 6.5X45MM POLYAXIAL,"$7,606.95 "
C1713,SCREW 6.5X45MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 6.5X50MM,"$3,800.00 "
C1713,SCREW 6.5X50MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 6.5X75MM CANNULATED,"$1,653.25 "
C1713,SCREW 6X20 BONE,"$1,651.20 "
C1713,SCREW 6X3.5MM REDUCTION,"$4,545.00 "
C1713,SCREW 6X35MM PEDICLE CANNULATED,$875.00 
C1713,SCREW 6X40MM,"$6,095.00 "
C1713,SCREW 6X45MM PEDICLE CANNULATED,$875.00 
C1713,SCREW 6X50MM PEDICLE,"$7,475.00 "
C1713,SCREW 6X50MM PEDICLE CANNULATED,$875.00 
C1713,SCREW 7.5X.35MM PEDICLE,"$7,475.00 "
C1713,SCREW 7.5X35MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7.5X35MM POLYAXIAL,"$11,500.00 "
C1713,SCREW 7.5X35MM POLYAXLE PEDICLE,"$7,605.00 "
C1713,SCREW 7.5X40MM POLYAXIAL,"$7,605.00 "
C1713,SCREW 7.5X40MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7.5X45MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7.5X50MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7.5X55MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7.5X60MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 7X23MM INTERFERENCE MILAGRO,"$2,540.00 "
C1713,SCREW 7X23MM MILAGRO ADVANCE,"$2,475.00 "
C1713,SCREW 7X25MM BIOSURE,"$1,995.00 "
C1713,SCREW 7X75MM CANNULATED,"$1,848.75 "
C1713,SCREW 8.5X35MM POLYAXIAL,"$8,621.20 "
C1713,SCREW 8.5X40MM POLYAXIAL,"$14,000.00 "
C1713,SCREW 8.5X45MM POLYAXIAL,"$7,000.00 "
C1713,SCREW 8X25MM BIOSURE,"$1,995.00 "
C1713,SCREW 8X25MM CANULATED W/ DISP SHEATH,$825.00 
C1713,SCREW 9X20MM BIOSURE,"$1,995.00 "
C1713,SCREW 9X23MM INTERFERENCE MILAGRO,"$2,540.00 "
C1713,SCREW 9X25MM CANULATED INTERFERENCE,$680.00 
C1713,SCREW ALIF 40X25MM VARIABLE,"$3,750.00 "
C1713,SCREW ALIF 4X12MM VARIABLE,"$1,750.00 "
C1713,SCREW ALIF 4X14MM VARIABLE,"$1,750.00 "
C1713,SCREW BIOSTEON 10X28MM BIOABSORVILLE,"$2,024.70 "
C1713,SCREW BONE 2.7X14MM,$880.00 
C1713,SCREW BONE 2.7X16MM,$880.00 
C1713,SCREW BONE 2.7X20MM,$880.00 
C1713,SCREW BONE 2.7X20MM,$880.00 
C1713,SCREW BONE 3.5X10MM VARIABLE NON LOCKING,$715.00 
C1713,SCREW BONE 3.5X12MM VARIABLE NON LOCKING,$715.00 
C1713,SCREW BONE 3.5X16MM T10,$870.00 
C1713,SCREW BONE 3.5X18MM T10,$870.00 
C1713,SCREW BONE 3.5X20MM 40-35020 STRYKER O,$504.00 
C1713,SCREW BONE 3.5X50MM T10,$870.00 
C1713,SCREW BONE 5.5X24 CANCELLOUS,$0.05 
C1713,SCREW BONE 5.5X28 CANCELLOUS,$0.05 
C1713,SCREW BONE 5.5X32 CANCELLOUS,$0.05 
C1713,SCREW BONE 5.5X34 CANCELLOUS,$0.05 
C1713,SCREW CANCELLOUS 4X60MM NON LOCKING,$400.00 
C1713,SCREW CORTICAL 3.2,$750.00 
C1713,SCREW CORTICAL 3.2 LAG,$900.00 
C1713,SCREW CORTICAL 3.2 LOCKING,$900.00 
C1713,SCREW CORTICAL 3.2X16 LOCKING,$900.00 
C1713,SCREW CORTICAL 3.5X40MM,$400.00 
C1713,SCREW CORTICAL 3.5X44MM,$400.00 
C1713,SCREW CORTICAL 3.5X46MM,$400.00 
C1713,SCREW CORTICAL 3.5X60MM,"$1,100.00 "
C1713,SCREW CORTICAL 3.5X65MM,"$1,100.00 "
C1713,SCREW CORTICAL 3.5X70MM,"$1,100.00 "
C1713,SCREW LO PRO 2.7X10MM TITANIUM,"$1,150.00 "
C1713,SCREW LO PRO 2.7X12MM TITANIUM,"$1,150.00 "
C1713,SCREW LO PRO 2.7X14MM TITANIUM,"$1,150.00 "
C1713,SCREW LO PRO 3.5X20MM,$350.00 
C1713,SCREW LO PRO 3.5X20MM TITANIUM,$430.00 
C1713,SCREW LO PRO 3.5X22MM TITANIUM,$430.00 
C1713,SCREW LO PRO 4X36MM SHAFT THREADED,"$1,650.00 "
C1713,SCREW LO PRO 4X38MM SHAFT THREADED,"$1,650.00 "
C1713,SCREW LOCKING 3.5X10,"$1,722.00 "
C1713,SCREW LOCKING 3.5X10MM STRYKER O,"$1,132.00 "
C1713,SCREW LOCKING 3.5X12,"$1,722.00 "
C1713,SCREW LOCKING 3.5X12MM 40-35612 STRYKER,"$1,132.00 "
C1713,SCREW LOCKING 3.5X14,"$1,722.00 "
C1713,SCREW LOCKING 3.5X16MM T10,"$1,722.00 "
C1713,SCREW LOCKING 3.5X22MM TITANIUM,$610.00 
C1713,SCREW LOCKING 3.5X24MM TITANIUM,$610.00 
C1713,SCREW PEDICLE 6.5X30MM,"$9,980.00 "
C1713,SCREW PEDICLE 6.5X35MM,"$9,980.00 "
C1713,SCREW PEDICLE 6.5X40MM,"$9,980.00 "
C1713,SCREW PEDICLE 6.5X45MM,"$9,980.00 "
C1713,SCREW PEEK 10X20MM CoLS,"$3,220.00 "
C1713,SCREW PEEK 10X25MM CoLS,"$3,220.00 "
C1713,SCREW PEG 16MM VOLAR THREADED,"$1,400.00 "
C1713,SCREW PEG 20MM VOLAR THREADED,"$1,400.00 "
C1713,SCREW SELF TAPPING 3.5X18MM CORTEX,$210.00 
C1713,SCREW SELF TAPPING 3.5X32MM CORTEX,$210.00 
C1713,SCREW SELF TAPPING 3.5X34MM CORTEX,$210.00 
C1713,SCREW SELF TAPPING 3.5X36MM CORTEX,$210.00 
C1713,SCREW SELF TAPPING 3.5X60MM CORTEX,$210.00 
C1713,SCREW SELF TAPPING 3.5X70MM CORTEX,$210.00 
C1713,SCREW VARIABLE 4X14MM,"$2,500.00 "
C1713,SET SCREW,$350.00 
C1713,SET SCREWS,$450.00 
C1713,SHAFT DRIVE AND TAP AO,"$1,100.00 "
C1713,SUTURE TAK 2 FW DX BC,"$2,325.00 "
C1713,SUTURE TAK 2.4 STEP DRILL KIT,"$2,080.00 "
C1713,TIBIAL CANNULATED 10X30MM,"$3,250.00 "
C1713,TOE IMPLANT TOEGRIP SIZE MM,"$13,200.00 "
C1724,CATHETER 1.5X145CM CLASSIC CROWN,"$16,975.00 "
C1725,CATH 12MMX4CM 80CM 7FR ATLAS,"$3,835.00 "
C1725,CATH 18MMX4CM 80CM 7FR ATLAS,"$3,835.00 "
C1725,CATHETER 3X40 155CM ANGIOSCULPT PTA,"$10,000.00 "
C1725,CATHETER 5X40 137CC ANGIOSCULPT PTA,"$10,000.00 "
C1726,CATHETER BALLOON DILATOR 5MM X 4CM,"$1,440.00 "
C1726,CATHETER BALLOON DILATOR 6MMX4CM,"$1,440.00 "
C1750,GRAFT SUPERHERO,"$20,000.00 "
C1758,CATHETER 4FR OPEN END URETERAL,$145.05 
C1758,CATHETER OPEN END 5FR URETERAL,$145.05 
C1762,TOE IMPLANT TOEGRIP SIZE MM,"$11,215.00 "
C1767,GENERATOR INTERSTIM TEST,"$4,000.00 "
C1768,GRAFT VASCULAR 8MM 70X80CM PROPATEN,"$13,180.00 "
C1769,GUIDEWIRE .038 FLX TIP PTFE,$327.75 
C1769,GUIDEWIRE STRAIGHT 0.38,$490.23 
C1771,SLING VAGINAL ALTIS KIT,"$6,500.00 "
C1773,SCREW CENTRAL HEX 6.5X3.5MM 40MM LONG,"$1,350.00 "
C1773,SCREW CORTICAL LOCKING 2.0X10MM,$900.00 
C1773,SCREW CORTICAL LOCKING 2.0X12MM,$900.00 
C1773,SCREW CORTICAL LOCKING 2.0X6MM,$900.00 
C1773,SCREW CORTICAL LOCKING 2.0X8MM,$900.00 
C1773,SCREW LOCKLING HEX 4.75X3.5X25MM LONG,"$1,400.00 "
C1773,SCREW LOCKLING HEX 4.75X3.5X30MM LONG,"$1,400.00 "
C1773,SCREW NON LOCKLING HEX 4.75X3.5X20MM LO,"$1,400.00 "
C1773,SCREW NON LOCKLING HEX 4.75X3.5X25MM LO,"$1,400.00 "
C1773,SCREW POLY CANNULA 6.5X35MM,"$10,150.00 "
C1773,SCREW POLY CANNULA 6.5X40MM,"$10,150.00 "
C1773,SCREW POLY CANNULA 6.5X45MM,"$10,150.00 "
C1773,SCREW POLY CANNULA 6.5X50MM,"$10,150.00 "
C1776,ASSEMBLY KIT,"$5,720.00 "
C1776,BASE GLENOID SZ44 METALBACK,"$62,499.75 "
C1776,BASE GLENOID SZ46 METALBACK,"$62,499.65 "
C1776,BASE GLENOID SZ48 METALBACK,"$62,499.65 "
C1776,BASE TIBIAL KEELED SZ 4 LEFT,"$10,000.00 "
C1776,BASE TIBIAL KEELED SZ 4 RIGHT,"$10,000.00 "
C1776,BASE TIBIAL MODULAR SZ2 LEFT,"$8,995.00 "
C1776,BASE TIBIAL MODULAR SZ3 PLUS,"$8,995.00 "
C1776,BASE TIBIAL MODULAR SZ4,"$10,000.00 "
C1776,BASE TIBIAL SZ 3 LEFT,"$10,000.00 "
C1776,BASE TIBIAL SZ 5 LEFT,"$10,000.00 "
C1776,BASE TIBIAL SZ 5 RIGHT,"$10,000.00 "
C1776,BASE TIBIAL SZ 6 LEFT,"$10,000.00 "
C1776,BASE TIBIAL SZ 7 LEFT,"$10,000.00 "
C1776,BASE TIBIAL SZ 7 RIGHT,"$10,000.00 "
C1776,BASE TIBIAL SZ 8 LEFT,"$10,000.00 "
C1776,BASE TIBIAL SZ1 STD MODULAR,"$8,995.00 "
C1776,BASE TIBIAL SZ2 10MM,"$5,000.00 "
C1776,BASE TIBIAL SZ3 10MM,"$5,000.00 "
C1776,BASE TIBIAL SZ3 10MM LEFT,"$5,000.00 "
C1776,BASEPLATE TIBIAL #5,$0.05 
C1776,BASEPLATE TIBIAL 75MM,"$7,000.00 "
C1776,BASEPLATE TIBIAL CMA #3,$0.05 
C1776,BASEPLATE TIBIAL CMA #4,$0.05 
C1776,BASEPLATE TIBIAL CMA #4,$0.05 
C1776,BASEPLATE TIBIAL CMA #6,$0.05 
C1776,BMA PRP,"$15,400.00 "
C1776,BMA PRP,"$15,400.00 "
C1776,CL RESERVOIR,"$11,205.00 "
C1776,CUP ACETABULAR 52MM CLUSTER HOLE,"$62,499.75 "
C1776,CUP ACETABULAR 60MM CLUSTER HOLE,$0.05 
C1776,CUP ACETABULAR PLASMA SPRAYED 50MM,"$5,375.00 "
C1776,CUP ACETABULAR PLASMA SPRAYED 60MM,"$27,499.75 "
C1776,CYLINDER SET WITH PUMP 0 DEG ANGLE,"$45,400.00 "
C1776,FEMOR COMPONENT SZ2 LEFT,"$9,000.00 "
C1776,FEMORAL AUGMENT SET #5 4MM PSA,"$5,315.00 "
C1776,FEMORAL AUGMENT SET #5 8MM PSA,"$5,315.00 "
C1776,FEMORAL CEMENTED SZ2 RIGHT,"$10,000.00 "
C1776,FEMORAL CEMENTED SZ3 LEFT,"$10,000.00 "
C1776,FEMORAL CEMENTED SZ3 RIGHT,"$10,000.00 "
C1776,FEMORAL CEMENTED SZ6 RIGHT,"$10,000.00 "
C1776,FEMORAL COMPONENT #2.5 RIGHT CRUCIATE,"$11,095.00 "
C1776,FEMORAL COMPONENT #3 RIGHT,"$62,499.85 "
C1776,FEMORAL COMPONENT #3 RIGHT,"$62,499.85 "
C1776,FEMORAL COMPONENT #4 RIGHT,"$27,499.98 "
C1776,FEMORAL COMPONENT #5 LEFT,"$62,499.85 "
C1776,FEMORAL COMPONENT #5 LEFT PSA,"$24,800.00 "
C1776,FEMORAL COMPONENT #5 RIGHT,"$62,499.85 "
C1776,FEMORAL COMPONENT #6 RIGHT,"$62,499.85 "
C1776,FEMORAL COMPONENT #7 RIGHT,"$62,499.85 "
C1776,FEMORAL COMPONENT 67.5MM LEFT,"$7,000.00 "
C1776,FEMORAL COMPONENT SZ 6 LEFT,"$10,750.00 "
C1776,FEMORAL COMPONENT SZ 6 RIGHT,"$10,750.00 "
C1776,FEMORAL COMPONENT SZ2 LEFT,"$9,000.00 "
C1776,FEMORAL COMPONENT SZ3 LEFT,"$9,000.00 "
C1776,FEMORAL COMPONENT SZ4 RIGHT,"$9,000.00 "
C1776,FEMORAL COMPONENT SZ6 LEFT,"$10,000.00 "
C1776,FEMORAL COMPONENT TWIN PEG SZ SMALL,"$21,412.50 "
C1776,FEMORAL IMPLANT 9X29MM,"$6,600.00 "
C1776,FEMORAL PRIMARY SZ1 RIGHT,"$9,000.00 "
C1776,FEMORAL PRIMARY SZ5 RIGHT,"$9,000.00 "
C1776,FEMORAL SCREW M5X14MM,"$1,625.00 "
C1776,FEMORAL SZ2 LEFT,"$10,000.00 "
C1776,FEMORAL SZ2 RIGHT,"$9,000.00 "
C1776,FEMORAL SZ3 RIGHT,"$10,000.00 "
C1776,FEMORAL SZ4 RIGHT PRIMARY,"$9,000.00 "
C1776,GLENOID SZ46 CEMENTED,$0.05 
C1776,GLENOSPHERE SZ36,$0.05 
C1776,GLENOSPHERE SZ39,$0.05 
C1776,GLENOSPHERE SZ42,$0.05 
C1776,HEAD 32MM FEMORAL MEDIUM,"$5,915.00 "
C1776,HEAD 36MM FEMORAL,"$5,915.00 "
C1776,HEAD 36MM TYPE 16/18 CERAMIC,"$5,000.00 "
C1776,HEAD ACETABULAR CERAMIC 32MM 12/14 TAPER,"$4,125.00 "
C1776,HEAD ACETABULAR CERAMIC 36MM 12/14 TAPER,$0.05 
C1776,HEAD ACETABULAR CERAMIC 36MM -3,$0.05 
C1776,HEAD HUMERAL 05X21,$0.05 
C1776,HEAD RADIAL 18MM,"$12,515.00 "
C1776,INSERT HUMERAL 36XH05,$0.05 
C1776,INSERT HUMERAL 39XH05,$0.05 
C1776,INSERT HUMERAL 42XH05,$0.05 
C1776,INSERT TIBIAL #2.5 10MM,"$4,305.00 "
C1776,INSERT TIBIAL #3 12MM,$0.05 
C1776,INSERT TIBIAL #3 13MM,$0.05 
C1776,INSERT TIBIAL #3 9MM,$0.05 
C1776,INSERT TIBIAL #4 11MM,$0.05 
C1776,INSERT TIBIAL #4 11MM,$0.05 
C1776,INSERT TIBIAL #4 13MM,$0.05 
C1776,INSERT TIBIAL #4 15MM,$0.05 
C1776,INSERT TIBIAL #4 9MM,$0.05 
C1776,INSERT TIBIAL #5 11MM,$0.05 
C1776,INSERT TIBIAL #5 15MM PSA,"$9,525.00 "
C1776,INSERT TIBIAL #5 18MM,$0.05 
C1776,INSERT TIBIAL #5 18MM,$0.05 
C1776,INSERT TIBIAL #5 9MM,$0.05 
C1776,INSERT TIBIAL #6 11MM,$0.05 
C1776,INSERT TIBIAL #6 9MM,$0.05 
C1776,INSERT TIBIAL BEARING 10X75MM,"$7,000.00 "
C1776,INSERT TIBIAL SIZE 5 STANDARD,"$5,000.00 "
C1776,INSERT TIBIAL SIZE 7 LEFT 10MM THICK,"$5,000.00 "
C1776,INSERT TIBIAL SIZE 7 RIGHT 10MM THICK,"$5,000.00 "
C1776,INSERT TIBIAL SIZE 8 LEFT 10MM THICK,"$5,000.00 "
C1776,JOINT FUSION SI BONE 15X11X6MM,"$13,500.00 "
C1776,LINER 32MM DYNASTY POLY,"$3,120.00 "
C1776,LINER 36MM DYNASTY POLY,"$4,000.00 "
C1776,LINER 36MM F NEUTRAL ACETABULAR G7,"$5,000.00 "
C1776,LINER CUP ACETABULAR 50MM,"$6,000.00 "
C1776,LINER CUP ACETABULAR 52MM,$0.05 
C1776,LINER CUP ACETABULAR 60MM,$0.05 
C1776,LINER CUP ACETABULAR 60MM,$0.05 
C1776,MEDIAL SZ4 RIGHT INSERT 10MM,"$5,000.00 "
C1776,MEDIAL SZ6 LEFT INSERT 10MM,"$5,000.00 "
C1776,NAIL HUMERAL 9X220MM,"$12,600.00 "
C1776,NECK PLUS 6 TYPE 1 TAPER,"$5,000.00 "
C1776,NECK SHORT 8 V/V MODULAR,"$2,500.00 "
C1776,PATELLA 3 PEG 32MM,$0.05 
C1776,PATELLA 8.5X34MM STANDARD,"$7,000.00 "
C1776,PATELLA SZ38 10MM ALL-POLY ONLAY,"$2,500.00 "
C1776,PERSONA KNEE SYSTEM CAP,"$35,000.00 "
C1776,PLATE FIBULA 3 HOLE 40-20903 STRYKER O,"$4,392.00 "
C1776,PLATE TIBIA 5 HOLE RIGHT STANDARD,"$10,400.00 "
C1776,PLATELET GEL AND CENTRIFUSE,"$2,000.00 "
C1776,SCREW 6.5X45 LOWTOP PEDICLE,"$7,475.00 "
C1776,SHELL 52MM BIOFOAM,"$8,500.00 "
C1776,SHELL 54MM ACETABULAR 3 HOLE G7,"$5,000.00 "
C1776,STEM 12X50MM CEMENTED TRIATHLON,"$8,148.75 "
C1776,STEM 16X75MM KNEE,$0.05 
C1776,STEM 40MM FINNED MODULAR,"$7,000.00 "
C1776,STEM 8X101MM TYPE 1 TAPER FEMORAL,"$5,000.00 "
C1776,STEM ACETABULAR PLASMA SPRAYED 137MM #5,$0.05 
C1776,STEM ACETABULAR PLASMA SPRAYED 142MM #7,"$62,499.75 "
C1776,STEM ACETABULAR PLASMA SPRAYED 158MM #13,$0.05 
C1776,STEM EXTENSION CEMENTED 17X25MM,"$2,500.00 "
C1776,STEM HUMERAL 10X125,"$37,499.90 "
C1776,STEM HUMERAL 12X130,$0.05 
C1776,STEM HUMERAL 14X135,$0.05 
C1776,STEM RADIAL 6.5MM +2,"$14,985.00 "
C1776,STEM STRAIGHT 14X100MM PSA,"$5,460.00 "
C1776,STEM STRAIGHT 14X75MM PSA,"$5,460.00 "
C1776,STEM SZ13 RENAISSANCE,"$5,635.00 "
C1776,TIBIA INSERT SZ 6 10M LEFT,"$5,000.00 "
C1776,TIBIAL BASE SIZE 3 STANDARD,"$10,000.00 "
C1776,TIBIAL BASE SIZE 4 STANDARD,"$10,000.00 "
C1776,TIBIAL BASE SZ 5 LEFT,"$8,550.00 "
C1776,TIBIAL BASE SZ 5 RIGHT,"$8,550.00 "
C1776,TIBIAL BASE SZ 6 LEFT W/ PLUGS,"$6,250.00 "
C1776,TIBIAL BASE SZ 6 LEFT W/ PLUGS,"$6,250.00 "
C1776,TIBIAL BASE SZ2,"$10,000.00 "
C1776,TIBIAL BASE SZ3,"$10,000.00 "
C1776,TIBIAL BEARING LEFT 9MM SZ SMALL,"$6,712.50 "
C1776,TIBIAL BEARING SZ 6 14MM,"$14,530.00 "
C1776,TIBIAL COMPONENT LEFT MEDIAL SZ A,"$14,287.50 "
C1776,TIBIAl INSERT SZ 4+ 10M RIGHT,"$5,000.00 "
C1776,TIBIAl INSERT SZ 5 10M LEFT,"$5,000.00 "
C1776,TIBIAl INSERT SZ 5 10M RIGHT MP,"$5,000.00 "
C1776,TIBIAL INSERT SZ 5-6 12MM LEFT,"$5,150.00 "
C1776,TIBIAL INSERT SZ 5-6 12MM RIGHT,"$5,150.00 "
C1776,TIBIAL INSERT SZ 5-6 14MM LEFT,"$7,595.00 "
C1776,TIBIAl INSERT SZ 6 12M LEFT,"$4,000.00 "
C1776,TIBIAL INSERT SZ1 RIGHT,"$4,745.00 "
C1776,TIBIAL INSERT SZ2 LEFT 10MM,"$5,000.00 "
C1776,TIBIAL INSERT SZ2 LEFT MEDIAL 12MM,"$4,745.00 "
C1776,TIBIAL INSERT SZ2 RIGHT MEDIAL 12MM,"$4,745.00 "
C1776,TIBIAL INSERT SZ3 LEFT MEDIAL 17MM,"$4,745.00 "
C1776,TIBIAL INSERT SZ4 RIGHT MEDIAL 12MM,"$4,745.00 "
C1776,TIBIAL TRAY STELKAST M/L 73MM  A/P 47MM,"$9,265.00 "
C1778,ADAPTER LEAD 10CM 8 CHANNEL,"$3,750.00 "
C1778,KIT LEAD 60CM 16 ELECTRODE MRI,"$27,500.00 "
C1778,KIT LEAD 60CM OCTRODE TRIAL,"$2,500.00 "
C1778,LEAD 28CM TINED KIT,"$17,775.00 "
C1778,LEAD KIT 60CM OCTRODE,"$11,000.00 "
C1778,LEAD STIMULATOR TEST,$200.00 
C1781,MESH 10X14 MONOFILAMENT POLYPROPYLENE,"$1,133.00 "
C1781,MESH 2X4 MARLEX,$523.60 
C1781,MESH ANTERIOR VAGINAL DIRECT FIX,"$6,007.90 "
C1781,MESH PLUG SURGIMESH,"$3,750.00 "
C1781,MESH POSTERIOR VAGINAL DIRECT FIX,"$6,007.90 "
C1785,PACEMAKER DUAL CHAMBER DR-T MRI ELUNA,"$22,750.00 "
C1787,PATIENT PROGRAMMER MRI,"$5,000.00 "
C1787,PATIENT PROGRAMMER ST. JUDE,"$1,175.14 "
C1787,PATIENT PROGRAMMER ST. JUDE,"$5,000.00 "
C1787,PROGRAMMER PATIENT MEDTRONIC,"$8,330.00 "
C1813,CL RESERVOIR 125cc PENILE,"$10,420.00 "
C1813,CYLINDER SET 20CM W/PUMP 0 DEG PENILE,"$47,445.00 "
C1813,CYLINDER SET 22CM W/PUMP 0 DEG PENILE,"$45,400.00 "
C1820,GENERATOR IPG 16-CHANNEL RECHARGEABLE,"$84,216.60 "
C1820,GENERATOR MRI 16 CHANNEL PROCLAIM 7,"$90,000.00 "
C1820,GENERATOR MRI 16 CHANNEL UPGRD RCHRBLE,"$85,000.00 "
C1820,GENERATOR MRI 16 CHANNEL UPGRD RCHRBLE,"$85,000.00 "
C1820,RECHARGEABLE IPG 16-CHANNEL,"$62,361.00 "
C1876,STENT 10X40MMX72CM ASTRON,"$3,800.00 "
C1876,STENT 10X60MM 8F STRAIGHT COVERA COVERED,"$12,500.00 "
C1876,STENT 10X60MMX72CM ASTRON,"$3,800.00 "
C1876,STENT 10X80MMX72CM ASTRON,"$3,800.00 "
C1876,STENT 7X30MM 8F STRAIGHT COVERA COVERED,"$11,750.00 "
C1876,STENT 7X60MM 8F STRAIGHT COVERA COVERED,"$11,750.00 "
C1876,STENT 8X40MM 8F FLARED COVERA COVERED,"$11,750.00 "
C1876,STENT 8X40MM 8F STRAIGHT COVERA COVERED,"$11,750.00 "
C1876,STENT 8X60MM 8F FLARED COVERA COVERED,"$11,750.00 "
C1876,STENT 8X60MM 8F STRAIGHT COVERA COVERED,"$11,750.00 "
C1876,STENT 8X60MMX130CM ASTRON,"$3,800.00 "
C1876,STENT 8X80MMX130CM ASTRON,"$3,800.00 "
C1876,STENT 9X40MM 8F FLARED COVERA COVERED,"$12,500.00 "
C1876,STENT 9X40MM 8F FLARED COVERA COVERED,"$12,500.00 "
C1876,STENT 9X60MM 8F FLARED COVERA COVERED,"$12,500.00 "
C1876,STENT 9X60MM 8F STRAIGHT COVERA COVERED,"$12,500.00 "
C1876,STENT 9X60MMX130CM ASTRON,"$3,800.00 "
C1876,STENT 9X80MMX130CM ASTRON,"$3,800.00 "
C1894,KIT INTRODUCTION LEAD,"$2,800.00 "
C1897,LEAD KIT INTERSTIM TEST,$400.00 
C2617,STENT URETHRAL 4.8 X 26MM,$886.05 
C2623,CATH 10X60MM 75CM 7FR LUTONIX,"$14,500.00 "
C2623,CATH 12X40MM 75CM 7FR LUTONIX,"$14,500.00 "
C2623,CATH 5X40MM 40CM 5FR LUTONIX,"$14,500.00 "
C2623,CATH 6MMX60MM 75CM 5FR LUTONIX,"$14,500.00 "
C2623,CATH 8X60MM 75CM 7FR LUTONIX,"$14,500.00 "
C2623,CATH 9X60MM 75CM 7FR LUTONIX,"$14,500.00 "
C2631,STATTACK FIXATION DEVICE VAG MESH,"$4,250.00 "
C2631,STATTACK FIXATION DEVICE VAG MESH,"$4,250.00 "
C9290,BUPIVACAINE LIPSOME 1.3% 20ML (EXPAREL),"$1,575.00 "
C9353,NEURAWRAP 5MMX4CM,"$8,708.00 "
C9353,NEURAWRAP 7MMX5CM,"$8,708.00 "
G0008,ADMIN OF INFLUENZA  VIRUS VACCINE,$185.15 
G0101,CERVICAL / VAG SCREENING AND BREAST EXAM,$359.70 
G0121,COLONOSCOPY NOT HIGH RISK CANCER SCREEN,"$3,549.90 "
G0257,EMERGENCY DIALYSIS FOR ESRD,"$2,990.15 "
G0260,INJ FOR SACROILIAC JT ANESTH,"$2,716.90 "
G0283,OT ELEC STIM OTHER THAN WOUND,$42.00 
G0283GP,PT ELECTRICAL STIM UNATTENDED,$140.70 
G0283GP,PT ELECTRICAL STIM UNATTENDED,$140.40 
G0378,99217; DISCHARGE OBS CARE,$426.00 
G0378,OBSERVATION PER HOUR,$90.00 
G0379,OBSERVATION DIRECT ADMIT,"$2,604.25 "
G0439,ANNUAL WELL VISIT SUBSEQUENT,"$1,185.60 "
G0463,"99212 EST.LEVEL 2, LIMITED",$568.45 
G0463,WOUND CARE OUTPT VISIT,$568.45 
G6039,ASSAY OF ACETAMINOPHEN TYLENOL,$195.00 
G9226,FOOT EXAMINIATION PERFORMED,$300.00 
J0131,ACETAMINOPHEN (OFIRMEV) 1000MG/100ML IV,$125.00 
J0133,ACYCLOVIR (ZOVIRAX) 500MG/10ML INJ,$90.00 
J0150,ADENOSINE 6MG/2ML INJ,$50.00 
J0150,CL-ADENOSINE 6MG/2ML INJ,$50.00 
J0171,EPINEPHRINE 1MG (ADRENALIN) INJ,$75.00 
J0171,EPINEPHRINE 1MG/10ML SYRINGE,$50.00 
J0171,EPINEPHRINE 30MG/30ML MDV,$50.00 
J0171,EPINEPHRINE 3MG/3ML (ADRENALIN) INJ,$150.00 
J0280,AMINOPHYLLINE IV SOLN 250MG/10ML VIAL,$125.00 
J0282,AMIODARON:D5W (NEXTERONE) 360MG/200ML IV,$313.45 
J0282,AMIODARONE 150MG/3ML (CORDARONE) INJ,$50.00 
J0290,AMPICILLIN 1GM VIAL,$50.00 
J0290,AMPICILLIN 500MG INJ,$50.00 
J0295,AMP/SULBACTAM (Unasyn) 3gm SDV,$50.00 
J0295,AMPI/SULBACTAM (UNASYN) 1.5GM INJ,$50.00 
J0330,CISATRACURIUM (NIMBEX) 10MG/5ML VL,$50.00 
J0330,SUCCINYLCHOLINE(ANECTINE) 200MG/10ML INJ,$50.00 
J0360,HYDRALAZINE(APRESOLINE) 20MG/ML INJ,$62.50 
J0456,AZITHROMYCIN Vial 500mg,$50.00 
J0461,ATROPINE SULF 0.4MG/ML MDV 20ML,$210.60 
J0461,ATROPINE SULF 0.4MG/ML SDV,$50.00 
J0461,ATROPINE SULF 0.5MG/5ML PEDI SYRINGE,$50.00 
J0461,ATROPINE SULF 1MG/10ML SYRINGE,$50.00 
J0515,BENZTROPINE (COGENTIN) 2MG/2ML INJ,$293.75 
J0583,BIVALIRUDIN (ANGIOMAX) 250MG INJ,"$4,785.00 "
J0610,CALCIUM GLUCONATE 1GM/10ML INJ,$125.00 
