System Generated Service Id,Description,Price,,
12857,MCHNL RMVL INTRAL OBSTR MATRL RS&I,281.17,,
12861,IV US RS&I 1ST VSL,1007.73,,
12862,IV US RS&I EA NON-C VSL,811.54,,
12863,EVASC RPR INFRARNL AAA/DSJ RS&I,2116.19,,
12865,PLMT XTN PROSTH EVASC RPR INFRARNL RS&I,1798.00,,
12867,EVASC RPR ILIAC ART ARYSM MALFRMJ/TRAUMA RS&I,621.33,,
1041,ARTERIOGRAM STENT PLACEMENT,1953.12,,
12877,TRLUML BALO ANGIOP PRPH ART RS&I,10440.29,,
12883,TRLUML BALO ANGIOP RNL/OTH VISC ART RS&I,10440.29,,
12886,TRLUML BALO ANGIOP EA VISC ART RS&I,354.78,,
12889,TCAT BX RS&I,2082.58,,
12890,TRLUML BALO ANGIOP VEN RS&I,15031.53,,
12893,PRQ BILIARY DRG/DRG STENT RS&I,1197.01,,
12895,CHNG PRQ TUBE/DRG CATH C+ MNTR RS&I,383.53,,
12897,ABSCESS DRAINAGE GUIDANCE S&I,338.66,,
12911,FLUOROSCOPY 0-1 HOUR,827.28,,
12915,FLUOR PHYS TM > 1 HR ASSISTING NON-RAD PHYS,827.28,,
12918,RADEX FROM NOSE RECTUM FB 1 VIEW CHLD,302.79,,
12920,RAD XM ABSC/FSTL/SINUS TRC RAD S&I,1678.66,,
12922,RADIOGRAPH BREAST SPECIMEN,1678.66,,
12927,3D RNDR I&R CT MRI US/OTH X REQ POSTPCX,94.47,,
12929,CT LMTD/LOCLZD F-UP STD,534.87,,
12930,UNLIS CT PX,534.87,,
12932,US HEAD AND NECK THYROID/PAROTID ULTRASOUND,710.57,,
12935,US CHEST R-T W/IMAGE DOCUMENTATION,710.57,,
29498,ULTRASOUND BREAST COMPLETE BILATERAL,1131.57,,
29104,ULTRASOUND BREAST COMPLETE LEFT,401.78,,
29103,ULTRASOUND BREAST COMPLETE RIGHT,401.78,,
29105,ULTRASOUND BREAST LIMITED LEFT,401.78,,
29106,ULTRASOUND BREAST LIMITED RIGHT,401.78,,
29219,ULTRASOUND BREAST LIMITED BILATERAL,803.55,,
12936,US BREAST R-T W/IMAGE DOCUMENTATION,475.49,,
12939,US BREAST R-T W/IMAGE DOCUMENTATION  Left,475.49,,
12940,US BREAST R-T W/IMAGE DOCUMENTATION Right,475.49,,
12941,US ABDOMINAL R-T W/IMAGE DOCUMENTATION,710.57,,
12943,ABD SINGLE ORGAN LIMITED OR FU,710.57,,
1773,US AAA SCREENING,609.63,,
14654,US Retroperitoneal - Renal Complete,710.57,,
1795,US ABDOMEN AORTA LIMITED,710.57,,
12947,US RPR B-SCAN&/R-T IMG LMTD,710.57,,
12949,US TRNSPL KDN R-T IMG +- DUPLEX DOP STD,710.57,,
12950,US SPI CANAL&CNTS,537.30,,
12951,US PG UTER IMG F&MAT 14 WK TABDL 1/1ST GESTATION,710.57,,
12954,US PG UTER F&MAT 14 WK TABDL EA GESTATION,349.31,,
12956,US PG UTER F&MAT AFTER 1ST TRI 1/1ST GESTATION,710.57,,
12957,US PG UTER F&MAT AFTER 1ST TRI ABDL EA GESTATION,537.30,,
12959,US PG UTER F&MAT DETAILED FTL XM 1ST GESTATION,1007.73,,
12961,US PG UTER F&MAT DETAILED FTL ANTMC XM EA,607.94,,
12963,US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION,710.57,,
12965,US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION,349.31,,
12966,US PG UTER R-T IMG LMTD 1+ FETUSES,710.57,,
12968,"OB US, FOLLOW-UP, PER FETUS",475.49,,
12970,US PG UTER R-T IMG TRVG,710.57,,
12972,FTL BIOPHYSICAL PROFILE NON-STRS TSTG,710.57,,
12973,FTL BIOPHYSICAL PROFILE W/O NON-STRS TSTG,710.57,,
25530,FTL BIOPHYSICAL PROFILE W/O NON-STRS TSTG CLINIC,710.57,,
33359,UMBILICAL ARTERY ECHO,459.62,,
12976,US TRANSVAGINAL,710.57,,
12978,SALINE NFS SHG SIS COL FLO DOP PFRMD,1007.73,,
12980,US PELVIC NONOB REAL-TIME IMG COMPLETE,710.57,,
24414,US PELVIS NON-OB COMPLETE,710.57,,
12983,US PEL NONOB B-SCAN&/R-T IMG LMTD/F-UP+C97,475.49,,
12985,US SCROTUM&CNTS,710.57,,
14655,US XTR NON-VASC COMPLETE BILATERAL,1421.14,,
12989,US EXTREMITY NON-VASC REAL-TIME IMG  Left,710.57,,
12990,US XTR NON-VASC COMPLETE Right,710.57,,
24530,US EXTREMITY LIMITED LEFT,475.49,,
34488,US LMTD JT/NONVASC XTR STRUX,475.49,,
14656,US XTR NON-VASC LMTD RIGHT,475.49,,
12991,US INFT HIPS R-T IMG DYNAMIC REQ PHYS MNPJ,459.73,,
12992,US INFT HIPS R-T IMG LMTD STATIC X PHYS MNPJ,475.49,,
28439,US GUIDED PERICARDIOCENTESIS,259.62,,
12994,US VASC ACCESS SITS VSL PATENCY NDL ENTRY,105.24,,
27065,US GUIDE TISSUE ABLATION PARENCHYMAL,319.05,,
12996,US GUIDANCE NEEDLE PLACEMENT,200.40,,
26688,US GUIDED NEEDLE PLACEMENT,200.40,,
12999,US AMNIOCNTS IMG S&I,507.97,,
13003,US NTRSTL RADIOELMNT APPL,117.79,,
13004,ULTRASONIC GUIDANCE INTRAOPERATIVE,609.20,,
13005,FLUOR GID CTR VAD PLMT RPLCMT/RMVL,302.71,,
1003,FLUORO FOR NEEDLE PLACEMENT,374.55,,
13009,FLUOR GID & LOCLZJ NDL/CATH SPI DX/THER NJX,300.94,,
25529,FLUOR GID & LOCLZJ NDL/CATH SPI DX/THER NJX PAIN,300.94,,
24559,CT SCAN STEREOTACTIC LOCALIZA,819.82,,
1305,CT GUIDANCE NEEDLE PLACEMENT,358.38,,
13012,CT GUIDANCE &MONITORING VISC TISS ABLATION,1782.98,,
13013,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,531.17,,
13026,COMPUTER-AIDED DETECTION DX MAMMOGRAPHY,35.22,,
13028,COMPUTER-AIDED DETECTION SCREENING MAMMOGRAPHY,35.22,,
13029,MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE,1678.66,,
13030,MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,1644.69,,
2475,MRI LEFT BREAST W AND W/O CONT,2740.99,,
13042,MRI RIGHT BREAST W & W/O CONT Right,2740.99,,
24432,MRI Right Breast WO Contrast,2740.99,,
13045,MRI BREAST BILAT W & W/O CONTRAST,2728.50,,
24430,MRI Breast Bilat WO Contrast,2728.50,,
31622,BREAST TOMOSYNTHESIS; DIGITAL 3D UNILATERAL,624.46,,
31541,BREAST TOMOSYNTHESIS; DIGITAL 3D BILATERAL,796.02,,
31619,SCREENING BREAST TOMOSYNTHESIS; DIGITAL 3D BILATERAL,132.54,,
1757,DIAGNOSTIC LEFT MAMMO,653.75,,
25446,DIAGNOSTIC RIGHT MAMMO,653.75,,
13033,MAMMOGRAPHY BILATERAL,830.29,,
25589,"MAMMO, UNILATERAL SCREENING",671.54,,
13036,SCREENING MAMMOGRAPHY BILATERAL,671.54,,
13049,BONE AGE STUDIES,302.79,,
13052,BONE LENGTH STUDIES,383.23,,
24561,PEDI TRAUMA BONE SURVEY,479.95,,
13054,RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,479.95,,
13057,RADIOLOGIC EXAMINATION OSSEOUS SURVEY INFANT,477.84,,
13059,BONE DENSITY-HIP/PELVIS/SPINE,476.09,,
13060,DXA BONE DENSITY STUDY 1+ SITS APPENDICULAR SKEL  Left,270.42,,
13061,DXA BONE DENSITY STUDY 1+ SITS APPENDICULAR SKEL Right,270.42,,
25138,DXA BONE DENSITY VERT FX,302.79,,
29084,"DXA BONE DENSITY STUDY HIP,PELVIS,SPINE W VFA",518.82,,
13063,THER RAD SIMULAJ-AIDED FLD SETTING SMPL,804.59,,
13064,THER RAD SIMULAJ-AIDED FLD SETTING INTRM,2185.21,,
13065,THER RAD SIMULAJ-AIDED FLD SETTING CPLX,2185.21,,
34407,RESPIRATOR MOTION MGMT SIMUL,2228.58,,
13066,THER RAD SIMULAJ-AIDED FLD SETTING 3-DIMENSIONAL,7273.41,,
13067,BASIC RADJ DOSIM CAL,804.59,,
13068,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,7273.41,,
13069,TELETHX ISODOSE PLN SMPL,593.62,,
13071,TELETHX ISODOSE PLN CPLX,1054.97,,
13075,BRACHYTX ISODOSE PLN CPLX,1574.20,,
13072,SPEC TELETHX PORT PLN PARTS HEMIBDY TOT BDY,2185.21,,
13076,SPEC DOSIM ONLY PRESCRIBED TREATING PHYS,804.59,,
13078,TX DEV DESIGN&CONSTJ SMPL SMPL BLK SMPL BOLUS,1498.28,,
27069,RDT DEVICE INTERMEDIATE,1498.28,,
13081,TX DEV DESIGN&CONSTJ INTRM,1498.28,,
27068,DEVICE COMPLEX CONSTRUCT TECH,1498.28,,
13083,RDT DEVICE COMPLEX,1498.28,,
13085,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,804.59,,
14448,DESIGN MLC DEVICE FOR IMRT,2185.21,,
13086,SPEC MEDICAL RADJ PHYSICS CONSLTJ,804.59,,
24979,"SRS, LINEAR BASED",25206.24,,
26785,NR LNR ACCLRTR TX MAX 5 SESSIO,25206.24,,
29129,IMRT SIMPLE WITH GUIDANCE,3632.44,,
13095,NTSTY MODUL DLVR 1/MLT FLDS/ARCS PR TX SESSION,3632.44,,
13096,STRSC X-RAY GDN LOCLZJ TARGET VOL DLVR RADJ THER,960.04,,
13087,RADJ DLVR SUPFC&/ORTHO VOLTAGE,731.65,,
13089,RADJ DLVR 1 AREA 1/PRLL OPSD PORTS SMPL 11-19MEV,731.65,,
13088,RADJ DLVR 1 AREA 1/PRLL OPSD PORTS SMPL 6-10MEV,731.65,,
32679,RADIATION TREATMENT DELIVERY; COMPLEX >1MEV,1349.38,,
13093,RADJ DLVR 3/> AREAS CUSTOM BLKING 11-19MEV,1349.38,,
13092,RADJ DLVR 3/> AREAS CUSTOM BLKING 6-10MEV,1349.38,,
13094,THER RAD PORT FLM,92.14,,
27794,SBRT MANAGEMENT 1+ LESIONS =< 5 FRACTIONS,3789.63,,
13097,SPEC TX PX,2899.99,,
25432,INFUSE RADIOACTIVE MATERIALS,1349.38,,
31394,HIGH DOSE RATE RADIONCL INTRSTL/ICAV BRACHYTHERAPY,4885.89,,
34290,HIGH DOSE RATE RADIONCL INTRSTL/ICAV BRACH 2-12 CHANNELS,4930.85,,
13098,NTRSTL RADJ SRC APPL CPLX,7003.26,,
1195,HDR BRACHYTHERAPY 1 CHANNEL,5149.77,,
27412,Thyroid imaging w/blood flow,968.41,,
27373,Thyroid imaging w/blood flow single or multiple uptake,1515.12,,
13112,PARATHYR IMG,1515.12,,
13113,LYMPHATICS&LYMPH NOD IMG,1828.81,,
13116,LVR IMG SPECT,1967.28,,
13117,LVR&SPLEEN IMG STATIC ONLY,1967.28,,
26660,HEPATOBILIARY SYSTEM IMAGING,1967.28,,
26655,HEPATOBIL SYST IMAGE W/DRUG,1967.28,,
13124,GSTR EMPTYING STD,1709.67,,
13126,ACUTE GI BLEED STUDY,1709.67,,
13127,MECKELS DIVERT EXAM,1709.67,,
13128,PRTL-VEN SHUNT PATENCY TST,1709.67,,
13129,B1&/JT IMG WHBDY,1710.53,,
13131,B1&/JT IMG 3 PHASE STD,1710.53,,
13132,B1&/JT IMG TOMOG SPECT,1710.53,,
14499,"HT MUSCLE IMAGE SPECT, SING",7079.44,,
14498,"HT MUSCLE IMAGE SPECT, MULT",7079.44,,
14500,"HT MUSCLE IMAGE,PLANAR,SING",7079.44,,
14670,"HT MUSC IMAGE, PLANAR, MULT",7079.44,,
13136,MYOCRD IMG INFARCT AVID PLNR TOMOG SPECT +-QUAN,2350.99,,
13137,CARD BPI GTD =BRM PLNR 1 STD REST/STRS,2282.54,,
13139,CARD BPI GTD =BRM MLT STD WALL MOTION STD,2350.99,,
31197,MUGA SPECT W WALL MOTION & EJECTION FRACTION,2373.45,,
26658,LUNG VENTILATION IMAGING,1615.87,,
14541,LUNG PERFUSION IMAGING,1615.87,,
26659,LUNG VENTILAT&PERFUS IMAGING,2275.12,,
26657,LUNG PERFUSION DIFFERENTIAL,1615.87,,
26656,LUNG PERF&VENTILAT DIFERENTL,2275.12,,
13147,BRN IMG COMPL STD TOMOG SPECT,6111.57,,
13150,CEREBSP FLU FLO IMG X INTRO MATRL SHUNT EVAL,2815.37,,
1257,RENAL FUNCTION IMAGING,2202.02,,
13163,KDN FUNCJ STD NON-IMG RADIOISOTOPIC STD,2202.02,,
13158,RENAL SCAN,2202.02,,
13160,RENAL FUNCTION IMAGING W/MED,2202.02,,
13168,RP LOCLZJ TUM/DSTRBJ AGT WHBDY 1 D IMG,3398.79,,
13169,RP LOCLZJ TUM/DSTRBJ AGT TOMOG SPECT,3469.02,,
13170,RP LOCLZJ TUM/DSTRBJ AGT WHBDY REQ 2/> D IMG,6111.57,,
25657,In WBC Spect,3398.79,,
13173,RP THER ORAL ADMN,1350.76,,
13174,RP THER IV ADMN,1350.76,,
13176,RADIOPHARM THERAPY MONOCLONAL,1883.40,,
118,"BASIC METABOLIC PANEL,TOTL CAL",56.98,,
13178,GENERAL HLTH PANEL,211.94,,
26949,GENERAL HLTH PANEL 2,211.94,,
13179,ELECTROLYTE PANEL,48.08,,
13180,COMPREHENSIVE METABOLIC PANEL,71.22,,
13181,OB PANEL,309.91,,
121,LIPID PANEL,122.87,,
25840,LIPID PANEL 11180061,122.87,,
25842,LIPOEP - LIPID PANEL 40500124,122.87,,
13185,RNL FUNCJ PANEL,58.78,,
13186,AQT HEP PANEL,347.29,,
13187,HEPATC FUNCJ PANEL,55.23,,
31315,OBSTETRIC PANEL,468.58,,
22758,DELTA 9 THC,146.05,,
246,AMIKACIN,101.50,,
23148,OXAZEPAM,83.27,,
22675,CAFFEINE,158.21,,
13246,CARBAMAZEPINE TOT,97.97,,
13249,CARBAMAZEPINE FR,89.07,,
13250,CYCLOSPORINE,122.87,,
22713,CLOZAPINE,124.68,,
13253,DIGOXIN,90.83,,
24638,DIPROPYLACETIC ACID,92.60,,
13257,DIPROPYLACETIC ACID w/Modifier 91,92.60,,
13254,REF LAB DIPROPYLACETIC ACID,92.60,,
125,ETHOSUXIMIDE REF LAB,110.40,,
32300,DRUG SCREEN QUANT EVEROLIMUS,92.21,,
13261,GENTAMICIN,110.40,,
13262,HALOPRIDOL,97.97,,
23015,LAMICTAL,89.07,,
23012,KEPPRA (LEVETIRACETAM),89.07,,
253,LITHIUM,44.52,,
26063,"MYCOPHENOLIC ACID,SERUM",122.87,,
23380,TRILEPTAL (OXCARBAZEPINE),89.07,,
25895,PHENOBARBITOL 40352447,78.36,,
13270,PHENYTOIN TOT,89.07,,
13272,PHENYTOIN FR,92.60,,
131,PRIMIDONE,112.21,,
13276,SIROLIMUS,92.60,,
133,TACROLIMUS,92.60,,
259,THEOPHYLLINE,96.16,,
23351,"TIAGABINE,SERUM",122.87,,
134,TOBRAMYCIN,108.63,,
135,TOPIRAMATE,80.16,,
260,VANCOMYCIN,92.60,,
23433,ZONISAMIDE,89.07,,
22612,AMIODARONE,92.60,,
22613,AMOXICILLIN LEVEL,92.60,,
22678,CANNABINOID URINE QUANT,92.60,,
13491,CHROM QUAL COLUMN ANAL NES,92.60,,
22708,CLOMIPRAMINE,92.60,,
22737,COUMADIN,92.60,,
28869,Dexamethasone,92.60,,
22777,"DRUG QUANTITATION, UNSPECIFIED",92.60,,
28870,Duloxetine,92.60,,
22826,EPOXIDE 10 AND 11,92.60,,
26050,"FENTANYL CONFIRMATION,URINE",92.60,,
22871,FLUOXETIN,92.60,,
26051,"METHAQUALONE,URINE",92.60,,
23124,NORPACE,92.60,,
28867,Posaconazole,92.60,,
25725,AMITRIPTYLINE 11180152,494.26,,
22614,AMPHETAMINE GROUP,494.26,,
22659,BENZODIAZEPINE-URINE,494.26,,
29610,Buprenorphine Screening test,494.26,,
22679,CANNABINOIDS,494.26,,
22716,COCAINE-URINE,494.26,,
22729,COMPLETE DRUG SCREEN,494.26,,
25759,DESIPRAMINE 11180160,494.26,,
24860,DOXEPIN,494.26,,
26057,DRUG ABUSE SURVEY WITH CONFIRMATION,494.26,,
13195,DRUG SCR QUAL MLT DRUG CLASSES CHROM EA,494.26,,
22783,DRUG SCREEN 9,494.26,,
25768,DRUG SCREEN QUAL MULT CLASSES 40280100,494.26,,
32524,"Drug Screen, Meconium",494.26,,
22784,"DRUG SCREEN, QUAL",494.26,,
22786,"DRUG SCREEN, QUAL, SINGLE",494.26,,
32525,Mephedrone Drug Screen,494.26,,
254,REF LAB NORTRIPTYLINE,494.26,,
13277,SALICYLATE,494.26,,
24799,SULFONYLUREA-HYPOGLYCEMIC AGNT,494.26,,
24805,URINE BARBITURATES,494.26,,
13530,COCAINE/METABOLITE,129.06,,
13332,ACTH-COSYNTROPIN,363.33,,
13334,CLIN PATH CONSLTJ LIMITED,220.79,,
13335,URNLS DIP STICK/TABLET RGNT AUTO MIC,21.37,,
26150,SPECIFIC GRAVITY URINE 40351140,16.19,,
13336,URNLS DIP STICK/TABLET RGNT NON-AUTO W/O MIC,17.80,,
29605,UAR Reflex To Culture,16.04,,
24849,URINALYSIS (AUTO) W/O MICRO,16.04,,
26336,URINALYSIS ONLY  40351168,16.04,,
13340,URNLS DIP STICK/TABLET RGNT AUTO W/O MIC,16.04,,
13344,URNLS QUAL/SEMIQUAN XCPT IAS,14.23,,
13345,URNLS MCRSCP ONLY,21.37,,
13346,URINE PREGNANCY TST VIS COLOR CMPRSN METHS,42.75,,
13347,VOL MEAS TMD COLLJ EA,19.61,,
27335,BCR/ABL1 GENE MAJOR BP,1111.36,,
28077,EGFR GENE COM VARIANTS,1640.30,,
27338,F2 GENE,333.05,,
27462,F5 GENE,414.98,,
27337,HFE GENE,443.45,,
28469,IGH GENE REARRANGE AMP METH,1342.86,,
27340,JAK2 GENE,621.54,,
27339,MTHFR GENE,295.64,,
27512,HLA I TYPING 1 ALLELE HR,641.15,,
28681,"IL28B Polymorphism Genotype, B",186.17,,
28834,Prometheus LACTOtype,186.17,,
23070,"MOLEC DIAG AMP TRGT, EA NA SEQ",202.53,,
23083,MOLECULAR DIAG; ENZYM. DIGEST,202.53,,
23092,MOLECULAR ISOLATION/EXTRACTION,202.53,,
23093,MOLECULE GEL ELECTROPHORESIS,202.53,,
22874,GENETIC EXAMINATION,208.61,,
27925,MOLECULAR PATH PROCEDURE LEVEL 4,476.02,,
28958,Polymerase Chain reaction PCR,330.26,,
28064,Unlisted molecular pathology procedure,374.04,,
13350,ACETONE/OTH KETONE BODIES SERUM QUAL,30.28,,
13351,ACETONE/OTH KETONE BODIES SERUM QUAN,55.23,,
22664,BETA-HYDROXYBUTYRATE,55.23,,
13354,ACYLCARNITINES QUAN EA SPEC,113.97,,
25973,ACTH 40201493,261.78,,
13360,ALBUMIN SERUM,33.85,,
22740,CSF-IGB INDEX,33.85,,
24582,"REF LAB ALBUMIN, SERUM",33.85,,
203,"REF LAB ALBUMIN, FLUID",35.46,,
13362,ALBUMIN URINE/OTH SRC QUAN EA SPEC,35.62,,
13365,ALBUMIN URINE MICROALBUMIN QUAN,39.19,,
24583,REF LAB MICRO ALBUMIN,39.19,,
271,ALDOLASE,65.89,,
272,ALDOSTERONE,276.07,,
24226,"ALDOSTERONE, 24HR URINE",276.07,,
14027,ALPHA 1 ANTITRYPSIN,90.83,,
224,"ALPHA 1 ANTITRYPSIN,FECES",90.83,,
13373,ALPHA-1-ANTITRYPSIN TOT,90.83,,
274,AIA PHENOTYPE,97.97,,
13379,ALPHA-FETOPROTEIN SERUM SENDOUT,113.48,,
275,ALPHA FETOPROTEIN,113.97,,
28326,"Alpha-Fetoprotein (AFP) L3% & Total, Hepatocellular Carcinoma Tumor Marker, Serum",447.44,,
277,ALUMINUM,172.76,,
25977,ALUMINUM URINE 40200064,172.76,,
22759,DELTAAMINO LEOULENIC ACID,112.21,,
26089,CYSTINE URINE 24 HOUR,113.48,,
13397,AMINO ACIDS 6/> AMINO ACIDS QUAN EA SPEC,113.97,,
13398,AMMONIA,97.97,,
284,AMYLASE BLOOD OR URINE,44.52,,
13408,ANDROSTENEDIONE,197.71,,
287,ANGIOTENSIN CONV ENZYME CSF,99.73,,
22616,ANGIOTENSIN I CONVERTING ENZYM,99.73,,
13411,ANGIOTENSIN I-CONVERTING ENZYME,99.73,,
25732,APOLIPOPROTEIN 11101170,105.06,,
24121,APOLIPOPROTEIN B,105.06,,
13414,APOLIPOPROTEIN EA,105.06,,
25723,"APOLIPOPROTEIN, EACH 11182172",105.06,,
289,ARSENIC,128.26,,
25735,ARSENIC 11182175,128.26,,
13419,ASCORBIC ACID BLD,67.69,,
22660,BETA 2 MICROGLOBULIN,110.40,,
13435,BILE ACIDS CHOLYLGLYCINE,115.77,,
13433,BILE ACIDS TOT,115.77,,
24590,REF LAB BILIRUBIN; TOTAL,33.68,,
13436,BILIRUBIN TOT,33.85,,
25736,"BILIRUBIN, TOTAL 11101172",33.85,,
13438,BILIRUBIN DIR,33.85,,
13439,BIOTINIDASE EA SPEC,113.97,,
22722,COMP DIGEST STOCK ANALY,21.37,,
13440,OCCULT BLOOD SCREENING,21.37,,
23139,OCCULT BLOOD X3 SCREENING,21.37,,
13445,BLD OCLT PROXIDASE ACTV QUAL OTH SRCS,21.37,,
13446,"OCCULT BLOOD, STOOL DX 1-3SPEC",21.37,,
25065,HEMOSURE (iFOB) X1 DIAGNOSTIC,108.63,,
25068,HEMOSURE (iFOB) X1 SCREENING,108.63,,
299,CADMIUM,156.71,,
22674,"CADMIUM, ASSAY OF",156.71,,
23420,"VITAMIN D, 25 HYDROXY",201.23,,
25939,"VITAMIN D, 25 HYDROXY 11182306",201.23,,
301,CALCITONIN,181.67,,
26094,"CALCIUM, SERUM",35.62,,
23246,"PTH WHOLE MOLECULE, CALCIUM",35.62,,
24593,"REF LAB CALCIUM, TOTAL",35.62,,
24512,Z ISTAT CALCIUM IONIZED,59.25,,
26343,IONIZED CALCIUM 40201865,92.60,,
303,ISTAT IONIZED CALCIUM,92.60,,
13457,CALCIUM URINE QUAN TMD SPEC,40.94,,
24594,REF LAB CALCIUM 24 HOUR URINE PROFILE,40.94,,
13459,ST1 X-RAY DIFFXJ,85.50,,
13460,CARBOHYDRATE DEFICIENT TRRIN,122.87,,
13461,CARBON DIOXIDE,33.85,,
24595,REF LAB CARBON DIOXIDE (HCO3),33.85,,
13463,CARBON MONOXIDE CARBOXYHGB QUAN,83.70,,
13464,CARCINOEMBRYONIC AG,128.26,,
24596,REF LAB CEA,128.26,,
13465,CARNITINE QUAN EA SPEC,113.97,,
309,CAROTENE,62.32,,
22690,CAT-U,170.95,,
13469,CATECHOLAMINES FXJATED,170.95,,
311,CERULOPLASMIN,73.02,,
312,CHEMILUMINESCENT ASSAY,96.16,,
23245,PTH RELATED PROTEIN,96.16,,
13476,CHLORIDE BLD,32.04,,
13477,CHLORIDE URINE,33.85,,
24597,REF LAB CHLORIDE 24 HOUR URINE PROFILE,33.85,,
24639,CHLORIDE OTH SRC,33.85,,
314,"CHLORIDE, OTHER SOURCE",33.85,,
13479,REF LAB CHLORIDE OTH SRC,33.85,,
25976,CHOLESTEROL 40310104,27.32,,
147,CHOLESTEROL,30.28,,
13483,CHOLESTEROL SERUM/WHL BLD TOT,30.28,,
24598,REF LAB CHOLESTEROL,30.28,,
24599,REF LAB CHOLINESTERASE,62.24,,
316,ACETYLCHOLINESTERASE: RBC,51.65,,
25739,"CHROMATOGRAPHY, QUANTITATIVE 11182491",122.87,,
22765,DILTIAZEM,122.87,,
24601,"REF LAB CHROMATOGRAPHY, MULTIPLE",122.87,,
320,CHROMIUM,137.15,,
210,CITRATE,188.80,,
25979,CITRATE 11182507,188.80,,
13532,COLLAGEN CROSS LINKS ANY METH,126.44,,
26074,"N-TELOPEPTIDE, CROSS-LINKED, SERUM",126.44,,
23146,OSTEOMARK URINE(NTX)ASSAY,126.44,,
22732,COPPER,83.70,,
25758,COPPER 11182525,83.70,,
22733,COPPER-URINE,83.70,,
13536,CORTISOL FR,113.97,,
22734,CORTISOL SALIVA,113.97,,
22735,"CORTISOL, FREE",113.97,,
25980,CORTISOL-URINE 40210361,113.97,,
13542,CORTISOL TOT,110.40,,
24603,REF LAB CORTISOL,110.40,,
22544,6MP TGN METABOLITE,122.87,,
26048,ARIPIPRAZOLE (ABILIFY),122.87,,
24760,"BENZTROPINE,(COGENTIN)",122.87,,
13521,CHROM QUAN COLUMN 1 ANAL NES w/Modifier 91,122.87,,
22715,CO ENZYME Q10,122.87,,
22720,COLUMN CHROMATOGRAPHY QUANT,122.87,,
28059,Lacosamide (Vimpat),122.87,,
23117,NEURONTIN LEVEL,122.87,,
22704,OLANZAPINE (ZYPREXA),122.87,,
26065,OXYCODONE URINE,122.87,,
28865,Quetiapine (Seroquel),122.87,,
24604,REF LAB BUSPIRONE,122.87,,
23272,RISPERIDONE LEVEL,122.87,,
25912,RITALIN 40253075,173.23,,
13552,CREATINE KINASE TOT,44.52,,
13555,CREATINE KINASE ISOENZYMES,317.42,,
24605,REF LAB CK ELECTROPHORESIS,90.83,,
24606,REF LAB CKMB SCREEN,78.02,,
13558,CREATINE KINASE MB FXJ ONLY,78.36,,
13560,CREATININE BLD,35.62,,
24118,"PTH, CREATININE",35.62,,
329,"REF LAB CREATININE, BLOOD",35.62,,
151,CREAT URINE RANDOM,35.62,,
25066,CREATININE 24 HR URINE PROFILE,35.62,,
13562,"CREATININE, FLUID OTH",35.62,,
25761,"CREATININE, OTHER SOURCE 11182570",35.62,,
330,CREATININE CLEARANCE,64.12,,
13568,CRYOFIBRN,58.78,,
13569,CRYOGLOBULIN QUAL/SEMI-QUAN,44.52,,
331,CYANIDE,131.78,,
13571,CYANOCOBALAMIN,101.50,,
14445,CYSTATIN C,92.21,,
509,DEHYDROEPIANDROSTERONE (DHEA),170.95,,
13575,DEHYDROEPIANDROSTERONE-SULFATE,151.39,,
13577,DEOXYCORTISOL 11-,197.71,,
13582,DIHYDROXYVIT D 125-,261.78,,
22800,"ELASTACE,PANCREATICH,FECAL",78.36,,
22825,ALA DEHYDRATASE RBC,122.87,,
25773,ENZYME ACTIVITY 11182657,122.87,,
28067,RBC Enzymes,122.87,,
28062,Lp(a) cholesterol electrophoresis,233.33,,
337,ERYTHROPOIETIN,128.26,,
338,ESTRADIOL,188.80,,
24245,"ESTRADIOL,ENHANCED,SERUM",188.80,,
24567,REF LAB ASSAY OF ESTRADIOL,188.80,,
13595,"ESTRONE, SERUM",147.82,,
341,ESTRIOL,163.85,,
28248,ESTRONE,169.18,,
25775,ETHYLENE GLYCOL 40200390,101.50,,
208,REF LAB ETHYLENE GLYCOL,101.50,,
25984,FAT/LIPIDS FECES QUANT 40282710,103.67,,
343,COMP DIGEST STOOL ANALY,113.97,,
13601,FAT/LIPIDS FECES QUAN,113.97,,
13604,FAT DIFFIAL FECES QUAN,151.16,,
13606,FATTY ACIDS NONESTERIFIED,90.83,,
346,FERRITIN,92.60,,
24568,REF LAB ASSAY OF FERRITIN,92.60,,
13610,FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN,436.36,,
153,FLUORIDE,126.44,,
13612,FOLIC ACID SERUM,99.73,,
155,FOLIC ACID RBC,117.54,,
22954,IGA SUBCLASSES - IGA TOTAL,56.90,,
27223,CELIAC IGA,62.32,,
13626,GG IGA IGD IGG IGM EA w/Modifier 91,62.32,,
22955,IGD,62.32,,
22960,IGG SUBCLASSES,62.32,,
22971,IMMUNOGLOBULIN IGA,62.32,,
25824,IMMUNOGLOBULIN IGA 40200585,62.32,,
