Current Price 1,Default CPT Code,Item Active,Item Description - Item Master,Item Number,Item Termination Date
2260.88,15002,Y,WND PREP CH/INF TRK/ARM/LG,1215002,
1268.75,C1889,Y,PEEK VBR 10X27X10MM PARALLEL,8040175,
2780,,Y,PROGRAMER KIT,8025751,
194.67,80048,Y,BMP,6090099,12/18/2018
0,,Y,SYRINGE INSULIN .5ML SAFETYGLIDE,6207312,
2896,C1713,Y,2.4MM TIT VA-LCP VDR PLATE 04.111.641S,8000566,
248.2,72194,Y,PC CT PELVIS WO/W CONTRAST,4500035,
126.8,72194,Y,PC CT UROGRAM,4500036,8/1/2011
115.92,C1713,Y,SCREW SPIDER 2.4 MM 14 MM,8025370,
248.2,73201,Y,PC CT UPPER EXTREMITY W CONTRAST RT,4500038,
0,,Y,NF-VALSARTAN-HYDROCHLOROTHIAZIDE 320MG-2,3492,
649.32,76641,Y,US BREAST COMPLETE RIGHT,2176645,
248.2,73701,Y,PC CT LOWER EXTREMITY W CONTRAST RT,4500041,
4297.53,64822,Y,SYMPATHECTOMY ULNAR ARTERY,1264822,
115.92,C1713,Y,SCREW SPIDER 2.4 10 ML,8025371,
242,74150,Y,PC CT ABDOMEN WO CONTRAST,4500044,
0,,Y,NF-DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL,3303,
239.5,74175,Y,PC CTA ABDOMEN,4500048,
0,,Y,NF-LATANOPROST 0.005% OPHTHALMIC SOLUTIO,3304,
2260.88,15004,Y,SURGICAL PREP OR CREATION OF SITE BY,1215004,
261.8,76355,Y,PC CT GUIDANCE FOR STEROTACTIC LOCAL,4500050,
182.7,76370,Y,PC CT GUIDANCE FOR PLACEMENT OF RAD,4500052,
2260.88,15050,Y,PINCH GRAFT SINGLE OR MULT 2 CM,1215050,
649.32,76642,Y,US BREAST LIMITED RIGHT,2176643,
0,,Y,RXNF Pristiq ER Tablet 50MG,4898,
0,,Y,DNU,6202922,2/14/2019
0,,Y,NEEDLE ECLIPSE 23G X 1 SAFETY,6208020,
5161.69,64831,Y,SUTURE OF DIGITAL NERVEHAND OR FOOT,1264831,
248.2,73201,Y,PC CT UPPER EXTREMITY W CONTRAST LT,4500060,
728.7,C1713,Y,SCREW SOF 13 X 4.0 ATLANTIS ST,8015095,
46.31,84520,Y,BUN,6084520,12/18/2018
91.54,87070,Y,CULTURE Body Fluid,6090101,12/18/2018
728.7,C1713,Y,SCREW SOF 3.5 X 11MM ZEPHIR,8015078,
0,,Y,NF-CLOZAPINE 200MG ORAL TABLET,3376,
0,,Y,RXNF Steglatro Oral Tablet 15MG,6114,
3140.95,15101,Y,SPLIT GRAFT TRUNK ARMS,1215101,
717.5,C1713,Y,SCREW POLYAXIAL 7.5 X 45MM,8100139,
5161.69,64832,Y,SUTURE OF DIGITAL NERVE HAND OR FO,1264832,
3140.95,15120,Y,SPLIT THICKNESS AUTOGRAFT FACE SCAL,1215120,
239.5,73706,Y,PC CTA LOWER EXTREMITY LT,4500065,
998,C1713,Y,PLATE SYNT 2.7 LCP (TM) 8 HOLE/67MM,6214245,
8036.12,27269,Y,OPEN TREATMENT OF FEMORAL FRACTURE,1227269,
728.7,C1713,Y,SCREW SOF 3.5 X 13MM ZEPHIR,8015005,
0,,Y,RXNF Propranolol ER Oral Cap ER 80MG,4730,
77.2,75571,Y,PC CT CALCIUM SCORE,4575571,
1908,L8699,Y,IDEAL IMPLANTS 595CC,8080280,
432.1,75574,Y,PC CTA CORONARY,4575574,
1225,C1889,Y,PEEK VBR 10X23X8MM PARALLEL,8040170,
0,,Y,NEEDLE ECLIPSE 21 X 1,6208504,
588.92,C1713,Y,SCREW CANNULATED 7.3 X 65 MM,8010606,
1908,L8699,Y,IDEAL IMPLANTS 635CC,8080281,
0,,Y,Renin Activity and Aldosterone,6090102,12/18/2018
2576.58,15200,Y,FULL THICKNESS GRAFT FREE INCLUDING,1215200,
0,,Y,RXNF Valsartan/HCTZ Tablet 160MG-12.5MG,5057,
0,,Y,NF-Tranxene T-Tab Oral Tablet 7.5MG,5124,
588.92,C1713,Y,SCREW CANNULATED 7.3 X 75 MM,8010607,
0,,Y,NEEDLE ECLIPSE 18 G 1.5 SAFETY 305766,6208681,
54.8,85651,Y,SEDIMENTATION RATE-WESTERGREN (sendout)-,6090288,
733.22,C1713,Y,SCREW SOF CANC 3.5x13MM TIT ALLOY ZEPH,8015000,
0,,Y,IMMOBILIZER SHOULDER XXL UC,6213737,
0,,Y,RXNF Propranolol HCl Cap ER 160MG,5094,
3628.8,C1713,Y,PLATE  LCP 3.5 MM EXTRA-ARTICLAR DISTAL,8015269,
1922,C1713,Y,PLATE SYNT 2.7 LCP TPLATE 3 HOLE SHAFT,6214251,
0,,Y,SUTURE 2-0 POLYSORB V20 30IN UNDYED,6210856,
5161.69,64835,Y,SUTURE OF ONE NERVE MED MOTOR THENA,1264835,
0,,Y,SHAVER MINI 2.9 BARREL ABRADER BURR,6208099,
0,,Y,NF-GLYCOPYRROLATE 1MG ORAL TABLET,3549,
0,,Y,RXNF Propranolol HCl Cap ER 60MG,4676,
2260.88,15201,Y,FTH/GFT FR W/DIR CLSR TRNK EA ADD 20CM,1215201,
0,,Y,GLASSES SAFETY SMITH AND WESSON SILVER,6205666,
550.4,C1713,Y,SCREW CANNULATED 7.3 X 80MM,8010520,
0,,Y,telmisartan 40 mg TAB UD,2290922,
0,,Y,HEMATOCRIT and HEMOGLOBIN,6090103,12/18/2018
0,,Y,NF-Tranxene T-Tab Oral Tablet 7.5MG,5125,
5161.69,64836,Y,SUTURE NERVE ULNAR MOTOR,1264836,
0,,Y,QUICK FILL,6203643,
2576.58,15240,Y,FULL THICKNESS SKIN GRAFTING,1215240,
733.22,C1713,Y,SCREW SOF CANC 3.5x15MM TIT ALLOY ZEPHI,8015001,
14,J2710,Y,neostigmine 1:1000 VIAL 10ml (Unit=0.5ml,2290595,
5161.69,64837,Y,SUTURE OF EACH ADD NERVE HAND/FOOT,1264837,
352,L8699,Y,RESTRICTOR CEMENT SIZE 2,8005195,
733.22,C1713,Y,SCREW SOF CANC 3.5x17MM TIT ALLOY ZEPHI,8015002,
2312.15,15260,Y,FULL THICKNESS SKIN GRAFT FACE,1215260,
6324,L8699,Y,ACETABULAR LINER NEUT 36MM OD 60 MM,8005681,
0,,Y,NF-NATEGLINIDE ORAL TABLET 60MG,3255,
0,,Y,RXNF Propranolol HCl Cap ER 120MG,4735,
0,J3490,Y,glycopyrrolate 0.2mg/ml VIAL (Unit= 1ml),2290425,
694.76,C1713,Y,SCREW CANNULATED 7.3 X 85 MM,8010518,
0,,Y,NF-STARLIX 60MG ORAL TABLET,3254,
149.86,C1713,Y,PLATE SYNT 2.7MM L 3 HO SHFT OBLIQ LF31M,6213153,
2260.88,15271,Y,APPLICATION OF SKIN SUBSTITUTE GRAFT,1215271,
868.14,C1713,Y,SCREW SOF CANC 4.0x11MM TIT ALLOY ZEPHIR,8015003,
0,,Y,RXNF Pulmicort Flexhaler 180mcg/1 Act,4248,
0,,Y,cefprozil 500 mg TAB (Cefzil),2291560,
5161.69,64857,Y,SUTURE WITHOUT  TRANSPOSITION,1264857,
524,C1713,Y,SCREW SYNT LOCKING 5MM CANN 65MM,8010742,
0,,Y,GLASSES SAFETY BODY GLOVE SILVER,6206475,
3140.95,15570,Y,FORMATION OF PEDICLE TRUNK,1215570,
573.8,L8699,Y,S,8005182,
11057,L8699,Y,IMPLANT PFC FEMORAL COPONENT SZ 4,8005596,
5161.69,64859,Y,SUTURE EACH ADDITIONAL PERIPHERAL NE,1264859,
3290,L8699,Y,"CPX4 W/ SUTURE TABS, TISSUE EXP 4500cc",8080089,
360,C1713,Y,2.7 X 10 VAR ANGLE LOCKING SCREW,8000560,
3140.95,15572,Y,FORMATION TUBE/ PEDICLE GRAFT ARM/LE,1215572,
0,,Y,NF-amLODIPine and Benazepril Cap 5MG-10M,5875,
0,,Y,SUTURE 0 POLYSORB UNDYDED HOS-11 CL,6210147,
0,,Y,SHEILD EYE SECURE GARD FULL FACE,6207315,
694.76,C1713,Y,SCREW CANNULATED 7.3 X 90 MM,8010519,
0,,Y,NF-BENICAR HCT 40MG-25MG ORAL TABLET,3377,
542.5,C1713,Y,SCREW PEDICLE 5.5 X 50MM,8040188,
700,,Y,MEDTRONIC EMG TUBE NIM 9.0MM ID,6203531,
0,,Y,RXNF QVAR Inhalation Aerosol 0.04mg/1Act,4936,
5757,L8699,Y,IMPLANT MBT POROUS TRAY SLEEVE 53MM,8005503,
149.86,C1713,Y,PLATE SYNT 2.7MM L 3 HO SHFT OBLIQ LF32M,6213154,
5161.69,64874,Y,SUTURE NERVE REQ EXTNSVE MOBILI/TRANSPO,1264874,
2964,L8699,Y,IMPLANT UNIVERSAL STEM FLUTED 115X16MM,8005485,
0,,Y,NF-Arnica Montana Tablet,5127,
0,,Y,PACK HAND,6205826,12/12/2013
573.8,L8699,Y,s,8008421,2/5/2011
3140.95,15576,Y,EYELIDSNOSEEARSLIPSOR INTRAORAL,1215576,
0,,Y,RXNF Refresh Optive Ophth Soln 0.5%-0.9%,3756,
10084,L8699,Y,IMPLANT SIGMA RP TC3 INSERT SZ,8005930,
0,,Y,RXNF Dexilant Delayed-Release Cap 30MG,5128,
0,,Y,RXNF Refresh Tears Ophth Solution 0.5%,4926,
542.5,C1713,Y,SCREW PEDICLE 5.5 X 55MM,8040189,
0,,Y,NF-Kaletra Oral Tablet 200MG-50MG,5190,
3140.95,15600,Y,DELAY/SECT OF FLAP GRAFT TRUNK,1215600,
0,,Y,NF-Tolterodine Tartrate Oral Tablet 2MG,3792,
32.88,85025,Y,CBC W/ DIFF W/ PLTS,6090106,12/18/2018
0,,Y,XR PLIF Ortho Series,2199008,
5161.69,64891,Y,NERVE GRAFT SINGLE HAND/FOOT UP TO 4,1264891,
868.14,C1713,Y,SCREW SOF CANC 4.0x15MM TIT ALLOY ZEPHI,8015004,
0,,Y,NF-RANITIDINE 300MG ORAL TABLET,3551,
0,,Y,NF-Namenda Tablet 10MG,4893,
0,,Y,NF-Truvada Oral Tablet 100MG-150MG,5191,
2585.26,L8699,Y,TRIATHOLON FEMUR DISTAL AUGMENT 15MM S 3,8005817,
419.2,C1713,Y,SCREW SYNT CANNUL SHORT THREAD 4.0X14MM,6211867,
0,,Y,"NF-OPANA ER 30MG ORAL TABLET, EXTENDED R",3398,
3172.59,15620,Y,DIVISION AND INSETTING OF SKIN GRAFT,1215620,
0,,Y,SUTURE 0 VICRYL CTX 36IN            J370,6209794,
0,,Y,NF-Temazepam Capsule 15MG,3739,
0,,Y,NF-TOPIRAMATE 100MG ORAL TABLET,3397,
0,,Y,RXNF Sotalol Tablet 80MG,4745,
0,L8699,Y,GUIDEWIRE FOR BIO-COMPRESSION SCREW,8000066,
269.98,C1713,Y,SCREW SYNT 2.4 MM TIT T-8 24 MM,6214308,
10660,64892,Y,NERVE GRAFTSING TRICEPS TO AXILLARY,1264892,
3140.95,15620,Y,DELAY OF FLAP; SECTION PEDICLE,1215625,
261.93,C1713,Y,SCREW SYNT 6MM LCK SLFTAP STDV RCS 9,6214297,
728.7,C1713,Y,SCREW SOF 3.5 X 15MM ZEPHIR,8015006,
0,,Y,MEROCEL DRESSING AIRWAY DRAWSTRING,6212411,
5161.69,64895,Y,NERVE GRAFT,1264895,
11947.5,C1778,Y,SURGICAL LEAD KIT 70CM 2 X 8 KIT,8025775,
184,L8699,Y,32MM OVAL DOME PATELLA TRIAL,8005559,
419.2,C1713,Y,SCREW SYNT CANNUL SHORT THREAD 4.0X18MM,6211869,
0,,Y,RXNF Spiriva Respimat Spray 2.5MCG/1Act,5022,
3604.37,15650,Y,TRANSFER INTERMEDIATE OF FLAP,1215650,
261.93,C1713,Y,SCREW SYNT 7MM LCK SLFTAP STDV RCS 9,6214298,
5161.69,64897,Y,NERVE GRAFT MULTIPLE STRANDSARM/LE,1264897,
0,,Y,SUTURE 1 CHROMIC CT                 915H,6215064,
0,,Y,RXNF Doxepin Oral Capsule 50MG,5231,
5202.4,15731,Y,FOREHEAD FLAP W/PRESERVATION VASCULAR PE,1215731,
0,,Y,RXNF Tamoxifen Tablet 20MG,4331,
74.9,C1713,Y,SCREW SYNT 2.7MM X 50MM SLFTP CORTEX,6213489,
1052.52,C1713,Y,SCREW SOF 4 X 11MM ZEPHIR,8015007,
795,21931,Y,PC EXCIS TUMOR SOFT TISS BACK SUBC 3 CM<,2021931,
0,,Y,NF-HYDROXYUREA 500MG ORAL CAPSULE,3270,
156.73,C1713,Y,PLATE SYNT 2.7MM T 3 HLE SHFT 32MM,6201491,
0,,Y,"PROBE, SENSOR, ADULT, DIGI, DURASENSOR",6200516,
39.8,C1713,Y,SCREW SYNT 4.0 CAN BON FLTHD 2.5 HX SK 2,6200928,
1555.71,C1713,Y,PLATE 2.7/3.5 LCP LAT DIS FIB 7HOLRT 112,8010867,
0,,Y,TWIST DRILL 1 OVER 4 INCH,6212690,
74.9,C1713,Y,SCREW CORT 2.7MM SLFTAP 10MM,6213139,
2700,L8699,Y,MEMORY SHAPE MENTOR 334-1459,8080227,
0,,Y,cephalexin 250 mg CAP (Keflex),2290311,
0,,Y,GOWN IV/TELE S.STAR BLUE/TEAL (CLOTH),8080034,
0,,Y,CANNULA NEEDLE OPTH  25G 1.5,6203103,
0,,Y,RXNF Tikosyn Oral Capsule 500MCG,4963,
1052.52,C1713,Y,SCREW SOF 4 X 13MM ZEPHIR,8015008,
800,L8699,Y,RESTERILIZABLE  GEL SIZER RSZ-1459,8080229,
1805.87,C1713,Y,PLATE SYNT 24 X 18MM,8010244,
3140.95,15734,Y,MUSCLE FLAP TRUNK,1215734,
0,,Y,SUTURE 2 VICRYL OS-8               J719T,6209744,
124.53,L3670,Y,SLING SUPER PLUS SLINGSHOT XLARGE,6200234,12/20/2017
498,C1713,Y,SCREW SYNT CAN SHRT THRD 4.0X28MM,6211874,
5161.69,64910,Y,"NERVE REPAIR, W/VEIN ALLOGRAFT, EACH",1264910,
0,,Y,NF-LEVOCETIRIZINE DIHYDROCHLORIDE 5MG OR,3374,
0,,Y,PAD LARGE CHUX ABSORBENT FLOOR,6205853,
1052.52,C1713,Y,SCREW SOF 4 X 15MM ZEPHIR,8015009,
0,,Y,NF-CLOZAPINE 25MG ORAL TABLET,3375,
0,,Y,NF-Tacrolimus Oral Capsule 1MG,5876,
0,,Y,RXNF Topiramate Tablet 100MG,5015,
3140.95,15738,Y,MUSCLE MYOCUT FLAP - LOWER EXTREMITY,1215738,
0,,Y,SUTURE 2-0 MONOCRYL CT1            Y345H,6215078,
0,,Y,"NF-THEOPHYLLINE 200MG ORAL TABLET, EXTEN",3099,
0,,Y,PCA II PUMP SET ANTRFLX Y SET 8 LNG.4ML.,6201674,
0,64999,Y,UNLISTED PROCEDURE NERVOUS SYSTEM,1264999,
855,L8699,Y,ROUND SALINE 350-1690,8080242,
54.71,,Y,PUMP INFUSER 7 ML 2C1156KP,6213530,
868.14,C1713,Y,SCREW SOF CANC 4.0x13MM TIT ALLOY ZEPHI,8015074,
0,,Y,RXNF Topiramate Oral Tablet 25MG,4067,
0,,Y,NF-KETOCONAZOLE 200MG ORAL TABLET,3479,
0,,Y,NF-HYDROCORTISONE 20MG ORAL TABLET,3480,
0,,Y,NF-PHENTERMINE 37.5MG ORAL TABLET,3481,
502.45,C1713,Y,SCREW 4.0 CANNULATED LG THRD 36 MM,6211905,
1555.71,C1713,Y,PLATE 2.7/3.5 LCP LAT DIS FIB 7HOLRT 125,8010948,
2156,L8699,Y,DURASEAL 5ML EXACT SPINE SEALANT  206520,6213549,
19700,C1889,Y,PEEK VBR SPACER 6 DEGREE CROSS FUSE,8040277,
0,,Y,NEEDLE 8GA X 10CM (NORIAN BONE FILLER),8010401,
267.07,C1713,Y,SCREW CORT 2.7MM SLFTAP 8MM,6213145,
439.6,C1713,Y,SCREW SYNT CANNUL SHT THREAD 4.0X36MM,6211878,
0,,Y,RXNF Topiramate Oral Tablet 50MG,5019,
5340,C1820,Y,CHARGING KIT FOR IMPLANTABLE PULSE,8025752,
514.5,,Y,ENDO BLN CRE 15-18MM 8CM,6210362,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MED 550CC,8080123,
3140.95,15760,Y,COMPOSITE SKIN GRAFT FULL THICKNESS,1215760,
868.14,C1713,Y,SCREW SOF CANC 4.0x17MM TIT ALLOY ZEPHI,8015075,
0,,Y,DRILL STEP 2.9 MM BIOSUTURE TAK,6210193,
0,,Y,"CAST PADDING NON-STERILE 2""",6213749,
0,,Y,RXNF Pantoprazole Sodium Tab EC 40MG,5232,
2349.98,65210,Y,REMOVAL OF FOREIGN BODYEXTERNAL EYE,1265210,
61.22,84484,Y,TROPONIN  I QUANTITATIVE,6090111,12/18/2018
0,,Y,RXNF Toujeo Subcutaneous Soln 300U/1ML,4564,
3140.95,15770,Y,GRAFT DERMA-FAT-FASCIA,1215770,
0,,Y,DRESSING FIBERGLASS ONE STEP 4X30,6202669,
0,,Y,DRESSING FIBERGLASS ONE STEP 4X15,6202668,
0,,Y,NF-GUAIFENESIN 400MG ORAL TABLET,3433,
0,,Y,NF-TRANSDERM SC TRANSDERM PATCH 0.33MG/2,3076,
0,,Y,NF-DIAZEPAM ORAL TABLET  10MG,3495,
8644.48,69635,Y,TYMPANOPLASTY W/ANTROTOMY OR MASTOIDECTO,1269635,
0,L8699,Y,CANNULA  STRYKER DRI-LOK 8 MM,6213822,
0,,Y,dextrose 5% 0.9% NaCl + KCl 20 meq/L,6206034,
2349.98,65222,Y,REMOVAL OF FOREIGN BODYEXTERNAL EYE,1265222,
0,,Y,"NF-OMEPRAZOLE 20MG ORAL TABLET, DELAYED",3077,
674.73,C1713,Y,SCREW SOF SELF DRILL 12 X 4.0 ATLANTIS,8015064,
0,,Y,RXNF Tradjenta Tablet 5MG,4525,
0,,Y,dextrose 5% 0.45% sodium Chloride 500 ml,6200072,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MED 575CC,8080216,
2395.31,15781,Y,DERMABRASION SEGMENTAL OF FACE,1215781,
3711.03,65235,Y,REMOVAL RESIDUAL RETAINED LENS CORTEX,1265235,
0,,Y,DRESSING FLEXLITE 4 INCH,6202073,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MED 600CC,8080124,
0,,Y,RXNF Transderm Scop PatchER 1.5mg,4694,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MOD +650CC,8080178,
1988.78,C1713,Y,PLATE SYNT 3.5 LCP CLAVICAL HOOK  4H/15,8010619,
2767.8,L8699,Y,PLATE BETA Y MFT-002-YB,8030520,12/22/2018
0,,Y,BOOT COVER TYVEK ISOCLEAN WHITE LARGE,6203054,
57.23,G0306,Y,CBC W/ DIFF W/O PLTS,6090112,12/18/2018
125,L8699,Y,SALINE ROUND MOD + SIZER 600CC,8080179,
2462.92,L8699,Y,TRI POST AUGMENT  SZ3 10MM,8005818,
100,L8699,Y,"SALINE, ROUND MODERATE PLUS PROFICLE 500",8080199,
2999.61,65265,Y,REMOVAL FOREIGN BODY INTRAOCULAR POST,1265265,
0,,Y,DRESSING FLEXLITE 6 INCH,6202074,
2215.5,,Y,ZIMMER CUP-OUT BLADE SHORT 58MM,8040266,
19700,C1889,Y,PEEK VBR SPACER 6 DEGREE CROSS FUSE,8040462,
2452.7,C1713,Y,PLATE SYNT 3.5 LCP CLAVICAL HOOK  6H,8010521,
125,L8699,Y,SALINE ROUND MOD + SIZER 475CC,8017021,
855,L8699,Y,ROUND SALINE 350-2500,8017020,
3487.37,65275,Y,REPAIR LACERATION CORNEA NON PERFORATING,1265275,
15202,L8699,Y,ACETABULAR CUP DEEP PROFILE SZ68 LNR60,8005680,
0,,Y,RXNF Travoprost Ophthalmic Soln 0.004%,4870,
0,,Y,nasal,2290511,
2374.12,15786,Y,DERMABRASION SINGLE LESION,1215786,
674.73,C1713,Y,SCREW SOF SELF DRILL 13 X 4.0 ATLANTIS,8015065,
595.77,L8699,Y,ROD 3.0MM CARBON FIBER  350MM,8010614,
3304.17,65280,Y,REPAIR OF LACERATIONCORNEA AND/OR,1265280,
0,,Y,RXNF Tacrolimus Oral Capsule 1MG,5877,
855,L8699,Y,ROUND SALINE 350-2475,8017019,
0,,Y,"PEG BOARD PEG COVER 12""",6223332,
0,,Y,RXNF Tresiba Subcutaneous Soln 100U/1ML,4986,
6060.62,65285,Y,REPAIR LACERATION CORNEA/SCLERA W/ REPO,1265285,
0,,Y,"PEG BOARD PEG COVER 14""",6223333,
4414.08,15820,Y,BLEPHAROPLASTYLOWER EYELID,1215820,
3304.17,65420,Y,EXC/TRANSPOSITION PTERYGIUM WO GRAFT,1265420,
0,,Y,NERVE BLOCK-Bupivacaine 0.3% INF 200ml,2291732,
74.9,C1713,Y,SCREW CORTEX 2.7X12MM,6213140,
0,,Y,NF-YAZ 28 ORAL TABLET 3MG-0.02MG,3482,
1988.78,C1713,Y,PLATE SYNT 3.5 LCP CLAVICAL HOOK  6H/73,8010413,
674.73,C1713,Y,SCREW SOF SELF DRILL14 X 4.0 ATLANTIS,8015066,
2257.92,L8699,Y,2.4M TI VA-LCP VOLAR RIM DISTAL RADIUD P,8018674,
2743.44,C1713,Y,PLATE 2.7/3.5 VA-LCP DIST HUMERA 4HOLE M,8015933,
46.31,G0307,Y,CBC W/O DIFF W/O PLTS,6090114,12/18/2018
157.82,L8699,Y,PEG DEP SMOOTH 2.0 P16,8005093,
3604.37,65426,Y,EXCISION OF TRANSPOSITION OF PTERYGI,1265426,
5631.56,15821,Y,BLEPHAROPLASTY LOWER EYELID; EXTENS,1215821,
0,,Y,NF-BISOPROLOL FUMARATE AND HYDROCHLOROTH,3324,
1325,C1713,Y,SEE 6213922,8100502,
0,,Y,"NF-OXYTROL 3.9MG/24HR TRANSDERMAL PATCH,",3189,
505,,Y,ELECTRODE SPIKED BAR VE-S,6207151,
0,,Y,"BED PAD 2"" EGGCRATE = 120000CC",6200383,
1753.6,C1713,Y,PLATE SYNT 3.5 LCP CLAVICAL HOOK PL5H,8010733,
6172.15,65780,Y,OC RECNST AMNTC MEM TRNSPT,1265780,
276.6,70480,Y,PC CT TEMPORAL BONE WO CONTRAST,4500075,
0,,Y,NF-ADVAIR DISKUS 100/50 0.1MG-0.05MG/1IN,3323,
400,,Y,SYRINGE DOUBLE ACP,6213724,
1981.77,L8699,Y,OXFORD UNI KNEE ARCOM MENISCAL MED 7MMRT,8025292,
46.31,84295,Y,SODIUM SERUM,6090115,12/18/2018
739.2,A4649,Y,HAMMERLOCK 2 DRILL KIT W 2.1 MM DRILL B,8025636,
4132.8,C1713,Y,PLATE SYNT 3.5 LCP DSTL HUM 12H 266M-STE,8000591,
157.82,L8699,Y,PEG DEP SMOOTH 2.0 P18,8005094,
5631.56,15823,Y,BLEPHAROPLASTY UPPER EYELIDWITH EX,1215823,
0,,Y,NF-Tylenol Sinus Congestion/Pain Severe,5315,
1596,C1713,Y,PLATE 2.7/3.5MM VARIABLE  1HL l/MED,8011431,
2100,L8699,Y,HAMMERLOCK 2 IMPLANT KIT 15X5MM/0 DEGREE,8025637,
3843.62,65815,Y,PARACENTESIS ANT CHMBER EYE,1265815,
157.82,L8699,Y,PEG DEP SMOOTH 2.0 MM R20,8005095,
1560.52,L8699,Y,TRIATHLON ASYMMETRIC X3 PATELLA,8005819,
3140.95,15824,Y,RHYTIDECTOMY FOREHEAD,1215824,
3707.67,65870,Y,SEVER ADHES ANT SEG EYE ANT SYNECHIA,1265870,
5088,L8699,Y,BONE TENDON ACHILLES W 16 TO 19.5MM,6208982,
2245.26,C1713,Y,PLATE SYNT 3.5 LCP MED DSTAL HUM 3 HO RI,8010115,
2100,C1713,Y,HAMMERLOCK 2 IMPLANT KIT 15X7MM/0 DEGREE,8025640,
157.82,L8699,Y,PEG DEP SMOOTH 2.0MM P22,8005096,
3140.95,15828,Y,RHYTIDECTOMY FOREHEAD CHEEK CHIN,1215828,
728.7,C1713,Y,SCREW SOF SELF DRILLING 13 X 4.5 ATLANTI,8015068,
764,,Y,15MM IMPACTOR POSITIONING AID,6212377,
3487.37,65875,Y,SEVER ADHES ANT SEG EYE POS SYNECHIA,1265875,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MOD 405CC,8080165,
3604.37,15829,Y,FACE LIFTRHYTIDECTOMYSMAS FLAP,1215829,
764,,Y,17MM IMPACTOR POSITIONING AID,6212378,
0,,Y,NF-Nicoderm CQ TD Patch ER 14MG/24HR,3741,
0,,Y,SUTURE 3-0 POLYSORB V20 30IN UNDYED,6210855,
0,,Y,NF-Chlorpheniramine Maleate Tablet 4MG,5316,
0,,Y,ketorolac 15 mg/0.5 ml  (Toradol),2291686,
3455.05,15832,Y,EXC EXCESSIVE SKIN/SUBCUTANEOUS TISS,1215832,
26,J7626,Y,budesonide 0.25 mg/2 ml NEB (Pulmicort),2291628,
25,84443,Y,TSH,6090117,12/18/2018
6194.09,65930,Y,REMOVAL BLOOD CLOT ANT SEGMENT OF EY,1265930,
0,,Y,NERVE BLOCK-ropivacaine 0.1% INF 200 ml,2291615,
1596,C1713,Y,PLATE 2.7/3.5MM VARIABLE  1HL R/SHORT,8011429,
334,C1713,Y,SCREW SYNT SELFTAP W STDRV RCS 80MM,8010068,
3121.04,L8699,Y,TRI CEMENTED STEM 12MMX 100MM,8005820,
0,,Y,MISC ITEM FOR ADMISSIONS BHSC,999501,
2576.58,15836,Y,EXC EXCESSIVE SKIN/SUBCUTANEOUS TISS,1215836,
2491.23,C1713,Y,PLATE SYNT 3.5 LCP MEDDIS HUM 5HOLPL RT,8010289,
0,,Y,TAPE 1 IN TRANSPORE NON270201,6200470,
0,,Y,NERVE BLOCK-ropivacaine 0.3% 336 ml,2291792,
2349.28,66030,Y,INJECTION ANTERIOR CHAMBER MEDICATI,1266030,
2576.58,15839,Y,EXCISION EXCESSIVE SKIN AND SUBCUTAN,1215839,
0,,Y,OMNIPAQUE 370MG / 100 ML UNITS,6211548,
0,,Y,DRESSING CAST PADDING STERILE 6 INCH,6212119,
800,L8699,Y,PERI CARDIUM PATCH VASCU-GUARD,6205545,
0,,Y,TAPE 2 IN TRANSPORE,6200471,
3172.59,15840,Y,GRAFT FOR FACIAL NERVE PARALYSIS,1215840,
654,C1713,Y,PLATE 2MM LCP TM PLATE 5 HOLE,6213053,
4060.17,66170,Y,FISTULIZATION OF SCLERA FOR GLAUCOM,1266170,
0,,Y,HEMATOCRIT and HEMOGLOBIN...,6090065,12/18/2018
0,,Y,NF-Symbicort Inh Aer Liq 160MCG-4.5MCG,4959,
1792.3,15850,Y,REMOVAL OF SUTURE UNDER ANESTHESIA,1215850,
0,,Y,NF-LISPRO-PFC SQ SUSP 100U/1ML,3460,
1792.3,15851,Y,REMOVAL SUTURES OTHER PHYSICIAN,1215851,
6217.83,66183,Y,INSERT ANTER DRAINAGE DEV W/O EXTRAOC RE,1266183,
0,,Y,RXNF Lithium Carbonate ER tablet 300MG,3826,
0,,Y,SUTURE 2 POLYSORB HOS-10 30IN DYED,6210000,
375.41,C1713,Y,SCREW SYNT VARIABLE ANGLE 3.5 42MM,8010572,
791.2,C1713,Y,PLATE SYNT 3.5 LCP T OBLIQ RIGHT 3X53 HO,8019007,
0,,Y,TAPE 3 IN TRANSPORE,6200472,
0,,Y,SUTURE 0 POLYSORB HGS-22 DT CL801MG,6200563,
3140.95,15877,Y,SUCTION ASSISTED LIPECTOMY: TRUNK,1215877,
10638,L8699,Y,PFJ TROCHLEA,8005667,
3020.14,15878,Y,SUCTION ASSISTED LIPECTOMY/ UPPER EXTREI,121587,
2349.28,66250,Y,REVISION/REPAIR OPERATIVE WOUND ANTE,1266250,
46.31,85730,Y,PTT,6090122,12/18/2018
