Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,8478724561,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Above the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"2520 ELISHA AVENUE ZION, IL (42.44897, -87.82684)",https://www.vitals.com/hospital/3mnbt0/midwestern-regional-medical-center-zion,https://www.yellowpages.com/zion-il/mip/midwestern-region-med-center-28494223,https://www.ahd.com/free_profile/140100/Cancer_Treatment_Centers_of_America_at_Midwestern_Regional_Medical_Center/Zion/Illinois/,TRUE
140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,7737748000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"7435 W TALCOTT AVENUE CHICAGO, IL (41.988458, -87.81257)",http://www.presencehealth.org/presence-resurrection-medical-center-chicago,http://www.presencehealth.org/landing.cfm?id=1837&action=detail&ref=291,http://www.presencehealth.org/presence-resurrection-medical-center-chicago-contact-us-phone,TRUE
170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,ELLIS,7856235000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"2220 CANTERBURY DRIVE HAYS, KS (38.879604, -99.299273)",https://www.haysmed.com/,https://www.haysmed.com/contact/,https://www.haysmed.com/careers/,TRUE
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,9783691400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"133 OLD ROAD TO 9 ACRE CORNER W CONCORD, MA (42.452628, -71.377231)",https://www.emersonhospital.org/,https://www.emersonhospital.org/locations/emerson-hospital,https://www.emersonhospital.org/locations,TRUE
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,MUSCATINE,5632649100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"1518 MULBERRY AVENUE MUSCATINE, IA (41.434173, -91.052727)",https://www.unitypoint.org/quadcities/trinity-muscatine.aspx,https://www.unitypoint.org/homecare/clinic.aspx?id=884,https://www.unitypoint.org/quadcities/trinity-muscatine-friends.aspx,TRUE
170074,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GEARY,7852384131,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1102 ST MARY'S ROAD JUNCTION CITY, KS (39.013979, -96.849798)",http://gearycommunityhospital.org/,https://www.facebook.com/GearyCommunityHospital/,https://www.junctioncitychamber.org/list/member/geary-community-hospital-111,TRUE
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,2708870100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"320 WEST 18TH STREET HOPKINSVILLE, KY (36.860443, -87.495668)",https://www.jenniestuarthealth.org/,https://www.ahd.com/free_profile/180051/Jennie_Stuart_Medical_Center/Hopkinsville/Kentucky/,https://www.yelp.com/biz/jennie-stuart-medical-center-hopkinsville-2,TRUE
220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,1069,HAMPDEN,4132837651,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"40 WRIGHT STREET PALMER, MA (42.16813, -72.342457)",https://www.baystatehealth.org/locations/wing-hospital,https://www.baystatehealth.org/locations/primary-care-palmer,https://www.baystatehealth.org/locations/cardiology-palmer,TRUE
190303,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,TANGIPAHOA,9855106200,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,"42570 SOUTH AIRPORT RD HAMMOND, LA (30.477042, -90.414264)",http://cypresspointehospital.com/,https://www.facebook.com/CypressPointeHospital/,http://ldh.la.gov/index.cfm/directory/detail/4905/catid/169,TRUE
180005,HIGHLANDS REGIONAL MEDICAL CENTER PRESTONSBURG KY,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,6068868511,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,"5000 KENTUCKY ROUTE 321 PRESTONSBURG, KY (37.71054, -82.77025)",http://www.hrmc.org/,http://www.hrmc.org/contact/,http://www.hrmc.org/doctors,TRUE
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,7819793000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"585 LEBANON STREET MELROSE, MA (42.460278, -71.061993)",https://www.melrosewakefield.org/locations/melrosewakefield-hospital/,https://www.melrosewakefield.org/locations/,https://www.melrosewakefield.org/locations/cardiovascular-center/,TRUE
170027,PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS,67124,PRATT,6204501160,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"200 COMMODORE ST PRATT, KS (37.645365, -98.729367)",https://www.prmc.org/,https://www.prmc.org/contact.html,https://www.prmc.org/our-clinics/,TRUE
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MONTGOMERY,3017748882,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"18101 PRINCE PHILIP DRIVE OLNEY, MD (39.153858, -77.056819)",https://www.medstarmontgomery.org/,https://www.medstarmontgomery.org/contact-us/,https://www.medstarmontgomery.org/our-locations/,TRUE
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,5635821881,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"350 NORTH GRANDVIEW AVENUE DUBUQUE, IA (42.495413, -90.687573)",https://www.unitypoint.org/dubuque/default.aspx,https://www.unitypoint.org/dubuque/contact-us.aspx,https://www.unitypoint.org/clinic.aspx?id=980,TRUE
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,3129262000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"251 E HURON ST CHICAGO, IL (41.894995, -87.621364)",https://www.nm.org/locations/northwestern-memorial-hospital,https://www.nm.org/,https://www.nm.org/locations,TRUE
170068,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,SEWARD,6206296291,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"315 WEST 15TH STREET LIBERAL, KS (37.054216, -100.926569)",http://www.swmedcenter.com/,http://www.swmedcenter.com/index.php/contact-us/,http://www.swmedcenter.com/index.php/patient-portal-3/,TRUE
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,JEFFERSON,5025874011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,"200 ABRAHAM FLEXNER WAY LOUISVILLE, KY (38.249328, -85.751137)",https://www.kentuckyonehealth.org/jewish-hospital,https://www.kentuckyonehealth.org/body.cfm?id=3107&action=detail&ref=2909,https://jewishlouisville.org/jewish-hospital-a-st-marys-healthcare/,TRUE
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,COWETA,7704002300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"745 POPLAR ROAD NEWNAN, GA (33.359363, -84.754062)",https://www.piedmont.org/locations/piedmont-newnan/pnh-home,https://www.piedmont.org/locations/piedmont-newnan/pnh-visitors,https://www.piedmont.org/locations/piedmont-newnan/newnan-hospital-maps,TRUE
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,8473622900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"801 S MILWAUKEE AVE LIBERTYVILLE, IL (42.274563, -87.95165)",https://www.advocatehealth.com/condell/,https://locations.advocatehealth.com/il/libertyville,https://www.yelp.com/biz/advocate-condell-medical-center-libertyville-2,TRUE
120011,KAISER FOUNDATION HOSPITAL HONOLULU HI,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,8084320000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,This hospital's star rating only includes data reported on inpatient services.,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"3288 MOANALUA RD HONOLULU, HI (21.365697, -157.903899)",https://healthy.kaiserpermanente.org/hawaii/facilities/kaiser-permanente-moanalua-medical-center-100434,http://www.hospital-data.com/hospitals/KAISER-FOUNDATION-HOSPITAL-HONOLULU.html,https://www.ahd.com/free_profile/120011/Kaiser_Permanente_Moanalua_Medical_Center_%26_Clinic/Honolulu/Hawaii/,TRUE
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,HOWARD,7657768000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3500 S LAFOUNTAIN ST KOKOMO, IN (40.446835, -86.127103)",https://www.ecommunity.com/locations/community-howard-regional-health,https://www.ecommunity.com/locations/community-howard-regional-health/behavioral-health-care,https://www.ecommunity.com/locations/community-howard-specialty-hospital,TRUE
170039,SUMNER REGIONAL MEDICAL CENTER WELLINGTON KS,1323 NORTH A STREET,WELLINGTON,KS,67152,SUMNER,6203267451,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1323 NORTH A STREET WELLINGTON, KS (37.277815, -97.394251)",http://www.srmcks.org/,http://www.srmcks.org/contact/,http://www.srmcks.org/history/,TRUE
170198,"SUMMIT SURGICAL, LLC",1818 EAST 23RD AVENUE,HUTCHINSON,KS,67502,RENO,6206626000,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1818 EAST 23RD AVENUE HUTCHINSON, KS (38.07953, -97.888595)",http://summitks.com/,http://summitks.com/service-and-specialties/summit-surgical/,http://summitks.com/providers-and-staff/,TRUE
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",100 MEDICAL CENTER DRIVE,SLIDELL,LA,70461,ST. TAMMANY,9856465000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"100 MEDICAL CENTER DRIVE SLIDELL, LA (30.286243, -89.743132)",https://www.ochsner.org/locations/ochsner-medical-center-north-shore,https://www.ochsner.org/locations/ochsner-medical-center-north-shore/patient-information,https://www.ochsner.org/locations/ochsner-health-center-slidell,TRUE
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"271 CAREW STREET SPRINGFIELD, MA (42.115878, -72.595442)",http://www.mercycares.com/mercy_medical_center,http://www.mercycares.com/springfield,https://www.mercycares.com/body-springfield.cfm?id=50&action=detail&ref=1,TRUE
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,FALSE,TRUE,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"221 MAHALANI STREET WAILUKU, HI (20.884455, -156.488087)",https://www.mauihealthsystem.org/maui-memorial/,https://www.yelp.com/biz/maui-memorial-medical-center-wailuku-2,https://www.ahd.com/free_profile/120002/Maui_Memorial_Medical_Center/Wailuku/Hawaii/,TRUE
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,8153001100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"1900 SILVER CROSS BLVD NEW LENOX, IL (41.54543, -87.986049)",https://www.silvercross.org/,https://www.silvercross.org/contact-us,https://www.silvercross.org/find-a-location/locations,TRUE
190218,SABINE MEDICAL CENTER,240 HIGHLAND DRIVE,MANY,LA,71449,SABINE,3182561232,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Above the national average,,Same as the national average,,"240 HIGHLAND DRIVE MANY, LA (31.560448, -93.470983)",http://sabinemedicalcenter.net/,http://sabinemedicalcenter.net/contact-us/,http://sabinemedicalcenter.net/our-physicians/,TRUE
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,2198864000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,"600 GRANT ST GARY, IN (41.599436, -87.357023)",https://www.methodisthospitals.org/,https://www.methodisthospitals.org/patients/contact-us/,https://www.methodisthospitals.org/careers/careers/,TRUE
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,WOODBURY,7122793500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2720 STONE PARK BOULEVARD SIOUX CITY, IA (42.5186, -96.406029)",https://www.unitypoint.org/siouxcity/st-lukes-regional-medical-center.aspx,https://www.unitypoint.org/siouxcity/default.aspx,https://www.unitypoint.org/siouxcity/clinic.aspx?id=81,TRUE
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,7064942101,Acute Care Hospitals,Proprietary,FALSE,TRUE,5,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"100 FRIST COURT COLUMBUS, GA (32.53588, -84.954383)",https://www.piedmont.org/locations/piedmont-columbus/home,https://www.piedmont.org/locations/piedmont-columbus/northside-visitors,https://www.piedmont.org/locations/location-details?practice=1351,TRUE
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE,LA,70810,E. BATON ROUGE,2254088080,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Above the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"8080 BLUEBONNET BLVD BATON ROUGE, LA (30.376565, -91.099333)",http://www.sscbr.com/,http://www.sscbr.com/form_contacts.php,http://www.sscbr.com/staff.php,TRUE
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,WARRICK,8128424784,Acute Care Hospitals,Proprietary,FALSE,TRUE,5,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,"4007 GATEWAY BLVD NEWBURGH, IN (37.975196, -87.44227)",https://www.deaconess.com/Locations/The-Heart-Hospital,https://www.vitals.com/hospital/3ftn8g/the-heart-hospital-at-deaconess-gateway-llc-newburgh,https://www.healthcare4ppl.com/medical-group/indiana/newburgh/the-heart-hospital-at-deaconess-gateway-llc-6709951692.html,TRUE
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,STORY,5152392011,Acute Care Hospitals,Government - Local,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,"1111 DUFF AVENUE AMES, IA (42.032391, -93.610624)",https://www.mgmc.org/,https://www.mgmc.org/contact-us/,https://www.mgmc.org/medical-services/,TRUE
170201,"BLUE VALLEY HOSPITAL, INC",12850 METCALF AVENUE,OVERLAND PARK,KS,66213,JOHNSON,9132202866,Acute Care Hospitals,Proprietary,FALSE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"12850 METCALF AVENUE OVERLAND PARK, KS (38.896301, -94.667876)",https://www.bluevalleysurgical.com/,https://www.bluevalleysurgical.com/contact/,https://bluevalleyhospital.com/,TRUE
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,2706514159,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,"1301 NORTH RACE STREET GLASGOW, KY (37.011566, -85.903862)",https://www.tjsamson.org/,https://www.tjsamson.org/contact_us.aspx,https://www.tjsamson.org/careers/career_opportunities.aspx,TRUE
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,SHELBY,3173923211,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"2451 INTELLIPLEX DR SHELBYVILLE, IN (39.560017, -85.78397)",https://www.mymhp.org/,https://www.mymhp.org/careers/,https://www.mymhp.org/contact-us/,TRUE
160032,SKIFF MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,JASPER,6417921273,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"204 N 4TH AVE E NEWTON, IA (41.702413, -93.051177)",https://www.skiffmed.com/,https://www.skiffmed.com/locations/newton/newton-clinic/,https://www.skiffmed.com/locations/newton/,TRUE
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,8474375500,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"800 W BIESTERFIELD RD ELK GROVE VILLAGE, IL (42.003705, -88.014996)",https://www.amitahealth.org/locations/hospitals/elk-grove-village,https://www.alexianbrothershealth.org/?id=69&sid=5,https://www.alexianbrothershealth.org/,TRUE
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,4137940000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"759 CHESTNUT STREET SPRINGFIELD, MA (42.121712, -72.605956)",https://www.baystatehealth.org/locations/baystate-medical-center,https://www.baystatehealth.org/contact-us,https://www.baystatehealth.org/,TRUE
210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,ST. MARYS,3014756001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"25500 POINT LOOKOUT ROAD LEONARDTOWN, MD (38.299239, -76.640383)",https://www.medstarstmarys.org/,https://www.medstarstmarys.org/contact-us/,https://www.medstarstmarys.org/our-locations/,TRUE
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,E. BATON ROUGE,2257522470,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"17000 MEDICAL CENTER DR BATON ROUGE, LA (30.440994, -91.001513)",https://www.ochsner.org/locations/ochsner-medical-center-baton-rouge,https://www.ochsner.org/locations/ochsner-health-center-oneal,https://www.ochsner.org/locations/ochsner-medical-center-baton-rouge/patient-information,TRUE
210006,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,MD,21078,HARFORD,4436433303,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"501 SOUTH UNION AVENUE HAVRE DE GRACE, MD (39.54348, -76.091528)",https://www.umms.org/uch/locations/um-harford-memorial-hospital,https://www.umms.org/uch,https://www.umms.org/uch/patients-visitors/directions,TRUE
140019,HSHS GOOD SHEPHERD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,2177743961,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Same as the national average,,"200 S CEDAR ST SHELBYVILLE, IL (39.405801, -88.807113)",https://hshsgoodshepherd.org/,https://www.hshsgoodshepherd.org/Hospital-Information/Contact-Us,https://www.hshsgoodshepherd.org/Find-A-Doctor,TRUE
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,6202511200,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1400 W 4TH ST COFFEYVILLE, KS (37.040399, -95.638346)",https://www.crmcinc.org/,https://www.crmcinc.org/contact-us/,https://www.crmcinc.org/locations/,TRUE
180115,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,6062562195,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"145 NEWCOMB AVENUE MOUNT VERNON, KY (37.358006, -84.337001)",http://rockcastleregional.org/,http://www.rockcastleregional.org/respiratory/,http://www.rockcastleregional.org/careers/,TRUE
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,CANYON,2084594641,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1717 ARLINGTON STREET CALDWELL, ID (43.65422, -116.69564)",https://westvalleymedctr.com/,https://westvalleymedctr.com/careers/search.dot,https://westvalleymedctr.com/about/contact-us.dot,TRUE
