Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
16728,DRILL BIT CANNULATED 2.5MM,170
16729,DRILL BIT CANNULATED 2MM,190
16730,DRILL BIT 2.5MM,170
16731,DRILL BIT 3MM,230
16732,WIRE GUIDE TROCAR THRD 1.35MM,40
16733,"""DRILL BIT 2.5 LASER MARK 3.5""",170
16734,PLATE FIB LOCK LOPRO 4H LEFT,1100
16735,PLATE FIB LOCK LOPRO 5H LEFT,1858
16736,PLATE FIB LOCK LOPRO 6H LEFT,1450
16737,PLATE FIB LOCK LOPRO 8H LEFT,1590
16738,PLATE FIB LOCK LOPRO 4H RIGHT,1100
16739,PLATE FIB LOCK LOPRO 5H RIGHT,1858
16740,PLATE FIB LOCK LOPRO 6H RIGHT,1450
16741,PLATE FIB LOCK LOPRO 8H RIGHT,1590
16742,PLATE LOCK 4H STRAIGHT,900
16743,PLATE LOCK 6H STRAIGHT,950
16744,PLATE LOCK 7H STRAIGHT,1050
16745,PLATE LOCK 8H STRAIGHT,1100
16746,PLATE LOCK 10H STRAIGHT,1190
16747,PLATE LOCK 12H STRAIGHT,1390
16748,SCREW FRACTURE ANKLE JOINT SM,1400
16749,PLATE DELTOID AVULSION LOCK 3H,2358
16750,PLATE DELTOID AVULSION LOCK 5H,1650
16751,PLATE DELTOID AVULSION LOCK 7H,1800
16752,PLATE LOCK 4H 1/3 TUBULAR,450
16753,PLATE LOCK 6H 1/3 TUBULAR,480
16754,PLATE LOCK 7H 1/3 TUBULAR,510
16755,PLATE LOCK 8H 1/3 TUBULAR,530
16756,PLATE LOCK 10H 1/3 TUBULAR,800
16757,PLATE FIB AVULSION LOCK 3H,1400
16758,PLATE FIB AVULSION LOCK 5H,1400
16759,PLATE FIB AVULSION LOCK 7H,1400
16760,PLATE LO PRO 8H LEFT LONG,2286
16761,PLATE LO PRO 6H LEFT SHORT,2286
16762,PLATE LO PRO 6H LEFT STANDARD,2286
16763,PLATE LO PRO 6H RIGHT SHORT,2286
16764,PLATE LO PRO 6H RIGHT STANDARD,2286
16765,PLATE STR LO PRO MTP LONG,2286
16766,PLATE STR LO PRO MTP SHORT,1600
16767,PLATE STR LO PRO MTP STANDARD,1600
16768,WIRE GUIDE TROCAR TIP 0.078MM,20
16769,PLATE 3.5 LOCK 3RD TUBE SS 12H,600
16770,PROGAV VALVE,4674
16771,PROGAV W/DISTAL CATH,5126
16772,PROGAV SHUNT 15CM,6442
16773,PROGAV SHUNT,6376
16774,ELEVATOR METATARSIL,119
16775,"""ELEVATOR 13MM BLADE 6.50""""""",119
16776,"""ELEVATOR 15MM BLADE 6.50""""""",119
16777,"""ELEVATOR BLADE 17MM 6.50""""""",119
16778,TIP PROGEL EXTENDED SPRAY 16CM,180
16779,CAP SEALING ROTOCUT G1 MOCRCEL,44
16780,COVER EYEGARD EYE ADULT,5330
16781,GENERATOR VNS ASPIRE HC SINGLE,47694
16782,KIT LACRICATH DCP PRODURE UNIL,620
16783,ELECTRODE HOOK BIPOLAR 24.5/26,604
16784,SUTURE ENDOSTITCH 2 O POLYSORB,41
16785,SUTURE ETHIBOND O 42IN DA,104
16786,SCREW CORTICAL 3.5X22 T15 SLF,80
16787,SCREW CORTICAL 3.5X50 T15 LOCK,301
16788,SCREW CORTICAL 3.5X55 T15 LOCK,289
16789,PLATE PEDILOC 4.5 130DX3.5 6H,3146
16790,PLATE 4.5 COMP FEM LOCK 14H RT,5154
16791,SCREW CORTICAL 4.5X52 FULL LCK,62
16792,SCREW CORTICAL 4.5X56 FULL LCK,388
16793,SCREW CORTICAL 4.5X65 FULL LCK,388
16794,WIRE GUIDE 1.6X230,318
16795,BIT DRILL 3.5MM,239
16796,WIRE GUIDE 1.6MM,42
16797,PIN PEDILOC PLATE FIXAT 30MM,310
16798,NAIL PEDINAIL IM FEM 9x380 LT,4510
16799,SCREW CORTICAL 4.5X46 LOCK,372
16800,TUBE EXCHANGER,499
16801,BIT DRILL 3.2MM CALIBRATED,368
16802,SCREW MULTI AXIAL 3.5x10 VUEPO,1400
16803,SCREW MULTI AXIAL 3.5X12 VUEPO,1400
16804,SCREW MULTI AXIAL 3.5X14 VUEPO,1400
16805,SCREW MULTI AXIAL 3.5X16 VUEPO,1400
16806,SCREW MULTI AXIAL 3.5X18 VUEPO,1400
16807,SCREW MULTI AXIAL 3.5X20 VUEPO,1400
16808,SCREW MULTI AXIAL 3.5X22 VUEPO,1400
16809,SCREW MULTI AXIAL 3.5X24 VUEPO,1400
16810,SCREW MULTI AXIAL 3.5X26 VUEPO,1500
16811,SCREW MULTI AXIAL 3.5X28 VUEPO,1500
16812,SCREW MULTI AXIAL 3.5X30 VUEPO,1500
16813,SCREW MULTI AXIAL 3.5X32 VUEPO,1500
16814,SCREW MULTI AXIAL 3.5X34 VUEPO,1500
16815,SCREW MULTI AXIAL 4.0X10 VUEPO,1500
16816,SCREW MULTI AXIAL 4.0X12 VUEPO,1400
16817,SCREW MULTI AXIAL 4.0X14 VUEPO,1400
16818,SCREW MULTI AXIAL 4.0X16 VUEPO,1500
16819,SCREW MULTI AXIAL 4.0X18 VUEPO,1500
16820,SCREW MULTI AXIAL 4.0X20 VUEPO,1500
16821,SCREW MULTI AXIAL 4.0X22 VUEPO,1500
16822,SCREW MULTI AXIAL 4.0X24 VUEPO,1400
16823,SCREW MULTI AXIAL 4.0X26 VUEPO,1400
16824,SCREW MULTI AXIAL 4.0X28 VUEPO,1400
16825,SCREW MULTI AXIAL 4.0X30 VUEPO,1500
16826,SCREW MULTI AXIAL 4.0X32 VUEPO,1500
16827,SCREW MULTI AXIAL 4.0X34 VUEPO,1500
16828,SCREW MULTI AXIAL 4.0X36 VUEPO,1500
16829,SCREW MULTI AXIAL 4.0X38 VUEPO,1500
16830,SCREW MULTI AXIAL 4.0X40 VUEPO,1500
16831,SCREW MULTI AXIAL 4.5X10 VUEPO,1500
16832,SCREW MULTI AXIAL 4.5X12 VUEPO,1500
16833,SCREW MULTI AXIAL 4.5X14 VUEPO,1500
16834,SCREW MULTI AXIAL 4.5X16 VUEPO,1384
16835,SCREW MULTI AXIAL 4.5X18 VUEPO,1500
16836,SCREW MULTI AXIAL 4.5X20 VUEPO,1384
16837,SCREW MULTI AXIAL 4.5X22 VUEPO,1384
16838,SCREW MULTI AXIAL 4.5X24 VUEPO,1384
16839,SCREW MULTI AXIAL 4.5X26 VUEPO,1500
16840,SCREW MULTI AXIAL 4.5X28 VUEPO,1500
16841,SCREW MULTI AXIAL 4.5X30 VUEPO,1500
16842,SCREW MULTI AXIAL 4.5X32 VUEPO,1500
16843,SCREW MULTI AXIAL 4.5X34 VUEPO,1500
16844,SCREW MULTI AXIAL 4.5X36 VUEPO,1500
16845,SCREW MULTI AXIAL 4.5X38 VUEPO,1500
16846,SCREW MULTI AXIAL 4.5X40 VUEPO,1500
16847,SCREW FAV ANG 3.5X10 VUEPOINT2,1400
16848,SCREW FAV ANG 3.5X12VUEPOINT2,1400
16849,SCREW FAV ANG 3.5X14 VUEPOINT2,1400
16850,SCREW FAV ANG 3.5X16 VUEPOINT2,1400
16851,SCREW FAV ANG 3.5X18 VUEPOINT2,1400
16852,SCREW FAV ANG 3.5X20 VUEPOINT2,1500
16853,SCREW FAV ANG 3.5X22VUEPOINT2,1500
16854,SCREW FAV ANG 3.5X24 VUEPOINT2,1500
16855,SCREW FAV ANG 3.5X26 VUEPOINT2,1500
16856,SCREW FAV ANG 3.5X28 VUEPOINT2,1500
16857,SCREW FAV ANG 3.5X30 VUEPOINT2,1500
16858,SCREW FAV ANG 3.5X32VUEPOINT2,1500
16859,SCREW FAV ANG 3.5X34 VUEPOINT2,1500
16860,SCREW FAV ANG 4.0X10 VUEPOINT2,1500
16861,SCREW FAV ANG 4.0X12VUEPOINT2,1500
16862,SCREW FAV ANG 4.0X14 VUEPOINT2,1400
16863,SCREW FAV ANG 4.0X16 VUEPOINT2,1400
16864,SCREW FAV ANG 4.0X18 VUEPOINT2,1400
16865,SCREW FAV ANG 4.0X20 VUEPOINT2,1400
16866,SCREW FAV ANG 4.0X22VUEPOINT2,1400
16867,SCREW FAV ANG 4.0X24 VUEPOINT2,1400
16868,SCREW FAV ANG 4.0X26 VUEPOINT2,1500
16869,SCREW FAV ANG 4.0X28 VUEPOINT2,1500
16870,SCREW FAV ANG 4.0X30 VUEPOINT2,1500
16871,SCREW FAV ANG 4.0X32VUEPOINT2,1500
16872,SCREW FAV ANG 4.0X34 VUEPOINT2,1500
16873,SCREW FAV ANG 4.0X36 VUEPOINT2,1500
16874,SCREW FAV ANG 4.0X38 VUEPOINT2,1500
16875,SCREW FAV ANG 4.0X40 VUEPOINT2,1500
16876,SCREW FAV ANG 3.5X24 PRT THRD,1500
16877,SCREW FAV ANG 3.5X26 PRT THRD,1400
16878,SCREW FAV ANG 3.5X28 PRT THRD,1400
16879,SCREW FAV ANG 3.5X30 PRT THRD,1500
16880,SCREW FAV ANG 3.5X32 PRT THRD,1400
16881,SCREW FAV ANG 3.5X34 PRT THRD,1500
16882,SCREW FAV ANG 3.5X36 PRT THRD,1500
16883,SET SCREW TULIP-LAMINAR HOOK,196
16884,ROD 60MM 3.5MM VUEPOINT2,304
16885,ROD PRECONT 80MM VUEPOINT2,352
16886,ROD 120MM 3.5MM VUEPOINT2,352
16887,ROD 240MM 3.5X240 VUEPOINT2,352
16888,ROD TRANSITION 3.5MM TO 5.5MM,898
16889,HOOK LUMINAR 6.0MM VUEPOINT2,1200
16890,HOOK LUMINAR 8.0MM VUEPOINT2,1200
16891,CONNECTOR CROSS ADJ TULIP/TULI,2000
16892,CONNECTOR CROSS 28MM STATIC VU,1400
16893,CONNECTOR CROSS 30MM STATIC VU,1400
16894,CONNECTOR CROSS 32MM STATIC VU,1400
16895,CONNECTOR CROSS 34MM STATIC VU,1400
16896,CONNECTOR CROSS 36MM STATIC VU,1400
16897,CONNECTOR CROSS 38MM STATIC VU,1400
16898,CONNECTOR ROD EXTRA VUEPOINT2,1400
16899,CONNECTOR OFFSET 11MM OPEN,800
16900,CONNECTOR OFFSET 25MM OPEN LNG,800
16901,CONNECTOR ACUTE ANG OFFSET 45D,800
16902,CONNECTOR ROD INLINE 3.5/3.5,1400
16903,CONNECTOR ROD INLINE 3.5/5.5,1400
16904,CONNECTOR ROD OFFSET 3.5/3.5,1400
16905,CONNECTOR ROD OFFSET 3.5/5.5,1400
16906,ROD 240MM PRECVD 45D VUEPOINT2,500
16907,ROD HINGED VUEPOINT2,1716
16908,PLATE KEEL ADJ VUEPOINT2,3784
16909,EYELET LO PRO VUEPOINT2,1400
16910,SCREW CORT OCCIP 4.5X6 VUEPOIN,700
16911,SCREW CORT OCCIP 4.5X8 VUEPOIN,566
16912,SCREW CORT OCCIP 4.5X10 VUEPOI,566
16913,SCREW CORT OCCIP 4.5X12 VUEPOI,566
16914,SCREW CORT OCCIP 4.5X14 VUEPOI,566
16915,SCREW CORT OCCIP 5.0X6 VUEPOIN,700
16916,SCREW CORT OCCIP 5.0X8 VUEPOIN,700
16917,SCREW CORT OCCIP 5.0X10 VUEPOI,700
16918,SCREW CORT OCCIP 5.0X12 VUEPOI,700
16919,SCREW CORT OCCIP 5.0X14 VUEPOI,700
16920,BIT DRILL 2.4MM,370
16921,ROD TRANSITION COCR 5.5MM,1300
16922,ROD PREBENT 5.5MM TI 200MM ARM,606
16923,ROD ARM15T CONV PREBENT140MM,538
16924,ROD ARM15T CONV PREBENT160MM,538
16925,ROD ARM15T CONV PREBENT180MM,660
16926,ROD ARM15T CONV PREBENT300MM,660
16927,DEVICE RAPTOR GRASPING 2.4X230,264
16928,BIT DRILL 4.2X130 AO ST,300
16929,DRILL BIT LONG 1.75 MM,300
16930,3 HOLE PIN PLATE,1990
16931,5 HOLE PIN PLATE,2190
16932,7 HOLE PIN PLATE,1990
16933,SCREW CORTICAL HEX 3.2 X 8MM,160
16934,SCREW CORTICAL HEX 3.2 X 10MM,190
16935,SCREW CORTICAL HEX 3.2 X 11MM,190
16936,SCREW CORTICAL HEX 3.2 X 12MM,190
16937,SCREW CORTICAL HEX 3.2 X 13MM,190
16938,SCREW CORTICAL HEX 3.2 X 14MM,190
16939,SCREW CORTICAL HEX 3.2 X 15MM,190
16940,SCREW CORTICAL HEX 3.2 X 16MM,190
16941,SCREW CORTICAL HEX 3.2 X 18MM,190
16942,SCREW CORTICAL HEX 3.2 X 20MM,190
16943,PLATE RADIAL 3H COLUMN PIN,1990
16944,PLATE RADIAL 5H COLUMN PIN,1990
16945,PLATE RADIAL 7H COLUMN PIN,1990
16946,7 HOLE RADIUS PEG,1990
16947,10 HOLE RADIUS PEG R,1990
16948,PEG VOLAR 14MM THREADED,190
16949,PEG VOLAR 16MM THREADED,190
16950,PEG VOLAR 18MM THREADED,190
16951,PEG VOLAR 20MM THREADED,190
16952,PEG VOLAR 22MM THREADED,190
16953,PEG VOLAR 24MM THREADED,190
16954,PEG VOLAR 26MM THREADED,190
16955,PEG VOLAR 28MM THREADED,190
16956,PEG VOLAR 30MM THREADED,190
16957,PEG VOLAR 32MM THREADED,190
16958,SCREW CORTICAL 2.3X10 TRX,190
16959,SCREW CORTICAL 2.3X12 TRX,190
16960,SCREW CORTICAL 2.3X14 TRX,190
16961,SCREW CORTICAL 2.3X16 TRX,190
16962,SCREW CORTICAL 2.3X18 TRX,190
16963,SCREW CORTICAL 2.3X20 TRX,190
16964,SCREW CORTICAL 2.3X22 TRX,190
16965,SCREW CORTICAL 2.3X24 TRX,190
16966,SCREW CORTICAL 2.3X26 TRX,190
16967,SCREW CORTICAL 2.3X28 TRX,190
16968,SCREW CORTICAL 2.3X30 TRX,190
16969,SCREW CORTICAL 2.3X32 TRX,190
16970,PEG VOLAR 14MM UNTHREADED,190
16971,PEG VOLAR 16MM UNTHREADED,190
16972,PEG VOLAR 18MM UNTHREADED,190
16973,PEG VOLAR 20MM UNTHREADED,190
16974,PEG VOLAR 22MM UNTHREADED,190
16975,PEG VOLAR 24MM UNTHREADED,190
16976,PEG VOLAR 26MM UNTHREADED,190
16977,PEG VOLAR 28MM UNTHREADED,190
16978,VOLAR BUTTRESS 32MM,1190
16979,VOLAR BUTTRESS 42MM,1190
16980,3 HOLE 4PEG LEFT,2190
16981,5 HOLE 4PEG LEFT,2390
16982,7 HOLE 4PEG LEFT,2190
16983,3 HOLE 4PEG RIGHT,2590
16984,5 HOLE 4PEG RIGHT,2390
16985,7 HOLE 4PEG RIGHT,2190
16986,3 HOLE 4PEG LEFT,2190
16987,5 HOLE 4PEG LEFT,2390
16988,3 HOLE 4PEG LEFT,2190
16989,5 HOLE 4PEG LEFT,2390
16990,SHEAR 6 HOLE LEFT,2190
16991,SHEAR 6 HOLE RIGHT,2190
16992,WASHER WIRE FORM,1050
16993,WIRE FORM 3 HOLE,1050
16994,WIRE FORM 5 HOLE,1050
16995,DRILL BIT CANN BIO-TENOD 4MM,230
16996,ANCHOR MICRO BIO TAK 2.4X5,650
16997,GUIDE ANCHOR SUTURE MINI 1.8/2,350
16998,REAMER PILOTED HEADED 7.5 MM,410
16999,REAMER PILOT HEAD 8.5 MM,410
17000,SCREW INTER BIO-COMP 4.75X15MM,690
17001,ANCHOR SUTURE SWIVELOCK 7MM,810
17002,ANCHOR SUTURE SWIVELOCK 8MM,760
17003,ANCHOR SUTURE PLOCK 2.9X10.7MM,800
17004,ANCHOR SUTURE FIBERCHAIN5.5X15,650
17005,ANCHOR SUTURE TAK 3X14MM NO2,640
17006,ANCHOR SUTURE SWIVELOCK 4.75MM,3320
17007,ANCHOR SUTURE SWIVELOCK 5MM,3560
17008,DART MENISCAL STICK 1.3X1 MM,242
17009,INSTRUMENT MULTI SHOT REPAIR,1040
17010,WIRE K BIO-COMP TROCAR 0.045IN,14
17011,CANNULA PASSPORT 8MMX4CM,64
17012,CANNULA PASSPORT 8MMX5CM,64
17013,DRILL BIT CANNULATED 2.75 MM,700
17014,WASHER SCREW CANN 3.75MM,100
17015,SCREW CANN P/T 3.75X36MM,400
17016,SCREW CANN P/T 3.75X40MM,400
17017,SUTURE FIBERWIRE 2 LOOP,90
17018,TIGHTROPE MINI KIT 3.5 MM,1200
17019,SCREW CORTICAL 3.5X16 LO PRO L,244
17020,SCREW CORTICAL 3.5X18 LO PRO L,244
17021,SCREW CORTICAL 3.5X20 LO PRO L,150
17022,PLATE BONE MIDFOOT LAPIDUS 4H,1716
17023,GUIDEWIRE 0.062 X 6 IN,80
17024,GUIDEWIRE 0.062 X 7 IN,80
17025,DRILL BIT CANN HUDSON MINI 3MM,200
17026,SCREW CANN LO PRO P/T 4.5X50MM,300
17027,SCREW CANN LO PRO P/T 4.5X60MM,300
17028,SCREW CANN LO PRO 6.7X45MM,630
17029,SCREW CANN LO PRO 6.7X70MM,440
17030,SCREW CANN LO PRO 6.7X80MM,440
17031,SCREW CANN LO PRO L/T 6.7X65MM,630
17032,SCREW CANN LO PRO L/T 6.7X70MM,440
17033,DRILL BIT CANN 4MM SS,390
17034,GUIDEWIRE SINGLE .094X8IN,43
17035,CONNECTOR OFFSET 5.5 X 15 MM,810
17036,CONNECTOR OFFSET 5.5 X 20 MM,810
17037,SPACER UPPER FORT 0DEG 12X14MM,980
17038,SPACER LOWER FORT 0DEG 12X14MM,980
17039,SCREW POLY ELLIPSE 3.5X14MM,1572
17040,SCREW POLY ELLIPSE 3.5X30MM,1864
17041,PLATE SPINAL LOCKING 35MM,4070
17042,PLATE SPINAL LOCKING 38MM,4070
17043,PLATE SPINAL PIVOT 35MM,4070
17044,PLATE SPINAL PIVOT 38MM,4070
17045,BARREL LO PRO SP-FIX 8MM PEEK,7810
17046,BARREL LO PRO SP-FIX 12MM PEEK,7810
17047,BARREL LO PRO SP-FIX 14MM PEEK,7810
17048,BIT DRILL F/3.5 MM SCREW,562
17049,MATRIX SUBSTITUTE CONDUCT 10ML,2186
17050,PLATE MANDI ARNETT 4H L SHAPE,281
17051,PLATE C SHAPE 4H TITANIUM,281
17052,PLATE 4H MINI 0.8MM C SHAPE,281
17053,DRILL BIT 1.5X50MM,245
17054,DRILL BIT 1.5X50 MM 7MM STOP,246
17055,PLATE STR MINI REG 2MM 4HOLE,123
17056,SCREW CROSS DRIVE 2.7X7MM,203
17057,SCREW CROSS DRIVE 2.7X9MM,203
17058,SCREW CROSS DRIVE 2.7X13MM,203
17059,SCREW CROSS DRIVE MINI 2X5MM,102
17060,SCREW CROSS DRIVE MINI 2X6MM,80
17061,SCREW EMERGENCY 2.3X5MM,101
17062,SCREW DRILL FREE 1.5X4MM,108
17063,SCREW DRILL FREE 1.5X5MM,114
17064,SCREW DRILL FREE 1.5X7MM,114
17065,DRILL TWIST 2.2X105MM,204
17066,PLATE LINDORF LEFORT LEFT 3MM,563
17067,PLATE LINDORF LEFORT LEFT 7MM,440
17068,PLATE LINDORF LEFORT RIGHT 0MM,563
17069,PREBENT PLATE 5MM RT,440
17070,PLATE LOCKING RECON 32H 3MM,2931
17071,DRILL BIT 1.5MM DENTAL 7MM STO,272
17072,CONNECTOR OMEGA 0.5 MM F/KURZ,374
17073,PLATE MMF SMARTLOCK,631
17074,SCREW MMF SMARTLOCK 2X6MM,272
17075,SCREW MMF SMARTLOCK 2X8MM,272
17076,PLATE MMF SMARTLOCK,650
17077,SCREW MMF SMARTLOCK 2X6MM,272
17078,SCREW MMF SMARTLOCK 2X8MM,272
17079,SCREW POLYAXIAL 5.5 TI 9.5X50,1350
17080,SCREW POLYAXIAL 5.5 TI 9.5X55,1350
17081,DEVICE FUSION 6MM NOSE 30MM,672
17082,SUTURE PLEDGET 6X3X1.5 SOFT,980
17083,SUTURE PLEDGET 9X5X1.5 SOFT,980
17084,SUTURE PLEDGET 16X7X1.5 SOFT,316
17085,CANNULA ENDO CARP TUN CLEAR,465
17086,TIGHTROPE ABS IMPLANT,368
17087,TIGHTROPE BUTTON EXTENDER,450
17088,ANCHOR CORKSCREW SZ2 5.5X16MM,570
17089,ANCHOR BIO SWIVELOCK 3.5X14.8,760
17090,COUNTERSINK 3.5/4.0mm,104
17091,SCREW GRAFTBOLT BIOCOMP 9MM,990
17092,SCREW Graftbolt Bio 10x30MM,990
17093,SUTURE FIBERWIRE 4-0,39
17094,STAPLE COMPRESSION SS 10X10,1216
17095,DRILL BIT CANNULATED 2.0MM,278
17096,DRILL BIT CANNULATED 3.0MM,278
17097,GUIDEWIRE 1.2MM X 100MM,63
17098,SCREW CORTICAL 3.5X26 LO PRO L,244
17099,SCREW CORTICAL 3.5X30 LO PRO L,150
17100,SCREW LOPRO TI 6.7X55MM,440
17101,SCREW LOPRO TI 6.7X60MM,716
17102,SCREW LOPRO TI 6.7X85MM,440
17103,GUIDEWIRE W/TROCAR TIP THREAD,86
17104,WASHER 13MM TITANIUM,116
17105,WAND ATHRO 45DEG 2.3MM,398
17106,ANCHOR SPEEDSCREW MAG 5.5MM,806
17107,CARTRIDGE SPEEDSTITCH MAGNUM,433
17108,IMPLANT BAHA 4MM W/6MM ABUT,5432
17109,IMPLANT BAHA 4MM W/8MM ABUT,5432
17110,IMPLANT BAHA 4MM W/10MM ABUT,5432
17111,IMPLANT BAHA 4MM W/12MM ABUT,5432
17112,IMPLANT BAHA 6MM ABUTMENT,3486
17113,IMPLANT BAHA 8MM ABUTMENT,3486
17114,IMPLANT BAHA 10MM ABUTMENT,3486
17115,IMPLANT BAHA 12MM ABUTMENT,3486
17116,SCREW TIB BIO-INTRA 6-7X30MM,554
17117,SCREW TIB BIO-INTRA 7-9X30MM,588
17118,SCREW TIB BIO-INTRA 8-10X30MM,588
17119,SHEATH FIX SCREW ACL 10.7X30MM,624
17120,SCREW BIOABSORB 8-9X30MM,588
17121,SCREW BIOABSORB 6-8X30MM,554
17122,ANCHOR RC ORTHOCORD W/O 5MM,792
17123,CEMENTRALIZER SUMMIT SZ 2 8.5,263
17124,CEMENTRALIZER SUMMIT SZ 2 9.25,263
17125,STEM FEM 12/14 CEM BASIC SZ 2,2706
17126,STEM FEM 12/14 CEM BASIC SZ 5,3048
17127,STEM FEM 12/14 CEM BASIC SZ 6,3050
17128,STEM FEM 12/14 CEM BASIC SZ 7,3050
17129,STEM FEM 12/14 CEM BASIC SZ 8,3050
17130,GRAFT SUBSTITUTE PUTTY 10 ML,4840
17131,SUBSTITUTE EQUIVABONE 10 ML,5280
17132,PUTTY BONE KIT CARRIGEN 10 ML,5280
17133,CORE FORTIFY 12MM 33 TO 53MM,11792
17134,ENDPLATE FORTIFY 3.5 UPPER 12M,980
17135,ENDPLATE FORTIFY 3.5 LOWER 12M,980
17136,ANCHOR GRYPHON PBR DS SZ 2,766
17137,ANCHOR GRYPHON BR W/ORTHOCORD,900
17138,BIT DRILL GRYPHON 2.4 MM,318
17139,TUBE ENDO 6.0 ORAL CVD PEDI,16
17140,PLATE ARNETT 4H STR SM,363
17141,PLATE ARNETT CHIN DBL Y 8MM TI,315
17142,ARM ACTIVATION FLEX CARDANIC,1322
17143,DERMIS DECELL ARTHROFLEX 50X90,6650
17144,DERMIS DECELL DERMACELL 4X4,2382
17145,DERMIS DECELL DERMACELL 5X9,6900
17146,CANNULAE BIOMEDICUS 19F FEM VE,760
17147,SIZER SALINE ROUND MOD 325CC,62
17148,SIZER BREAST SALINE HIGH 324ML,90
17149,SIZER BREAST SALINE HIGH 420ML,90
17150,SIZER SALINE ROUND MOD 425CC,62
17151,BUR PILOT 5 FLUTE SWANSON 3MM,16
17152,BUTTON HEWSON LIGAMENT 19OD,248
17153,ANCHOR SUTURE TWINFIX 5.5MM,536
17154,ANCHOR SUTURE TWINFIX 6.5MM,536
17155,BLADE RECIPROCATING 77.5X11.18,90
17156,HOOD PROTECTION W/FACE SHIELD,50
17157,BUR FLUTED ZYPHR 2MM ROUND,381
17158,BUR FLUTED ZYPHR 3MM ROUND,381
17159,STRIP VITOSS FOAM BA 25X50X4,2790
17160,STRIP VITOSS FOAM BA 25X50X8,3970
17161,BLADE RESECTOR CUTTER 4MM,78
17162,BLADE CUTTER TOMCAT 4.5 MM,78
17163,BLADE SHAVER AGGRESSIVE 2MM,78
17164,BLD AGGRESSIVE PLS FORMULA 3.5,78
17165,BLADE CUTTER TOMCAT 4.0MM,90
17166,BUR ROUND 6 FLUTE 4.0MM,78
17167,BONE CLEANING TIP,78
17168,SUBSTITUTE DIRECT INJECT 5CC,2328
17169,SUBSTITUTE DIRECT INJECT 10CC,4655
17170,STRIP VITOSS BIOACTIVE FOAM 25,3970
17171,PACK VITOSS BIOACTIVE FOAM 5CC,2150
17172,PACK VITOSS BIOACTIVE FOAM 10C,3970
17173,DRILL BIT 4.2 X 360 MM SS,216
17174,TUBE EXCHANGE 8 MM TEFLON,395
17175,GUIDEWIRE SMOOTH TIP 3X800MM,300
17176,DRILL BUR T2 AO SS 3.5X130MM,300
17177,SCREW COMP TIBIA ADVANCED 8MM,297
17178,CAP END SUPRACONDYLAR 8MM,297
17179,CAP END SUPRACONDYLAR 5MM,297
17180,CAP END SUPRACONDYLAR 15MM,297
17181,NAIL TIBIAL STD T2 8X240MM,2367
17182,NAIL TIBIAL STD T2 8X255MM,2367
17183,NAIL TIBIAL STD T2 8X270MM,2367
17184,NAIL TIBIAL STD T2 8X285MM,2367
17185,NAIL TIBIAL STD T2 8X300MM,2367
17186,NAIL TIBIAL STD T2 8X315MM,2367
17187,NAIL TIBIAL STD T2 8X330MM,2367
17188,NAIL TIBIAL STD T2 8X345MM,2367
17189,NAIL TIBIAL STD T2 8X360MM,2367
17190,NAIL TIBIAL STD T2 8X375MM,2367
17191,NAIL TIBIAL STD T2 9X240MM,2367
17192,NAIL TIBIAL STD T2 9X255MM,2367
17193,NAIL TIBIAL STD T2 9X270MM,2367
17194,NAIL TIBIAL STD T2 9X285MM,2367
17195,NAIL TIBIAL STD T2 9X300MM,2367
17196,NAIL TIBIAL STD T2 9X315MM,2367
17197,NAIL TIBIAL STD T2 9X330MM,2367
17198,NAIL TIBIAL STD T2 9X345MM,2367
17199,NAIL TIBIAL STD T2 9X360MM,2367
17200,NAIL TIBIAL STD T2 9X375MM,2367
17201,NAIL TIBIAL STD T2 9X390MM,2367
17202,NAIL TIBIAL STD T2 10x240MM,2367
17203,NAIL TIBIAL STD T2 10x255MM,2367
17204,NAIL TIBIAL STD T2 10x270MM,2367
17205,NAIL TIBIAL STD T2 10x285MM,2367
17206,NAIL TIBIAL STD T2 10x300MM,3081
17207,NAIL TIBIAL STD T2 10x315MM,2367
17208,NAIL TIBIAL STD T2 10x330MM,2367
17209,NAIL TIBIAL STD T2 10x345MM,2367
17210,NAIL TIBIAL STD T2 10x360MM,2367
17211,NAIL TIBIAL STD T2 10x375MM,2367
17212,NAIL TIBIAL STD T2 10x390MM,2367
17213,NAIL TIBIAL STD T2 10x405MM,2367
17214,NAIL TIBIAL STD T2 11x240MM,2367
17215,NAIL TIBIAL STD T2 11x255MM,2367
17216,NAIL TIBIAL STD T2 11x270MM,2367
17217,NAIL TIBIAL STD T2 11x285MM,2367
17218,NAIL TIBIAL STD T2 11x300MM,2367
17219,NAIL TIBIAL STD T2 11x315MM,2367
17220,NAIL TIBIAL STD T2 11x330MM,2367
17221,NAIL TIBIAL STD T2 11x345MM,2367
17222,NAIL TIBIAL STD T2 11x360MM,2367
17223,NAIL TIBIAL STD T2 11x375MM,2367
17224,NAIL TIBIAL STD T2 11x390MM,2367
17225,NAIL TIBIAL STD T2 11x405MM,2367
17226,SCREW LOCKING P/T T2 5X40MM,297
17227,SCREW LOCKING P/T T2 5X45MM,297
17228,SCREW LOCKING P/T T2 5X50MM,297
17229,SCREW LOCKING P/T T2 5X55MM,297
17230,SCREW LOCKING P/T T2 5X60MM,297
17231,SCREW LOCKING P/T T2 5X65MM,297
