Supply Name,Charge
MESH SURGICAL VENTRIO ST OVAL 10.8X13.7IN POLYPROPYLENE XXXXXXXX 5950090,"$8,190.00"
MESH SURGICAL PHASIX RECTANGLE 4X6IN POLY 4 HYDROXYBUTYRATE XXXXXXXX 1190200,"$7,800.00"
ELECTRODE LOOP L12XW15MM L11CM GREEN ROUND SAFE T GAUGE REPROCESSED TUNGSTEN DISPOSABLE LETZ UTAHLOOP,$67.50
ELECTRODE LOOP L12XW20MM L11CM ROUND MONOPOLAR SAFE T GAUGE DISPOSABLE UTAHLOOP,$67.50
ELECTRODE LOOP L10XW10MM L11CM YELLOW ROUND SAFE T GAUGE STERILE DISPOSABLE LETZ UTAHBALL,$67.50
PLATE BONE COMPRESSION FOOT 47MM TITANIUM LOCKING NON STERILE RIGHT FIRST METATARSOPHALANGEAL ORTHOLOC 587225RT,"$6,747.00"
SCREW BONE CORTICAL 3X34MM CANNULATED TITANIUM PARTIAL THREAD FOOT DART FIRE D2N30034,"$1,141.25"
SCREW BONE CORTICAL 1.5X20MM STAINLESS STEEL NSTRL FOR MODULAR MINI FRAGMENT SYSTEM STARDRIVE 02214020,$511.28
DEVICE FIXATION 6MM RETROGRADE REAMER KNEE STERILE FLIPCUTTER II,"$1,929.75"
ACETABULAR SHELL HIP 42MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000658,"$3,807.26"
ACETABULAR SHELL HIP 44MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000659,"$3,807.26"
ACETABULAR SHELL HIP 46MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000660,"$3,807.26"
ACETABULAR SHELL HIP 48MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000661,"$3,807.26"
ACETABULAR SHELL HIP 50MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000662,"$3,807.26"
ACETABULAR SHELL HIP 52MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000663,"$3,807.26"
ACETABULAR SHELL HIP 54MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000664,"$3,807.26"
ACETABULAR SHELL HIP 56MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000665,"$3,807.26"
ACETABULAR SHELL HIP 58MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000666,"$3,807.26"
ACETABULAR SHELL HIP 60MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000667,"$3,807.26"
ACETABULAR SHELL HIP 62MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000668,"$3,807.26"
ACETABULAR SHELL HIP 64MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000669,"$3,807.26"
ACETABULAR SHELL HIP 66MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000670,"$3,807.26"
ACETABULAR SHELL HIP 68MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000671,"$3,807.26"
ACETABULAR SHELL HIP 70MM OSSEO TITANIUM POROUS LIMITED HOLE POROUS PLASMA SPRAY COATING G7 010000672,"$3,807.26"
LINER ACETABULAR HIP 28MM POLY SZ A ARCOMXL 010000718,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ B ARCOMXL 010000719,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ C ARCOMXL 010000720,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ D ARCOMXL 010000721,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ E ARCOMXL 010000722,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ F ARCOMXL 010000723,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ G ARCOMXL 010000724,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ B ARCOMXL 010000729,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ C ARCOMXL 010000730,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ D ARCOMXL 010000731,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ E ARCOMXL 010000732,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ F ARCOMXL 010000733,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ G ARCOMXL 010000734,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ H ARCOMXL 010000735,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ H ARCOMXL 010000736,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ D ARCOMXL 010000739,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ E ARCOMXL 010000740,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ F ARCOMXL 010000741,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ G ARCOMXL 010000742,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ H ARCOMXL 010000743,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ I ARCOMXL 010000744,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ F ARCOMXL 010000747,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ G ARCOMXL 010000748,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ H ARCOMXL 010000749,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ I ARCOMXL 010000750,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY SZ H ARCOMXL 010000753,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY SZ I ARCOMXL 010000754,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE A ARCOMXL 010000757,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE B ARCOMXL 010000758,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE C ARCOMXL 010000759,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE D ARCOMXL 010000760,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE E ARCOMXL 010000761,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE F ARCOMXL 010000762,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE G ARCOMXL 010000763,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE B ARCOMXL 010000768,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE C ARCOMXL 010000769,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE D ARCOMXL 010000770,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE E ARCOMXL 010000771,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE F ARCOMXL 010000772,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE G ARCOMXL 010000773,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE H ARCOMXL 010000774,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY 10 DEGREE SIZE I ARCOMXL 010000775,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE D ARCOMXL 010000778,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE E ARCOMXL 010000779,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE F ARCOMXL 010000780,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE G ARCOMXL 010000781,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE H ARCOMXL 010000782,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY 10 DEGREE SIZE I ARCOMXL 010000783,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY 10 DEGREE SIZE F ARCOMXL 010000786,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY 10 DEGREE SIZE G ARCOMXL 010000787,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY 10 DEGREE SIZE H ARCOMXL 010000788,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY 10 DEGREE SIZE I ARCOMXL 010000789,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY 10 DEGREE SIZE H ARCOMXL 010000792,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY 10 DEGREE SIZE I ARCOMXL 010000793,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE A ARCOMXL 010000796,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY 10 DEGREE SIZE B ARCOMXL 010000797,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ C ARCOMXL 010000798,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ D ARCOMXL 010000799,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ E ARCOMXL 010000800,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ F ARCOMXL 010000801,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY SZ G ARCOMXL 010000802,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ B ARCOMXL 010000807,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ C ARCOMXL 010000808,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ D ARCOMXL 010000809,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ E ARCOMXL 010000810,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ F ARCOMXL 010000811,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ G ARCOMXL 010000812,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ H ARCOMXL 010000813,"$2,925.00"
LINER ACETABULAR HIP 32MM POLY SZ I ARCOMXL 010000814,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ D ARCOMXL 010000817,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ E ARCOMXL 010000818,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ F ARCOMXL 010000819,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ G ARCOMXL 010000820,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ H ARCOMXL 010000821,"$2,925.00"
LINER ACETABULAR HIP 36MM POLY SZ I ARCOMXL 010000822,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ F ARCOMXL 010000825,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ G ARCOMXL 010000826,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ H ARCOMXL 010000827,"$2,925.00"
LINER ACETABULAR HIP 40MM POLY SZ I ARCOMXL 010000828,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY SZ H ARCOMXL 010000831,"$2,925.00"
LINER ACETABULAR HIP 44MM POLY SZ I ARCOMXL 010000832,"$2,925.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ A G7 010000835,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ B G7 010000836,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ C G7 010000837,"$5,616.00"
LINER ACETABULAR OD28 MM D NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM E NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM F NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM G NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ B G7 010000846,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ C G7 010000847,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ D G7 010000848,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ E G7 010000849,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E RT G7 010000850,"$5,616.00"
LINER ACETABULAR OD32 MM G NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM H NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32MM I E1 NEUTRAL IMPLANTABLE G7,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000856,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000857,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000858,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000859,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000860,"$5,616.00"
LINER ACETABULAR OD36 MM I NEUTRAL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000864,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SHELL ANTIOXIDEN INFUSED G7 010000865,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SZ H G7 010000866,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SZ I G7 010000867,"$5,616.00"
LINER ACETABULAR HIP 44MM POLY VITAMIN E SZ H G7 010000870,"$5,616.00"
LINER ACETABULAR HIP 44MM POLY VITAMIN E SZ I G7 010000871,"$5,616.00"
LINER ACETABULAR OD28 MM A 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM B 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM C 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM D 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM E 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM F 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM G 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM B 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ C G7 010000886,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ D G7 010000887,"$5,616.00"
LINER ACETABULAR OD32 MM E 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM F 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM G 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM H 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32MM 10DEG I E1 NEUTRAL FACE CHANGING IMPLANTABLE G7,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ D G7 010000895,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ E G7 010000896,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ F G7 010000897,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ G G7 010000898,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ H G7 010000899,"$5,616.00"
LINER ACETABULAR OD36 MM I 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD40 MM F 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD40 MM G 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD40 MM H 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD40 MM I 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD44 MM H 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD44 MM I 10 DEG FACE CHANGING E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ A G7 010000913,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ B G7 010000914,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ C G7 010000915,"$5,616.00"
LINER ACETABULAR OD28 MM D HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD28 MM E HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 28MM POLY VITAMIN E SZ F G7 010000918,"$5,616.00"
LINER ACETABULAR OD28 MM G HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ A G7 010000924,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ C G7 010000925,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ D G7 010000926,"$5,616.00"
LINER ACETABULAR HIP 32MM POLY VITAMIN E SZ E G7 010000927,"$5,616.00"
LINER ACETABULAR OD32 MM F HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM G HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32 MM H HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR OD32MM I E1 HIGH WALL IMPLANTABLE,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ D G7 010000934,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ E G7 010000935,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ F G7 010000936,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ G G7 010000937,"$5,616.00"
LINER ACETABULAR HIP 36MM POLY VITAMIN E SZ H G7 010000938,"$5,616.00"
LINER ACETABULAR OD36 MM I HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SZ F G7 010000942,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SZ G G7 010000943,"$5,616.00"
LINER ACETABULAR HIP 40MM POLY VITAMIN E SZ H G7 010000944,"$5,616.00"
LINER ACETABULAR OD40 MM I HIGH WALL E1 POLYETHYLENE F/G7 SYSTEM,"$5,616.00"
SCREW ACETABULAR 6.5X15MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010000996,$536.76
SCREW ACETABULAR 6.5X20MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010000997,$536.76
SCREW ACETABULAR 6.5X25MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010000998,$536.76
SCREW ACETABULAR 6.5X30MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010000999,$536.76
SCREW ACETABULAR 6.5X35MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010001000,$536.76
SCREW ACETABULAR 6.5X40MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010001001,$536.76
SCREW ACETABULAR 6.5X45MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010001002,$536.76
SCREW ACETABULAR 6.5X50MM TITANIUM FULL THREAD CANCELLOUS HEX DRIVE G7 010001003,$536.76
SCREW ACETABULAR L60 MM OD6.5 MM LOW PROFILE DOME G7,$536.76
SCREW ACETABULAR L70 MM OD6.5 MM LOW PROFILE DOME G7,$536.76
IMPLANT SPINAL ROD LUMBAR 5.5-5.5MM TITANIUM NON STERILE EXPENDIUM 179755155,"$3,078.08"
IMPLANT SPINAL CONNECTOR ROD 4.75-5.5MM TITANIUM EXPEDIUM 179747155,"$3,078.08"
HOOK PEDICLE REDUCED DISTANCE 2.5MM TITANIUM FOR 5.5MM ROD NSTRL EXPEDIUM 179752002,"$1,776.20"
HOOK LAMINAR OVERSIZE BLADE 5.5X10MM TITANIUM FOR 5.5MM ROD NSTRL EXPEDIUM 179752041,"$1,776.20"
HOOK LAMINAR LEFT ANGLED OFFSET TITANIUM FOR 5.5MM ROD NSTRL EXPEDIUM 179752095,"$1,776.20"
HOOK SPINAL ANGLED UP LEFT OFFSET LAMINAR EXPEDIUM TITANIUM NONSTERILE,"$1,776.20"
HOOK LAMINAR RIGHT ANGLED OFFSET TITANIUM FOR 5.5MM ROD NSTRL EXPEDIUM 179752085,"$1,776.20"
HOOK SPINAL ANGLED UP OFFSET RIGHT LAMINAR EXPEDIUM TITANIUM NONSTERILE,"$1,776.20"
SCREW SPINAL PEDICLE 7X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179732760,"$3,685.50"
SCREW SPINAL PEDICLE 5.5X25 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715525,"$2,574.00"
SCREW SPINAL PEDICLE 5.5X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715530,"$2,574.00"
SCREW SPINAL PEDICLE 5.5X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715535,"$2,574.00"
SCREW SPINAL THORACOLUMBOSACRAL 5.5X40 SINGLE INNIE POLYAXIAL SOLID TITANIUM EXPEDIUM 179715540,"$2,574.00"
SCREW SPINAL THORACOLUMBOSACRAL 5.5X45 SINGLE INNIE POLYAXIAL SOLID TITANIUM EXPEDIUM 179715545,"$2,574.00"
SCREW SPINAL PEDICLE 5.5X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715550,"$2,574.00"
SCREW SPINAL PEDICLE 5.5X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715630,"$2,574.00"
SCREW SPINAL THORACOLUMBOSACRAL 6.5X35 SINGLE INNIE POLYAXIAL SOLID TITANIUM EXPEDIUM 179715635,"$2,574.00"
SCREW SPINAL THORACOLUMBOSACRAL 6.5X50 SINGLE INNIE POLYAXIAL SOLID TITANIUM EXPEDIUM 179715650,"$2,574.00"
SCREW SPINAL THORACOLUMBOSACRAL 6.5X55 SINGLE INNIE POLYAXIAL SOLID TITANIUM EXPEDIUM 179715655,"$2,574.00"
SCREW SPINAL PEDICLE 6.5X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179715660,"$2,574.00"
SCREW SPINAL PEDICLE 10X100 POLYAXIAL SOLID TITANIUM VIPER 179704099,"$3,900.00"
SCREW SPINAL PEDICLE 10X110 POLYAXIAL SOLID TITANIUM VIPER 179704011,"$3,900.00"
SCREW SPINAL PEDICLE 10X70 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704070,"$3,900.00"
SCREW SPINAL PEDICLE 10X80 POLYAXIAL SOLID TITANIUM VIPER 179704080,"$3,900.00"
SCREW SPINAL PEDICLE 10X90 POLYAXIAL SOLID TITANIUM VIPER 179704090,"$3,900.00"
SCREW SPINAL PEDICLE 8X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704899,"$3,900.00"
SCREW SPINAL PEDICLE 8X110 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704811,"$3,900.00"
SCREW SPINAL PEDICLE 8X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704865,"$3,900.00"
SCREW SPINAL PEDICLE 8X70 POLYAXIAL SOLID TITANIUM VIPER 179704870,"$3,900.00"
SCREW SPINAL PEDICLE 8X80 POLYAXIAL SOLID TITANIUM VIPER 179704880,"$3,900.00"
SCREW SPINAL PEDICLE 8X90 POLYAXIAL SOLID TITANIUM VIPER 179704890,"$3,900.00"
SCREW SPINAL PEDICLE 9X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704999,"$3,900.00"
SCREW SPINAL PEDICLE 9X110 POLYAXIAL SOLID TITANIUM VIPER 179704911,"$3,900.00"
SCREW SPINAL PEDICLE 9X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179704965,"$3,900.00"
SCREW SPINAL PEDICLE 9X70 POLYAXIAL SOLID TITANIUM VIPER 179704970,"$3,900.00"
SCREW SPINAL PEDICLE 9X80 POLYAXIAL SOLID FOR 5.5MM ROD TITANIUM VIPER 179704980,"$3,900.00"
SCREW SPINAL PEDICLE 9X90 POLYAXIAL SOLID FOR 5.5MM ROD TITANIUM VIPER 179704990,"$3,900.00"
SCREW SPINAL PEDICLE 10X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712199,"$2,574.00"
SCREW SPINAL PEDICLE 10X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712130,"$2,574.00"
SCREW SPINAL PEDICLE 10X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712135,"$2,574.00"
SCREW SPINAL PEDICLE 10X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712140,"$2,574.00"
SCREW SPINAL PEDICLE 10X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712145,"$2,574.00"
SCREW SPINAL PEDICLE 10X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712151,"$2,574.00"
SCREW SPINAL PEDICLE 10X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712155,"$2,574.00"
SCREW SPINAL PEDICLE 10X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712160,"$2,574.00"
SCREW SPINAL PEDICLE 10X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712165,"$2,574.00"
SCREW SPINAL PEDICLE 10X70 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712170,"$2,574.00"
SCREW SPINAL PEDICLE 10X75 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712175,"$2,574.00"
SCREW SPINAL PEDICLE 10X80 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712180,"$2,574.00"
SCREW SPINAL L85 MM OD10 MM POLYAXIAL THORACOLUMBOSACRAL EXPEDIUM TITANIUM NONSTERILE,"$2,574.00"
SCREW SPINAL PEDICLE 10X90 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712190,"$2,574.00"
SCREW SPINAL L95 MM OD10 MM POLYAXIAL THORACOLUMBOSACRAL EXPEDIUM TITANIUM NONSTERILE,"$2,574.00"
SCREW SPINAL PEDICLE 11X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712299,"$2,574.00"
SCREW SPINAL PEDICLE 11X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179712235,"$2,574.00"
