Charge Code,Description,Primary Price
3700084,ARSENIC,$47.75
3700085,ASCORBIC ACID (VIT C),$23.00
3700086,BETA-2 MICROGLOBULIN,$74.50
3700087,"BILE ACIDS, TOTAL",$40.25
3700088,"BILIRUBIN, TOTAL",$153.25
3700089,"BILIRUBIN, DIRECT",$51.00
3700090,"OCCULT BLOOD, OTHER SOURCES",$38.00
3700091,"OCCULT BLOOD, FECES, 1-3 TESTS",$53.00
3700092,CADMIUM,$53.00
3700093,"VITAMIN D, 25 HYDROXY",$85.25
3700094,CALCITONIN,$61.00
3700095,CALCIUM,$83.25
3700096,"CALCIUM, IONIZED",$151.00
3700097,"CALCIUM, URINE, QUANT, TIMED",$19.00
3700098,"CALCULUS,  QUANT, CHEMICAL",$53.00
3700099,CARBON DIOXIDE,$184.50
3700100,CARCINOEMBRYONIC ANTIGEN,$57.81
3700101,"CATECHOLAMINES, FRACTIONATED",$85.25
3700102,CERULOPLASMIN,$31.16
3700103,CHEMILUMINESCENT ASSAY,$35.00
3700104,"CHLORIDE, BLOOD",$86.00
3700105,"CHLORIDE, URINE",$96.50
3700106,"CHOLESTEROL, TOTAL",$90.00
3700108,COPPER,$158.00
3700109,"CORTISOL, FREE",$154.75
3700110,"CORTISOL, TOTAL",$287.25
3700111,"COLUMN CHROMOTOGRAPHY, QUANT",$381.00
3700112,"CREATINE KINASE (CK), TOTAL",$108.75
3700113,CREATINE KINASE (CK) MB FRACTI,$109.75
3700114,"CREATININE, BLOOD",$81.50
3700115,"CREATININE, OTHER SOURCE",$111.25
3700116,"CRYOGLOBULIN, QUAL OR SEMI-QT",$20.91
3700117,VITAMIN B12,$275.50
3700118,VITAMINE B12 BINDING CAPACITY,$59.00
3700119,DHEA-S,$51.00
3700120,"VITAMIN D, 1, 25-DIHYDROXY",$227.25
3700121,"ELASTASE, PANCREATIC, FECAL",$312.00
3700122,ERYTHROPOIETIN,$57.00
3700123,ESTRADIOL,$321.50
3700124,"ESTROGEN, TOTAL",$51.25
3700125,ESTRIOL,$56.00
3700126,FATS/LIPIDS FECES QUAL,$29.50
3700127,FATS/LIPIDS FECES QUANT,$39.00
3700128,"FATTY ACIDS, LONG CHAIN",$214.00
3700129,FERRITIN,$255.50
3700130,FETAL FIBRONECTIN,$549.75
3700131,"FOLIC ACID, SERUM",$283.00
3700132,"FOLIC ACID, RBC",$66.75
3700133,"GAMMAGLOBULIN, EACH",$111.25
3700134,IGE,$50.43
3700135,GASTRIN,$61.75
3700136,"GLUCOSE,  OTHER FLUID",$81.25
3700137,"GLUCOSE, QUANT, BLOOD",$90.00
3700138,"GLUCOSE, BLOOD, REAGENT STRIP",$70.50
3700139,"GLUCOSE, POST GLUCOSE DOSE",$110.00
3700140,GLUCOSE TOLERANCE TEST (GTT),$233.25
3700141,GTT-ADDITIONAL SAMPLES,$69.00
3700142,"G6PD, QUANT",$11.00
3700143,GGT,$133.50
3700144,GLYCATED PROTEIN,$46.74
3700145,GONADOTROPIN (FSH),$105.75
3700146,GONADOTROPIN (LH),$120.50
3700147,GROWTH HORMONE (HGH),$71.00
3700148,"HAPTOGLOBIN, QUANT",$44.28
3700149,HEMOGLOBIN CHROMOTOGRAPHY,$87.25
3700150,GLYCOSYLATED HEMOGLOBIN (A1C),$91.25
3700151,PLASMA HEMOGLOBIN,$26.24
3700152,HOMOCYSTEINE,$114.50
3700153,HYDROXYINDOLACETIC ACID 5-HIAA,$160.75
3700154,"HYDROXYPROGESTERONE, 17-D",$60.70
3700155,IMMUNOASSAY NON-ANTIBODY,$27.50
3700156,"IMMUNOASSAY, RIA",$34.00
3700157,"IMMUNOASSAY, QUANT, NOT SPEC",$32.75
3700158,"INSULIN, TOTAL",$27.50
3700159,IRON,$98.50
3700160,IRON BINDING CAPACITY,$118.75
3700161,LACTATE,$112.25
3700162,LACTATE DEHYDROGENASE (LDH),$83.25
3700163,LEAD,$36.49
3700164,LIPASE,$146.00
3700165,"LIPOPROTEIN, BLOOD, NMR",$114.80
3700166,MAGNESIUM,$108.75
3700167,MANGANESE,$57.00
3700168,METANEPHRINES,$80.25
3700169,"MYELIN BASIC PROTEIN, CSF",$50.00
3700170,NATRIURETIC PEPTIDE,$160.75
3700171,"NEPHELOMETRY, NOT SPEC",$31.25
3700172,OLIGOCLONAL BANDS,$69.29
3700173,"ORGANIC ACID, SINGLE, QUANT",$349.00
3700174,"OSMOLALITY, BLOOD",$112.25
3700175,"OSMOLALITY, URINE",$153.00
3700176,PARATHORMONE,$277.25
3700177,"PH, BODY FLUID, NOS",$67.00
3700178,"CALPROTECTIN, FECAL",$255.00
3700179,"PHENYLALANINE, PKU, BLOOD",$37.00
3700180,"PHOSPHATASE, ALKALINE",$113.50
3700181,"PHOSPHATASE, ALKALINE, ISOENZY",$50.84
3700182,PHOSPHORUS,$91.25
3700183,"POTASSIUM, SERUM, PLASMA, WB",$88.50
3700184,"POTASSIUM, URINE",$96.50
3700185,PREALBUMIN,$103.00
3700186,PREGNENOLONE,$92.00
3700187,PROGESTERONE,$57.81
3700188,PROCALCITONIN (PCT)  (0194T),$61.00
3700189,PROLACTIN,$207.75
3700190,"PSA, TOTAL",$164.25
3700191,"PSA, FREE",$45.50
3700192,"PROTEIN, SERUM, PLASMA, WB",$85.25
3700193,"PROTEIN, URINE",$88.00
3700194,"PROTEIN, OTHER SOURCE",$73.50
3700195,"PROTEIN E-PHORESIS, SERUM",$26.50
3700196,PROTEIN E-PHORESIS/URINE/CSF,$44.50
3700197,PROINSULIN,$42.50
3700198,VITAMIN B6,$85.28
3700199,RENIN,$66.01
3700200,SELENIUM,$60.00
3700201,SEX HORMONE BINDING GLOBULIN,$50.00
3700202,"SODIUM, SERUM, PLASMA, WB",$88.50
3700203,"SODIUM, URINE",$89.25
3700204,SOMATOMEDIN,$457.75
3700205,"TESTOSTERONE, FREE",$72.16
3700206,"TESTOSTERONE, TOTAL",$58.00
3700207,THIANMINE (VITAMIN B1),$62.73
3700208,THYROGLOBULIN,$38.00
3700209,"THYROXINE, TOTAL",$69.50
3700210,"THYROXINE, FREE",$153.00
3700211,THYROID STIM HORMONE (TSH),$252.75
3700212,THYROID STIM HORMONE IG (TSI),$414.50
3700213,VITAMINE E,$35.00
3700214,TRANSFERASE (AST) (SGOT),$90.00
3700215,TRANSFERASE (ALT) (SGPT),$90.00
3700216,TRANSFERRIN,$120.50
3700217,TRIGLYCERIDES,$90.25
3700218,THYROID UPTAKE OR BINDING RATI,$18.04
3700219,"TRIIODOTHYRONINE (T3), TOTAL",$254.75
3700220,"TRIIODOTHYRONINE (T3), FREE",$126.25
3700221,"TROPONIN, QUANT",$162.98
3700222,"UREA NITROGEN, QUANT",$90.00
3700223,"UREA NITROGEN, URINE",$111.25
3700224,"URIC ACID, BLOOD",$99.00
3700225,VANILLYLMANDELIC ACID (VMA),$138.25
3700226,ZINC,$34.85
3700227,C-PEPTIDE,$45.10
3700228,"GONADOTROPIN, CHORION (HCG),QT",$254.75
3700229,PSA SCREEN,$160.50
3700230,LP-PLA2,$86.92
3700231,MANUAL DIFF,$42.25
3700232,COMPLETE CBC W/AUTO DIFF,$168.50
3700233,COMPLETE CBC AUTOMATED,$103.00
3700234,"RETICULOCYTE, AUTOMATED",$85.25
3700235,"PLATELET, AUTOMATED",$52.00
3700236,BLOOD SMEAR INTERPRETATION,$40.43
3700237,"BONE MARROW, SMEAR INTERP",$722.47
3700238,FACTOR VIII,$147.25
3700239,"FACTOR VIII, VW FACTOR, RISTOC",$98.50
3700240,"FACTOR VIII, VW FACTOR ANTIGEN",$279.75
3700241,FACTOR XI,$0.00
3700242,FACTOR XIII,$223.00
3700243,"FACTOR XIII , SCREEN SOLUBILIT",$80.00
3700244,ANTITHROMBIN III TEST,$179.25
3700245,"PROTEIN C, ANTIGEN",$168.50
3700246,"PROTEIN C, ACTIVITY",$134.50
3700247,"PROTEIN S, TOTAL",$138.25
3700248,"PROTEIN S, FREE",$99.00
3700249,FIBRIN SPLIT PRODUCTS (FDP/FSP,$160.00
3700250,"D-DIMER, QUANT",$99.00
3700251,"FIBRINOGEN, ACTIVITY",$75.50
3700252,"COAGULATION, NOT SPECIFIED",$52.00
3700253,"HEMOGLOBIN FETAL, ROSETTE",$25.00
3700254,HEPARIN ASSAY,$157.00
3700255,LEUK ALKALINE PHOS W/ COUNT,$82.25
3700256,"PLATELET AGGREGATION, EACH AGE",$119.75
3700257,PROTHROMBIN TIME (PT),$81.25
3700258,RUSSELL VIPER VENOM DILUTED,$34.25
3700259,"SED RATE, NON-AUTOMATED",$93.00
3700260,"SED RATE, AUTOMATED",$55.00
3700261,"SICKLING OF RBC, REDUCTION",$54.00
3700262,THROMBIN TIME,$17.75
3700263,THROMBOPLASTIN INHIBITION,$121.00
3700264,"THROMBOPLASTIN TIME,PARTIAL(PT",$116.87
3700265,"PTT, SUBSTITUTION",$103.00
3700266,"ALLERGEN, IGG",$13.00
3700267,"ALLERGEN, IGE, EACH",$48.75
3700268,"ALLERGEN, IGE, MULTI SCREEN",$75.50
3700269,"ANTIBODY ID, WBC ANTIBODIES",$150.00
3700270,"ANTIBODY ID, PLATELET ANTIBODI",$42.25
3700271,ANTINUCLEAR ANTIBODIES (ANA),$30.75
3700272,"ASO, TITER",$155.75
3700273,ASO SCREEN,$116.50
3700274,C-REACTIVE PROTEIN,$84.25
3700275,C-REACTIVE PROTEIN HS,$111.25
3700276,GLYCOPROTEIN ANTIBODY,$52.89
3700277,CARDIOLIPIN ANTIBODY,$200.00
3700278,ANTI-PHOSPHOLIPID ANTIBODY,$47.56
3700279,"COMPLEMENT, ANTIGEN",$52.00
3700280,"COMPLEMENT, FUNCTION ACTIVITY",$143.00
3700281,COMPLEMENT TOTAL (CH50),$65.60
3700282,CCP ANTIBODY,$30.50
3700283,DEOXYRIBONUCLEASE ANTIBODY,$66.75
3700284,"DNA ANTIBODY, NATIVE OR DBL ST",$39.36
3700285,"DNA ANTIBODY, SINGLE STRAND",$34.00
3700286,EXTRACTABLE NUCLEAR AG (ENA)AB,$42.25
3700287,FLUORESCENT ANTIBODY SCREEN,$29.50
3700288,FLUORESCENT ANTIBODY TITER,$114.50
3700289,IMMUNOASSAY TUMOR CA 15-3,$224.75
3700290,IMMUNOASSAY TUMOR CA 19-9,$69.29
3700291,IMMUNOASSAY TUMOR CA 125,$69.29
3700292,"HETEROPHILE ANTIBODIES, SCREEN",$119.75
3700293,IMMUNOASSAY TUMOR ANTIGEN,$246.00
3700294,"IMMUNOASSAY INFECTIOUS AGT,QT",$45.00
3700295,"GEL DIFFUSION, QUAL",$26.00
3700296,"IMMUNOFIX E-PHORESIS, SERUM",$97.50
3700297,"IMMUNFIX E-PHORSIS, OTHER FLUI",$97.50
3700298,INHIBIN A,$150.00
3700299,INSULIN ANTIBODIES,$73.80
3700300,ISLET CELL ANTIBODY,$138.25
3700301,LEUKOCYTE HISTAMINE RELEASE TE,$185.00
3700302,"NATURAL KILLER CELLS,TOT COUNT",$86.00
3700303,T CELL ABSOLUTE CD4/CD8 COUNT,$318.50
3700304,T CELL ABSOLUTE CD4 COUNT,$277.25
3700305,MICROSOMAL ANTIBODY,$146.00
3700306,"PARTICLE AGGLUTINATION, SCREEN",$25.50
3700307,"RHEUMATOID FACTOR, QUANT",$28.50
3700308,"TB TEST, CELL IMMUNITY ANTIGEN",$153.75
3700309,"SYPHILIS TEST (VDRL, RPR), QUA",$86.25
3700310,"SYPHILIS TEST (VDRL,RPR),QUANT",$90.25
3700311,ANTINOMYCES ANTIBODY,$24.00
3700312,ASPERGILLUS ANTIBODY,$31.75
3700313,BARTONELLA ANTIBODY,$92.00
3700314,BLASTOMYCES ANTIBODY,$31.75
3700315,LYME DISEASE ANTIBODY CONFIRMA,$28.50
3700316,LYME DISEASE ANTIBODY,$33.25
3700317,BRUCELLA ANTIBODY,$26.24
3700318,CANDIDA ANTIBODY,$43.00
3700319,CHLAMYDIA ANTIBODY,$30.75
3700320,CHLAMYDIA IGM ANTIBODY,$31.75
3700321,COCCIDIOIDES ANTIBODY,$29.75
3700322,CMV ANTIBODY,$136.25
3700323,"CMV ANTIBODY, IGM",$41.00
3700324,ENTEROVIRUS ANTIBODY,$29.50
3700325,EPSTEIN-BARR EA ANTIBODY,$31.25
3700326,EPSTEIN-BARR EBNA ANTIBODY,$36.00
3700327,EPSTEIN-BARR VCA ANTIBODY,$45.50
3700328,EHRLICHIA ANTIBODY,$27.50
3700329,"FUNGUS, NOT SPECIFIED",$105.75
3700330,GIARDIA LAMBLIA ANTIBODY,$158.00
3700331,HELICOBACTER PYLORI ANTIBODY,$66.75
3700332,HELMINTH ANTIBODY,$113.00
3700333,"HERPES SIMPLEX, NON-SPECIFIC T",$33.25
3700334,"HERPES SIMPLEX, TYPE 1",$80.25
3700335,"HERPES SIMPLEX, TYPE 2",$70.50
3700336,HISTOPLASMA,$31.75
3700337,HIV-1,$141.00
3700338,HIV-2,$128.00
3700339,"HBCAB, TOTAL",$39.36
3700340,"HBCAB, IGM",$34.44
3700341,HBSAB,$31.16
3700342,HBEAB,$32.80
3700343,"HAAB, TOTAL",$38.13
3700344,"HAAB, IGM",$32.80
3700345,MUMPS ANTIBODY,$30.50
3700346,MYCOPLASMA ANTIBODY,$41.82
3700347,PARVOVIRUS ANTIBODY,$52.89
3700348,"PROTOZOA ANTIBODY, NOT SPECIFI",$46.00
3700349,RICKETTSIA ANTIBODY,$90.25
3700350,RUBELLA ANTIBODY,$52.48
3700351,RUBEOLLA ANTIBODY,$30.50
3700352,TOXOPLASMA ANTIBODY,$43.46
3700353,"TOXOPLASMA ANTIBODY, IGM",$55.00
3700354,TREPONEMA PALLIDUM,$115.75
3700355,VARICELLA-ZOSTER ANTIBODY,$33.25
3700356,THYROGLOBULIN ANTIBODY,$45.10
3700357,HEPATITIS C ANTIBODY,$33.25
3700358,"HEPATITIS C AB, CONFIRMATORY T",$167.75
3700359,TRANSFUSION REACTION WORKUP,$167.61
3700360,GROWTH HORMONE AB,$53.75
3700361,CELLULAR FUNCTION ASSAY (ATP),$463.50
3700362,"ANTIBODY SCREEN, RBC",$117.00
3700363,"ANTIBODY ID, EACH PANEL",$364.08
3700364,"ANTIHUMAN GLOBULIN TEST, DIREC",$96.00
3700365,"ANTIHUMAN GLOBULIN TEST, TITER",$167.61
3700366,"BLOOD TYPING, ABO",$140.63
3700367,"BLOOD TYPING, RH (D)",$78.00
3700368,ANTIGEN TESTING OF DONOR BLOOD,$168.95
3700369,"BLOOD TYPING, RBC ANTIGENS",$168.95
3700370,"COMPATIBILITY TEST,EA UNIT,IAT",$168.95
3700371,"COMPATIBILITY TESTING, ELECTRO",$168.95
3700372,"FRESH FROZEN PLASMA,THAWING,EA",$343.45
3700373,POOLING OF PLATELETS/PRODUCTS,$168.95
3700374,SPLITTING OF BLOOD PRODUCTS,$167.61
3700375,LPRBC FILTER,$155.00
3700376,RHOGAM 300MCG,$542.75
3700377,RHOGAM 50MCG,$542.75
3700378,CRYOPRECIPITATE,$95.50
3700379,RBC LEUKOCYTE REDUCED,$423.00
3700380,"PLASMA, 1 DONOR, FRZ W/IN 8HRS",$359.50
3700381,PACKED RBC,$326.50
3700382,"PLT PHERESIS,LEUK-REDUCE,EA UN","$1,543.50"
3700383,"PLT PHERES,LEUK-RED,IRRAD,EA U","$1,797.50"
3700384,"RBC, IRRADIATED",$604.75
3700385,"RBC, LEUK-REDUCED, IRRADIATED",$469.50
3700386,"PROSTATE BIOPSY, >10 SPECIMENS",$539.77
3700387,SPECIMEN CONCENTRATION,$62.75
3700388,"CULTURE, BACTERIAL, BLOOD,AERO",$227.25
3700389,"CULTURE, STOOL",$266.50
3700390,"CULTURE, STOOL, ADD'L PATHOGEN",$46.00
3700391,"CULTURE, BACTERIAL, OTHER SOUR",$225.50
3700392,"CULTURE ID, ANAEROBE",$351.75
3700393,"CULTURE ID, ANAEROBE ADDL METH",$82.75
3700394,"CULTURE ID, AEROBIC ADDL METHO",$108.75
3700395,"CULTURE, SCREEN ONLY",$123.00
3700396,"CULTURE, URINE",$138.25
3700397,"CULTURE, FUNGUS",$170.00
3700398,"CULTURE, FUNGUS OTHER SOURCE",$180.25
3700399,"CULTURE ID, FUNGUS",$148.50
3700400,"CULTURE, MYCOPLASMA",$39.00
3700401,"CULTURE, CHLAMYDIA",$47.00
3700402,"CULTURE, MYCOBACTERIA (AFB)",$259.75
3700403,"CULTURE TYPING, IFA",$14.75
3700404,"OVA AND PARASITES,CONC/ID",$26.50
3700405,"SUSCEPTIBILITY, ENZYME DETECTI",$96.00
3700406,"SUSCEPTIBILITY, MIC",$145.49
3700407,GRAM/GEIMSA STAIN,$89.25
3700408,ACID FAST/FLUORESCENT STAIN,$106.00
3700409,COMPLEX SPECIAL STAIN,$41.00
3700410,WET MOUNT,$82.75
3700411,TOXIN OR ANTITOXIN ASSAY,$249.00
3700412,VIRUS INOCULATION TISSUE,$38.00
3700413,VIRUS INOCULATION SHELL,$38.00
3700414,VIRUS ID BY NON-IMMUNOLOGIC MD,$61.75
3700415,ASPERGILLUS AG BY EIA,$182.00
3700416,GIARDIA AG BY EIA,$497.75
3700417,H PYLORI STOOL BY EIA,$48.00
3700418,HBSAG BY EIA,$22.00
3700419,HBEAG BY EIA,$32.80
3700420,HISTOPLASMA CAPSULATUM BY EIA,$187.50
3700421,INFLUENZA A OR B BY EIA,$119.75
3700422,RSV BY EIA,$101.00
3700423,"AG DETECT BY EIA, NOT SPECIFIE",$37.00
3700424,"LYMES DNA, AMP PROBE",$411.50
3700425,CHLAMYDIA TRACH DNA AMP PROBE,$233.25
3700426,"C DIFF TOXIN GENE,AMPLI PROBE",$57.00
3700427,"CMV DNA, QUANTIFICATION",$330.75
3700428,"ENTEROVIRUS, AMPLIFIED PROBE",$193.00
3700429,"INFLUENZA DNA, AMP PROBE, MULT",$120.00
3700430,"HEPATITIS B, QUANTIFICATION",$255.00
3700431,"HEPATITIS C VIRUS, QUANTIFICAT",$233.25
3700432,"HSV, AMP PROBE",$115.50
3700433,"HIV-1, AMP PROBE",$90.00
3700434,"HIV-1, QUANTIFICATION",$532.00
3700435,"M. TUBERCULOSIS, AMP PROBE",$173.00
3700436,"N. GONORRHOEAE, AMP PROBE",$233.25
3700437,"DNA, AMP PROBE, EACH ORG",$401.75
3700438,"DNA, QUANTIFICATION, EACH ORG",$380.00
3700439,AGENT NOT SPECIFIED W/OPTIC,$30.75
3700440,"HEP C, GENOTYPE, REV TRANS/PRO",$687.00
3700441,HIV-1 AG W/HIV-1/2 ABS,$81.00
3700442,INFLUENZA  AMP PROBE  EACH TYP,$98.00
3700443,"CYTO, WASHING/BRUSHING, SMEAR",$150.50
3700444,"CYTO, LIQUID BASED W/INTERP",$305.55
3700445,"FNA, ADEQUACY, EACH SITE",$273.06
3700446,"FNA, INTERP AND REPORT",$157.75
3700447,"FC, CELL SURFACE, FIRST MARKER",$343.45
3700448,"FC, CELL SURFACE,EA ADD'L MARK",$24.00
3700449,"FC, INTERP, 16 OR MORE MARKERS",$157.00
3700450,"TISSUE CULT, NON-NEO, LYMPHOCY",$425.99
3700451,"TISS CULT,NON-NEO,SKIN/TISS BX",$416.56
3700452,"TISSUE CULT, NEO, BONE MARROW",$396.47
3700453,"CHROM ANALYSIS,COUNT 15-20CELL",$447.72
3700454,"CHROM ANALYSIS,ANALY 20-25CELL",$391.14
3700455,"DNA PROBE (FISH), EACH",$168.50
3700456,"CHROM ISH, 10-30 CELLS",$96.76
3700457,"INTERPHASE ISH, 25-99 CELLS",$463.00
3700458,"INTERPHASE ISH, 100-300 CELLS",$175.00
3700459,"CHROM ANALY,ADD'L KARYOTYPE,EA",$79.95
3700460,CYTOGENETICS INTERP AND REPORT,$206.00
3700461,SURGICAL PATHOLOGY LEVEL I,$99.91
3700462,SURGICAL PATHOLOGY LEVEL II,$110.75
3700463,SURGICAL PATHOLOGY LEVEL III,$160.75
3700464,SURGICAL PATHOLOGY LEVEL IV,$298.00
3700465,SURGICAL PATHOLOGY LEVEL V,$495.55
3700466,SURGICAL PATHOLOGY LEVEL VI,$985.23
3700467,DECALCIFICATION,$66.75
3700468,"SPECIAL STAIN,GROUP I,MICROORG",$289.50
3700469,"SPECIAL STAIN, GROUP II, OTHER",$276.75
3700470,CONSULT/REPORT REQ SLIDE PREP,"$1,484.75"
3700471,"CONSULT, COMPREHENSIVE",$535.00
3700472,"FROZ SECT, FIRST BLOCK",$191.75
3700473,"CYTOLOGIC EXAM, INITIAL SITE",$722.47
3700474,IHC INITIAL ANTIBODY STAIN,$370.50
3700475,"MICRODISSECTION, LASER CAPTURE",$323.50
3700476,"MORPHOMETRIC ANALYSIS, COMPUTE",$343.45
3700477,INSITU HYBRIDIZATION AUTO,$400.00
3700478,TUMOR IMMUNOHISTOCHEM/MANUAL,$462.48
3700479,INSITU HYBRIDIZATION (FISH) EA,$167.61
3700480,"IHC,EACH ADD'L AB PER SLIDE",$436.46
3700481,IHC EACH ADD'L SINGLE AB STAIN,$436.46
3700482,ISH MANUAL MULTI PROBE STAIN,$559.24
3700483,"CELL COUNT,BDY FLUID EXC BLOOD",$154.75
3700484,"LEUKOCYTES,FECAL,QUAL, SEMI-QT",$17.00
3700485,CRYSTAL IDENTIFICATION,$128.25
3700486,SEMEN ANALYSIS,$109.00
3700487,ISTAT TCO2,$181.00
3700488,ISTAT CHLORIDE,$88.00
3700489,ISTAT CREATININE,$80.00
3700490,ISTAT BLOOD GAS,$295.00
3700491,ISTAT GLUCOSE,$88.00
3700492,ISTAT POTASSIUM,$88.00
3700493,ISTAT SODIUM,$88.00
3700494,ISTAT BUN,$56.00
3700495,ISTAT HEMATOCRIT,$59.00
3700496,"COAGULATION TIME, ACTIVATED",$32.50
3700497,BLOOD PRODUCTS,
3700498,UNITE ANTIGEN TYPING STAT,
3700499,DRUG TEST PRSMV CHEM ANLYZR,$325.00
3700500,DRUG TEST DIRECT OBSV ONLY,$45.00
3700501,DRUG TEST DIR OBS INSTRMNT,$64.00
3700502,"THIN LAYER PREP, MANUAL SCREEN",$73.80
3700503,HPV HIGH- RISK TYPES,$85.00
3700504,COLLAGEN CROSSLINKS,$58.00
3700505,"THIN PREP, AUTO, MANUAL RESCRE",$85.28
3700506,BENZODIAZEPINES  1-12,$68.00
3700507,H. PYLORI BREATH TEST,$150.47
3700508,"BACTERIUM ANTIBODY, NOT SPECIF",$196.00
3700509,OXALATE,
3700510,"PHOSPORUS, URINE",$22.00
3700511,BLOOD OCCULT FECAL,$21.82
3700512,POCT GLUCOSE,$33.00
3700513,TRICHOMONAS VAGINALIS AMP,$84.00
4301012,EMPLOYMENT EXAM-BASIC,$151.58
4301018,RESPIRATOR FITNESS EVALUATION,$151.58
4301022,SPEICMEN COLLECT VENIPUNCTURE,$28.50
4301023,MEDICAL REVIEW OFFICER/15 MIN,$65.00
4301054,EMPLOYMENT EXAM 40-64YRS,$151.58
4301055,EMPLOYMENT EXAM 65 & OLDER,$151.58
4301056,RESPIRATOR FIT.EVAL 40-64 YRS,$151.58
4301057,RESPIRATOR FITNESS EVAL 65 & >,$151.58
4301058,HEP A VACCINE,$98.00
4301059,MMR VACCINE,$98.00
4301061,TDAP VACCINE,$95.00
4301062,VARICELLA VACCINE,$144.00
4301063,SKIN TEST TB INTRADERMAL,$33.39
4301064,IMMUNIZE ADMIN EA ADD VACCINE,$99.96
4301065,IMMUNIZE ADMIN 1 VACCINE,$150.92
4301066,HEP B VACCINE,$210.00
4301068,INFLUENZA ADMIN VACCINE,$131.71
4401001,EKG 12-LEAD - TRACING,$214.65
4401002,EKG-12 LEAD (SAME PHYSICIAN),$214.65
4401003,EKG-12 LEAD (DIFF PHYSICIAN),$214.65
4401012,MCOT OR EVENT MONITOR REFERRAL,$0.00
440103,EKG-12 LEAD (DIFF PHYSICIAN),$0.00
4401999,TRANSITION FROM ROOM HOLD,$0.00
4501001,EVALUATE AND TREAT,$0.00
4501004,"EEG, AWAKE AND SLEEP FLOOR",$610.56
4501005,"EEG, AWAKE AND SLEEP DEPT",$610.56
4501006,"EEG, IN COMA OR SLEEP ONLY",$978.65
4501007,EEG CEREBRAL DEATH EVALUATION,$978.65
4501008,SURGICAL EEG MONITORING,"$1,231.46"
4501009,SOMATOSENS TEST UPPR/LWR LIMB,$940.25
4501010,SOMATOSENSORY UPPER LIMBS,"$1,048.61"
4501011,SOMATOSENS TEST LOWER LIMBS,$630.25
4501016,POLYSOMNOGRAPHY 4 OR MORE PAR,"$3,958.00"
4501018,POLYSOMNOGRAPHY W/CPAP,"$4,101.79"
4501022,MULTIPLE SLEEP LATENCY TEST,"$3,071.25"
4501030,24 HR EEG W/VIDEO,"$4,916.81"
4501031,AMBULATORY EEG 24HRS,"$4,383.10"
4501032,SLEEP STUDY UNATTENDED,$380.81
4501037,EMG 1 EXTREMITY,$311.11
4501038,EMG 2 EXTREMITIES,$660.65
4501039,EMG 3 EXTREMETIES,$428.77
4501040,EMG 4 EXTREMITIES,$540.60
4501041,AUDITORY EVOKE POTENTIAL COMP,$500.32
4501042,VISUAL EVOKED POTENTIAL,$590.19
4501043,OR CAROTID MONITORING,"$1,231.46"
4501044,NEEDLE EMG/CRANIAL UNILATERAL,$272.42
4501045,NEEDLE EMG/CRANIAL BILATERAL,$528.68
4501046,LIMITED EMG (PARASPINAL NEEDLE,$222.60
4501047,LIMITED EMG (NON PARASPINAL),$249.25
4501048,MUSCLE TEST ONE FIBER,$215.71
4501050,BLINK REFLEX TEST,$94.34
4501052,NEUROMUSCULAR JUNCTION TEST,$411.81
4501054,ELECT GUIDE W/CHEMODENERV,$111.30
4501055,EMG GUIDE W/CHEMODENERV,$405.72
4501056,"EEG, EXT MONITORING 41-60MIN","$1,206.81"
4501057,"EEG, EXT MONITORING OVER 61MIN","$1,703.42"
4501058,"EEG, AWAKE AND DROWSY",$978.65
4501059,"EEG, ALL NIGHT RECORDING",$889.87
4501061,24 HR EEG WITHOUT VIDEO,"$2,933.82"
4501062,"C MOTOR EVOKED, UPPER LIMBS","$1,404.56"
4501063,"C MOTOR EVOKED, LOWER LIMBS","$1,404.56"
4501064,IOM WADA TEST,"$1,954.50"
4501065,CORTICAL MAPPING; INITIAL HR,"$1,954.50"
4501066,CORTICAL MAPPING; EA ADDL HR,$840.00
4501067,IONM IN OPERATING RM 15 MIN,$266.33
4501068,IONM REMOTE/>1 PT OR PER HR,$947.00
4501069,NVR CONDUCT STUDY;1-2 STUDIES,$344.75
4501070,NVR CONDUCT STUDY;3-4 STUDIES,$361.37
4501071,NVR CONDUCT STUDY;5-6 STUDIES,$361.37
4501072,NVR CONDUCT STUDY;7-8 STUDIES,$361.37
4501073,NVR CONDUCT STUDY;9-10 STUDIES,$650.29
4501074,NVR CONDUCT STUDY;11-12 STUDIE,$650.29
4501075,NVR CONDUCT STUDY;13 OR MORE,$650.29
4502001,SLEEP LEVEL 1 - MINIMUM,$140.72
4502002,SLEEP LEVEL 2 - LIMITED,$190.54
4502003,SLEEP LEVEL 3 - EXTENDED,$229.23
4502004,SLEEP LEVEL 4 - MODERATE,$296.54
4502005,SLEEP LEVEL 5 - COMPLEX,$386.11
4502006,PATIENT NO SHOW,$0.00
4502010,OVERNIGHT OXIMETRY EVALUATION,$339.89
4502011,SLEEP STUDY ATTENDED,"$3,091.00"
4502012,POLYSOM<6 YRS 4/> PARAMTRS,"$2,000.25"
4502013,POLYSOM<6 YRS CPAP/BILVL,"$2,002.25"
4502031,"CPAP, INITATION & MANAGEMENT",$761.88
4503010,OVERNIGHT OXIMETRY EVALUATION,$339.89
4503012,POLYSOM <6 YRS 4/> PARAMTRS,"$2,000.25"
4503013,POLYSOM <6 YRS CPAP/BILVL,"$2,002.25"
4503016,POLYSOM 6/> YRS 4/> PARAM,"$3,958.00"
