SVC CODE,SERVICES DESCRIPTION,CHGAMT,
218396409,OP CHEMO ADMNIV PUSH-SIN/INIT,$913.00 ,
218396411,OP CHEMO ADMNIV PSH- EA ADD DRUG,$706.00 ,
218396413,OP CHEM ADMIN INF UP TO 1HR,"$1,292.00 ",
218396415,OP CHEM ADMNIV INF-EA ADDT'L HR,$424.00 ,
218396416,CHEM IV INF >8HRS W/PUMP,$300.00 ,
218396417,CHEM IV INF-EA ADDT'L SEQ =>1HR,$799.00 ,
218396420,CHEM IA PUSH TECNIQUE,$293.00 ,
218396422,CHEM/DRUG INFUSION 1 HR,$412.00 ,
218396423,CHEM/DRUG INF EA ADD HOUR,$189.00 ,
218396425,CHEM/DRUG INF >8HRS,$443.00 ,
218396440,CHEMO PLEURAL CAV W THORAC,$446.00 ,
218396446,CHEMOTX ADMIN PRTL CAVITY,$446.00 ,
218396450,CHEM CNS INTRATHECAL W LP,$898.00 ,
218396521,REFILL & MAINT PORTABLE PUMP,$336.00 ,
218396522,REFILL & MAINT IMPLANT PUMP,$272.00 ,
218396523,IRRIG IMPLNTD VENOUS DEVICE,$130.00 ,
218396542,CHEMO INJ VIA SQ RESERVOIR,$327.00 ,
218396549,UNLISTED CHEMOTHERAPY PROCEDURE,$56.00 ,
225097807,MEDICAL NUTRITION TX GRP EA 30MIN,$177.00 ,
225097808,REASSESS NUTRITION THER EA 15M,$103.00 ,
225097809,INIT NUTRITION THERAPY EACH 15M,$103.00 ,
41096372,OP THERPROPHDIAG INJ SCIM,$415.00 ,
294036430,TRANSFUSION BLOOD/COMPONENTS,"$1,149.00 ",
294036591,COLLECT BLOOD VENOUS DEVICE,$616.00 ,
294036592,COLLECT BLOOD CENTRAL/PERIPH CATH,$802.00 ,
294036593,DECLOT VASCULAR DEVICE,$776.00 ,
294090460,IM ADMIN 1ST/ONLY COMPONENT,$35.00 ,
294090471,IMMUNIZATION ADMIN 1 VACCINE,$68.00 ,
294090472,IMMUNIZATION ADMIN EA ADDL,$62.00 ,
294096360,OP HYD IV INFUSION INIT 31-60M,$545.00 ,
294096361,OP HYDRATE IV INF ADD-ON EA HR,$545.00 ,
294096365,OP IV INF INITIAL UP TO 1HR,$700.00 ,
294096366,THER/PROPH/DIAG IV INF ADDON,$325.00 ,
294096367,OP TX/PROPH/DG ADDL SEQ IV INF 1H,$395.00 ,
294096368,OP THER/DIAG CONCURRENT INF,$284.00 ,
294096372,OP THER/PROPH/DIAG INJ SC/IM,$461.00 ,
294096374,OP THER/PROPH/DIAG INJ IV PUSH,$512.00 ,
294096375,OP TX/PRO/DX INJ NEW DRUG ADDON,$284.00 ,
294096376,OP TX/PRO/DX INJ NEWSAME DRG ADON,$125.00 ,
294096401,CHEMO ADMINSUBQ OR IM,$416.00 ,
294096402,CHEMO HORMON ANTINEOPL SQ/IM,$475.00 ,
294096409,CHEMO ADMNIV PUSH-SINGLE OR I,$913.00 ,
294096411,CHEMO ADMNIV PSH- EA ADDT'L D,$628.00 ,
294096413,CHEM ADMNIV INFUSN UP TO 1HR,"$1,292.00 ",
294096415,CHEM ADMNIV INFUSN-EA ADDT'L,$377.00 ,
294096417,CHEM ADMN-IV IFUSN-EA ADDT'L,$711.00 ,
294096450,"CHEMOTHERAPY, INFUSE CNS",$898.00 ,
294096523,IRRIG IMPLNTD VENOUS ACCESS DE,$130.00 ,
294099195,THERAPEUTIC PHLEBOTOMY,$143.00 ,
162000105,APP OF LONG ARM SPLINT,$446.00 ,
162001059,"CAST-PLASTR, BRACE W/P BND",$343.00 ,
162000125,APP SHORT ARM SPLINT STATIC,$446.00 ,
162000130,APP FINGER SPLINT STATIC,$446.00 ,
162014560,FX HUMERAL/EPICONDYL W/O MANIPILA,$558.00 ,
162015505,CL TX RADIAL SHFT FX W MANIP,$337.00 ,
162015630,CLTX CARPL BONE FX WO MNP EA BONE,$487.00 ,
162001652,ABDUCTION BAR,$437.00 ,
162001815,PATELLA Q BRACE,$187.00 ,
162001832,PEDIATRIC ROM KNEE BRACE,$348.00 ,
162018510,CL TX FX PHALNX PHALANG WO MANIP,$270.00 ,
162020612,ASPIRATE INJ GANGLION CYST,$939.00 ,
162002180,HIP STABILIZER BRACE,$586.00 ,
162022310,CL TX SPINE FX WO MANIPULATION,$310.00 ,
162023600,PROX HUMERUS FX NO MANIPULATION,$933.00 ,
162024650,RAD NECK FX NO MANIPULATION,$933.00 ,
162026740,TX FINGER TX EACH,$349.00 ,
162027197,CLSD TX PELVIC RING FX,$337.00 ,
162027501,CL TX SC/TC FEMUR WO MANIP,"$1,210.00 ",
162027516,FX-CL DIS FEM EPIPH SEP W/O MANIP,"$1,482.00 ",
162027538,FX-CL INTERCOND SPINE TUBER KNEE,$322.00 ,
162027605,SQ INC ACHILLES TENDON W LCL ANES,"$3,043.00 ",
162027824,CL TX WB DSTL TIB WO MANIP,$757.00 ,
162028430,CL TX TALUS FX WO MANIP,$314.00 ,
162002999,PATELLA TENDON STRAP,$63.00 ,
162000345,APP LONG LEG CAST,$616.00 ,
162003485,HEEL LIFTS,$28.00 ,
162003500,FX CLAVICLE CLSD TX WO MANIPUL,$468.00 ,
162000358,APP LONG LEG CAST BRACE,$632.00 ,
162000365,APP CYLINDER CAST,$746.00 ,
162003760,"R.O.M. ELBOW BRACE, MAYO",$832.00 ,
162000386,WALKING BOOT,$340.00 ,
162003930,THUMB SPICA SPLINT,$123.00 ,
162000400,FXCL CALCAN WO MANIP,$793.00 ,
162000405,APP SHORT LEG CAST,$616.00 ,
162004102,OASIS WOUND MATRIX 3X 3.5,$307.00 ,
162000425,APP SHORT LEG CAST WALKING /3,$616.00 ,
162000435,APP PATELAR TENDON BERING CAST,$616.00 ,
162004386,WEE WALKER,$200.00 ,
162000450,APP CLUBFT CAST LONG SHORT LEG,$446.00 ,
162004500,FX HUM SHAFT WO MANIP,$468.00 ,
162004505,FX HUMERUS SHAFT W MANIP,$649.00 ,
162004530,FX HUMERUS SUPRATRANSCONDYLAR,$753.00 ,
162004535,FX SUPRATRANSCONDYL FX W MANIP,$152.00 ,
162004576,TX HUMERAL CONDYL FX WO MANIP,$753.00 ,
162004577,TX HUMBRAL CONDYL FX W MANIPUL,$649.00 ,
162004670,FX ULNAR PROXIMAL WO MANIPULAT,$468.00 ,
162004675,FX ULNAR PROXIMAL W MANIP,$649.00 ,
162000470,FXPCL METATARSAL WO MANIP EA,$793.00 ,
162000475,FXCL METATARSAL W MANIP EA,$188.00 ,
162000490,FX BIG TOE CLOSED TX WO MANIP,$136.00 ,
162000495,FX BIG TOE CLOSED MANIP,$161.00 ,
162000505,APP LONG LEG SPLINT,$540.00 ,
162000515,APP SHORT LEG SPLINT,$446.00 ,
162005500,FXCL HUMERAL SHAFT WO MANIP,$466.00 ,
162005530,FXCL ULNAR SHAFT WO MANIP,$582.00 ,
162005560,FXCL RAD ULNAR SHAFT WO MANIP,$494.00 ,
162005565,FXCL RAD ULNAR SHAFT W MANIP,$685.00 ,
162005600,FX DIST RAD WWO STYLD WO MANIP,$794.00 ,
162005605,FXCL RADFX RADIAL ULNAR W MANP,"$2,055.00 ",
162005622,FXCL CARPAL SCAPHOID WO MANIP,$794.00 ,
162000600,DRAIN INJECT SMALL JOINT,"$1,080.00 ",
162000605,DRAIN INJECT INTMD JOINT,$768.00 ,
162000610,DRAIN INJECT MAJ JOINT,"$1,252.00 ",
162000065,APP CAST SHOULDER TO HAND,$616.00 ,
162006550,NEGATIVE PRESSURE WOUND SET,$44.00 ,
162006600,FXCL MCRP SNGL WO MANP EA BONE,$677.00 ,
162006605,FXCL MCARP SNGL W MANP EA BONE,$936.00 ,
162006720,FX PROXMID PHALANX WO MANIP,$677.00 ,
162006725,FX PROXMID PHALANX W MANIPULAT,"$1,085.00 ",
162006750,FX DIST PHALNX WO MANIP,$677.00 ,
162006755,FX DISTAL PHALNX W MANIP,$936.00 ,
162000700,REM BIVLVNG GNTLT BOOT BDY CST,$540.00 ,
162000705,REMOVAL REVISION OF CAST,$446.00 ,
162000710,REM BIVLVNG SHOULDER HIP SPICA,$643.00 ,
162007256,TX SPONT HIPDISLC WO ANS OR MN,$427.00 ,
162000730,WINDOWING OF CAST,$466.00 ,
162000075,APP CAST ELBOW TO FINGER,$616.00 ,
162007508,FXCL DIST FEM CONDYLES WO MANP,$794.00 ,
162007510,FXCLDIST FEM CONDYLES W MANIP,$685.00 ,
162007520,FXCL PATELLAR WO MANIP,$794.00 ,
162007530,FXCL TIBIAL WO MANIP,$794.00 ,
162007750,FXCL TIBIAL SHAFT WO MANIP,$187.00 ,
162007760,FX TIBIA DISTAL WO MANIP,$794.00 ,
162007780,FXCL PROX FIB SHAFT WO MANIP,$794.00 ,
162007781,FXCL PROX FIBULA SHAFT MANIP,"$1,773.00 ",
162007786,FXCL DIS FUBULA WO MANIP,$794.00 ,
162007788,FXCL DIS FIBULA W MANIP,$805.00 ,
162000808,FXCL BIMALLEOLAR ANKLE WO MANP,$794.00 ,
162000810,FXCL BIMALLEOL ANKLE W MANIP,"$1,773.00 ",
162000085,APP CAST HAND TO LOWR FOREARM,$446.00 ,
162097035,ULTRASOUND EA 15 MIN,$223.00 ,
190013905,DYNAMIC HAND SPLINT,$177.00 ,
190000034,SPCH THERAPYINDIV,$332.00 ,
190003702,ELBOW SPLINT,$129.00 ,
190003933,FINGER SPLINT,$83.00 ,
190000007,WHFO RESTING CUSTOM,$67.00 ,
190000071,EVALUATE SWALLOWING FNCTN BEDSIDE,"$1,010.00 ",
190000072,DEVELOPMENTAL TESTSEAHR,$342.00 ,
190000074,DEVELOPMENTAL SCREENING,$40.00 ,
190092522,EVALUATE SPEECH PRODUCTION,$548.00 ,
190092523,SPEECH SOUND LANG COMPREHEN,$756.00 ,
190092611,MOTION FLUORO SWALLOW FCN,$248.00 ,
190096111,DEVELOPMENTAL TEST EACH HOUR,$297.00 ,
190096112,DEVEL TST PHYS/QHP 1ST HR,$327.00 ,
190096113,DEVEL TST PHYS/QHP EA ADDL,$164.00 ,
190097010,HOT OR COLD PACKS 1 OR MORE AREAS,$110.00 ,
190097018,MODAL-PARAFFIN BATH,$134.00 ,
190097032,ELECTRICAL STIMULATION EA 15 MIN,$151.00 ,
190097035,OT ULTRASOUND EA 15 MIN,$223.00 ,
190097110,EXERCISES EACH 15 MINUTES,$234.00 ,
190097112,NEUROMUSCULAR ED. EACH 15 MIN,$224.00 ,
190097124,MASSAGE EACH 15 MINUTES,$101.00 ,
190097127,THER IVNTJ W FOCUS COG FUNCJ,$130.00 ,
190097140,MANUAL THERAPY TECHNIQUES/15MIN,$269.00 ,
190097150,GROUP OCCUPATIONAL THERAPY,$298.00 ,
190097165,OT EVAL LOW COMPLEX 30 MIN,$269.00 ,
190097166,OT EVAL MOD COMPLEX 45 MIN,$958.00 ,
190097167,OT EVAL HIGH COMPLEX 60 MIN,"$1,005.00 ",
190097168,OT RE-EVAL EST PLAN CARE,$429.00 ,
190097530,THERAPEUTIC ACTIVITYEA 15 MIN,$174.00 ,
190097535,TRAIN IN ADL EACH 15 MINUTES,$180.00 ,
190097750,PERFORMANCE TEST EACH 15 MIN,$285.00 ,
190097760,ORTHOTIC MGMT AND TRAINING,$235.00 ,
190097761,PROSTHETIC TRAINING,$267.00 ,
190097763,ORTHC PROSTC MGMT SBSQ ENC,$259.00 ,
63096111,EVAL STANDARDIZED TEST,$264.00 ,
63096112,DEVEL TST PHYS/QHP 1ST HR,$327.00 ,
63096113,DEVEL TST PHYS/QHP EA ADDL,$164.00 ,
63096361,OP HYDRATE IV INF ADD-ON EA HR,$490.00 ,
63096365,THER/PROPH/DG IV INF INIT UP TO 1,$700.00 ,
63096366,THER/PROPH/DIAG IV INF ADDON,$325.00 ,
63096367,OP TX/PROPH/DG ADDL SEQ IV INF 1H,$395.00 ,
63096374,OP THER/PROPH/DIAG INJ IV PUSH,$460.00 ,
63096375,OP TX/PRO/DX INJ NEW DRUG ADDON,$284.00 ,
63096413,OP CHEM ADMIN INF UP TO 1HR,"$1,292.00 ",
63096415,OP CHEM ADMINIV INF-EA ADDT'L HR,$424.00 ,
63097032,MODALELECTRICAL STIMULATION,$165.00 ,
63097035,MODAL ULTRASOUND EA 15 MIN,$131.00 ,
63097110,PT EXERCISES EA 15 MIN,$164.00 ,
63097112,THERAPYNEUROMUSCULAR ED,$174.00 ,
63097116,THERAPYGAIT TRAININGAMBULATION,$173.00 ,
63097124,THERAPYMASSAGE,$95.00 ,
63097140,MANUAL THERAPY TECHNIQUES15MIN,$188.00 ,
63097161,PT EVAL LOW COMPLEX 20 MIN,$140.00 ,
63097162,PT EVAL MOD COMPLEX 30 MIN,$258.00 ,
63097163,PT EVAL HIGH COMPLEX 45 MIN,$634.00 ,
63097164,PT RE-EVAL EST PLAN CARE,$333.00 ,
63097530,THERAPYTHERAPEUTIC ACTIVITIES,$144.00 ,
63097750,EVAL PERFORMANCE TESTEA 15 MIN,$199.00 ,
63097760,ORTHOTIC MGMT AND TRAINING,$167.00 ,
403899212,LEVEL 2 TECH,$140.00 ,
61000010,CHEST TUBE,$57.00 ,
61000100,TROCAR DILATING TIP 10/12X150,$363.00 ,
61010004,JACKSON PRATT FLAT DRAIN,$162.00 ,
61010009,TROCAR SPLIT DISPOSABLE,$449.00 ,
61000102,FLEX ARTICULATING LINEAR CUT 35M,$965.00 ,
61010021,ISOCOOL TIP,"$1,024.00 ",
61010022,DURAGEN PLUS 1X3,"$1,074.00 ",
61010023,DURAGEN PLUS 2X2,"$1,157.00 ",
61010024,DURAGEN PLUS 3X3,"$1,471.00 ",
61010025,DURAGEN PLUS 4X5,"$2,475.00 ",
61000103,LIGACLIP ROTATING MED/LG 20,$393.00 ,
61000104,TROCAR FLEXIPATH 7MM SLEEVE/OBT,$226.00 ,
61010049,RETENTION W/TIE,$48.00 ,
61000105,TROCAR FLEXIPATH 15MM SLEEVE/OBT,$226.00 ,
61000106,ENDOPATH REDUCER CAP 18MM/5MM,$42.00 ,
61000107,ENDOPATH REDUCER CAP 18MMX10/12,$42.00 ,
61000108,ENDOSUTURE SUTURE ASSISTANT,$496.00 ,
61000109,FLEX ARTICULATING RELOADS 35MM,$521.00 ,
61000110,ENDOSCOPIC LINEAR CUTTER 35 REG,$774.00 ,
61010100,SHORT ARM CAST PLASTER,$152.00 ,
61010101,SHORT LEG CAST PLASTER,$231.00 ,
61010102,LONG ARM CAST PLASTER,$236.00 ,
61010103,LONG LEG CAST PLASTER,$599.00 ,
61010104,HIP SPICA PLASTER,$538.00 ,
61010105,SHORT LEG CAST FIBERGLASS,$433.00 ,
61010106,SHORT ARM CAST FIBERGLASS,$173.00 ,
61010107,LONG LEG CAST FIBERGLASS,$599.00 ,
61010108,LONG ARM CAST FIBERGLASS,$599.00 ,
61010109,HIP SPICA FIBERGLASS,$975.00 ,
61000111,CSF VENTRIC RESERVOIR IC 12X40,"$1,039.00 ",
61010110,SPLINT,$130.00 ,
61010111,KNEE IMMOBILIZER,$123.00 ,
61010114,WALKING SHOE,$49.00 ,
61010116,CERVICAL COLLAR,$62.00 ,
61010117,CERVICAL STRAP,$87.00 ,
61001012,CATH STAMEY PERCUT SUPRAPUBIC 1OF,$321.00 ,
61010123,VALVE FREESTYLE AORTIC ROOT,"$17,479.00 ",
61010124,BIOPSY CORE SYSTEM 15GA 15CM,$287.00 ,
61010125,MED NEXT DIAMOND BURR,$337.00 ,
61010126,DRAIN BLAKE 19FR,$113.00 ,
61010127,ENDOCATCH II 15MM,$629.00 ,
61010128,ENDOCATCH GOLD 10MM,$574.00 ,
61010129,BAND ANNULOPLASTY #4625 28MM,"$6,366.00 ",
61010131,CATHETER CODMAN HAKIM VENTRICULAR,"$1,512.00 ",
61010132,CATHETER DEWAN SUPRAPUBIC,$368.00 ,
61010133,INSERTS SURG CLAMP,$109.00 ,
61010134,GRAFT HEMA PLAT 24MM X 15CM,"$1,321.00 ",
61010135,GRAFT HEMA PLAT 38MM X 15CM,"$1,408.00 ",
61010136,GRAFT HEMA PLAT 18MM X 30CM,"$1,285.00 ",
61010137,HANCOCK VALVE,"$10,688.00 ",
61000114,PROPYLENE BUTTON,$24.00 ,
61000115,HALL SAW BLADE OSCILLATING,$131.00 ,
61000116,EDM VENTRICULAR BECKER 20CM,$405.00 ,
61000117,OCULAR IMPLANT HYDROXYAPATITE,"$1,776.00 ",
61000118,PROX LINER CUT SAFETY LOCK 75,$609.00 ,
61000119,PROX LINEARCUT RELOAD BLUE 75,$487.00 ,
61000120,PROX LINEAR CUT RELOAD BLUE 55,$311.00 ,
61010201,MALECOTT CATHETER,$147.00 ,
61010204,FOGARTY CATHETER 10-FR,"$1,349.00 ",
61010209,DISPOSABLE CRANIAL BLADES,$417.00 ,
61000121,PROX CRVD INTRALUMINAL STAPLER,"$1,105.00 ",
61010210,PENROSE DRAIN,$26.00 ,
61010211,DISP MICROSCOPE COVERS,$254.00 ,
61010212,LOGAN BOW,$673.00 ,
61010213,CATH VENT BACTI #3073,$858.00 ,
61010215,SPANISH EYE SHIELDS,$24.00 ,
61010220,ELASTOGEL CAST PAD,$45.00 ,
61010222,SILASTIC TUBING,$21.00 ,
61010227,INTRA CATHS,$70.00 ,
61010230,BEAVER KER BLADES #55,$107.00 ,
61010231,BEAVER MICRO BLADES #595,$139.00 ,
61010232,VENTR PERIT CHAMB SHUNT,"$1,735.00 ",
61010233,PUDENZ VALVE,"$1,843.00 ",
61010234,BRAASCH BULB CATH,$76.00 ,
61010236,FOGARTY CATHETER,$225.00 ,
61010237,FOGARTY CATHETER NEURO 2FR,$342.00 ,
61010238,COTTON BALLS,$26.00 ,
61010239,BREAST IMPLANT EACH,"$1,130.00 ",
61010240,REESE BLADES (DISP),$250.00 ,
61010241,SURGICAL BRA,$140.00 ,
61010242,DURASEAL,"$1,148.00 ",
61010243,WHISTLE TIP URETH CATH,$49.00 ,
61010244,NEUROPEN,"$1,441.00 ",
61010251,CONNECTOR STLESS STEEL NEURO,$586.00 ,
61010253,RICHMAN RESERVOIR,$832.00 ,
61010255,L V VENT SET,$162.00 ,
61010256,STRAIT PLASTIC ACU FLO,$270.00 ,
61010257,CATHETER CONNECTOR 55CM DISPOS,"$1,447.00 ",
61010258,TESTICULAR IMPLANT,"$2,943.00 ",
61010260,YAG LASER TIP,"$1,549.00 ",
61010261,EMG ELECTRODES,$695.00 ,
61010262,SUGITA CLIP,$934.00 ,
61010263,LASER TIP 7FR,"$1,194.00 ",
61010264,NEONATAL RESIVOIR,$874.00 ,
61010265,CONTACT CABLE 4,$388.00 ,
61010628,SILICONE TIRE,$366.00 ,
61010270,CATH VENT BACTI #1745,"$1,293.00 ",
61010273,TUBE CONNECTOR WITH ANTHER CHA,"$4,684.00 ",
61010274,VINYL-VENOUS-CATH,$24.00 ,
61010275,"CANNULA,VENOUS,STRAIGHT TIP",$177.00 ,
61010276,CATHETER PERITONEAL SMALL MED,$488.00 ,
61010277,DONALDSON TUBE,$379.00 ,
61010283,VALLEY-LECTRO-SWITCH,$47.00 ,
61010286,PAPARELLA-DRAIN-TUBE,$117.00 ,
61010287,CATHETER VENTRICULAR STANDARD,$341.00 ,
61010288,CSF FLOW CONTROL VALVE CONTOUR,"$1,211.00 ",
61010289,YASARGIL CLIP 5MM MINI,$840.00 ,
61010290,S-300/301 LT STAND SHUNT,$471.00 ,
61010291,S-302R/303R REV CURVE SHU,$312.00 ,
61010293,S-302/303 RT CURVE SHUNT,$435.00 ,
61010299,S-304/305 STRAIGHT SHUNT,$405.00 ,
61010301,CONTACT CABLE 6,$460.00 ,
61010302,CONTACT CABLE 8,$355.00 ,
61010303,NEURO CONTACT CABLE 20,$693.00 ,
61010304,NEURO ELECTRODES 32,"$1,020.00 ",
61010305,RAIM THREAD STR CONNECT,$123.00 ,
61010306,NASAL SPLINTS,$75.00 ,
61010307,CONTACT CABLE 64,"$1,560.00 ",
61010308,NEURO GUIDING CATHETER 5FR,$788.00 ,
61010309,STOCKINETTE IMPERVIOUS,$24.00 ,
61010310,HEART VALVE MECHANICAL,"$12,570.00 ",
61010311,RING REPAIR 4400,"$5,255.00 ",
61010312,RING REPAIR 4625,"$6,392.00 ",
61010313,SUBDURAL ELECTRODE 4,$938.00 ,
61010314,SUBDURAL ELECTRODE 6,"$1,216.00 ",
61010315,SUBDURAL ELECTRODE 8,"$1,461.00 ",
61010316,SUBDURAL ELECTRODE 32,"$1,710.00 ",
61010318,CAUTERY BLADE,$90.00 ,
61010319,SUBDURAL ELECTRODE 64,"$2,170.00 ",
61010320,GRAFT VASCULAR BARD,"$2,521.00 ",
61010321,PATCH EPTSE FABRIC 100X150,"$2,513.00 ",
61010322,S-313 SILICONE-U-TUBE,$123.00 ,
61010324,S-545 CANNULA CLAMP,$184.00 ,
61010325,FOX METAL EYE SHIELD,$247.00 ,
61010326,JACKSON PRATT ROUND DRAIN,$178.00 ,
61010328,DACRON PATCH 4X4,"$1,223.00 ",
61010329,VENA CAVAL CATH,$173.00 ,
61001033,SYSTEM CARDIOBLATE BP2 XL,"$6,552.00 ",
61010330,VEN CATH POLYBEU TIP,$169.00 ,
61010333,BEAVER BLADE #75L,$47.00 ,
61010335,DWYER STAPLES,$197.00 ,
61010336,DWYER SCREW V SPINAL,$496.00 ,
61010337,DWYER BEAD,$95.00 ,
61010338,NERVE STIMULATOR LOCATOR,$123.00 ,
61010339,GIGLI SAW BLADE,$135.00 ,
61010340,SPINAL ENDOSCOPE USAGE,"$3,101.00 ",
61010342,FLEXILUM-LIGHT-3034,$128.00 ,
61010343,GOODE TUBE,$71.00 ,
61010344,BLOOD SECONDARY SETS,$25.00 ,
61010345,BONE WAX,$26.00 ,
61010346,RIGGS CANNULA,$196.00 ,
61010348,SUTURE TYPE II,$114.00 ,
61010350,SUTURE TYPE III,$177.00 ,
61010351,TICRON PLEDGETS,$405.00 ,
61010353,R A SINGLE-CLAMPS,$75.00 ,
61010357,INTRAOCULAR LENS,"$1,957.00 ",
61010358,IRIS INTRAOCULAR LENS,"$1,309.00 ",
61010359,COLLAGEN IMPLANT 2.5CC,"$1,832.00 ",
61010360,PORTACATH,$869.00 ,
61010361,PORTACATH/PAS,"$2,686.00 ",
61010362,PORTCATH INTRODUCER SET,"$1,112.00 ",
61010378,SHUNT CARDIAC PERITONEAL,$695.00 ,
61010379,LEVINE SHUNT,"$2,460.00 ",
61010382,OCCUTOME TUBING,$95.00 ,
61010386,EYE CONFORMER,$26.00 ,
61010391,EYE SPHERE,$69.00 ,
61010394,SUCTION CAUTERY,$47.00 ,
61010395,DISPOSABLE G.I.A. STAPLER,"$1,202.00 ",
61010399,JOHN TYME TAP,$30.00 ,
61010401,BANDAGE ESMARCH,$43.00 ,
61010402,B-D BIOPSY NEEDLE,$143.00 ,
61010403,VERRES NEEDLE,$176.00 ,
61010404,FASCIALATA,"$3,035.00 ",
61010405,RETINAL IMPLANT BANDING,$726.00 ,
61010408,GULLIAN BLADE,$204.00 ,
61010414,DRILL BURR,$306.00 ,
61010415,DRILL CUTTERS,$361.00 ,
61010420,TROCAR 5MM ENDOPATH THORAC,$318.00 ,
61010421,CSF UNITIZED SHUNT SMALL 1.5,"$2,380.00 ",
61010422,CODMAN ENDOSCOPIC SHUNT KIT,"$2,309.00 ",
61010423,ACRACUT DISPOSABLE PERFORATOR,$82.00 ,
61010424,CATHETER PASSER,$793.00 ,
61010425,LUMBAR CATHETER,$594.00 ,
61010426,MONITOR EXTERNAL DRAINAGE SYSTEM,$594.00 ,
61010427,MALIS IRRIGATING BIPOLAR CORD,$209.00 ,
61010428,ULTRASOUND COVER,$48.00 ,
61010429,TROCAR 7MM FLEXIBLE SURGICAL,$777.00 ,
61010430,CONNECTOR RT ANGLE NEURO,$197.00 ,
61010431,CSF FLOW CONTOUR VALVE,"$1,957.00 ",
61010500,OSVII WANTAND2INT CONNECT,"$2,381.00 ",
61010501,HUMMINGBIRD 45 DEBRIDER,$637.00 ,
61010502,SILICONE SILO BAG,$515.00 ,
61010602,"BOVIE BLADE ANGLED, 60 DEG",$111.00 ,
61010603,BEAVER BLADE SCLEROTOME,$75.00 ,
61010604,INFLATION DEVICE DISPOSABLE,$587.00 ,
61010605,RITLENG BICANILICULUS INTUBT. SET,$484.00 ,
61010606,RITLENG NASOLACRIMAL PROBE 1460U,$461.00 ,
61010607,ADATO SIL 5000,"$1,379.00 ",
61010608,MVS BLADE 20G,$202.00 ,
61010609,"LACRIMAL DUCT CATHETER,3MM","$1,015.00 ",
61010610,TREPHINE BLADES 8.0MM,$268.00 ,
61010611,"TREPHINE BLADE, 6.5MM",$251.00 ,
61010612,"TREPHINE BLADE, 7.5MM",$268.00 ,
61010613,"TREPHINE BLADE, 7.0MM",$251.00 ,
61010614,ACCUTEMP HIGH TEMP CAUTERY,$69.00 ,
61010615,INFANT LACRIMAL DILATOR,$135.00 ,
61010616,DISPOSABLE INFLATION DEVICE,$587.00 ,
61010617,CONFORMER SMALL TESTICULAR IMPLAN,$128.00 ,
61010618,CONFORMER MED TESTICULAR IMPLANT,$128.00 ,
61010619,CONFORMER LARGE TESTICULAR IMPLAN,$128.00 ,
61010620,"SUPRAMID, EXTRA II, 3-0, 2GS230",$71.00 ,
61010621,ALCON FRAGMATONE ACCESSORY PACK,$387.00 ,
61010622,ALCON GFI ACCESSORY PACK,$239.00 ,
61010623,ALCON OPTHALMOLIC SLIT KNIFE,$200.00 ,
61010624,HEMOSTATIC WET FEILD ERASER,$45.00 ,
61010625,SIDE CUTTING CYSTOME,$23.00 ,
61010627,XOMED INTUBATION SET,$355.00 ,
61010629,CUSTOM PACK CYSTO,$208.00 ,
61010631,CUSTOM PACK SPINE,"$1,455.00 ",
61010650,HEMASHIELD PATCH,"$1,635.00 ",
61010651,DOUBLE VELOUR PATCH,$334.00 ,
61010652,PERICARDIAL MEMBRANE 6X12,"$1,068.00 ",
61010653,PERICARDIAL MEMBRANE 12X12,"$1,494.00 ",
61010654,CV PATCH 30X30,$852.00 ,
61010655,CV PATCH 50X75,$811.00 ,
61010656,STERNAL SAW BLADE,$133.00 ,
61010657,EXTERNAL DEFIBRILLATOR PAD,$42.00 ,
61001066,BLOCK SUPPLY LEVEL 1 SINGLE,"$1,246.00 ",
61010663,18GA DLP PED AORTIC ROOT CANN.,$153.00 ,
61010664,14GA DLP PED AORTIC ROOT CANN.,$136.00 ,
61010665,ELS 12FR THIN VENOUS DRAIN. CANN,$187.00 ,
61010666,ELS 14FR THIN VENOUS DRAIN.CANN,$187.00 ,
61010667,ELS 16FR THIN VENOUS DRAIN.CANN,$187.00 ,
61010668,ELS 18FR THIN VENOUS DRAIN.CANN,$187.00 ,
61010669,ELS 20FR THIN VENOUS DRAIN.CANN,$187.00 ,
61010670,ELS 8FR FEMORAL ARTERIAL CANN,$587.00 ,
61010671,ELS 10FR FEMORAL ARTERIAL CANN,$587.00 ,
61010672,ELS 12FR FEMORAL ARTERIAL CANN,$587.00 ,
61010673,ELS 14FR FEMORAL ARTERIAL CANN,$587.00 ,
61010674,ELS 16FR FEMORAL ARTERIAL CANN,$651.00 ,
61010675,ELS 18FR FEMORAL ARTERIAL CANN,$651.00 ,
61010676,ELS 20FR FEMORAL ARTERIAL CANN,$651.00 ,
61010677,AVID 29FR DUAL VENOUS DRAIN.CANN,$201.00 ,
61010678,ELS 29F AVID DUAL VEN.DRAIN CANN,$201.00 ,
61010789,MYOCARDIAL TEMP. SENSOR 15MM,$197.00 ,
61010790,MYOCARDIAL TEMP.SENSOR 30MM,$235.00 ,
61010810,HALO VEST ASSEMBLY SYSTEM,"$2,125.00 ",
61000011,RED ROBINSON RUBBER CATH,$50.00 ,
200000110,DISP GAS/INT/ANASTOM STAP DEV,$210.00 ,
61011008,GRAFT VASCULAR PED SHUNT 4MM,"$1,084.00 ",
