ProcedureID,Description,Charge
7306854,PHOSPHOLIPID ANTIBODY SENDOUT,$166.72
7306870,ANTIBODY CRYPTOCOCCUS SENDOUT,$124.86
7306878,VITAMIN NES SENDOUT,$196.69
7306886,RIBOFLAVIN VITAMIN B2 SENDOUT,$129.97
7306894,"CALPROTECTIN,FECAL SENDOUT",$519.15
7306902,PREALBUMIN LEVEL,$53.10
7306910,T3 FREE,$237.81
7306926,Q FEVER ANTIBODY SENDOUT,$153.10
7306934,"LIPOPROTEIN, BLD, BY NMR SEND",$174.28
7306966,INHIBIN A SEND OUT,$193.94
7306982,INSULIN FREE SEND OUT,$162.90
7306990,TB TEST CELL MEDIATED SEND OUT,$183.07
7307006,METHADONE SENDOUT,$138.06
7307022,TREPONEMA PALLIDUM,$122.63
7307030,TISS CUL NON-NEO DISORDER SO,$873.18
7307038,T-CUL NON-NEO DISORDERS SOL.SO,$873.18
7307062,CHROM ANALYSIS AMNIO 6-12 SO,"$2,369.84"
7307070,CHROM.ANALY.ADD KARYOTYPE SO,$783.06
7307078,CHROM ANALYSIS ADD CELLS EA SO,$684.06
7307086,CYTOGENICS & MOLEC CYTO SO,$379.71
7307110,CHRM ANALY 15-20CELL 2KARYO SO,"$2,392.02"
7307126,HEAVY MENTAL QUANT.SENDOUT,$212.76
7307134,C DIFF AMPLIFIED PROBE,$177.30
7307142,PHOSPHOLIPID NEUTRAL HEX.SEND,$258.90
7307150,I.V.A. 1 & 2 SINGLE ASSAY,$140.71
7307158,ENCEPHALITIS CALIFORNIA SO,$133.68
7307166,ENCEPHALITIS EASTERN EQUI SO,$133.68
7307174,ENCEPHALITIS ST.LOUIS SO,$133.68
7307182,ENCEPHALITIS WSTRN EQUINE SO,$133.68
7307198,IADNA  AMPLIFIED PROBE SO,$199.67
7307222,FLETCHER FACTOR ASSAY  SO,$342.04
7307238, HUMAN EPIDIDYMIS PROTEIN 4 SO,$348.42
7307246,NEUTRALIZATION TEST VIRAL SO,$211.87
7307254,CELL FUNCT.ASSY W/STIM& DET SO,$275.68
7307262,CTFR(CYSTIC FIBR)GENE ANAL SO,$265.05
7307270,"F2 GENE ANALY,20210G>A VARI SO",$229.73
7307278,"F5(COAG FAC V)GENE ANALY,LE SO",$152.97
7307286,"FMR(FRAGILE X)GENE ANAL,ABN SO",$324.28
7307292,HFE(HEMOCHROMAT)GENE ANAL SO,$229.73
7307300,HBA1/HBA2(ALPHA THALAS)GENE SO,$868.38
7307308,"MTHFR GENE ANALY,COM VARIAN SO",$198.87
7307316,"HLA CLASS1TYPE,LOWRES,COMPL SO",$331.00
7307324,"HLA CLASS1TYPE,LOWRE,1AG EQ SO",$55.07
7307332,"HLA CLASS1TYPE,HIRES,1ag eq SO",$159.54
7307340,PMP22 GENE ANAL DUPLICATION SO,"$1,181.15"
7307372,COLL.OF BLOOD BY VENIPUNCTURE,$31.50
7307388,MONO CELL AG QUANT NOS SO,$391.82
7307396,ORGANIC ACIDS QUAL.EA.SO,$163.37
7307412,MOLECULAR PATH PROC LEV.1 SO,$504.13
7307420,LUTEINIZING RELEASE FACTOR SO,$349.70
7307428,HLA II HR 1 ALLELE SO,$127.63
7307436,UNLISTED MOLELCULAR PATH. SO,$638.14
7307444,MOLECULAR PATH PROC. LEV.1 SO,$478.61
7307452,LYME DIS DNA AMP PROBE SO,$167.75
7307460,CLOT FACTOR WGHT KININOGEN SO,$317.25
7307476,HISTOPLASMA CAPSUL AG EIA SO,$151.94
7307484,DRG SCREEN QUANT EVEROLIMUS SO,$97.24
7307492,ASPERGILLUS AG EIA SO,$97.24
7307500,GJB2 GENE FULL SEQUENCE SO,$842.34
7307516,ALPHA-FETOPROTEIN L3 SO,$224.87
7307524,H PYLORI (C-13) BREATH SO,$273.48
7307532,SUGARS SINGLE QUANT SO,$60.78
7307540,SCREEN QUANT GABAPENTIN SO,$42.55
7307548,JOHN CUNNINGHAM ANTIBODY SO,$183.54
7307556,DRUG SCREEN QUANT CAFFEINE SO,$143.44
7307564,DRUG SCREEN QUANT CLOZAPINE SO,$143.44
7307572,DRG SCREEN QUAN LAMOTRIGINE S0,$143.44
7307588,DRG SCRN QUAN MYCOPHENOLATE SO,$143.44
7307596,DRG SCRN QUANT OXCARBAZEPIN SO,$143.44
7307612,DRG SCRN QUANT ZONISAMIDE SO,$143.44
7307620,SNRPN/UBE3A GENE SO,$589.52
7307628,MOPATH PROCEDURE LEVEL 3 SO,$243.11
7307636,ALPHA-1-ANTITRYPSIN PHENO SO,$159.23
7307644,PANCREATIC ELASTASE FECAL SO,$364.65
7307660,QUANTITATIVE ASSAY DRUG SO,$197.98
7307676,"ANTI DEPRESS,SEROTONERG SO",$197.98
7307682,ANTIDEPRESS TRICYCLIC 1-2 SO,$197.98
7307690,ANTIDEPRESSANT NOS SO,$197.98
7307698,ANTIEPILEPTICS NOS 1-3 SO,$197.98
7307706,ANTIPSYCHOTICS NOS 1-3 SO,$197.98
7307714,PREGABALIN,$197.98
7307722,SKELETAL MUSCLE RELAX 1-2 SO,$197.98
7307730,DRUG DEFIN QUAL/QUANT NOS SO,$197.98
7307762,BARBITURATES SO,$95.71
7307770,BUPRENORPHINE SO,$57.82
7307778,CANNABINOIDS NATURAL SO,$95.71
7307780,"ANALGESICS,NON-OPIOID 1 OR 2",$127.34
7307784,COCAINE SO,$95.71
7307792,FENTANYL SO,$150.86
7307808,OPIATES 1 OR MORE SO,$150.86
7307816,OPIOIDS/ANALOGS 1-2 SO,$236.62
7307824,OXYCODONE SO,$150.86
7307832,DRUGS DEF QL/QT NOS >7 MORE SO,$150.86
7307840,HEPATITIS C ANTIBODY SCREEN,$184.20
7307856,ASSAY FOR PHENCYCLIDINE SO,$92.61
7307864,DRUG SCREEN NON TLC DEVICES,$163.66
7307872,"ANALGESICS,NON OPIOID 1 OR 2",$127.34
7307876,ANTIDEPRESS TRICYCLIC 1-2 SO,$197.98
7307880,BENZODIAZEPINES 1-12 SENDOUT,$185.68
7307892,ANTIDEPRESS TRICYCLIC 1-2 SO,$197.98
7307908,ANTIDEPRESS TRICYCLIC 1-2 SO,$197.98
7307909,BARTONELLA DNA AMP PROBE SO,$231.53
7307925,DETECT AGENT NOS DNA QUANT SO,$300.98
7307949,CYTOGEN M ARRAY COPY NO&SNP SO,"$2,431.01"
7307957,CHEMILUMINESCENT ASSAY SO,$138.92
7307973,PROCALCITONIN (PCT) SO,$306.77
7307989,CLOTTING FUNCT ACTIVITY SO,$221.11
7307997,FIBRINOLYTIC PLASMINOGEN SO,$276.68
7308005,EHRLICHIA ANTIBODY,$173.65
7308111,WEST NILE VIRUS AB IGM SO,$163.22
7308119,WEST NILE VIRUS ANTIBODY,$163.22
7308135,MOPATH PROCEDURE LEVEL 6 SO,$723.51
7308143,MOPATH PROCEDURE LEVEL 7 SO,"$2,496.99"
7308151,MOPATH PROCEDURE LEVEL 9 SO,"$4,071.36"
7308159, ANTIGEN W/ANTIBODIES,$165.54
7308167,HEP C PROBE&RVRS TRNSC SO,$216.48
7308175,IMMUNOFLUOR EA.ADDN SNGL SO,$220.50
7308183,IMMUNOFLUOR ANTB 1ST STAIN,$154.35
7308191,ASSAY OF GLUCAGON SO,$141.12
7308199,ACETONE/KEYTONE BODY SER QUANT,$81.97
7308207,NEISSERIA MENINGITIDIS SO,$141.12
7308215,RBC OSMOTIC FRAGILITY SO,$286.65
7308223,CANDIDA DNA DIR PROBE,$79.38
7308231,GARDNER VAG DNA DIR PROBE,$79.38
7308239,TRICHOMONAS VAGIN DIR PROBE,$79.38
7308247,PHENOTYPE INFECT AGENT DRUG,$766.24
7308255,CALR GENE COM VARIANTS SO,$496.13
7308263,DRUG TEST PRSMV CHEM ANLYZR SO,$315.00
7308279,VERY LONG CHAIN FATTY ACIDS SO,$209.48
7308287,TESTERONE BIOAVAILABLE SO,$379.63
7308295,H-1 AG W/H-1 & H-2 AB,$93.71
7308319,ENZYME CELL ACTIVITY SO,$304.50
7308343,DRUG TEST PRSMV CHEM ANLYZR,$390.60
7308351,CFTR GENE FULL SEQUENCE SO,$525.00
7308359,MOPATH PROCEDURE LEVEL 5 S0,"$1,332.45"
7308367,TPMT GENE ANALYSIS SO,$480.12
7308375,ANDROSTANEDIOL GLUCURONIDE SO,$162.75
7308383,SERPINA1 GENE SO,$252.00
7308391,IMMUNOASSAY QUANT NOS NONAB SO,$210.00
7308399,CHEMILUMINESCENT ASSAY SO,$106.05
7308415,ALLRG SPEC IGE PURE EA SO,$96.27
7308423,ASSAY OF BIOTINIDASE SO,$61.00
7308439,ALLERGEN SPECIFIC IGG SO,$38.00
7308447,DRUG SCREENING TRAMADOL,$160.00
7308455,GENOTYPE DNA HEPATITIS B,$829.00
7308463,ZIKA VIRUS DNA/RNA AMP PROB SO,$325.00
7390016,"STREP A AG, EIA QUAL/SEMI QUAL",$99.56
7390032,"CULTURE,MYCOPLASMA,SENDOUT",$270.11
7390057,CULTURE BACT AEROBIC IDENTIFY,$48.75
7390065,CULT BACTERIA EXCEPT BLOOD,$96.26
7390073,CULTURE ANAEROBE IDENT EACH,$148.63
7390098,MACROSCOPIC EXAM PARASITE,$57.12
7390106,"BLOOD,OCCULT,OTHER SOURCES",$40.50
7390115,INFLUENZA ASSAY W/DIR OBSERV,$104.48
7390123,CULTURE BACT W/ISOLATION URINE,$48.75
7390131,"NEISSERIA GON,AMPLIFIED",$281.98
7390139,CHYLMD TRACH AMP PROBE,$281.98
7390163,CULTURE BACT.ANY OTH.SRC,$98.02
7390171,INFECTIOUS AGENT RSV,$131.97
7390197,VIRUS ISOL. NON-IMM.METH.SEND,$203.66
7390205,INF.AGENT DNA/RNA AMP.PROB.SEN,$283.90
7390297,MACROSCOPIC EXAM ARTHROPOD SO,$73.17
7390321,LACTOFERRIN FECAL QUAL,$113.25
7390329,CONCENTRATION INFECTIOUS AGENT,$111.05
7390367,IADNA-DNA/RNA PROBE TQ 12-25,"$1,781.59"
7390375,RESP VIRUS 12-25 TARGETS,"$1,781.59"
7390383,DETECT AGENT NOS DNA AMP,$263.94
7390391,CHYLMD PNEUM DNA AMP PROBE,$263.94
7390399,M.PNEUMON DNA AMP PROBE,$297.51
7390407,CNS DNA AMP PROBE TYPE12-25,"$1,911.00"
7390415,RESP VIRUS 3-5 TARGETS,$350.00
7390423,INFLUENZA DNA AMP PROBE,$180.00
7390431,DETECT AGENT NOS DNA AMP,$180.00
7500010,ANTIBODY TITRATION,$84.93
7500028,ELUTION,$280.01
7500051,ABSORPTION PROCEDURE,$439.28
7500127,BLOOD TYPING;SEROLOGIC ABO,$73.88
7500168,"RBC ANTIGENS,NON ABO,Rh ea",$187.13
7500192,FETAL SCREEN,$151.67
7500226,THAWING FROZEN BLOOD PRODUCTS,$84.45
7500291,ALIQUOTING UNITS,$66.85
7500788,"ABY ID, RBC ABY, EA.PANEL",$157.43
7501117,RH(D) ONLY,$73.88
7501224,DIRECT COOMBS,$128.35
7501331,INDIRECT COOMBS,$159.56
7501448,XMATCH,$338.05
7501489,FETALDEX,$242.90
7501679,RH IMM GLOB,$228.72
7501786,CRYOPRECIPITATE,$129.15
7502222,FRESH FROZEN PLASMA,$175.17
7504399,RBC PRETREATMENT W/CHEM SEND,$81.44
7505019,ALBUMIN 25% 50 ML,$205.53
7505035,ALBUMIN 5% 250ML,$205.53
7505043,LEUKOPOOR RBC,$686.03
7505134,CMV SCREENING,$80.43
7505191,PLATELETPHERESIS,"$1,279.02"
7505274,FRESH FROZEN PLASMA; PHERESIS,$327.17
7505338,IRRADIATED PLATELET PHERESIS,"$1,340.38"
7505354,RBC LEUKO REDUCED IRRADIATED,$757.57
7600018,FLUID CYTO;WASHINGTON BRUSHING,$416.05
7600455,SPUTUM CYTO,$421.14
7600604,FINE NEEDLE ASPIRAT IMMEDIATE,$817.47
7600810,CYTOLOGY SPECIAL STAIN,$155.11
7600836,DIAG.PAP SMEAR OR TP PHYS.INT,$109.07
7600885,PATHOLOGY PROCESSING FEE,$21.77
7600893,O/P FINE NEEDLE ASPIRATION,$861.49
7600901,SMEAR INDIA INK SMC,$146.34
7600919,SMEAR EOSINOPHILS URINE HANSEL,$146.34
7600927,THIN PREP PAP SMEAR SCREEN,$157.83
7600935,HPV HIGH RISK TYPES SENDOUT,$265.01
7600943,THIN PREP PAP SMEAR DIAG.,$185.48
7600951,THIN PREP SCREEN PHYS.INTER,$109.07
7601006,"CYTOPATH, CONCENTRATE TECH",$295.17
7700909,FROZEN SECTION,$664.19
7700982,SURG PATH FS AD,$223.87
7701063,SURG PATH GROSS,$96.53
7706005,SPECIAL STAINS-GROUP I,$348.48
7706013,SPECIAL STAINS-GROUP II,$423.66
7706021,GROSS&MICRO EXAM-A,$377.99
7706039,GROSS&MICRO EXAM-B,$502.09
7706047,GROSS&MICRO EXAM-C,$604.74
7706054,GROSS&MICRO EXAM-D,$873.17
7706062,GROSS&MICRO EXAM-E,$920.70
7706088,LAB-DECALCIFICATION PROCED,$179.97
7706138,CONSULT DURING SURG,$447.90
7706203,IRON STAIN,$77.48
7706278,CERVICAL BIOPSY (ECC),$221.38
7706406,INTRAOP CYTO PATH CONSULT 1,$330.61
7706414,INTRAOP CYTO PATH CONSULT 2,$206.64
7706422,IMMUNCHEM PER SPEC.1ST OR MULT,$329.94
7706430,"SURG.PATH,G&M NEEDLE BX PROS",$872.74
7706462,IMMUNCHEM.PER SPEC.EA.ADD,$329.94
7706470,IMMUNOHISTO ANTIBODY SLIDE,$464.21
7706478,CLIN PATH CONSULT COMPRE,$425.16
7706486,MICROSLIDE CONSULTATION,$363.30
7800154,AUTOPSY ME COMPONENT,"$1,631.16"
8100125,RM AND BD PRIV ONLY 5PRATT M/S,"$1,427.00"
8100208,RM AND BD SEMI,"$1,427.00"
8100224,RM AND BD PRIV ONLY,"$1,427.00"
8100307,RM AND BD SEMI,"$1,757.00"
8100331,RM AND BD PRIV MED,"$1,757.00"
8100406,RM AND BD SEMI,"$1,349.00"
8100546,RM AND BD EMERGENCY ROOM,"$1,427.00"
8100547,RM AND BD WARD,"$1,288.00"
8100646,RM AND BD ICU,"$4,812.00"
8100802,RM & BD PCU,"$2,706.00"
8100943,RM AND BD NURSERY,$830.00
8101040,RM AND BD NON NB NURSERY,"$1,032.00"
8101149,RM AND BD NEONATAL ICU,"$1,932.00"
8101206,RM AND BD SEMI,"$1,598.00"
8101230,RM AND BD PRIV ONLY,"$1,598.00"
8102600,SEMI PRIV RM&BD MED/SURG-ICU,"$1,427.00"
8102907,SEMI PRIV RM&BD-MED SURG-PCU,"$1,427.00"
8103780,RM & BD PM&R,"$1,886.00"
8103788,SMC RR/PACU INTERIM BED,"$1,337.70"
8103789,AMBULANCE/TRANSPORT,$400.00
8103796,CARDIOVERSION,"$1,575.74"
8103805,RM & BD PMR(ARU),"$1,886.00"
8103813,RM AND BD PRIV M/S ON PMR,"$1,427.00"
8103828,BRACHIAL PLEXIS BLOCK,$846.31
8103836,SCIATIC BLOCK,$476.08
8103844,FEMORAL BLOCK,$286.63
8103868,EPIDURAL BLOCK (LMB CAU),"$1,687.41"
8103915,TRANSFUSION 1 HR,$124.68
8106358,MEDICATION INFUSION PER HR,$124.68
8106374,TRANSFUSION-1HR,$124.68
8106382,COLL.OF BLOOD BY VENIPUNCTURE,$31.50
8106390,SHORT STAY TRMT ROOM,$95.61
8106397,O/P TRM RM 1HOUR 5PRATT,$103.00
8106405,O/P TRM RM 1HOUR 4EAST,$103.00
8106406,O/P INJECTION,$34.82
8106410,ADMIN.INFLUENZA VACCINE,$25.00
8106412,ADMIN.PNEUMOCOCCAL VACCINE,$25.00
8106413,O/P TRM RM 1HOUR PEDS,$103.00
8106414,INFUSAPORT FLUSH,$38.21
8106431,O/P TRM RM 1HOUR OB/GYN,$103.00
8106435,NB HEARING SCREEN,$125.00
8106436,OBSERVATION BED 5 PRATT HR,$107.00
8106439,O/P TRM RM 1HOUR L/D,$99.00
8106443,OBSERVATION BED NURSERY HR,$105.00
8106444,DIRECT ADMIT OBS.CARE 5PRATT,$125.00
8106450,INJECTION SERVICES,$41.00
8106454,O/P TRM RM 1HOUR ICU,$103.00
8106458,RM AND BD PRIVATE ONLY,"$1,349.00"
8106460,RM AND BD SEMI 4PR,"$1,427.00"
8106463,OBSERVATION BED L&D HR,$102.00
8106471,OBSERVATION BED 4 EAST HR,$107.00
8106472,RM&BD ICU/PCU,"$2,706.00"
8106473,FRENULECTOMY,$357.63
8106477,NEONATE EYE EXAM,$150.00
8106479,DIRECT ADMIT OBS.CARE 4E,$125.00
8106480,O/P TRM RM 1HOUR PCU/CCU,$103.00
8106481,OBSERVATION BED ICU HR,$107.00
8106485,OBSERVATION BED NICU HR,$107.00
8106487,INJECTION SERVICES 4E,$41.00
8106497,INJECTION SERVICES ICU,$41.00
8106499,RM & BD PCU,"$2,706.00"
8106500,OBSERVATION BED OB/GYN HR,$107.00
8106504,OBSERVATION BED PCU/CCU HR,$107.00
8106507,O/P TRMT RM-1HR,$90.00
8106508,DIRECT ADMIT OBS.CARE OB/GYN,$125.00
8106510,INECTION SERVICES PCU,$41.00
8106512,DIRECT ADMIT OBS.CARE PCU,$125.00
8106516,INECTION SERVICES MATY,$41.00
8106560,OBSERVATION BED NURS NON-NB HR,$107.00
8106600,OBSERVATION BED PEDS HR,$107.00
8106608,DIRECT ADMIT OBS.CARE PEDS,$125.00
8106616,INJECTION SERVICES PEDS,$41.00
8106626,CIRCUMCISION,$362.00
9500024,FETAL BIOPHYSICAL PROFILE,$856.85
9500032,ECHOGRAPHY TRANSVAGINAL,$854.36
9500048,US OB LIMITED FETUS(S),$527.61
9500136,US ABD.REAL TIME COMPLETE,$814.23
9500144,US ABDOMEN LMTED SINGLE ORGAN,$574.93
9500184,US PELVIC NON-OB COMPLETE,$712.39
9500256,MAMMO SCREEN BILAT INCl. CAD,$301.01
9500272,DEXA FULL BODY,$790.17
9500280,DEXA SINGLE EXTREMITY,$200.09
9500320,US SOFT TISSUE HEAD/NECK,$727.21
9500352,CALD SCREENING MAMMO WTW,$152.20
9500368,ECHO NON OBS PELVI LIMIT OR FU,$358.84
9500372,ULTRASOUND SCROTUM AND CONTENT,$649.86
9500408,US OB<14WKS SINGLE OR 1ST GEST,$357.56
9500424,ULTRASOUND TRANS.PREG.UTERUS,$357.56
9500448,FETAL BPP W/O NON STRESS TEST,$372.08
9500464,ECHO OBS FOLLOW UP OR REPEAT,$248.78
9500504,US REPTROPERITONEAL LIMITED,$569.07
9500520,US EXTREMITY NON VASCUL LMITED,$879.32
9500528,US BREAST UNILAT COMPLETED,$350.62
9500536,US BREAST UNILAT LIMITED,$350.62
9500560,US OBS DETAILED SINGLE GEST,$394.08
9500632,BREAST TOMOSYNTHESIS BI SCREEN,$105.00
20500024,PTHERAPY 45MIN W/PT/OR FAMILY,$260.09
20500100,FAMILY PSYCHOTHERAPY W/PT PRES,$265.05
20500108,GROUP PSYCHOTHERAPY OTHER,$163.31
20500132,HALF DAY PROGRAM,$407.27
20500148,BRIEF INTERVENTION PER 15 MIN,$140.16
20500164,BRIEF ASSESSMENT,$140.18
20500172,PTHERAPY 30MIN W/PT/OR FAMLIY,$195.07
20500180,COMPLEX CARE COORD,$144.84
20500196,COLLATERAL FAMLY/CPL COUNSELG,$195.07
20500212,ALCOHOL &/OR DRUG IOS,$406.31
20500236,ALCOHOL AND/OR DRUG ASSESSMENT,$338.21
66020075,DEBRIDEMENT NON SELECTIVE,$363.55
66020091,GROUP THERAPY,$79.70
66020204,PT EVAL LOW COMPLEX,$165.90
66020212,PT EVAL MOD COMPLEX,$165.90
66020220,PT EVAL HIGH COMPLEX,$165.90
66020228,PT RE-EVAL ESTABLISHED POC,$112.35
A11900,INJECT SKIN LESIONS </W 7,$0.00
A20550,INJ TENDON SHEATH/LIGAMENT,$0.00
A20552,INJ TRIGGER POINT 1/2 MUSCL,$0.00
A20553,INJECT TRIGGER POINTS 3/>,$0.00
A20600,DRAIN/INJ JOINT/BURSA W/O US,$0.00
A20605,DRAIN/INJ JOINT/BURSA W/O US,$0.00
A20610,DRAIN/INJ JOINT/BURSA W/O US,$0.00
A27096,INJECT SACROILIAC JOINT,$0.00
A62270,SPINAL FLUID TAP DIAGNOSTIC,$0.00
A62272,DRAIN CEREBRO SPINAL FLUID,$0.00
A62321,NJX INTERLAMINAR CRV/THRC,$0.00
A62322,NJX INTERLAMINAR LMBR/SAC,$0.00
A62323,NJX INTERLAMINAR LMBR/SAC,$0.00
A64400,N BLOCK INJ TRIGEMINAL,$0.00
A64402,N BLOCK INJ FACIAL,$0.00
A64405,N BLOCK INJ OCCIPITAL,$0.00
A64420,N BLOCK INJ INTERCOST SNG,$0.00
A64421,N BLOCK INJ INTERCOST MLT,$0.00
A64425,N BLOCK INJ ILIO-ING/HYPOGI,$0.00
A64445,N BLOCK INJ SCIATIC SNG,$0.00
A64450,N BLOCK OTHER PERIPHERAL,$0.00
A64483,INJ FORAMEN EPIDURAL L/S,$0.00
A64484,INJ FORAMEN EPIDURAL ADD-ON,$0.00
A64490,INJ PARAVERT F JNT C/T 1 LEV,$0.00
A64491,INJ PARAVERT F JNT C/T 2 LEV,$0.00
A64492,INJ PARAVERT F JNT C/T 3 LEV,$0.00
A64493,INJ PARAVERT F JNT L/S 1 LEV,$0.00
A64494,INJ PARAVERT F JNT L/S 2 LEV,$0.00
A64495,INJ PARAVERT F JNT L/S 3 LEV,$0.00
A64510,N BLOCK STELLATE GANGLION,$0.00
A64520,N BLOCK LUMBAR/THORACIC,$0.00
A64615,CHEMODENERV MUSC MIGRAINE,$0.00
A64635,DESTROY LUMB/SAC FACET JNT,$0.00
A64636,DESTROY L/S FACET JNT ADDL,$0.00
A99152,MOD SEDAT PHYS/QHP 5YRS/>,$123.90
A99153,MOD CS EACH ADD 15MIN,$47.25
A99202,OFFICE OUTPT NEW 20 MINUTES,$146.00
A99203,OFFICE OUTPT NEW 30 MIN,$210.00
A99204,OFFICE OUTPT NEW 45 MIN,$321.00
A99211,OFFICE O/P EST 5 MIN,$42.00
A99212,OFFICE OUTPT EST 10 MIN,$86.00
A99213,OFFICE OUTPT EST15 MIN,$143.00
A99214,OFFICE OUTPT EST 25 MIN,$211.00
AD70100,MANDIBLE PARTIAL,$233.70
AD70110,MANDIBLE COMPLETE,$363.65
AD70150,FACIAL BONES COMPL,$392.68
AD70160,NASAL BONES,$233.70
AD70200,ORBIT COMPLETE MIN 4 VIEWS,$142.39
AD70220,SINUSES COMPLETE,$360.75
AD70260,SKULL COMPLETE,$420.51
AD70330,TMJ BILAT,$334.03
AD70360,NECK SOFT TISSUE,$155.65
AD71010,CHEST 1 VIEW,$203.46
AD71020,CHEST 2 VIEWS,$240.84
AD71100,RIBS-UNI W/O 1 VIEW CHEST,$240.84
AD71101,RIBS UNILAT INCL.CHEST,$287.02
AD71111,RIBS BILAT INCL.CHEST,$528.43
AD71120,STERNUM,$233.70
AD72040,X-RAY EXAM NECK SPINE 2-3 VW,$307.91
AD72050,"RAD EXAM SPINE,CERV,MIN 4VIEWS",$216.17
AD72070,RAD.EXAM THORACIC SPINE 2VIEWS,$136.58
AD72072,THORACIC SPINE THREE VIEWS,$376.55
AD72081,X-RAY EXAM ENTIRE SPI 1 VW,$593.42
AD72082,X-RAY EXAM ENTIRE SPI 2/3 VW,$623.08
AD72100,SPINE LUMBOSACRAL 2 OR 3 VIEWS,$298.05
AD72110,SPINE LS COMPLETE,$485.22
AD72114,SPINE LS W/BENDING,$451.45
AD72170,PELVIS AP,$233.10
AD72190,PELVIS COMPLETE,$270.68
AD72202,SI JOINTS,$270.68
AD72220,SACRUM * COCCYX,$233.70
AD73000,CLAVICLE,$165.74
AD73010,SCAPULA,$233.70
AD73020,SHOULDER 1 VIEW,$198.53
AD73030,SHOULDER COMPLETE,$232.70
AD73050,AC JOINTS BILAT W/WO WEIGHTS,$273.25
AD73060,HUMERUS,$198.53
AD73080,ELBOW COMPLETE,$227.58
AD73090,FOREARM,$195.48
AD73100,WRIST AP * LAT,$198.53
AD73110,WRIST COMPLETE,$214.44
AD73120,HAND 2 VIEWS,$198.53
AD73130,HAND COMPLETE,$214.44
AD73140,FINGER (S),$155.24
AD73502,X-RAY EXAM HIP UNI 2-3 VIEWS,$252.68
AD73521,X-RAY EXAM HIPS BI 2 VIEWS,$459.91
AD73552,X-RAY EXAM OF FEMUR 2/>,$243.65
AD73560,KNEE AP * LAT,$224.93
AD73564,KNEE COMPLETE,$233.82
AD73565,BOTH KNEES STANDING AP,$99.92
AD73590,TIBIA*FIBULA AP*LA,$243.65
AD73610,ANKLE COMPLETE,$235.62
AD73620,FOOT AP * LAT,$198.53
AD73630,FOOT COMPLETE,$235.62
AD73650,OS CALCIS,$155.65
AD73660,TOE (S),$135.20
AD74000,ABDOMEN 1 VIEW,$216.87
AD74019,ABDOMEN 2 VIEW,$236.00
AD74021,ABDOMEN 3 OR MORE VIEWS,$300.00
AD74022,ABDOMEN MULTIPLE VIEWS ACUTE,$415.07
AD77072,BONE AGE STUDIES,$269.50
AF11900,INJECT SKIN LESIONS </W 7,$481.95
AF20550,INJ TENDON SHEATH/LIGAMENT,$740.08
AF20552,INJ TRIGGER POINT 1/2 MUSCL,$740.08
AF20553,INJECT TRIGGER POINTS 3/>,$740.08
AF20600,DRAIN/INJ JOINT/BURSA W/O US,$740.08
AF20605,DRAIN/INJ JOINT/BURSA W/O US,$740.08
AF20610,DRAIN/INJ JOINT/BURSA W/O US,$740.08
AF27096,INJECT SACROILIAC JOINT,$407.93
AF62270,SPINAL FLUID TAP DIAGNOSTIC,"$1,935.45"
AF62321,NJX INTERLAMINAR CRV/THRC,"$1,198.05"
AF62323,NJX INTERLAMINAR LMBR/SAC,"$1,148.70"
AF64405,N BLOCK INJ OCCIPITAL,$740.08
AF64420,N BLOCK INJ INTERCOST SNG,"$1,935.45"
AF64425,N BLOCK INJ ILIO-ING/HYPOGI,"$1,935.45"
AF64447,N BLOCK INJ FEM SINGLE,"$1,630.41"
AF64450,N BLOCK OTHER PERIPHERAL,$740.08
AF64483,INJ FORAMEN EPIDURAL L/S,"$1,935.45"
AF64484,INJ FORAMEN EPIDURAL ADD-ON,$515.97
AF64490,INJ PARAVERT F JNT C/T 1 LEV,"$2,719.10"
AF64491,INJ PARAVERT F JNT C/T 2 LEV,$545.74
AF64492,INJ PARAVERT F JNT C/T 3 LEV,$545.74
AF64493,INJ PARAVERT F JNT L/S 1 LEV,"$2,719.10"
AF64494,INJ PARAVERT F JNT L/S 2 LEV,$424.46
AF64495,INJ PARAVERT F JNT L/S 3 LEV,$424.46
AF64510,N BLOCK STELLATE GANGLION,"$1,935.45"
AF64520,N BLOCK LUMBAR/THORACIC,"$1,935.45"
AF64615,CHEMODENERV MUSC MIGRAINE,$740.08
AF64635,DESTROY LUMB/SAC FACET JNT,"$4,605.89"
AF64636,DESTROY L/S FACET JNT ADDL,$680.24
AFA211,OFFICE O/P EST 5 MIN,$135.61
AP11900,INJECT SKIN LESIONS </W 7,$104.42
AP20550,INJ TENDON SHEATH/LIGAMENT,$147.00
AP20552,INJ TRIGGER POINT 1/2 MUSCL,$147.00
AP20553,INJECT TRIGGER POINTS 3/>,$178.00
AP20600,DRAIN/INJ JOINT/BURSA W/O US,$125.00
AP20605,DRAIN/INJ JOINT/BURSA W/O US,$117.64
AP20610,DRAIN/INJ JOINT/BURSA W/O US,$141.15
AP27096,INJECT SACROILIAC JOINT,$350.00
AP62270,SPINAL FLUID TAP DIAGNOSTIC,$433.05
AP62321,NJX INTERLAMINAR CRV/THRC,$595.00
AP62323,NJX INTERLAMINAR LMBR/SAC,$620.00
AP63650,IMPLANT NEUROELECTRODES,"$2,500.00"
AP64405,N BLOCK INJ OCCIPITAL,$302.00
