897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,12372.55814
901,WOUND DEBRIDEMENTS FOR INJURIES W MCC,No Cases
902,WOUND DEBRIDEMENTS FOR INJURIES W CC,No Cases
903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,No Cases
904,SKIN GRAFTS FOR INJURIES W CC/MCC,No Cases
905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,No Cases
906,HAND PROCEDURES FOR INJURIES,25048
907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,59311
908,OTHER O.R. PROCEDURES FOR INJURIES W CC,51060.5
909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,12966.5
913,TRAUMATIC INJURY W MCC,No Cases
914,TRAUMATIC INJURY W/O MCC,20858.33333
915,ALLERGIC REACTIONS W MCC,21259
916,ALLERGIC REACTIONS W/O MCC,11980
917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,25926.53333
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,19113.2
919,COMPLICATIONS OF TREATMENT W MCC,19876.5
920,COMPLICATIONS OF TREATMENT W CC,13702
921,COMPLICATIONS OF TREATMENT W/O CC/MCC,7572
922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",29595
923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",13115
927,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W SKIN GRAFT,No Cases
928,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,No Cases
929,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,No Cases
933,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W/O SKIN GRAFT,No Cases
934,FULL THICKNESS BURN W/O SKIN GRAFT OR INHAL INJ,No Cases
935,NON-EXTENSIVE BURNS,3996
939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,No Cases
940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,No Cases
941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,No Cases
945,REHABILITATION W CC/MCC,No Cases
946,REHABILITATION W/O CC/MCC,No Cases
947,SIGNS & SYMPTOMS W MCC,20134
948,SIGNS & SYMPTOMS W/O MCC,14457.84615
949,AFTERCARE W CC/MCC,28809.16667
950,AFTERCARE W/O CC/MCC,13060.5
951,OTHER FACTORS INFLUENCING HEALTH STATUS,3247.84
955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,No Cases
956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",32215
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,No Cases
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,No Cases
959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,No Cases
963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,No Cases
964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,30576
965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,No Cases
969,HIV W EXTENSIVE O.R. PROCEDURE W MCC,No Cases
970,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,No Cases
974,HIV W MAJOR RELATED CONDITION W MCC,No Cases
975,HIV W MAJOR RELATED CONDITION W CC,No Cases
976,HIV W MAJOR RELATED CONDITION W/O CC/MCC,No Cases
977,HIV W OR W/O OTHER RELATED CONDITION,No Cases
981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,25945.4
982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,26204
983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,21023.5
987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,34655.25
988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,No Cases
989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,23341
998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,No Cases
999,UNGROUPABLE,No Cases
